plane,slice_fixed_val,u1_fcl,u2_fsb,u3_A,Q_det,Q_varMS
XZ,0.0000,0.2414,0.0000,0.2414,0.841925,0.456000
XZ,0.0000,0.2414,0.0000,0.3103,0.843537,0.469000
XZ,0.0000,0.2414,0.0000,0.3793,0.845048,0.466000
XZ,0.0000,0.2414,0.0000,0.4483,0.846460,0.467000
XZ,0.0000,0.2414,0.0000,0.5172,0.847771,0.452000
XZ,0.0000,0.2414,0.0000,0.5862,0.848983,0.449000
XZ,0.0000,0.2414,0.0000,0.6552,0.850097,0.455000
XZ,0.0000,0.2414,0.0000,0.7241,0.851113,0.453000
XZ,0.0000,0.2414,0.0000,0.7931,0.852033,0.453000
XZ,0.0000,0.2414,0.0000,0.8621,0.852856,0.499000
XZ,0.0000,0.2414,0.0000,0.9310,0.853585,0.462000
XZ,0.0000,0.2414,0.0000,1.0000,0.854220,0.471000
XZ,0.0000,0.3103,0.0000,-1.0000,0.731567,0.250000
XZ,0.0000,0.3103,0.0000,-0.9310,0.734866,0.220000
XZ,0.0000,0.3103,0.0000,-0.8621,0.738105,0.249000
XZ,0.0000,0.3103,0.0000,-0.7931,0.741282,0.280000
XZ,0.0000,0.3103,0.0000,-0.7241,0.744398,0.246000
XZ,0.0000,0.3103,0.0000,-0.6552,0.747450,0.272000
XZ,0.0000,0.3103,0.0000,-0.5862,0.750439,0.265000
XZ,0.0000,0.3103,0.0000,-0.5172,0.753362,0.285000
XZ,0.0000,0.3103,0.0000,-0.4483,0.756220,0.279000
XZ,0.0000,0.3103,0.0000,-0.3793,0.759010,0.300000
XZ,0.0000,0.3103,0.0000,-0.3103,0.761733,0.273000
XZ,0.0000,0.3103,0.0000,-0.2414,0.764388,0.272000
XZ,0.0000,0.3103,0.0000,-0.1724,0.766974,0.286000
XZ,0.0000,0.3103,0.0000,-0.1034,0.769490,0.289000
XZ,0.0000,0.3103,0.0000,-0.0345,0.771936,0.310000
XZ,0.0000,0.3103,0.0000,0.0345,0.774312,0.286000
XZ,0.0000,0.3103,0.0000,0.1034,0.776616,0.324000
XZ,0.0000,0.3103,0.0000,0.1724,0.778849,0.286000
XZ,0.0000,0.3103,0.0000,0.2414,0.781011,0.285000
XZ,0.0000,0.3103,0.0000,0.3103,0.783100,0.327000
XZ,0.0000,0.3103,0.0000,0.3793,0.785117,0.324000
XZ,0.0000,0.3103,0.0000,0.4483,0.787062,0.331000
XZ,0.0000,0.3103,0.0000,0.5172,0.788934,0.318000
XZ,0.0000,0.3103,0.0000,0.5862,0.790734,0.275000
XZ,0.0000,0.3103,0.0000,0.6552,0.792461,0.283000
XZ,0.0000,0.3103,0.0000,0.7241,0.794116,0.344000
XZ,0.0000,0.3103,0.0000,0.7931,0.795698,0.305000
XZ,0.0000,0.3103,0.0000,0.8621,0.797208,0.315000
XZ,0.0000,0.3103,0.0000,0.9310,0.798647,0.317000
XZ,0.0000,0.3103,0.0000,1.0000,0.800013,0.300000
XZ,0.0000,0.3793,0.0000,-1.0000,0.676573,0.153000
XZ,0.0000,0.3793,0.0000,-0.9310,0.679289,0.167000
XZ,0.0000,0.3793,0.0000,-0.8621,0.681969,0.174000
XZ,0.0000,0.3793,0.0000,-0.7931,0.684611,0.169000
XZ,0.0000,0.3793,0.0000,-0.7241,0.687213,0.168000
XZ,0.0000,0.3793,0.0000,-0.6552,0.689776,0.187000
XZ,0.0000,0.3793,0.0000,-0.5862,0.692296,0.164000
XZ,0.0000,0.3793,0.0000,-0.5172,0.694774,0.164000
XZ,0.0000,0.3793,0.0000,-0.4483,0.697208,0.186000
XZ,0.0000,0.3793,0.0000,-0.3793,0.699597,0.178000
XZ,0.0000,0.3793,0.0000,-0.3103,0.701940,0.196000
XZ,0.0000,0.3793,0.0000,-0.2414,0.704237,0.177000
XZ,0.0000,0.3793,0.0000,-0.1724,0.706485,0.174000
XZ,0.0000,0.3793,0.0000,-0.1034,0.708684,0.199000
XZ,0.0000,0.3793,0.0000,-0.0345,0.710834,0.178000
XZ,0.0000,0.3793,0.0000,0.0345,0.712934,0.185000
XZ,0.0000,0.3793,0.0000,0.1034,0.714982,0.190000
XZ,0.0000,0.3793,0.0000,0.1724,0.716978,0.200000
XZ,0.0000,0.3793,0.0000,0.2414,0.718921,0.195000
XZ,0.0000,0.3793,0.0000,0.3103,0.720812,0.180000
XZ,0.0000,0.3793,0.0000,0.3793,0.722648,0.205000
XZ,0.0000,0.3793,0.0000,0.4483,0.724430,0.194000
XZ,0.0000,0.3793,0.0000,0.5172,0.726157,0.214000
XZ,0.0000,0.3793,0.0000,0.5862,0.727829,0.209000
XZ,0.0000,0.3793,0.0000,0.6552,0.729445,0.209000
XZ,0.0000,0.3793,0.0000,0.7241,0.731006,0.213000
XZ,0.0000,0.3793,0.0000,0.7931,0.732510,0.202000
XZ,0.0000,0.3793,0.0000,0.8621,0.733957,0.202000
XZ,0.0000,0.3793,0.0000,0.9310,0.735348,0.202000
XZ,0.0000,0.3793,0.0000,1.0000,0.736683,0.193000
XZ,0.0000,0.4483,0.0000,-1.0000,0.638733,0.093000
XZ,0.0000,0.4483,0.0000,-0.9310,0.640453,0.097000
XZ,0.0000,0.4483,0.0000,-0.8621,0.642153,0.105000
XZ,0.0000,0.4483,0.0000,-0.7931,0.643830,0.110000
XZ,0.0000,0.4483,0.0000,-0.7241,0.645486,0.109000
XZ,0.0000,0.4483,0.0000,-0.6552,0.647117,0.091000
XZ,0.0000,0.4483,0.0000,-0.5862,0.648724,0.100000
XZ,0.0000,0.4483,0.0000,-0.5172,0.650305,0.108000
XZ,0.0000,0.4483,0.0000,-0.4483,0.651859,0.096000
XZ,0.0000,0.4483,0.0000,-0.3793,0.653385,0.081000
XZ,0.0000,0.4483,0.0000,-0.3103,0.654883,0.114000
XZ,0.0000,0.4483,0.0000,-0.2414,0.656351,0.121000
XZ,0.0000,0.4483,0.0000,-0.1724,0.657788,0.087000
XZ,0.0000,0.4483,0.0000,-0.1034,0.659193,0.106000
XZ,0.0000,0.4483,0.0000,-0.0345,0.660566,0.109000
XZ,0.0000,0.4483,0.0000,0.0345,0.661905,0.119000
XZ,0.0000,0.4483,0.0000,0.1034,0.663209,0.132000
XZ,0.0000,0.4483,0.0000,0.1724,0.664478,0.111000
XZ,0.0000,0.4483,0.0000,0.2414,0.665710,0.104000
XZ,0.0000,0.4483,0.0000,0.3103,0.666905,0.129000
XZ,0.0000,0.4483,0.0000,0.3793,0.668063,0.126000
XZ,0.0000,0.4483,0.0000,0.4483,0.669181,0.106000
XZ,0.0000,0.4483,0.0000,0.5172,0.670261,0.122000
XZ,0.0000,0.4483,0.0000,0.5862,0.671300,0.120000
XZ,0.0000,0.4483,0.0000,0.6552,0.672299,0.129000
XZ,0.0000,0.4483,0.0000,0.7241,0.673256,0.139000
XZ,0.0000,0.4483,0.0000,0.7931,0.674172,0.114000
XZ,0.0000,0.4483,0.0000,0.8621,0.675046,0.127000
XZ,0.0000,0.4483,0.0000,0.9310,0.675877,0.130000
XZ,0.0000,0.4483,0.0000,1.0000,0.676666,0.133000
XZ,0.0000,0.5172,0.0000,-1.0000,0.612188,0.039000
XZ,0.0000,0.5172,0.0000,-0.9310,0.612832,0.034000
XZ,0.0000,0.5172,0.0000,-0.8621,0.613469,0.045000
XZ,0.0000,0.5172,0.0000,-0.7931,0.614099,0.040000
XZ,0.0000,0.5172,0.0000,-0.7241,0.614723,0.041000
XZ,0.0000,0.5172,0.0000,-0.6552,0.615339,0.039000
XZ,0.0000,0.5172,0.0000,-0.5862,0.615948,0.044000
XZ,0.0000,0.5172,0.0000,-0.5172,0.616549,0.043000
XZ,0.0000,0.5172,0.0000,-0.4483,0.617141,0.041000
XZ,0.0000,0.5172,0.0000,-0.3793,0.617725,0.038000
XZ,0.0000,0.5172,0.0000,-0.3103,0.618299,0.035000
XZ,0.0000,0.5172,0.0000,-0.2414,0.618862,0.033000
XZ,0.0000,0.5172,0.0000,-0.1724,0.619414,0.037000
XZ,0.0000,0.5172,0.0000,-0.1034,0.619955,0.050000
XZ,0.0000,0.5172,0.0000,-0.0345,0.620482,0.040000
XZ,0.0000,0.5172,0.0000,0.0345,0.620996,0.051000
XZ,0.0000,0.5172,0.0000,0.1034,0.621496,0.037000
XZ,0.0000,0.5172,0.0000,0.1724,0.621979,0.048000
XZ,0.0000,0.5172,0.0000,0.2414,0.622447,0.042000
XZ,0.0000,0.5172,0.0000,0.3103,0.622896,0.049000
XZ,0.0000,0.5172,0.0000,0.3793,0.623328,0.037000
XZ,0.0000,0.5172,0.0000,0.4483,0.623739,0.037000
XZ,0.0000,0.5172,0.0000,0.5172,0.624131,0.040000
XZ,0.0000,0.5172,0.0000,0.5862,0.624500,0.042000
XZ,0.0000,0.5172,0.0000,0.6552,0.624848,0.054000
XZ,0.0000,0.5172,0.0000,0.7241,0.625172,0.041000
XZ,0.0000,0.5172,0.0000,0.7931,0.625472,0.047000
XZ,0.0000,0.5172,0.0000,0.8621,0.625748,0.054000
XZ,0.0000,0.5172,0.0000,0.9310,0.625997,0.045000
XZ,0.0000,0.5172,0.0000,1.0000,0.626219,0.057000
XZ,0.0000,0.5862,0.0000,-1.0000,0.581087,0.007000
XZ,0.0000,0.5862,0.0000,-0.9310,0.580882,0.004000
XZ,0.0000,0.5862,0.0000,-0.8621,0.580691,0.005000
XZ,0.0000,0.5862,0.0000,-0.7931,0.580514,0.007000
XZ,0.0000,0.5862,0.0000,-0.7241,0.580354,0.006000
XZ,0.0000,0.5862,0.0000,-0.6552,0.580209,0.002000
XZ,0.0000,0.5862,0.0000,-0.5862,0.580081,0.006000
XZ,0.0000,0.5862,0.0000,-0.5172,0.579969,0.004000
XZ,0.0000,0.5862,0.0000,-0.4483,0.579875,0.005000
XZ,0.0000,0.5862,0.0000,-0.3793,0.579796,0.002000
XZ,0.0000,0.5862,0.0000,-0.3103,0.579735,0.008000
XZ,0.0000,0.5862,0.0000,-0.2414,0.579689,0.003000
XZ,0.0000,0.5862,0.0000,-0.1724,0.579659,0.007000
XZ,0.0000,0.5862,0.0000,-0.1034,0.579645,0.001000
XZ,0.0000,0.5862,0.0000,-0.0345,0.579645,0.000000
XZ,0.0000,0.5862,0.0000,0.0345,0.579658,0.008000
XZ,0.0000,0.5862,0.0000,0.1034,0.579684,0.001000
XZ,0.0000,0.5862,0.0000,0.1724,0.579722,0.005000
XZ,0.0000,0.5862,0.0000,0.2414,0.579771,0.004000
XZ,0.0000,0.5862,0.0000,0.3103,0.579830,0.001000
XZ,0.0000,0.5862,0.0000,0.3793,0.579897,0.003000
XZ,0.0000,0.5862,0.0000,0.4483,0.579971,0.003000
XZ,0.0000,0.5862,0.0000,0.5172,0.580051,0.005000
XZ,0.0000,0.5862,0.0000,0.5862,0.580135,0.002000
XZ,0.0000,0.5862,0.0000,0.6552,0.580223,0.004000
XZ,0.0000,0.5862,0.0000,0.7241,0.580312,0.004000
XZ,0.0000,0.5862,0.0000,0.7931,0.580401,0.004000
XZ,0.0000,0.5862,0.0000,0.8621,0.580489,0.005000
XZ,0.0000,0.5862,0.0000,0.9310,0.580575,0.007000
XZ,0.0000,0.5862,0.0000,1.0000,0.580656,0.006000
XZ,0.0000,0.6552,0.0000,-1.0000,0.542117,0.004000
XZ,0.0000,0.6552,0.0000,-0.9310,0.541448,0.002000
XZ,0.0000,0.6552,0.0000,-0.8621,0.540824,0.004000
XZ,0.0000,0.6552,0.0000,-0.7931,0.540245,0.002000
XZ,0.0000,0.6552,0.0000,-0.7241,0.539714,0.004000
XZ,0.0000,0.6552,0.0000,-0.6552,0.539230,0.005000
XZ,0.0000,0.6552,0.0000,-0.5862,0.538795,0.005000
XZ,0.0000,0.6552,0.0000,-0.5172,0.538407,0.009000
XZ,0.0000,0.6552,0.0000,-0.4483,0.538069,0.007000
XZ,0.0000,0.6552,0.0000,-0.3793,0.537778,0.006000
XZ,0.0000,0.6552,0.0000,-0.3103,0.537536,0.005000
XZ,0.0000,0.6552,0.0000,-0.2414,0.537342,0.009000
XZ,0.0000,0.6552,0.0000,-0.1724,0.537195,0.007000
XZ,0.0000,0.6552,0.0000,-0.1034,0.537094,0.009000
XZ,0.0000,0.6552,0.0000,-0.0345,0.537040,0.008000
XZ,0.0000,0.6552,0.0000,0.0345,0.537030,0.012000
XZ,0.0000,0.6552,0.0000,0.1034,0.537063,0.005000
XZ,0.0000,0.6552,0.0000,0.1724,0.537139,0.009000
XZ,0.0000,0.6552,0.0000,0.2414,0.537255,0.010000
XZ,0.0000,0.6552,0.0000,0.3103,0.537411,0.011000
XZ,0.0000,0.6552,0.0000,0.3793,0.537604,0.013000
XZ,0.0000,0.6552,0.0000,0.4483,0.537833,0.010000
XZ,0.0000,0.6552,0.0000,0.5172,0.538096,0.013000
XZ,0.0000,0.6552,0.0000,0.5862,0.538392,0.013000
XZ,0.0000,0.6552,0.0000,0.6552,0.538717,0.010000
XZ,0.0000,0.6552,0.0000,0.7241,0.539070,0.020000
XZ,0.0000,0.6552,0.0000,0.7931,0.539449,0.019000
XZ,0.0000,0.6552,0.0000,0.8621,0.539851,0.008000
XZ,0.0000,0.6552,0.0000,0.9310,0.540274,0.014000
XZ,0.0000,0.6552,0.0000,1.0000,0.540717,0.020000
XZ,0.0000,0.7241,0.0000,-1.0000,0.502916,0.008000
XZ,0.0000,0.7241,0.0000,-0.9310,0.502416,0.006000
XZ,0.0000,0.7241,0.0000,-0.8621,0.502011,0.006000
XZ,0.0000,0.7241,0.0000,-0.7931,0.501702,0.013000
XZ,0.0000,0.7241,0.0000,-0.7241,0.501487,0.013000
XZ,0.0000,0.7241,0.0000,-0.6552,0.501365,0.009000
XZ,0.0000,0.7241,0.0000,-0.5862,0.501334,0.012000
XZ,0.0000,0.7241,0.0000,-0.5172,0.501393,0.010000
XZ,0.0000,0.7241,0.0000,-0.4483,0.501539,0.018000
XZ,0.0000,0.7241,0.0000,-0.3793,0.501769,0.018000
XZ,0.0000,0.7241,0.0000,-0.3103,0.502082,0.023000
XZ,0.0000,0.7241,0.0000,-0.2414,0.502474,0.014000
XZ,0.0000,0.7241,0.0000,-0.1724,0.502943,0.028000
XZ,0.0000,0.7241,0.0000,-0.1034,0.503484,0.014000
XZ,0.0000,0.7241,0.0000,-0.0345,0.504096,0.020000
XZ,0.0000,0.7241,0.0000,0.0345,0.504774,0.026000
XZ,0.0000,0.7241,0.0000,0.1034,0.505515,0.026000
XZ,0.0000,0.7241,0.0000,0.1724,0.506316,0.017000
XZ,0.0000,0.7241,0.0000,0.2414,0.507174,0.032000
XZ,0.0000,0.7241,0.0000,0.3103,0.508084,0.029000
XZ,0.0000,0.7241,0.0000,0.3793,0.509043,0.030000
XZ,0.0000,0.7241,0.0000,0.4483,0.510048,0.032000
XZ,0.0000,0.7241,0.0000,0.5172,0.511096,0.027000
XZ,0.0000,0.7241,0.0000,0.5862,0.512182,0.030000
XZ,0.0000,0.7241,0.0000,0.6552,0.513304,0.027000
XZ,0.0000,0.7241,0.0000,0.7241,0.514458,0.028000
XZ,0.0000,0.7241,0.0000,0.7931,0.515641,0.030000
XZ,0.0000,0.7241,0.0000,0.8621,0.516850,0.041000
XZ,0.0000,0.7241,0.0000,0.9310,0.518081,0.042000
XZ,0.0000,0.7241,0.0000,1.0000,0.519331,0.029000
XZ,0.0000,0.7931,0.0000,-1.0000,0.478373,0.003000
XZ,0.0000,0.7931,0.0000,-0.9310,0.479607,0.002000
XZ,0.0000,0.7931,0.0000,-0.8621,0.480938,0.004000
XZ,0.0000,0.7931,0.0000,-0.7931,0.482353,0.006000
XZ,0.0000,0.7931,0.0000,-0.7241,0.483841,0.007000
XZ,0.0000,0.7931,0.0000,-0.6552,0.485394,0.006000
XZ,0.0000,0.7931,0.0000,-0.5862,0.487003,0.005000
XZ,0.0000,0.7931,0.0000,-0.5172,0.488663,0.010000
XZ,0.0000,0.7931,0.0000,-0.4483,0.490368,0.010000
XZ,0.0000,0.7931,0.0000,-0.3793,0.492113,0.012000
XZ,0.0000,0.7931,0.0000,-0.3103,0.493893,0.014000
XZ,0.0000,0.7931,0.0000,-0.2414,0.495705,0.011000
XZ,0.0000,0.7931,0.0000,-0.1724,0.497545,0.009000
XZ,0.0000,0.7931,0.0000,-0.1034,0.499409,0.013000
XZ,0.0000,0.7931,0.0000,-0.0345,0.501295,0.017000
XZ,0.0000,0.7931,0.0000,0.0345,0.503200,0.011000
XZ,0.0000,0.7931,0.0000,0.1034,0.505120,0.005000
XZ,0.0000,0.7931,0.0000,0.1724,0.507055,0.017000
XZ,0.0000,0.7931,0.0000,0.2414,0.509001,0.016000
XZ,0.0000,0.7931,0.0000,0.3103,0.510956,0.013000
XZ,0.0000,0.7931,0.0000,0.3793,0.512918,0.016000
XZ,0.0000,0.7931,0.0000,0.4483,0.514885,0.009000
XZ,0.0000,0.7931,0.0000,0.5172,0.516854,0.010000
XZ,0.0000,0.7931,0.0000,0.5862,0.518825,0.011000
XZ,0.0000,0.7931,0.0000,0.6552,0.520794,0.021000
XZ,0.0000,0.7931,0.0000,0.7241,0.522760,0.013000
XZ,0.0000,0.7931,0.0000,0.7931,0.524722,0.017000
XZ,0.0000,0.7931,0.0000,0.8621,0.526677,0.022000
XZ,0.0000,0.7931,0.0000,0.9310,0.528624,0.010000
XZ,0.0000,0.7931,0.0000,1.0000,0.530560,0.019000
XZ,0.0000,0.8621,0.0000,-1.0000,0.508222,0.001000
XZ,0.0000,0.8621,0.0000,-0.9310,0.510157,0.002000
XZ,0.0000,0.8621,0.0000,-0.8621,0.512125,0.002000
XZ,0.0000,0.8621,0.0000,-0.7931,0.514122,0.001000
XZ,0.0000,0.8621,0.0000,-0.7241,0.516144,0.002000
XZ,0.0000,0.8621,0.0000,-0.6552,0.518188,0.000000
XZ,0.0000,0.8621,0.0000,-0.5862,0.520250,0.000000
XZ,0.0000,0.8621,0.0000,-0.5172,0.522327,0.000000
XZ,0.0000,0.8621,0.0000,-0.4483,0.524417,0.000000
XZ,0.0000,0.8621,0.0000,-0.3793,0.526517,0.000000
XZ,0.0000,0.8621,0.0000,-0.3103,0.528625,0.000000
XZ,0.0000,0.8621,0.0000,-0.2414,0.530738,0.001000
XZ,0.0000,0.8621,0.0000,-0.1724,0.532854,0.000000
XZ,0.0000,0.8621,0.0000,-0.1034,0.534970,0.000000
XZ,0.0000,0.8621,0.0000,-0.0345,0.537085,0.000000
XZ,0.0000,0.8621,0.0000,0.0345,0.539198,0.000000
XZ,0.0000,0.8621,0.0000,0.1034,0.541305,0.001000
XZ,0.0000,0.8621,0.0000,0.1724,0.543405,0.002000
XZ,0.0000,0.8621,0.0000,0.2414,0.545496,0.000000
XZ,0.0000,0.8621,0.0000,0.3103,0.547577,0.002000
XZ,0.0000,0.8621,0.0000,0.3793,0.549646,0.000000
XZ,0.0000,0.8621,0.0000,0.4483,0.551701,0.002000
XZ,0.0000,0.8621,0.0000,0.5172,0.553741,0.001000
XZ,0.0000,0.8621,0.0000,0.5862,0.555765,0.003000
XZ,0.0000,0.8621,0.0000,0.6552,0.557770,0.001000
XZ,0.0000,0.8621,0.0000,0.7241,0.559756,0.004000
XZ,0.0000,0.8621,0.0000,0.7931,0.561721,0.003000
XZ,0.0000,0.8621,0.0000,0.8621,0.563664,0.003000
XZ,0.0000,0.8621,0.0000,0.9310,0.565583,0.001000
XZ,0.0000,0.8621,0.0000,1.0000,0.567478,0.000000
XZ,0.0000,0.9310,0.0000,-1.0000,0.555437,0.019000
XZ,0.0000,0.9310,0.0000,-0.9310,0.557213,0.023000
XZ,0.0000,0.9310,0.0000,-0.8621,0.559005,0.016000
XZ,0.0000,0.9310,0.0000,-0.7931,0.560812,0.025000
XZ,0.0000,0.9310,0.0000,-0.7241,0.562629,0.031000
XZ,0.0000,0.9310,0.0000,-0.6552,0.564453,0.021000
XZ,0.0000,0.9310,0.0000,-0.5862,0.566282,0.020000
XZ,0.0000,0.9310,0.0000,-0.5172,0.568112,0.024000
XZ,0.0000,0.9310,0.0000,-0.4483,0.569940,0.018000
XZ,0.0000,0.9310,0.0000,-0.3793,0.571765,0.024000
XZ,0.0000,0.9310,0.0000,-0.3103,0.573583,0.026000
XZ,0.0000,0.9310,0.0000,-0.2414,0.575393,0.026000
XZ,0.0000,0.9310,0.0000,-0.1724,0.577191,0.022000
XZ,0.0000,0.9310,0.0000,-0.1034,0.578977,0.022000
XZ,0.0000,0.9310,0.0000,-0.0345,0.580748,0.025000
XZ,0.0000,0.9310,0.0000,0.0345,0.582501,0.026000
XZ,0.0000,0.9310,0.0000,0.1034,0.584236,0.016000
XZ,0.0000,0.9310,0.0000,0.1724,0.585950,0.027000
XZ,0.0000,0.9310,0.0000,0.2414,0.587642,0.029000
XZ,0.0000,0.9310,0.0000,0.3103,0.589309,0.019000
XZ,0.0000,0.9310,0.0000,0.3793,0.590952,0.032000
XZ,0.0000,0.9310,0.0000,0.4483,0.592568,0.027000
XZ,0.0000,0.9310,0.0000,0.5172,0.594156,0.016000
XZ,0.0000,0.9310,0.0000,0.5862,0.595714,0.021000
XZ,0.0000,0.9310,0.0000,0.6552,0.597242,0.032000
XZ,0.0000,0.9310,0.0000,0.7241,0.598738,0.037000
XZ,0.0000,0.9310,0.0000,0.7931,0.600202,0.024000
XZ,0.0000,0.9310,0.0000,0.8621,0.601632,0.019000
XZ,0.0000,0.9310,0.0000,0.9310,0.603027,0.029000
XZ,0.0000,0.9310,0.0000,1.0000,0.604387,0.019000
XZ,0.0000,1.0000,0.0000,-1.0000,0.588052,0.073000
XZ,0.0000,1.0000,0.0000,-0.9310,0.589577,0.057000
XZ,0.0000,1.0000,0.0000,-0.8621,0.591088,0.067000
XZ,0.0000,1.0000,0.0000,-0.7931,0.592582,0.058000
XZ,0.0000,1.0000,0.0000,-0.7241,0.594058,0.078000
XZ,0.0000,1.0000,0.0000,-0.6552,0.595513,0.049000
XZ,0.0000,1.0000,0.0000,-0.5862,0.596946,0.064000
XZ,0.0000,1.0000,0.0000,-0.5172,0.598355,0.067000
XZ,0.0000,1.0000,0.0000,-0.4483,0.599738,0.058000
XZ,0.0000,1.0000,0.0000,-0.3793,0.601094,0.067000
XZ,0.0000,1.0000,0.0000,-0.3103,0.602421,0.066000
XZ,0.0000,1.0000,0.0000,-0.2414,0.603718,0.064000
XZ,0.0000,1.0000,0.0000,-0.1724,0.604982,0.065000
XZ,0.0000,1.0000,0.0000,-0.1034,0.606214,0.073000
XZ,0.0000,1.0000,0.0000,-0.0345,0.607411,0.067000
XZ,0.0000,1.0000,0.0000,0.0345,0.608573,0.070000
XZ,0.0000,1.0000,0.0000,0.1034,0.609699,0.060000
XZ,0.0000,1.0000,0.0000,0.1724,0.610787,0.060000
XZ,0.0000,1.0000,0.0000,0.2414,0.611837,0.067000
XZ,0.0000,1.0000,0.0000,0.3103,0.612848,0.086000
XZ,0.0000,1.0000,0.0000,0.3793,0.613819,0.057000
XZ,0.0000,1.0000,0.0000,0.4483,0.614750,0.068000
XZ,0.0000,1.0000,0.0000,0.5172,0.615640,0.060000
XZ,0.0000,1.0000,0.0000,0.5862,0.616488,0.062000
XZ,0.0000,1.0000,0.0000,0.6552,0.617295,0.072000
XZ,0.0000,1.0000,0.0000,0.7241,0.618059,0.074000
XZ,0.0000,1.0000,0.0000,0.7931,0.618780,0.055000
XZ,0.0000,1.0000,0.0000,0.8621,0.619459,0.074000
XZ,0.0000,1.0000,0.0000,0.9310,0.620094,0.072000
XZ,0.0000,1.0000,0.0000,1.0000,0.620686,0.061000
XZ,0.5000,-1.0000,0.5000,-1.0000,0.266264,0.163000
XZ,0.5000,-1.0000,0.5000,-0.9310,0.265626,0.199000
XZ,0.5000,-1.0000,0.5000,-0.8621,0.265007,0.189000
XZ,0.5000,-1.0000,0.5000,-0.7931,0.264411,0.165000
XZ,0.5000,-1.0000,0.5000,-0.7241,0.263842,0.200000
XZ,0.5000,-1.0000,0.5000,-0.6552,0.263304,0.187000
XZ,0.5000,-1.0000,0.5000,-0.5862,0.262802,0.219000
XZ,0.5000,-1.0000,0.5000,-0.5172,0.262339,0.215000
XZ,0.5000,-1.0000,0.5000,-0.4483,0.261921,0.220000
XZ,0.5000,-1.0000,0.5000,-0.3793,0.261551,0.185000
XZ,0.5000,-1.0000,0.5000,-0.3103,0.261234,0.225000
XZ,0.5000,-1.0000,0.5000,-0.2414,0.260974,0.224000
XZ,0.5000,-1.0000,0.5000,-0.1724,0.260776,0.268000
XZ,0.5000,-1.0000,0.5000,-0.1034,0.260642,0.225000
XZ,0.5000,-1.0000,0.5000,-0.0345,0.260577,0.256000
XZ,0.5000,-1.0000,0.5000,0.0345,0.260586,0.251000
XZ,0.5000,-1.0000,0.5000,0.1034,0.260671,0.257000
XZ,0.5000,-1.0000,0.5000,0.1724,0.260836,0.246000
XZ,0.5000,-1.0000,0.5000,0.2414,0.261085,0.285000
XZ,0.5000,-1.0000,0.5000,0.3103,0.261421,0.234000
XZ,0.5000,-1.0000,0.5000,0.3793,0.261847,0.256000
XZ,0.5000,-1.0000,0.5000,0.4483,0.262366,0.270000
XZ,0.5000,-1.0000,0.5000,0.5172,0.262980,0.292000
XZ,0.5000,-1.0000,0.5000,0.5862,0.263692,0.304000
XZ,0.5000,-1.0000,0.5000,0.6552,0.264504,0.318000
XZ,0.5000,-1.0000,0.5000,0.7241,0.265419,0.335000
XZ,0.5000,-1.0000,0.5000,0.7931,0.266437,0.300000
XZ,0.5000,-1.0000,0.5000,0.8621,0.267561,0.339000
XZ,0.5000,-1.0000,0.5000,0.9310,0.268792,0.321000
XZ,0.5000,-1.0000,0.5000,1.0000,0.270130,0.326000
XZ,0.5000,-0.9310,0.5000,-1.0000,0.196103,0.199000
XZ,0.5000,-0.9310,0.5000,-0.9310,0.195242,0.189000
XZ,0.5000,-0.9310,0.5000,-0.8621,0.194491,0.203000
XZ,0.5000,-0.9310,0.5000,-0.7931,0.193851,0.207000
XZ,0.5000,-0.9310,0.5000,-0.7241,0.193324,0.208000
XZ,0.5000,-0.9310,0.5000,-0.6552,0.192912,0.209000
XZ,0.5000,-0.9310,0.5000,-0.5862,0.192617,0.226000
XZ,0.5000,-0.9310,0.5000,-0.5172,0.192442,0.208000
XZ,0.5000,-0.9310,0.5000,-0.4483,0.192388,0.190000
XZ,0.5000,-0.9310,0.5000,-0.3793,0.192456,0.232000
XZ,0.5000,-0.9310,0.5000,-0.3103,0.192649,0.185000
XZ,0.5000,-0.9310,0.5000,-0.2414,0.192967,0.226000
XZ,0.5000,-0.9310,0.5000,-0.1724,0.193412,0.198000
XZ,0.5000,-0.9310,0.5000,-0.1034,0.193984,0.223000
XZ,0.5000,-0.9310,0.5000,-0.0345,0.194685,0.216000
XZ,0.5000,-0.9310,0.5000,0.0345,0.195514,0.232000
XZ,0.5000,-0.9310,0.5000,0.1034,0.196473,0.256000
XZ,0.5000,-0.9310,0.5000,0.1724,0.197562,0.231000
XZ,0.5000,-0.9310,0.5000,0.2414,0.198779,0.249000
XZ,0.5000,-0.9310,0.5000,0.3103,0.200126,0.238000
XZ,0.5000,-0.9310,0.5000,0.3793,0.201601,0.222000
XZ,0.5000,-0.9310,0.5000,0.4483,0.203204,0.262000
XZ,0.5000,-0.9310,0.5000,0.5172,0.204933,0.277000
XZ,0.5000,-0.9310,0.5000,0.5862,0.206787,0.249000
XZ,0.5000,-0.9310,0.5000,0.6552,0.208765,0.246000
XZ,0.5000,-0.9310,0.5000,0.7241,0.210866,0.282000
XZ,0.5000,-0.9310,0.5000,0.7931,0.213087,0.317000
XZ,0.5000,-0.9310,0.5000,0.8621,0.215426,0.290000
XZ,0.5000,-0.9310,0.5000,0.9310,0.217882,0.303000
XZ,0.5000,-0.9310,0.5000,1.0000,0.220451,0.272000
