plane,slice_fixed_val,u1_fcl,u2_fsb,u3_A,Q_det,Q_varMS
XY,-1.0000,-1.0000,-1.0000,-1.0000,0.476242,0.012000
XY,-1.0000,-1.0000,-0.9310,-1.0000,0.474393,0.040000
XY,-1.0000,-1.0000,-0.8621,-1.0000,0.477744,0.075000
XY,-1.0000,-1.0000,-0.7931,-1.0000,0.485064,0.051000
XY,-1.0000,-1.0000,-0.7241,-1.0000,0.503270,0.037000
XY,-1.0000,-1.0000,-0.6552,-1.0000,0.523275,0.023000
XY,-1.0000,-1.0000,-0.5862,-1.0000,0.529456,0.007000
XY,-1.0000,-1.0000,-0.5172,-1.0000,0.527378,0.013000
XY,-1.0000,-1.0000,-0.4483,-1.0000,0.520499,0.038000
XY,-1.0000,-1.0000,-0.3793,-1.0000,0.496438,0.053000
XY,-1.0000,-1.0000,-0.3103,-1.0000,0.434677,0.058000
XY,-1.0000,-1.0000,-0.2414,-1.0000,0.333507,0.088000
XY,-1.0000,-1.0000,-0.1724,-1.0000,0.233189,0.137000
XY,-1.0000,-1.0000,-0.1034,-1.0000,0.156080,0.181000
XY,-1.0000,-1.0000,-0.0345,-1.0000,0.213855,0.119000
XY,-1.0000,-1.0000,0.0345,-1.0000,0.321003,0.087000
XY,-1.0000,-1.0000,0.1034,-1.0000,0.408139,0.086000
XY,-1.0000,-1.0000,0.1724,-1.0000,0.452205,0.087000
XY,-1.0000,-1.0000,0.2414,-1.0000,0.495889,0.076000
XY,-1.0000,-1.0000,0.3103,-1.0000,0.505564,0.087000
XY,-1.0000,-1.0000,0.3793,-1.0000,0.443169,0.094000
XY,-1.0000,-1.0000,0.4483,-1.0000,0.344278,0.157000
XY,-1.0000,-1.0000,0.5172,-1.0000,0.242731,0.186000
XY,-1.0000,-1.0000,0.5862,-1.0000,0.179070,0.211000
XY,-1.0000,-1.0000,0.6552,-1.0000,0.235347,0.173000
XY,-1.0000,-1.0000,0.7241,-1.0000,0.335544,0.083000
XY,-1.0000,-1.0000,0.7931,-1.0000,0.428122,0.041000
XY,-1.0000,-1.0000,0.8621,-1.0000,0.490856,0.032000
XY,-1.0000,-1.0000,0.9310,-1.0000,0.517252,0.024000
XY,-1.0000,-1.0000,1.0000,-1.0000,0.519694,0.012000
XY,-1.0000,-0.9310,-1.0000,-1.0000,0.468036,0.036000
XY,-1.0000,-0.9310,-0.9310,-1.0000,0.471987,0.097000
XY,-1.0000,-0.9310,-0.8621,-1.0000,0.476712,0.076000
XY,-1.0000,-0.9310,-0.7931,-1.0000,0.485300,0.049000
XY,-1.0000,-0.9310,-0.7241,-1.0000,0.510949,0.027000
XY,-1.0000,-0.9310,-0.6552,-1.0000,0.530204,0.018000
XY,-1.0000,-0.9310,-0.5862,-1.0000,0.531814,0.023000
XY,-1.0000,-0.9310,-0.5172,-1.0000,0.530614,0.037000
XY,-1.0000,-0.9310,-0.4483,-1.0000,0.518604,0.096000
XY,-1.0000,-0.9310,-0.3793,-1.0000,0.474731,0.124000
XY,-1.0000,-0.9310,-0.3103,-1.0000,0.379898,0.133000
XY,-1.0000,-0.9310,-0.2414,-1.0000,0.244884,0.172000
XY,-1.0000,-0.9310,-0.1724,-1.0000,0.168363,0.191000
XY,-1.0000,-0.9310,-0.1034,-1.0000,0.186425,0.145000
XY,-1.0000,-0.9310,-0.0345,-1.0000,0.297858,0.051000
XY,-1.0000,-0.9310,0.0345,-1.0000,0.408354,0.037000
XY,-1.0000,-0.9310,0.1034,-1.0000,0.457351,0.084000
XY,-1.0000,-0.9310,0.1724,-1.0000,0.498717,0.090000
XY,-1.0000,-0.9310,0.2414,-1.0000,0.523213,0.106000
XY,-1.0000,-0.9310,0.3103,-1.0000,0.455191,0.113000
XY,-1.0000,-0.9310,0.3793,-1.0000,0.345955,0.141000
XY,-1.0000,-0.9310,0.4483,-1.0000,0.246291,0.186000
XY,-1.0000,-0.9310,0.5172,-1.0000,0.186591,0.215000
XY,-1.0000,-0.9310,0.5862,-1.0000,0.230760,0.183000
XY,-1.0000,-0.9310,0.6552,-1.0000,0.333882,0.102000
XY,-1.0000,-0.9310,0.7241,-1.0000,0.427943,0.042000
XY,-1.0000,-0.9310,0.7931,-1.0000,0.492339,0.029000
XY,-1.0000,-0.9310,0.8621,-1.0000,0.519582,0.024000
XY,-1.0000,-0.9310,0.9310,-1.0000,0.517630,0.017000
XY,-1.0000,-0.9310,1.0000,-1.0000,0.506096,0.024000
XY,-1.0000,-0.8621,-1.0000,-1.0000,0.485149,0.102000
XY,-1.0000,-0.8621,-0.9310,-1.0000,0.487469,0.130000
XY,-1.0000,-0.8621,-0.8621,-1.0000,0.486305,0.082000
XY,-1.0000,-0.8621,-0.7931,-1.0000,0.487347,0.027000
XY,-1.0000,-0.8621,-0.7241,-1.0000,0.515833,0.021000
XY,-1.0000,-0.8621,-0.6552,-1.0000,0.532922,0.045000
XY,-1.0000,-0.8621,-0.5862,-1.0000,0.531977,0.072000
XY,-1.0000,-0.8621,-0.5172,-1.0000,0.525177,0.118000
XY,-1.0000,-0.8621,-0.4483,-1.0000,0.497872,0.189000
XY,-1.0000,-0.8621,-0.3793,-1.0000,0.430369,0.275000
XY,-1.0000,-0.8621,-0.3103,-1.0000,0.311422,0.305000
XY,-1.0000,-0.8621,-0.2414,-1.0000,0.191090,0.280000
XY,-1.0000,-0.8621,-0.1724,-1.0000,0.181987,0.211000
XY,-1.0000,-0.8621,-0.1034,-1.0000,0.254184,0.093000
XY,-1.0000,-0.8621,-0.0345,-1.0000,0.381370,0.011000
XY,-1.0000,-0.8621,0.0345,-1.0000,0.453830,0.024000
XY,-1.0000,-0.8621,0.1034,-1.0000,0.494361,0.060000
XY,-1.0000,-0.8621,0.1724,-1.0000,0.539680,0.113000
XY,-1.0000,-0.8621,0.2414,-1.0000,0.484145,0.128000
XY,-1.0000,-0.8621,0.3103,-1.0000,0.362559,0.155000
XY,-1.0000,-0.8621,0.3793,-1.0000,0.250197,0.221000
XY,-1.0000,-0.8621,0.4483,-1.0000,0.189568,0.240000
XY,-1.0000,-0.8621,0.5172,-1.0000,0.217218,0.178000
XY,-1.0000,-0.8621,0.5862,-1.0000,0.322900,0.105000
XY,-1.0000,-0.8621,0.6552,-1.0000,0.418235,0.039000
XY,-1.0000,-0.8621,0.7241,-1.0000,0.482931,0.025000
XY,-1.0000,-0.8621,0.7931,-1.0000,0.511495,0.026000
XY,-1.0000,-0.8621,0.8621,-1.0000,0.509112,0.010000
XY,-1.0000,-0.8621,0.9310,-1.0000,0.496642,0.026000
XY,-1.0000,-0.8621,1.0000,-1.0000,0.485812,0.095000
XY,-1.0000,-0.7931,-1.0000,-1.0000,0.517535,0.207000
XY,-1.0000,-0.7931,-0.9310,-1.0000,0.512891,0.186000
XY,-1.0000,-0.7931,-0.8621,-1.0000,0.503072,0.079000
XY,-1.0000,-0.7931,-0.7931,-1.0000,0.490592,0.020000
XY,-1.0000,-0.7931,-0.7241,-1.0000,0.516850,0.033000
XY,-1.0000,-0.7931,-0.6552,-1.0000,0.525066,0.102000
XY,-1.0000,-0.7931,-0.5862,-1.0000,0.514323,0.191000
XY,-1.0000,-0.7931,-0.5172,-1.0000,0.494426,0.251000
XY,-1.0000,-0.7931,-0.4483,-1.0000,0.449910,0.347000
XY,-1.0000,-0.7931,-0.3793,-1.0000,0.365863,0.418000
XY,-1.0000,-0.7931,-0.3103,-1.0000,0.248790,0.445000
XY,-1.0000,-0.7931,-0.2414,-1.0000,0.204181,0.407000
XY,-1.0000,-0.7931,-0.1724,-1.0000,0.235979,0.259000
XY,-1.0000,-0.7931,-0.1034,-1.0000,0.329621,0.100000
XY,-1.0000,-0.7931,-0.0345,-1.0000,0.429570,0.010000
XY,-1.0000,-0.7931,0.0345,-1.0000,0.481150,0.046000
XY,-1.0000,-0.7931,0.1034,-1.0000,0.543761,0.106000
XY,-1.0000,-0.7931,0.1724,-1.0000,0.511646,0.132000
XY,-1.0000,-0.7931,0.2414,-1.0000,0.394171,0.170000
XY,-1.0000,-0.7931,0.3103,-1.0000,0.262853,0.219000
XY,-1.0000,-0.7931,0.3793,-1.0000,0.189638,0.235000
XY,-1.0000,-0.7931,0.4483,-1.0000,0.211189,0.198000
XY,-1.0000,-0.7931,0.5172,-1.0000,0.312996,0.131000
XY,-1.0000,-0.7931,0.5862,-1.0000,0.407792,0.058000
XY,-1.0000,-0.7931,0.6552,-1.0000,0.470398,0.035000
XY,-1.0000,-0.7931,0.7241,-1.0000,0.497432,0.015000
XY,-1.0000,-0.7931,0.7931,-1.0000,0.506333,0.012000
XY,-1.0000,-0.7931,0.8621,-1.0000,0.510101,0.024000
XY,-1.0000,-0.7931,0.9310,-1.0000,0.498305,0.083000
XY,-1.0000,-0.7931,1.0000,-1.0000,0.481342,0.143000
XY,-1.0000,-0.7241,-1.0000,-1.0000,0.547707,0.275000
XY,-1.0000,-0.7241,-0.9310,-1.0000,0.534314,0.230000
XY,-1.0000,-0.7241,-0.8621,-1.0000,0.517628,0.067000
XY,-1.0000,-0.7241,-0.7931,-1.0000,0.492702,0.013000
XY,-1.0000,-0.7241,-0.7241,-1.0000,0.504847,0.071000
XY,-1.0000,-0.7241,-0.6552,-1.0000,0.491642,0.198000
XY,-1.0000,-0.7241,-0.5862,-1.0000,0.464828,0.300000
XY,-1.0000,-0.7241,-0.5172,-1.0000,0.433006,0.391000
XY,-1.0000,-0.7241,-0.4483,-1.0000,0.381760,0.489000
XY,-1.0000,-0.7241,-0.3793,-1.0000,0.305010,0.558000
XY,-1.0000,-0.7241,-0.3103,-1.0000,0.246864,0.532000
XY,-1.0000,-0.7241,-0.2414,-1.0000,0.257294,0.473000
XY,-1.0000,-0.7241,-0.1724,-1.0000,0.305796,0.303000
XY,-1.0000,-0.7241,-0.1034,-1.0000,0.382232,0.118000
XY,-1.0000,-0.7241,-0.0345,-1.0000,0.465219,0.047000
XY,-1.0000,-0.7241,0.0345,-1.0000,0.533476,0.071000
XY,-1.0000,-0.7241,0.1034,-1.0000,0.522250,0.128000
XY,-1.0000,-0.7241,0.1724,-1.0000,0.423561,0.195000
XY,-1.0000,-0.7241,0.2414,-1.0000,0.286072,0.220000
XY,-1.0000,-0.7241,0.3103,-1.0000,0.189991,0.285000
XY,-1.0000,-0.7241,0.3793,-1.0000,0.227861,0.246000
XY,-1.0000,-0.7241,0.4483,-1.0000,0.324155,0.148000
XY,-1.0000,-0.7241,0.5172,-1.0000,0.416310,0.092000
XY,-1.0000,-0.7241,0.5862,-1.0000,0.477728,0.035000
XY,-1.0000,-0.7241,0.6552,-1.0000,0.507474,0.028000
XY,-1.0000,-0.7241,0.7241,-1.0000,0.524796,0.021000
XY,-1.0000,-0.7241,0.7931,-1.0000,0.529396,0.037000
XY,-1.0000,-0.7241,0.8621,-1.0000,0.518800,0.073000
XY,-1.0000,-0.7241,0.9310,-1.0000,0.501541,0.116000
XY,-1.0000,-0.7241,1.0000,-1.0000,0.485380,0.159000
XY,-1.0000,-0.6552,-1.0000,-1.0000,0.554415,0.317000
XY,-1.0000,-0.6552,-0.9310,-1.0000,0.535169,0.272000
XY,-1.0000,-0.6552,-0.8621,-1.0000,0.517098,0.062000
XY,-1.0000,-0.6552,-0.7931,-1.0000,0.489931,0.007000
XY,-1.0000,-0.6552,-0.7241,-1.0000,0.468623,0.136000
XY,-1.0000,-0.6552,-0.6552,-1.0000,0.424497,0.238000
XY,-1.0000,-0.6552,-0.5862,-1.0000,0.383919,0.393000
XY,-1.0000,-0.6552,-0.5172,-1.0000,0.361274,0.579000
XY,-1.0000,-0.6552,-0.4483,-1.0000,0.336335,0.645000
XY,-1.0000,-0.6552,-0.3793,-1.0000,0.305064,0.640000
XY,-1.0000,-0.6552,-0.3103,-1.0000,0.294488,0.615000
XY,-1.0000,-0.6552,-0.2414,-1.0000,0.317394,0.487000
XY,-1.0000,-0.6552,-0.1724,-1.0000,0.365611,0.344000
XY,-1.0000,-0.6552,-0.1034,-1.0000,0.463654,0.135000
XY,-1.0000,-0.6552,-0.0345,-1.0000,0.522131,0.098000
XY,-1.0000,-0.6552,0.0345,-1.0000,0.514462,0.122000
XY,-1.0000,-0.6552,0.1034,-1.0000,0.436199,0.169000
XY,-1.0000,-0.6552,0.1724,-1.0000,0.309737,0.249000
XY,-1.0000,-0.6552,0.2414,-1.0000,0.197401,0.262000
XY,-1.0000,-0.6552,0.3103,-1.0000,0.244854,0.257000
XY,-1.0000,-0.6552,0.3793,-1.0000,0.346335,0.167000
XY,-1.0000,-0.6552,0.4483,-1.0000,0.440245,0.089000
XY,-1.0000,-0.6552,0.5172,-1.0000,0.503044,0.061000
XY,-1.0000,-0.6552,0.5862,-1.0000,0.531256,0.027000
XY,-1.0000,-0.6552,0.6552,-1.0000,0.541162,0.021000
XY,-1.0000,-0.6552,0.7241,-1.0000,0.542500,0.034000
XY,-1.0000,-0.6552,0.7931,-1.0000,0.533477,0.073000
XY,-1.0000,-0.6552,0.8621,-1.0000,0.517987,0.127000
XY,-1.0000,-0.6552,0.9310,-1.0000,0.502759,0.175000
XY,-1.0000,-0.6552,1.0000,-1.0000,0.492930,0.188000
XY,-1.0000,-0.5862,-1.0000,-1.0000,0.520247,0.288000
XY,-1.0000,-0.5862,-0.9310,-1.0000,0.501198,0.256000
XY,-1.0000,-0.5862,-0.8621,-1.0000,0.490282,0.071000
XY,-1.0000,-0.5862,-0.7931,-1.0000,0.488666,0.018000
XY,-1.0000,-0.5862,-0.7241,-1.0000,0.422151,0.182000
XY,-1.0000,-0.5862,-0.6552,-1.0000,0.360170,0.307000
XY,-1.0000,-0.5862,-0.5862,-1.0000,0.346461,0.507000
XY,-1.0000,-0.5862,-0.5172,-1.0000,0.359543,0.598000
XY,-1.0000,-0.5862,-0.4483,-1.0000,0.357745,0.617000
XY,-1.0000,-0.5862,-0.3793,-1.0000,0.340752,0.583000
XY,-1.0000,-0.5862,-0.3103,-1.0000,0.331887,0.555000
XY,-1.0000,-0.5862,-0.2414,-1.0000,0.353994,0.464000
XY,-1.0000,-0.5862,-0.1724,-1.0000,0.451087,0.282000
XY,-1.0000,-0.5862,-0.1034,-1.0000,0.534777,0.162000
XY,-1.0000,-0.5862,-0.0345,-1.0000,0.511748,0.132000
XY,-1.0000,-0.5862,0.0345,-1.0000,0.434332,0.164000
XY,-1.0000,-0.5862,0.1034,-1.0000,0.323876,0.220000
XY,-1.0000,-0.5862,0.1724,-1.0000,0.216453,0.253000
XY,-1.0000,-0.5862,0.2414,-1.0000,0.251206,0.247000
XY,-1.0000,-0.5862,0.3103,-1.0000,0.359947,0.161000
XY,-1.0000,-0.5862,0.3793,-1.0000,0.458119,0.102000
XY,-1.0000,-0.5862,0.4483,-1.0000,0.524037,0.063000
XY,-1.0000,-0.5862,0.5172,-1.0000,0.550615,0.051000
XY,-1.0000,-0.5862,0.5862,-1.0000,0.551121,0.019000
XY,-1.0000,-0.5862,0.6552,-1.0000,0.544065,0.030000
XY,-1.0000,-0.5862,0.7241,-1.0000,0.534079,0.075000
XY,-1.0000,-0.5862,0.7931,-1.0000,0.521109,0.097000
XY,-1.0000,-0.5862,0.8621,-1.0000,0.508582,0.185000
XY,-1.0000,-0.5862,0.9310,-1.0000,0.500815,0.169000
XY,-1.0000,-0.5862,1.0000,-1.0000,0.500576,0.144000
XY,-1.0000,-0.5172,-1.0000,-1.0000,0.448078,0.214000
XY,-1.0000,-0.5172,-0.9310,-1.0000,0.432533,0.215000
XY,-1.0000,-0.5172,-0.8621,-1.0000,0.468822,0.086000
XY,-1.0000,-0.5172,-0.7931,-1.0000,0.490972,0.073000
XY,-1.0000,-0.5172,-0.7241,-1.0000,0.418066,0.282000
XY,-1.0000,-0.5172,-0.6552,-1.0000,0.379037,0.310000
XY,-1.0000,-0.5172,-0.5862,-1.0000,0.383005,0.479000
XY,-1.0000,-0.5172,-0.5172,-1.0000,0.393515,0.570000
XY,-1.0000,-0.5172,-0.4483,-1.0000,0.380761,0.524000
XY,-1.0000,-0.5172,-0.3793,-1.0000,0.348758,0.483000
XY,-1.0000,-0.5172,-0.3103,-1.0000,0.330598,0.442000
XY,-1.0000,-0.5172,-0.2414,-1.0000,0.420509,0.361000
XY,-1.0000,-0.5172,-0.1724,-1.0000,0.547062,0.223000
XY,-1.0000,-0.5172,-0.1034,-1.0000,0.552744,0.141000
XY,-1.0000,-0.5172,-0.0345,-1.0000,0.449882,0.172000
XY,-1.0000,-0.5172,0.0345,-1.0000,0.333430,0.244000
XY,-1.0000,-0.5172,0.1034,-1.0000,0.234493,0.248000
XY,-1.0000,-0.5172,0.1724,-1.0000,0.238883,0.261000
XY,-1.0000,-0.5172,0.2414,-1.0000,0.353024,0.168000
XY,-1.0000,-0.5172,0.3103,-1.0000,0.455316,0.105000
XY,-1.0000,-0.5172,0.3793,-1.0000,0.524889,0.064000
XY,-1.0000,-0.5172,0.4483,-1.0000,0.553425,0.045000
XY,-1.0000,-0.5172,0.5172,-1.0000,0.548732,0.014000
XY,-1.0000,-0.5172,0.5862,-1.0000,0.531846,0.020000
XY,-1.0000,-0.5172,0.6552,-1.0000,0.517601,0.061000
XY,-1.0000,-0.5172,0.7241,-1.0000,0.505967,0.117000
XY,-1.0000,-0.5172,0.7931,-1.0000,0.496714,0.156000
XY,-1.0000,-0.5172,0.8621,-1.0000,0.492174,0.149000
XY,-1.0000,-0.5172,0.9310,-1.0000,0.494476,0.145000
XY,-1.0000,-0.5172,1.0000,-1.0000,0.503823,0.101000
XY,-1.0000,-0.4483,-1.0000,-1.0000,0.420228,0.147000
XY,-1.0000,-0.4483,-0.9310,-1.0000,0.456364,0.170000
XY,-1.0000,-0.4483,-0.8621,-1.0000,0.511655,0.092000
XY,-1.0000,-0.4483,-0.7931,-1.0000,0.492147,0.167000
XY,-1.0000,-0.4483,-0.7241,-1.0000,0.421141,0.369000
XY,-1.0000,-0.4483,-0.6552,-1.0000,0.397872,0.294000
XY,-1.0000,-0.4483,-0.5862,-1.0000,0.406003,0.405000
XY,-1.0000,-0.4483,-0.5172,-1.0000,0.399846,0.496000
XY,-1.0000,-0.4483,-0.4483,-1.0000,0.362771,0.453000
XY,-1.0000,-0.4483,-0.3793,-1.0000,0.308224,0.420000
XY,-1.0000,-0.4483,-0.3103,-1.0000,0.391634,0.334000
XY,-1.0000,-0.4483,-0.2414,-1.0000,0.532149,0.255000
XY,-1.0000,-0.4483,-0.1724,-1.0000,0.603800,0.140000
XY,-1.0000,-0.4483,-0.1034,-1.0000,0.521035,0.160000
XY,-1.0000,-0.4483,-0.0345,-1.0000,0.367280,0.242000
XY,-1.0000,-0.4483,0.0345,-1.0000,0.253868,0.298000
XY,-1.0000,-0.4483,0.1034,-1.0000,0.205862,0.235000
XY,-1.0000,-0.4483,0.1724,-1.0000,0.323169,0.192000
XY,-1.0000,-0.4483,0.2414,-1.0000,0.428003,0.104000
XY,-1.0000,-0.4483,0.3103,-1.0000,0.498465,0.054000
XY,-1.0000,-0.4483,0.3793,-1.0000,0.529853,0.030000
XY,-1.0000,-0.4483,0.4483,-1.0000,0.526372,0.016000
XY,-1.0000,-0.4483,0.5172,-1.0000,0.504625,0.017000
XY,-1.0000,-0.4483,0.5862,-1.0000,0.492792,0.064000
XY,-1.0000,-0.4483,0.6552,-1.0000,0.483094,0.102000
XY,-1.0000,-0.4483,0.7241,-1.0000,0.474339,0.161000
XY,-1.0000,-0.4483,0.7931,-1.0000,0.470314,0.145000
XY,-1.0000,-0.4483,0.8621,-1.0000,0.473321,0.114000
XY,-1.0000,-0.4483,0.9310,-1.0000,0.483285,0.095000
XY,-1.0000,-0.4483,1.0000,-1.0000,0.497783,0.051000
XY,-1.0000,-0.3793,-1.0000,-1.0000,0.481626,0.072000
XY,-1.0000,-0.3793,-0.9310,-1.0000,0.530233,0.094000
XY,-1.0000,-0.3793,-0.8621,-1.0000,0.546232,0.091000
XY,-1.0000,-0.3793,-0.7931,-1.0000,0.489244,0.204000
XY,-1.0000,-0.3793,-0.7241,-1.0000,0.420841,0.396000
XY,-1.0000,-0.3793,-0.6552,-1.0000,0.398452,0.239000
XY,-1.0000,-0.3793,-0.5862,-1.0000,0.394029,0.337000
XY,-1.0000,-0.3793,-0.5172,-1.0000,0.362444,0.433000
XY,-1.0000,-0.3793,-0.4483,-1.0000,0.303972,0.415000
XY,-1.0000,-0.3793,-0.3793,-1.0000,0.384904,0.368000
XY,-1.0000,-0.3793,-0.3103,-1.0000,0.506944,0.298000
XY,-1.0000,-0.3793,-0.2414,-1.0000,0.612864,0.172000
XY,-1.0000,-0.3793,-0.1724,-1.0000,0.604265,0.136000
XY,-1.0000,-0.3793,-0.1034,-1.0000,0.452933,0.256000
XY,-1.0000,-0.3793,-0.0345,-1.0000,0.295130,0.371000
XY,-1.0000,-0.3793,0.0345,-1.0000,0.243438,0.358000
XY,-1.0000,-0.3793,0.1034,-1.0000,0.310965,0.250000
XY,-1.0000,-0.3793,0.1724,-1.0000,0.405494,0.131000
XY,-1.0000,-0.3793,0.2414,-1.0000,0.468681,0.067000
XY,-1.0000,-0.3793,0.3103,-1.0000,0.496228,0.035000
XY,-1.0000,-0.3793,0.3793,-1.0000,0.517647,0.026000
XY,-1.0000,-0.3793,0.4483,-1.0000,0.534649,0.023000
XY,-1.0000,-0.3793,0.5172,-1.0000,0.530050,0.061000
XY,-1.0000,-0.3793,0.5862,-1.0000,0.514870,0.119000
XY,-1.0000,-0.3793,0.6552,-1.0000,0.497901,0.156000
XY,-1.0000,-0.3793,0.7241,-1.0000,0.484209,0.156000
XY,-1.0000,-0.3793,0.7931,-1.0000,0.476829,0.128000
XY,-1.0000,-0.3793,0.8621,-1.0000,0.476746,0.099000
XY,-1.0000,-0.3793,0.9310,-1.0000,0.482267,0.042000
XY,-1.0000,-0.3793,1.0000,-1.0000,0.489938,0.019000
XY,-1.0000,-0.3103,-1.0000,-1.0000,0.546029,0.096000
XY,-1.0000,-0.3103,-0.9310,-1.0000,0.583703,0.093000
XY,-1.0000,-0.3103,-0.8621,-1.0000,0.558038,0.079000
XY,-1.0000,-0.3103,-0.7931,-1.0000,0.480574,0.196000
XY,-1.0000,-0.3103,-0.7241,-1.0000,0.408947,0.299000
XY,-1.0000,-0.3103,-0.6552,-1.0000,0.371902,0.171000
XY,-1.0000,-0.3103,-0.5862,-1.0000,0.346572,0.259000
XY,-1.0000,-0.3103,-0.5172,-1.0000,0.317962,0.382000
XY,-1.0000,-0.3103,-0.4483,-1.0000,0.398538,0.430000
XY,-1.0000,-0.3103,-0.3793,-1.0000,0.492811,0.414000
XY,-1.0000,-0.3103,-0.3103,-1.0000,0.588988,0.295000
XY,-1.0000,-0.3103,-0.2414,-1.0000,0.633729,0.221000
XY,-1.0000,-0.3103,-0.1724,-1.0000,0.550419,0.189000
XY,-1.0000,-0.3103,-0.1034,-1.0000,0.377019,0.388000
XY,-1.0000,-0.3103,-0.0345,-1.0000,0.315713,0.456000
XY,-1.0000,-0.3103,0.0345,-1.0000,0.381907,0.376000
XY,-1.0000,-0.3103,0.1034,-1.0000,0.465372,0.257000
XY,-1.0000,-0.3103,0.1724,-1.0000,0.525546,0.163000
XY,-1.0000,-0.3103,0.2414,-1.0000,0.560559,0.076000
XY,-1.0000,-0.3103,0.3103,-1.0000,0.586849,0.065000
XY,-1.0000,-0.3103,0.3793,-1.0000,0.602211,0.059000
XY,-1.0000,-0.3103,0.4483,-1.0000,0.599261,0.092000
XY,-1.0000,-0.3103,0.5172,-1.0000,0.583708,0.152000
XY,-1.0000,-0.3103,0.5862,-1.0000,0.564706,0.203000
XY,-1.0000,-0.3103,0.6552,-1.0000,0.548408,0.210000
XY,-1.0000,-0.3103,0.7241,-1.0000,0.537748,0.179000
XY,-1.0000,-0.3103,0.7931,-1.0000,0.533264,0.117000
XY,-1.0000,-0.3103,0.8621,-1.0000,0.533569,0.079000
XY,-1.0000,-0.3103,0.9310,-1.0000,0.536791,0.044000
XY,-1.0000,-0.3103,1.0000,-1.0000,0.542572,0.017000
XY,-1.0000,-0.2414,-1.0000,-1.0000,0.582270,0.225000
XY,-1.0000,-0.2414,-0.9310,-1.0000,0.597957,0.137000
XY,-1.0000,-0.2414,-0.8621,-1.0000,0.543543,0.122000
XY,-1.0000,-0.2414,-0.7931,-1.0000,0.467243,0.167000
XY,-1.0000,-0.2414,-0.7241,-1.0000,0.382782,0.224000
XY,-1.0000,-0.2414,-0.6552,-1.0000,0.334692,0.144000
XY,-1.0000,-0.2414,-0.5862,-1.0000,0.363121,0.203000
XY,-1.0000,-0.2414,-0.5172,-1.0000,0.427184,0.354000
XY,-1.0000,-0.2414,-0.4483,-1.0000,0.495072,0.460000
XY,-1.0000,-0.2414,-0.3793,-1.0000,0.563331,0.430000
XY,-1.0000,-0.2414,-0.3103,-1.0000,0.613570,0.355000
XY,-1.0000,-0.2414,-0.2414,-1.0000,0.594542,0.283000
XY,-1.0000,-0.2414,-0.1724,-1.0000,0.473976,0.302000
XY,-1.0000,-0.2414,-0.1034,-1.0000,0.407057,0.447000
XY,-1.0000,-0.2414,-0.0345,-1.0000,0.486315,0.527000
XY,-1.0000,-0.2414,0.0345,-1.0000,0.578063,0.407000
XY,-1.0000,-0.2414,0.1034,-1.0000,0.639818,0.283000
XY,-1.0000,-0.2414,0.1724,-1.0000,0.666838,0.199000
XY,-1.0000,-0.2414,0.2414,-1.0000,0.676458,0.137000
XY,-1.0000,-0.2414,0.3103,-1.0000,0.679772,0.143000
XY,-1.0000,-0.2414,0.3793,-1.0000,0.674508,0.146000
XY,-1.0000,-0.2414,0.4483,-1.0000,0.660034,0.221000
XY,-1.0000,-0.2414,0.5172,-1.0000,0.641626,0.260000
XY,-1.0000,-0.2414,0.5862,-1.0000,0.625491,0.301000
XY,-1.0000,-0.2414,0.6552,-1.0000,0.615346,0.273000
XY,-1.0000,-0.2414,0.7241,-1.0000,0.611590,0.212000
XY,-1.0000,-0.2414,0.7931,-1.0000,0.611774,0.153000
XY,-1.0000,-0.2414,0.8621,-1.0000,0.612509,0.098000
XY,-1.0000,-0.2414,0.9310,-1.0000,0.612324,0.066000
XY,-1.0000,-0.2414,1.0000,-1.0000,0.612440,0.055000
XY,-1.0000,-0.1724,-1.0000,-1.0000,0.577251,0.334000
XY,-1.0000,-0.1724,-0.9310,-1.0000,0.570200,0.247000
XY,-1.0000,-0.1724,-0.8621,-1.0000,0.512306,0.119000
XY,-1.0000,-0.1724,-0.7931,-1.0000,0.456504,0.109000
XY,-1.0000,-0.1724,-0.7241,-1.0000,0.384419,0.158000
XY,-1.0000,-0.1724,-0.6552,-1.0000,0.412657,0.146000
XY,-1.0000,-0.1724,-0.5862,-1.0000,0.463647,0.227000
XY,-1.0000,-0.1724,-0.5172,-1.0000,0.508344,0.347000
XY,-1.0000,-0.1724,-0.4483,-1.0000,0.548896,0.459000
XY,-1.0000,-0.1724,-0.3793,-1.0000,0.581277,0.412000
XY,-1.0000,-0.1724,-0.3103,-1.0000,0.585969,0.383000
XY,-1.0000,-0.1724,-0.2414,-1.0000,0.533557,0.323000
XY,-1.0000,-0.1724,-0.1724,-1.0000,0.494184,0.338000
XY,-1.0000,-0.1724,-0.1034,-1.0000,0.583345,0.537000
XY,-1.0000,-0.1724,-0.0345,-1.0000,0.693974,0.611000
XY,-1.0000,-0.1724,0.0345,-1.0000,0.766812,0.564000
XY,-1.0000,-0.1724,0.1034,-1.0000,0.788416,0.414000
XY,-1.0000,-0.1724,0.1724,-1.0000,0.777622,0.271000
XY,-1.0000,-0.1724,0.2414,-1.0000,0.758949,0.250000
XY,-1.0000,-0.1724,0.3103,-1.0000,0.741971,0.243000
XY,-1.0000,-0.1724,0.3793,-1.0000,0.725728,0.285000
XY,-1.0000,-0.1724,0.4483,-1.0000,0.709635,0.340000
