pulse_name,pulse_label,source,scan_kind,scan_name,x_axis,y_axis,sample_index,x_index,y_index,rabi_ratio,phase_pi,sideband_2pi_khz,fcl_2pi_khz,gg,ee,eg,ge,odd,balance,nominal_gg,nominal_ee,score,score_infidelity,log10_score_infidelity,fock_cutoff,abstol,reltol
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,1,1,1,0.80000000000000004,0,0,-2,0.64889610437792788,0.079963983669370131,0.13556995597635099,0.13556995597635099,0.27113991195270198,0.56893212070855781,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,2,2,1,0.81333333333333335,0,0,-2,0.67810291135569667,0.078879887628049733,0.12150860050812677,0.12150860050812677,0.24301720101625354,0.59922302372764691,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,3,3,1,0.82666666666666666,0,0,-2,0.70520576920189959,0.07911536404781945,0.10783943337514051,0.10783943337514051,0.21567886675028103,0.6260904051540801,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,4,4,1,0.83999999999999997,0,0,-2,0.72999275083259751,0.080451158350967292,0.09477804540821759,0.09477804540821759,0.18955609081643518,0.64954159248163024,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,5,5,1,0.85333333333333339,0,0,-2,0.75228496426208047,0.082693493198399956,0.082510771269759822,0.082510771269759822,0.16502154253951964,0.66959147106368055,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,6,6,1,0.8666666666666667,0,0,-2,0.77193635682731943,0.085675658639062499,0.071193992266808989,0.071193992266808989,0.14238798453361798,0.68626069818825697,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,7,7,1,0.88,0,0,-2,0.78883276108298639,0.08925734288163728,0.060954948017688096,0.060954948017688096,0.12190989603537619,0.69957541820134916,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,8,8,1,0.89333333333333331,0,0,-2,0.80289042108998976,0.093322017890312997,0.051893780509848636,0.051893780509848636,0.10378756101969727,0.70956840319967673,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,9,9,1,0.90666666666666662,0,0,-2,0.81405425725611891,0.09777282228953936,0.044086460227170825,0.044086460227170825,0.088172920454341649,0.71628143496657959,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,10,10,1,0.92000000000000004,0,0,-2,0.82229612284746179,0.10252748907659076,0.037588194037973741,0.037588194037973741,0.075176388075947481,0.71976863377087108,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,11,11,1,0.93333333333333335,0,0,-2,0.82761327461556466,0.10751291011650943,0.032436907633962946,0.032436907633962946,0.064873815267925891,0.72010036449905523,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,12,12,1,0.94666666666666666,0,0,-2,0.83002722336459966,0.11265995607662288,0.028656410279388717,0.028656410279388717,0.057312820558777434,0.71736726728797673,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,13,13,1,0.95999999999999996,0,0,-2,0.82958306415561733,0.1178991336100757,0.026258901117153458,0.026258901117153458,0.052517802234306916,0.71168393054554158,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,14,14,1,0.97333333333333338,0,0,-2,0.82634930152626007,0.12315758542386188,0.025246556524938971,0.025246556524938971,0.050493113049877941,0.70319171610239817,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,15,15,1,0.98666666666666669,0,0,-2,0.82041809337302984,0.12835782786281913,0.025612039382075569,0.025612039382075569,0.051224078764151137,0.69206026551021071,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,16,16,1,1,0,0,-2,0.81190575052434544,0.13341847018215242,0.027337889646751046,0.027337889646751046,0.054675779293502091,0.67848728034219308,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,17,17,1,1.0133333333333334,0,0,-2,0.80095326334271844,0.13825698504768061,0.03039487580480044,0.03039487580480044,0.06078975160960088,0.66269627829503785,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,18,18,1,1.0266666666666666,0,0,-2,0.78772656035497246,0.14279442415330071,0.034739507745863318,0.034739507745863318,0.069479015491726637,0.64493213620167178,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
varms_2,2 x MS0(pi/2),existing_coarse,heatmap,rabi_fcl,rabi,fcl,19,19,1,1.04,0,0,-2,0.77241618188941152,0.14696179123301326,0.040311013438787624,0.040311013438787624,0.080622026877575248,0.6254543906563983,1.2944889472286385e-10,0.99998800588249515,0,1,0,NaN,NaN,NaN
