n_pts,N_shots,seed,axis,u_proj,Q_obs,sig_obs
10,100,1,fcl,0.482920,0.200000,0.039545
10,100,3,fcl,-0.329325,0.500000,0.049936
10,100,5,fsb,0.376846,0.420000,0.049718
10,100,7,amp,0.477199,0.910000,0.026260
10,100,8,fcl,-0.143499,0.880000,0.038833
10,100,8,fsb,0.345207,0.540000,0.049997
10,100,10,fsb,0.182879,0.560000,0.049133
10,100,11,amp,-0.340279,0.860000,0.036811
10,100,11,amp,-0.133017,0.970000,0.022931
10,100,12,fcl,0.240864,0.570000,0.048750
10,100,13,amp,0.151666,1.000000,0.015191
10,100,13,fsb,-0.439336,0.470000,0.049812
10,100,14,amp,-0.135896,0.780000,0.042550
10,100,15,fcl,0.021271,0.890000,0.032302
10,100,15,fsb,0.067461,0.890000,0.032302
10,100,15,amp,-0.082802,0.890000,0.032302
10,100,16,amp,0.421616,0.790000,0.045804
10,100,17,amp,0.295979,0.910000,0.031351
10,100,18,amp,0.141167,0.980000,0.006552
10,100,19,amp,0.251757,0.980000,0.011785
10,100,21,fcl,0.440598,0.230000,0.041102
10,100,22,fcl,0.033496,0.980000,0.018185
10,100,22,fsb,0.031005,0.980000,0.018185
10,100,22,amp,0.061177,0.980000,0.018185
10,100,22,fsb,-0.385710,0.430000,0.049323
10,100,24,amp,-0.475060,0.860000,0.030074
10,100,25,amp,0.173800,0.970000,0.015279
10,100,26,fsb,0.236454,0.490000,0.049928
10,100,28,amp,-0.368256,0.900000,0.029344
10,100,29,fsb,0.134713,0.660000,0.044920
10,100,29,fsb,0.366104,0.510000,0.049864
10,100,30,fcl,0.278608,0.510000,0.049945
10,100,30,fcl,-0.118136,0.920000,0.032859
10,100,30,amp,-0.274331,0.790000,0.040549
10,100,33,amp,-0.465806,0.940000,0.023696
10,100,36,amp,0.132448,0.910000,0.025696
10,100,38,amp,0.149741,0.850000,0.034100
10,100,40,fsb,-0.176416,0.360000,0.048994
10,100,40,amp,-0.388738,0.950000,0.023806
10,100,42,amp,0.290650,0.930000,0.024978
10,100,43,fcl,0.300834,0.410000,0.049899
10,100,44,fsb,0.230764,0.560000,0.049894
10,100,45,fsb,-0.223606,0.320000,0.047622
10,100,45,fsb,-0.406381,0.400000,0.048243
10,100,49,fcl,0.492385,0.210000,0.037425
10,100,50,fsb,-0.463526,0.350000,0.048811
10,1000,1,fcl,0.482920,0.194000,0.012505
10,1000,3,fcl,-0.329325,0.466000,0.015791
10,1000,5,fsb,0.376846,0.450000,0.015722
10,1000,7,amp,0.477199,0.922000,0.008304
10,1000,8,fcl,-0.143499,0.823000,0.012280
10,1000,8,fsb,0.345207,0.501000,0.015811
10,1000,10,fsb,0.182879,0.570000,0.015537
10,1000,11,amp,-0.340279,0.831000,0.011641
10,1000,11,amp,-0.133017,0.951000,0.007251
10,1000,12,fcl,0.240864,0.625000,0.015416
10,1000,13,amp,0.151666,0.976000,0.004804
10,1000,13,fsb,-0.439336,0.461000,0.015752
10,1000,14,amp,-0.135896,0.771000,0.013455
10,1000,15,fcl,0.021271,0.879000,0.010215
10,1000,15,fsb,0.067461,0.879000,0.010215
10,1000,15,amp,-0.082802,0.879000,0.010215
10,1000,16,amp,0.421616,0.708000,0.014485
10,1000,17,amp,0.295979,0.899000,0.009914
10,1000,18,amp,0.141167,0.999000,0.002072
10,1000,19,amp,0.251757,0.984000,0.003727
10,1000,21,fcl,0.440598,0.196000,0.012998
10,1000,22,fcl,0.033496,0.962000,0.005751
10,1000,22,fsb,0.031005,0.962000,0.005751
10,1000,22,amp,0.061177,0.962000,0.005751
10,1000,22,fsb,-0.385710,0.443000,0.015597
10,1000,24,amp,-0.475060,0.896000,0.009510
10,1000,25,amp,0.173800,0.979000,0.004832
10,1000,26,fsb,0.236454,0.507000,0.015789
10,1000,28,amp,-0.368256,0.905000,0.009279
10,1000,29,fsb,0.134713,0.715000,0.014205
10,1000,29,fsb,0.366104,0.472000,0.015768
10,1000,30,fcl,0.278608,0.508000,0.015794
10,1000,30,fcl,-0.118136,0.880000,0.010391
10,1000,30,amp,-0.274331,0.779000,0.012823
10,1000,33,amp,-0.465806,0.951000,0.007493
10,1000,36,amp,0.132448,0.928000,0.008126
10,1000,38,amp,0.149741,0.849000,0.010783
10,1000,40,fsb,-0.176416,0.413000,0.015493
10,1000,40,amp,-0.388738,0.930000,0.007528
10,1000,42,amp,0.290650,0.927000,0.007899
10,1000,43,fcl,0.300834,0.481000,0.015780
10,1000,44,fsb,0.230764,0.508000,0.015778
10,1000,45,fsb,-0.223606,0.329000,0.015060
10,1000,45,fsb,-0.406381,0.353000,0.015256
10,1000,49,fcl,0.492385,0.171000,0.011835
10,1000,50,fsb,-0.463526,0.383000,0.015436
10,10000,1,fcl,0.482920,0.197300,0.003955
10,10000,3,fcl,-0.329325,0.482400,0.004994
10,10000,5,fsb,0.376846,0.453600,0.004972
10,10000,7,amp,0.477199,0.925900,0.002626
10,10000,8,fcl,-0.143499,0.819200,0.003883
10,10000,8,fsb,0.345207,0.503600,0.005000
10,10000,10,fsb,0.182879,0.588000,0.004913
10,10000,11,amp,-0.340279,0.839200,0.003681
10,10000,11,amp,-0.133017,0.943900,0.002293
10,10000,12,fcl,0.240864,0.608100,0.004875
10,10000,13,amp,0.151666,0.976800,0.001519
10,10000,13,fsb,-0.439336,0.464800,0.004981
10,10000,14,amp,-0.135896,0.756000,0.004255
10,10000,15,fcl,0.021271,0.882500,0.003230
10,10000,15,fsb,0.067461,0.882500,0.003230
10,10000,15,amp,-0.082802,0.882500,0.003230
10,10000,16,amp,0.421616,0.693500,0.004580
10,10000,17,amp,0.295979,0.887900,0.003135
10,10000,18,amp,0.141167,0.995200,0.000655
10,10000,19,amp,0.251757,0.986500,0.001178
10,10000,21,fcl,0.440598,0.216000,0.004110
10,10000,22,fcl,0.033496,0.966100,0.001818
10,10000,22,fsb,0.031005,0.966100,0.001818
10,10000,22,amp,0.061177,0.966100,0.001818
10,10000,22,fsb,-0.385710,0.414500,0.004932
10,10000,24,amp,-0.475060,0.901000,0.003007
10,10000,25,amp,0.173800,0.975300,0.001528
10,10000,26,fsb,0.236454,0.538400,0.004993
10,10000,28,amp,-0.368256,0.903800,0.002934
10,10000,29,fsb,0.134713,0.712800,0.004492
10,10000,29,fsb,0.366104,0.457200,0.004986
10,10000,30,fcl,0.278608,0.529600,0.004994
10,10000,30,fcl,-0.118136,0.876700,0.003286
10,10000,30,amp,-0.274331,0.791800,0.004055
10,10000,33,amp,-0.465806,0.936500,0.002370
10,10000,36,amp,0.132448,0.928400,0.002570
10,10000,38,amp,0.149741,0.864900,0.003410
10,10000,40,fsb,-0.176416,0.401100,0.004899
10,10000,40,amp,-0.388738,0.935000,0.002381
10,10000,42,amp,0.290650,0.930500,0.002498
10,10000,43,fcl,0.300834,0.473200,0.004990
10,10000,44,fsb,0.230764,0.518000,0.004989
10,10000,45,fsb,-0.223606,0.345000,0.004762
10,10000,45,fsb,-0.406381,0.367700,0.004824
10,10000,49,fcl,0.492385,0.160500,0.003742
10,10000,50,fsb,-0.463526,0.391300,0.004881
10,100000,1,fcl,0.482920,0.195440,0.001251
10,100000,3,fcl,-0.329325,0.476140,0.001579
10,100000,5,fsb,0.376846,0.449580,0.001572
10,100000,7,amp,0.477199,0.925390,0.000830
10,100000,8,fcl,-0.143499,0.815920,0.001228
10,100000,8,fsb,0.345207,0.504430,0.001581
10,100000,10,fsb,0.182879,0.592670,0.001554
10,100000,11,amp,-0.340279,0.838550,0.001164
10,100000,11,amp,-0.133017,0.944740,0.000725
10,100000,12,fcl,0.240864,0.612360,0.001542
10,100000,13,amp,0.151666,0.977040,0.000480
10,100000,13,fsb,-0.439336,0.457380,0.001575
10,100000,14,amp,-0.135896,0.760510,0.001346
10,100000,15,fcl,0.021271,0.882260,0.001021
10,100000,15,fsb,0.067461,0.882260,0.001021
10,100000,15,amp,-0.082802,0.882260,0.001021
10,100000,16,amp,0.421616,0.699600,0.001448
10,100000,17,amp,0.295979,0.889170,0.000991
10,100000,18,amp,0.141167,0.995420,0.000207
10,100000,19,amp,0.251757,0.985460,0.000373
10,100000,21,fcl,0.440598,0.216240,0.001300
10,100000,22,fcl,0.033496,0.965040,0.000575
10,100000,22,fsb,0.031005,0.965040,0.000575
10,100000,22,amp,0.061177,0.965040,0.000575
10,100000,22,fsb,-0.385710,0.418520,0.001560
10,100000,24,amp,-0.475060,0.899420,0.000951
10,100000,25,amp,0.173800,0.976390,0.000483
10,100000,26,fsb,0.236454,0.527780,0.001579
10,100000,28,amp,-0.368256,0.904440,0.000928
10,100000,29,fsb,0.134713,0.717770,0.001421
10,100000,29,fsb,0.366104,0.461240,0.001577
10,100000,30,fcl,0.278608,0.525560,0.001579
10,100000,30,fcl,-0.118136,0.876940,0.001039
10,100000,30,amp,-0.274331,0.792380,0.001282
10,100000,33,amp,-0.465806,0.940240,0.000749
10,100000,36,amp,0.132448,0.929700,0.000813
10,100000,38,amp,0.149741,0.865910,0.001078
10,100000,40,fsb,-0.176416,0.402030,0.001549
10,100000,40,amp,-0.388738,0.939340,0.000753
10,100000,42,amp,0.290650,0.933260,0.000790
10,100000,43,fcl,0.300834,0.470200,0.001578
10,100000,44,fsb,0.230764,0.529950,0.001578
10,100000,45,fsb,-0.223606,0.345630,0.001506
10,100000,45,fsb,-0.406381,0.368420,0.001526
10,100000,49,fcl,0.492385,0.168980,0.001183
10,100000,50,fsb,-0.463526,0.390630,0.001544
10,Inf,1,fcl,0.482920,0.194029,0.000000
10,Inf,3,fcl,-0.329325,0.474762,0.000000
10,Inf,5,fsb,0.376846,0.447010,0.000000
10,Inf,7,amp,0.477199,0.925492,0.000000
10,Inf,8,fcl,-0.143499,0.814960,0.000000
10,Inf,8,fsb,0.345207,0.505096,0.000000
10,Inf,10,fsb,0.182879,0.592686,0.000000
10,Inf,11,amp,-0.340279,0.838367,0.000000
10,Inf,11,amp,-0.133017,0.944316,0.000000
10,Inf,12,fcl,0.240864,0.611109,0.000000
10,Inf,13,amp,0.151666,0.976363,0.000000
10,Inf,13,fsb,-0.439336,0.456650,0.000000
10,Inf,14,amp,-0.135896,0.762585,0.000000
10,Inf,15,fcl,0.021271,0.881653,0.000000
10,Inf,15,fsb,0.067461,0.881653,0.000000
10,Inf,15,amp,-0.082802,0.881653,0.000000
10,Inf,16,amp,0.421616,0.700487,0.000000
10,Inf,17,amp,0.295979,0.889501,0.000000
10,Inf,18,amp,0.141167,0.995689,0.000000
10,Inf,19,amp,0.251757,0.985914,0.000000
10,Inf,21,fcl,0.440598,0.215284,0.000000
10,Inf,22,fcl,0.033496,0.965758,0.000000
10,Inf,22,fsb,0.031005,0.965758,0.000000
10,Inf,22,amp,0.061177,0.965758,0.000000
10,Inf,22,fsb,-0.385710,0.417972,0.000000
10,Inf,24,amp,-0.475060,0.899442,0.000000
10,Inf,25,amp,0.173800,0.976082,0.000000
10,Inf,26,fsb,0.236454,0.526746,0.000000
10,Inf,28,amp,-0.368256,0.904840,0.000000
10,Inf,29,fsb,0.134713,0.719585,0.000000
10,Inf,29,fsb,0.366104,0.463080,0.000000
10,Inf,30,fcl,0.278608,0.523544,0.000000
10,Inf,30,fcl,-0.118136,0.876871,0.000000
10,Inf,30,amp,-0.274331,0.792533,0.000000
10,Inf,33,amp,-0.465806,0.940286,0.000000
10,Inf,36,amp,0.132448,0.928921,0.000000
10,Inf,38,amp,0.149741,0.865673,0.000000
10,Inf,40,fsb,-0.176416,0.400213,0.000000
10,Inf,40,amp,-0.388738,0.939692,0.000000
10,Inf,42,amp,0.290650,0.933138,0.000000
10,Inf,43,fcl,0.300834,0.468292,0.000000
10,Inf,44,fsb,0.230764,0.532534,0.000000
10,Inf,45,fsb,-0.223606,0.347652,0.000000
10,Inf,45,fsb,-0.406381,0.368631,0.000000
10,Inf,49,fcl,0.492385,0.168427,0.000000
10,Inf,50,fsb,-0.463526,0.391631,0.000000
50,100,1,fcl,0.482920,0.140000,0.039545
50,100,1,fcl,0.372212,0.390000,0.045907
50,100,1,fcl,-0.315745,0.430000,0.049992
50,100,2,amp,0.189525,0.920000,0.032249
50,100,2,fcl,0.009185,0.970000,0.017556
50,100,2,fsb,0.033561,0.970000,0.017556
50,100,2,amp,0.032783,0.970000,0.017556
50,100,3,fcl,-0.329325,0.450000,0.049936
50,100,3,fsb,0.289313,0.470000,0.049868
50,100,3,fcl,-0.297730,0.380000,0.049607
50,100,3,fcl,-0.433884,0.310000,0.047249
50,100,3,fcl,-0.028420,0.970000,0.017053
50,100,3,fsb,0.025454,0.970000,0.017053
50,100,3,amp,-0.066298,0.970000,0.017053
50,100,3,fsb,-0.307825,0.400000,0.048098
50,100,3,fcl,0.427722,0.130000,0.041556
50,100,4,fsb,0.426354,0.400000,0.049920
50,100,4,fcl,-0.242251,0.520000,0.049383
50,100,4,amp,0.404961,0.680000,0.049332
50,100,4,fsb,0.239539,0.660000,0.049648
50,100,4,fcl,0.270013,0.570000,0.049817
50,100,4,amp,-0.240196,0.970000,0.025717
50,100,4,fsb,0.335728,0.450000,0.050000
50,100,5,fsb,0.376846,0.440000,0.049718
50,100,5,fsb,0.119811,0.740000,0.045757
50,100,5,fsb,0.101090,0.840000,0.041949
50,100,5,fsb,-0.162048,0.580000,0.049930
50,100,6,amp,-0.464692,0.920000,0.035104
50,100,6,amp,-0.318621,0.840000,0.039848
50,100,6,amp,0.322144,0.930000,0.029159
50,100,6,fcl,-0.157430,0.720000,0.041465
50,100,6,amp,-0.177016,0.950000,0.025165
50,100,6,fsb,0.262253,0.540000,0.049997
50,100,6,fsb,0.480191,0.480000,0.049853
50,100,6,fcl,0.415643,0.270000,0.044502
50,100,7,amp,0.477199,0.940000,0.026260
50,100,7,amp,0.244161,0.980000,0.026586
50,100,7,fsb,-0.133175,0.620000,0.049155
50,100,7,fcl,-0.062085,0.750000,0.040836
50,100,7,fsb,-0.078556,0.750000,0.040836
50,100,7,amp,-0.008337,0.750000,0.040836
50,100,8,fcl,-0.143499,0.720000,0.038833
50,100,8,fsb,0.345207,0.590000,0.049997
50,100,8,amp,0.350460,0.700000,0.043403
50,100,8,fcl,0.030765,0.860000,0.038600
50,100,8,fsb,0.094682,0.860000,0.038600
50,100,8,amp,0.013023,0.860000,0.038600
50,100,8,fsb,-0.131474,0.630000,0.049490
50,100,8,fsb,-0.134621,0.570000,0.049597
50,100,8,amp,0.230919,0.730000,0.038817
50,100,9,fcl,0.278365,0.560000,0.049961
50,100,9,fcl,0.185075,0.670000,0.045739
50,100,9,amp,0.455522,0.950000,0.023403
50,100,9,amp,0.268262,0.830000,0.036385
50,100,10,fsb,0.182879,0.580000,0.049133
50,100,10,amp,0.219590,0.910000,0.023083
50,100,10,fcl,0.026376,0.930000,0.028894
50,100,10,fsb,-0.051207,0.930000,0.028894
50,100,10,amp,0.051723,0.930000,0.028894
50,100,10,amp,-0.400958,0.800000,0.038653
50,100,11,amp,-0.340279,0.800000,0.036811
50,100,11,amp,-0.133017,0.920000,0.022931
50,100,11,fsb,0.456730,0.370000,0.049865
50,100,11,fcl,-0.193712,0.600000,0.049911
50,100,11,fsb,0.329651,0.450000,0.049992
50,100,11,fsb,-0.148663,0.490000,0.049934
50,100,12,fcl,0.240864,0.590000,0.048750
50,100,12,fsb,-0.111153,0.480000,0.048778
50,100,12,amp,0.113594,0.930000,0.025983
50,100,12,fcl,0.463306,0.180000,0.040548
50,100,12,fsb,-0.216854,0.380000,0.048458
50,100,12,amp,-0.443618,0.790000,0.030126
50,100,12,fsb,0.498464,0.510000,0.049954
50,100,13,amp,0.151666,1.000000,0.015191
50,100,13,fsb,-0.439336,0.380000,0.049812
50,100,13,amp,-0.406350,0.720000,0.042260
50,100,13,fcl,-0.031641,1.000000,0.012298
50,100,13,fsb,0.012521,1.000000,0.012298
50,100,13,amp,-0.028033,1.000000,0.012298
50,100,13,fsb,0.113465,0.730000,0.042893
50,100,14,amp,-0.135896,0.830000,0.042550
50,100,14,amp,0.423902,0.910000,0.026878
50,100,14,fcl,0.166259,0.640000,0.048688
50,100,14,fsb,0.138759,0.750000,0.045720
50,100,14,fcl,0.494056,0.200000,0.039523
50,100,14,amp,0.406084,0.900000,0.031506
50,100,15,fcl,0.021271,0.900000,0.032302
50,100,15,fsb,0.067461,0.900000,0.032302
50,100,15,amp,-0.082802,0.900000,0.032302
50,100,15,fsb,0.257021,0.540000,0.049907
50,100,15,fcl,-0.033210,0.970000,0.016340
50,100,15,fsb,-0.025458,0.970000,0.016340
50,100,15,amp,-0.033993,0.970000,0.016340
50,100,15,fcl,0.036035,0.900000,0.034747
50,100,15,fsb,0.076524,0.900000,0.034747
50,100,15,amp,-0.027293,0.900000,0.034747
50,100,15,fsb,-0.377090,0.320000,0.048271
50,100,15,fcl,0.228563,0.620000,0.048914
50,100,16,amp,0.421616,0.760000,0.045804
50,100,16,fcl,-0.049252,0.980000,0.015632
50,100,16,fsb,0.008638,0.980000,0.015632
50,100,16,amp,-0.006036,0.980000,0.015632
50,100,16,fcl,0.253724,0.500000,0.049975
50,100,16,fcl,-0.497900,0.300000,0.046449
50,100,16,amp,0.233210,0.910000,0.028842
50,100,17,amp,0.295979,0.880000,0.031351
50,100,17,fsb,0.270234,0.520000,0.049997
50,100,17,fcl,0.188990,0.630000,0.046070
50,100,17,amp,-0.153140,0.920000,0.023588
50,100,17,amp,0.222271,0.730000,0.041270
50,100,17,fcl,0.374657,0.330000,0.043912
50,100,18,amp,0.141167,1.000000,0.006552
50,100,18,amp,0.429929,0.880000,0.028445
50,100,18,fsb,-0.160196,0.540000,0.049814
50,100,18,fcl,-0.496406,0.310000,0.045636
50,100,18,amp,0.293189,0.870000,0.035614
50,100,19,amp,0.251757,0.990000,0.011785
50,100,19,amp,0.307612,0.940000,0.028607
50,100,19,fcl,-0.462286,0.310000,0.046993
50,100,19,fcl,0.338744,0.320000,0.048089
50,100,20,fcl,-0.267160,0.570000,0.049606
50,100,20,fcl,0.041330,0.940000,0.026298
50,100,20,fsb,0.051115,0.940000,0.026298
50,100,20,amp,0.069806,0.940000,0.026298
50,100,20,fsb,-0.486181,0.430000,0.049881
50,100,21,fcl,0.440598,0.200000,0.041102
50,100,21,fsb,0.132952,0.750000,0.045067
50,100,21,fcl,0.456721,0.220000,0.041260
50,100,21,fsb,0.336664,0.570000,0.049999
50,100,21,fcl,-0.099462,0.740000,0.043351
50,100,21,fsb,-0.070698,0.740000,0.043351
50,100,21,amp,0.069840,0.740000,0.043351
50,100,21,fcl,-0.018026,0.980000,0.018442
50,100,21,fsb,0.030745,0.980000,0.018442
50,100,21,amp,-0.077962,0.980000,0.018442
50,100,22,fcl,0.033496,1.000000,0.018185
50,100,22,fsb,0.031005,1.000000,0.018185
50,100,22,amp,0.061177,1.000000,0.018185
50,100,22,fsb,-0.385710,0.430000,0.049323
50,100,22,fcl,0.485320,0.220000,0.037952
50,100,22,amp,0.305813,0.910000,0.027952
50,100,22,fsb,-0.149978,0.470000,0.049997
50,100,22,fcl,-0.179193,0.750000,0.044293
50,100,23,amp,-0.387893,0.960000,0.016515
50,100,23,amp,-0.431964,0.830000,0.036019
50,100,23,fcl,-0.178053,0.600000,0.048668
50,100,24,amp,-0.475060,0.890000,0.030074
50,100,24,amp,-0.256517,0.990000,0.017865
50,100,24,fcl,0.296623,0.360000,0.049405
50,100,24,fcl,0.324765,0.350000,0.048642
50,100,24,amp,0.430992,0.940000,0.019225
50,100,25,amp,0.173800,0.970000,0.015279
50,100,25,fcl,0.334962,0.410000,0.048167
50,100,25,fsb,-0.259121,0.300000,0.047405
50,100,25,amp,-0.169896,0.920000,0.027440
50,100,25,fcl,0.148522,0.780000,0.037995
50,100,25,fcl,0.421882,0.220000,0.041272
50,100,26,fsb,0.236454,0.460000,0.049928
50,100,26,fcl,-0.048422,0.860000,0.035078
50,100,26,fsb,-0.066172,0.860000,0.035078
50,100,26,amp,-0.041709,0.860000,0.035078
50,100,26,amp,0.357382,0.760000,0.044407
50,100,26,amp,-0.444796,0.860000,0.031519
50,100,26,fcl,-0.030370,0.880000,0.037452
50,100,26,fsb,-0.077528,0.880000,0.037452
50,100,26,amp,-0.064691,0.880000,0.037452
50,100,26,fcl,0.011381,0.960000,0.028743
50,100,26,fsb,0.060929,0.960000,0.028743
50,100,26,amp,0.024591,0.960000,0.028743
50,100,27,amp,0.250247,0.910000,0.033739
50,100,27,fcl,0.370187,0.310000,0.045988
50,100,27,fcl,-0.055874,0.840000,0.038266
50,100,27,fsb,-0.068535,0.840000,0.038266
50,100,27,amp,0.075439,0.840000,0.038266
50,100,28,amp,-0.368256,0.900000,0.029344
50,100,28,fsb,0.373039,0.470000,0.049982
50,100,28,fcl,0.410513,0.350000,0.045090
50,100,28,fsb,0.311909,0.520000,0.049946
50,100,28,fsb,0.402921,0.510000,0.049897
50,100,28,amp,-0.483501,0.960000,0.023553
50,100,29,fsb,0.134713,0.650000,0.044920
50,100,29,fsb,0.366104,0.380000,0.049864
50,100,29,amp,-0.159049,0.950000,0.019294
50,100,29,amp,-0.445398,0.950000,0.023102
50,100,29,amp,-0.422238,0.990000,0.019337
50,100,29,amp,-0.176293,0.830000,0.032862
50,100,29,amp,-0.202561,0.770000,0.041745
50,100,30,fcl,0.278608,0.520000,0.049945
50,100,30,fcl,-0.118136,0.840000,0.032859
50,100,30,amp,-0.274331,0.780000,0.040549
50,100,30,fsb,-0.304245,0.410000,0.049054
50,100,30,fcl,0.147438,0.840000,0.043226
50,100,30,fcl,0.457956,0.310000,0.042167
50,100,31,fcl,-0.421471,0.350000,0.048210
50,100,31,fcl,-0.217017,0.590000,0.049949
50,100,31,fsb,0.163768,0.620000,0.047168
50,100,31,fsb,0.366206,0.480000,0.049966
50,100,31,amp,-0.478325,0.790000,0.037977
50,100,31,fsb,0.282679,0.520000,0.049914
50,100,32,amp,-0.385271,0.920000,0.025568
50,100,32,fcl,0.320933,0.370000,0.048145
50,100,33,amp,-0.465806,0.920000,0.023696
50,100,33,fsb,0.262336,0.490000,0.049952
50,100,34,fcl,-0.083364,0.640000,0.045905
50,100,34,fsb,-0.090653,0.640000,0.045905
50,100,34,amp,0.040343,0.640000,0.045905
50,100,34,fcl,-0.274471,0.650000,0.049834
50,100,34,fcl,0.106584,0.490000,0.048236
50,100,34,amp,-0.386456,0.870000,0.038860
50,100,34,fcl,-0.440952,0.270000,0.047746
50,100,35,amp,-0.335963,0.980000,0.020079
50,100,35,amp,0.468496,0.930000,0.024402
50,100,35,amp,0.166248,0.890000,0.025258
50,100,36,amp,0.132448,0.940000,0.025696
50,100,36,fcl,-0.444279,0.330000,0.048024
50,100,36,fcl,-0.483884,0.420000,0.046948
50,100,37,fcl,0.411506,0.300000,0.043792
50,100,37,fcl,-0.253150,0.470000,0.049410
50,100,37,amp,0.445484,0.720000,0.045783
50,100,37,fcl,0.127728,0.870000,0.034461
50,100,37,fsb,0.351559,0.490000,0.049850
50,100,38,amp,0.149741,0.850000,0.034100
50,100,38,amp,0.183575,1.000000,0.009374
50,100,38,fcl,-0.259580,0.550000,0.049441
50,100,38,fcl,0.364670,0.300000,0.045575
50,100,38,fcl,-0.236315,0.570000,0.049932
50,100,38,amp,-0.310565,0.940000,0.023056
50,100,38,fcl,0.395604,0.270000,0.045834
50,100,38,fsb,0.363687,0.420000,0.049910
50,100,38,fcl,0.026528,0.830000,0.030723
50,100,38,fsb,-0.057010,0.830000,0.030723
50,100,38,amp,0.005410,0.830000,0.030723
50,100,39,amp,0.229030,0.900000,0.032495
50,100,40,fsb,-0.176416,0.440000,0.048994
50,100,40,amp,-0.388738,0.880000,0.023806
50,100,40,amp,-0.294805,0.870000,0.030983
50,100,40,amp,-0.320907,0.890000,0.031053
50,100,41,fcl,-0.236583,0.560000,0.048885
50,100,41,fcl,0.130712,0.880000,0.035058
50,100,41,fsb,0.401271,0.430000,0.049785
50,100,41,fcl,-0.162970,0.590000,0.049562
50,100,41,fcl,-0.357837,0.390000,0.049607
50,100,42,amp,0.290650,0.970000,0.024978
50,100,42,amp,0.282539,0.760000,0.040420
50,100,42,fsb,-0.441289,0.390000,0.048637
50,100,42,amp,-0.255847,0.850000,0.034851
50,100,42,fsb,-0.322635,0.300000,0.047192
50,100,42,fsb,-0.320953,0.320000,0.048243
50,100,42,fcl,-0.052357,0.940000,0.022219
50,100,42,fsb,0.032423,0.940000,0.022219
50,100,42,amp,-0.007455,0.940000,0.022219
50,100,42,fsb,0.405037,0.440000,0.049882
50,100,43,fcl,0.300834,0.470000,0.049899
50,100,43,amp,0.283490,0.920000,0.031301
50,100,44,fsb,0.230764,0.530000,0.049894
50,100,44,amp,-0.431370,0.870000,0.036405
50,100,44,amp,0.352829,0.810000,0.039874
50,100,44,fcl,-0.473945,0.280000,0.046007
50,100,45,fsb,-0.223606,0.350000,0.047622
50,100,45,fsb,-0.406381,0.460000,0.048243
50,100,45,fsb,-0.335366,0.330000,0.047685
50,100,45,fsb,0.250223,0.570000,0.049769
50,100,45,fcl,0.464501,0.240000,0.041224
50,100,45,fsb,0.353428,0.410000,0.049970
50,100,46,fcl,-0.358287,0.530000,0.049333
50,100,46,fsb,0.211525,0.510000,0.049079
50,100,46,fcl,0.422624,0.300000,0.043327
50,100,46,fcl,0.467642,0.190000,0.038931
50,100,46,fsb,-0.314523,0.370000,0.048891
50,100,47,fsb,0.108330,0.660000,0.043378
50,100,47,amp,0.209651,0.640000,0.045157
50,100,47,amp,0.351965,0.860000,0.035796
50,100,48,fcl,-0.359842,0.420000,0.049005
50,100,48,amp,0.434546,0.960000,0.021163
50,100,48,fcl,-0.046542,0.970000,0.022249
50,100,48,fsb,-0.030873,0.970000,0.022249
50,100,48,amp,0.050082,0.970000,0.022249
50,100,49,fcl,0.492385,0.210000,0.037425
50,100,49,fcl,0.357364,0.360000,0.047307
50,100,49,amp,0.353398,0.970000,0.023453
50,100,49,fcl,0.023773,1.000000,0.007430
50,100,49,fsb,-0.003779,1.000000,0.007430
50,100,49,amp,0.009051,1.000000,0.007430
50,100,49,fsb,-0.137513,0.590000,0.049467
50,100,49,fcl,-0.038050,0.920000,0.026988
50,100,49,fsb,-0.044450,0.920000,0.026988
50,100,49,amp,0.072646,0.920000,0.026988
50,100,50,fsb,-0.463526,0.380000,0.048811
50,100,50,amp,-0.316850,0.880000,0.036234
50,100,50,amp,0.189806,0.980000,0.022309
50,100,50,fsb,0.179478,0.680000,0.047722
50,100,50,fcl,0.100783,0.870000,0.035486
50,100,50,fsb,-0.385561,0.370000,0.049410
50,1000,1,fcl,0.482920,0.202000,0.012505
50,1000,1,fcl,0.372212,0.313000,0.014517
50,1000,1,fcl,-0.315745,0.489000,0.015809
50,1000,2,amp,0.189525,0.873000,0.010198
50,1000,2,fcl,0.009185,0.973000,0.005552
50,1000,2,fsb,0.033561,0.973000,0.005552
50,1000,2,amp,0.032783,0.973000,0.005552
50,1000,3,fcl,-0.329325,0.478000,0.015791
50,1000,3,fsb,0.289313,0.526000,0.015770
50,1000,3,fcl,-0.297730,0.436000,0.015687
50,1000,3,fcl,-0.433884,0.352000,0.014942
50,1000,3,fcl,-0.028420,0.979000,0.005393
50,1000,3,fsb,0.025454,0.979000,0.005393
50,1000,3,amp,-0.066298,0.979000,0.005393
50,1000,3,fsb,-0.307825,0.358000,0.015210
50,1000,3,fcl,0.427722,0.215000,0.013141
50,1000,4,fsb,0.426354,0.454000,0.015786
50,1000,4,fcl,-0.242251,0.577000,0.015616
50,1000,4,amp,0.404961,0.585000,0.015600
50,1000,4,fsb,0.239539,0.571000,0.015700
50,1000,4,fcl,0.270013,0.532000,0.015754
50,1000,4,amp,-0.240196,0.926000,0.008132
50,1000,4,fsb,0.335728,0.508000,0.015811
50,1000,5,fsb,0.376846,0.444000,0.015722
