n_pts,N_shots,seed,axis,u_proj,Q_obs,sig_obs
250,100,38,fcl,-0.259580,0.560000,0.049441
250,100,38,fcl,0.364670,0.270000,0.045575
250,100,38,fcl,-0.236315,0.420000,0.049932
250,100,38,amp,-0.310565,0.970000,0.023056
250,100,38,fcl,0.395604,0.230000,0.045834
250,100,38,fsb,0.363687,0.480000,0.049910
250,100,38,fcl,0.026528,0.920000,0.030723
250,100,38,fsb,-0.057010,0.920000,0.030723
250,100,38,amp,0.005410,0.920000,0.030723
250,100,38,fsb,0.288098,0.440000,0.049941
250,100,38,amp,0.213454,0.650000,0.046557
250,100,38,amp,0.466490,0.990000,0.014216
250,100,38,fsb,-0.200017,0.220000,0.047304
250,100,38,amp,-0.306979,0.920000,0.029854
250,100,38,fcl,-0.274386,0.530000,0.049940
250,100,38,fcl,0.091058,0.820000,0.044071
250,100,38,fsb,-0.077108,0.820000,0.044071
250,100,38,amp,0.024315,0.820000,0.044071
250,100,38,amp,-0.490310,0.930000,0.032690
250,100,38,fsb,0.440344,0.460000,0.049960
250,100,38,amp,0.370180,0.940000,0.028801
250,100,38,fcl,0.165211,0.800000,0.043792
250,100,38,fsb,-0.251241,0.410000,0.047720
250,100,38,amp,0.113506,0.780000,0.042120
250,100,38,amp,-0.271223,0.880000,0.037151
250,100,38,amp,0.400073,0.940000,0.017374
250,100,38,amp,0.422084,0.780000,0.044599
250,100,38,fcl,0.259251,0.390000,0.049853
250,100,39,amp,0.229030,0.880000,0.032495
250,100,39,fsb,-0.125473,0.600000,0.048206
250,100,39,fsb,-0.371122,0.390000,0.048369
250,100,39,fcl,0.077598,0.760000,0.043967
250,100,39,fsb,-0.080658,0.760000,0.043967
250,100,39,amp,0.050518,0.760000,0.043967
250,100,39,amp,0.343158,0.830000,0.035635
250,100,39,amp,0.251476,0.940000,0.029419
250,100,39,amp,-0.400095,0.920000,0.025642
250,100,39,fsb,0.137797,0.740000,0.045938
250,100,39,fcl,-0.464319,0.380000,0.047616
250,100,39,fsb,-0.447965,0.540000,0.049945
250,100,39,amp,0.337458,0.650000,0.046096
250,100,39,amp,0.228326,0.890000,0.025273
250,100,39,fsb,-0.251405,0.330000,0.044111
250,100,39,amp,-0.381734,0.940000,0.023788
250,100,39,fsb,0.348604,0.430000,0.049712
250,100,39,fcl,-0.071557,0.900000,0.031305
250,100,39,fsb,-0.046797,0.900000,0.031305
250,100,39,amp,-0.066214,0.900000,0.031305
250,100,39,amp,0.192852,0.980000,0.006638
250,100,39,amp,-0.128965,0.940000,0.021867
250,100,39,fsb,0.253657,0.500000,0.049991
250,100,39,amp,0.469242,0.960000,0.014726
250,100,39,fcl,-0.411051,0.450000,0.048648
250,100,40,fsb,-0.176416,0.360000,0.048994
250,100,40,amp,-0.388738,0.950000,0.023806
250,100,40,amp,-0.294805,0.840000,0.030983
250,100,40,amp,-0.320907,0.910000,0.031053
250,100,40,amp,0.179467,0.660000,0.046973
250,100,40,fcl,-0.180213,0.650000,0.046215
250,100,40,fcl,0.173629,0.700000,0.041888
250,100,40,fcl,0.118775,0.860000,0.032863
250,100,40,fcl,-0.138224,0.680000,0.048667
250,100,40,fsb,-0.434519,0.510000,0.049952
250,100,40,amp,0.212767,0.890000,0.037425
250,100,40,fsb,0.259888,0.500000,0.049570
250,100,40,fcl,0.357887,0.370000,0.047542
250,100,40,amp,0.312741,0.990000,0.010810
250,100,40,amp,0.343798,0.950000,0.015144
250,100,40,fcl,-0.372952,0.380000,0.049015
250,100,40,fcl,0.125582,0.880000,0.038327
250,100,40,fcl,0.434822,0.290000,0.041990
250,100,40,fsb,-0.465305,0.390000,0.049469
250,100,40,fcl,-0.346537,0.380000,0.049661
250,100,40,amp,0.323968,0.960000,0.021340
250,100,40,amp,0.259927,0.980000,0.014242
250,100,40,fcl,-0.406889,0.440000,0.048554
250,100,40,fsb,-0.449708,0.470000,0.049423
250,100,41,fcl,-0.236583,0.570000,0.048885
250,100,41,fcl,0.130712,0.880000,0.035058
250,100,41,fsb,0.401271,0.370000,0.049785
250,100,41,fcl,-0.162970,0.550000,0.049562
250,100,41,fcl,-0.357837,0.400000,0.049607
250,100,41,fsb,0.467000,0.440000,0.049883
250,100,41,fcl,-0.045755,0.950000,0.014205
250,100,41,fsb,-0.004535,0.950000,0.014205
250,100,41,amp,0.003122,0.950000,0.014205
250,100,41,amp,-0.491994,0.780000,0.036181
250,100,41,fcl,-0.314339,0.500000,0.049983
250,100,41,fsb,0.441513,0.520000,0.049896
250,100,41,amp,-0.210219,0.900000,0.028219
250,100,41,fsb,0.288767,0.590000,0.049985
250,100,41,amp,-0.404041,0.930000,0.022749
250,100,41,fsb,-0.274811,0.440000,0.049170
250,100,41,amp,0.162858,0.990000,0.013071
250,100,41,amp,0.395679,0.770000,0.039392
250,100,41,fcl,-0.019732,0.890000,0.029726
250,100,41,fsb,0.063671,0.890000,0.029726
250,100,41,amp,0.040488,0.890000,0.029726
250,100,41,fcl,0.279239,0.530000,0.049817
250,100,41,amp,-0.171421,0.800000,0.040989
250,100,41,fsb,-0.244047,0.310000,0.048445
250,100,41,fcl,-0.473556,0.330000,0.045966
250,100,41,fsb,-0.432725,0.450000,0.049904
250,100,41,fsb,0.333028,0.440000,0.049903
250,100,41,amp,-0.146353,0.810000,0.040637
250,100,41,fcl,-0.316810,0.460000,0.049960
250,100,41,fcl,0.221636,0.650000,0.048403
250,100,41,amp,0.304287,0.980000,0.021109
250,100,41,fsb,0.402498,0.480000,0.049931
250,100,41,amp,-0.144454,0.970000,0.013332
250,100,41,amp,-0.254835,0.800000,0.039361
250,100,42,amp,0.290650,0.900000,0.024978
250,100,42,amp,0.282539,0.750000,0.040420
250,100,42,fsb,-0.441289,0.310000,0.048637
250,100,42,amp,-0.255847,0.880000,0.034851
250,100,42,fsb,-0.322635,0.330000,0.047192
250,100,42,fsb,-0.320953,0.350000,0.048243
250,100,42,fcl,-0.052357,0.920000,0.022219
250,100,42,fsb,0.032423,0.920000,0.022219
250,100,42,amp,-0.007455,0.920000,0.022219
250,100,42,fsb,0.405037,0.470000,0.049882
250,100,42,fcl,-0.305977,0.500000,0.049999
250,100,42,amp,0.341032,0.840000,0.036850
250,100,42,fcl,0.328609,0.270000,0.049196
250,100,42,fsb,0.146709,0.710000,0.045900
250,100,42,fcl,-0.288398,0.500000,0.049935
250,100,42,fcl,0.094494,0.900000,0.034960
250,100,42,fsb,-0.044035,0.900000,0.034960
250,100,42,amp,-0.071302,0.900000,0.034960
250,100,42,fsb,0.397377,0.490000,0.049834
250,100,42,amp,0.414720,0.640000,0.049273
250,100,42,fcl,0.145315,0.780000,0.043706
250,100,42,fcl,0.276404,0.420000,0.049959
250,100,42,fsb,-0.108585,0.640000,0.048377
250,100,42,fcl,-0.404511,0.440000,0.048853
250,100,42,fcl,-0.205837,0.570000,0.048302
250,100,42,fsb,-0.396690,0.360000,0.048665
250,100,42,amp,-0.498001,0.780000,0.041608
250,100,42,fsb,0.304449,0.560000,0.049993
250,100,42,amp,0.183524,0.990000,0.013223
250,100,42,amp,0.177039,0.980000,0.017519
250,100,42,fcl,0.108953,0.820000,0.036590
250,100,42,fsb,0.480424,0.450000,0.049794
250,100,43,fcl,0.300834,0.400000,0.049899
250,100,43,amp,0.283490,0.880000,0.031301
250,100,43,amp,0.138626,0.760000,0.038684
250,100,43,amp,-0.232408,0.960000,0.020874
250,100,43,fcl,-0.277838,0.510000,0.049988
250,100,43,amp,-0.226750,0.970000,0.018802
250,100,43,fcl,0.064776,0.900000,0.036562
250,100,43,fsb,-0.064349,0.900000,0.036562
250,100,43,amp,-0.087134,0.900000,0.036562
250,100,43,fsb,0.102846,0.780000,0.041714
250,100,43,fcl,-0.172771,0.670000,0.048225
250,100,43,fsb,-0.172729,0.370000,0.047080
250,100,43,amp,-0.105363,0.720000,0.041477
250,100,43,fcl,0.151456,0.790000,0.038530
250,100,43,fsb,-0.492493,0.370000,0.048570
250,100,43,fsb,-0.188948,0.450000,0.049188
250,100,43,fcl,-0.159077,0.720000,0.045541
250,100,43,amp,-0.276244,0.890000,0.030462
250,100,43,fcl,0.372509,0.310000,0.047339
250,100,43,fcl,0.467018,0.180000,0.041246
250,100,43,fcl,0.355369,0.390000,0.047867
250,100,43,fsb,-0.235889,0.450000,0.048797
250,100,43,fsb,-0.276528,0.280000,0.046336
250,100,43,fcl,-0.010285,0.770000,0.043741
250,100,43,fsb,-0.097951,0.770000,0.043741
250,100,43,amp,-0.017912,0.770000,0.043741
250,100,43,amp,0.457363,0.940000,0.021017
250,100,43,fcl,0.235182,0.680000,0.048632
250,100,43,fcl,0.396150,0.250000,0.043726
250,100,44,fsb,0.230764,0.580000,0.049894
250,100,44,amp,-0.431370,0.920000,0.036405
250,100,44,amp,0.352829,0.760000,0.039874
250,100,44,fcl,-0.473945,0.330000,0.046007
250,100,44,fsb,-0.435621,0.480000,0.049933
250,100,44,fcl,0.371899,0.280000,0.047327
250,100,44,fcl,0.312429,0.530000,0.049696
250,100,44,fcl,0.352827,0.340000,0.048358
250,100,44,amp,0.321058,0.880000,0.033186
250,100,44,fcl,0.353511,0.310000,0.046302
250,100,44,fcl,-0.211594,0.570000,0.046891
250,100,44,fcl,-0.180318,0.640000,0.046352
250,100,44,fcl,0.177277,0.720000,0.044654
250,100,44,amp,0.340358,0.900000,0.028499
250,100,44,fcl,0.208401,0.430000,0.049884
250,100,44,amp,-0.454429,0.880000,0.037079
250,100,44,fcl,-0.449497,0.330000,0.047458
250,100,44,fcl,-0.374213,0.420000,0.049123
250,100,44,amp,-0.225909,0.980000,0.017446
250,100,44,fsb,0.325915,0.510000,0.049943
250,100,44,fcl,0.382195,0.170000,0.043427
250,100,44,amp,-0.277380,0.970000,0.018921
250,100,44,fsb,-0.407103,0.420000,0.048253
250,100,44,amp,-0.369712,0.780000,0.038969
250,100,44,amp,0.213613,0.850000,0.030993
250,100,45,fsb,-0.223606,0.340000,0.047622
250,100,45,fsb,-0.406381,0.350000,0.048243
250,100,45,fsb,-0.335366,0.320000,0.047685
250,100,45,fsb,0.250223,0.560000,0.049769
250,100,45,fcl,0.464501,0.230000,0.041224
250,100,45,fsb,0.353428,0.510000,0.049970
250,100,45,amp,-0.324575,0.880000,0.032143
250,100,45,fsb,-0.307986,0.250000,0.046977
250,100,45,amp,0.410605,0.950000,0.023393
250,100,45,fsb,-0.175109,0.450000,0.049793
250,100,45,fsb,-0.465281,0.300000,0.048038
250,100,45,amp,-0.490270,0.930000,0.025848
250,100,45,fcl,0.088359,0.830000,0.040547
250,100,45,fsb,0.093503,0.830000,0.040547
250,100,45,amp,-0.034087,0.830000,0.040547
250,100,45,amp,-0.467151,0.990000,0.015556
250,100,45,amp,-0.171479,0.990000,0.008629
250,100,45,fcl,0.158348,0.850000,0.039897
250,100,45,fcl,0.404824,0.180000,0.041975
250,100,45,amp,-0.154560,0.940000,0.029545
250,100,45,amp,0.157306,0.990000,0.008135
250,100,45,amp,0.273456,0.950000,0.024717
250,100,45,fsb,0.201221,0.680000,0.049160
250,100,45,fsb,-0.279178,0.380000,0.048718
250,100,45,amp,-0.361945,0.830000,0.037772
250,100,45,amp,0.341030,0.900000,0.024330
250,100,45,fcl,-0.167090,0.650000,0.046127
250,100,45,amp,0.142073,1.000000,0.009098
250,100,45,amp,-0.357080,0.960000,0.017658
250,100,45,fcl,0.192104,0.620000,0.048059
250,100,45,amp,-0.327043,0.950000,0.019388
250,100,45,amp,0.315607,0.980000,0.020362
250,100,45,amp,0.217369,0.630000,0.047188
250,100,45,fsb,0.494999,0.420000,0.049908
250,100,45,fcl,0.116671,0.620000,0.047634
250,100,45,fcl,-0.252013,0.540000,0.050000
250,100,45,fsb,0.281529,0.580000,0.049877
250,100,45,amp,-0.468622,0.750000,0.041740
250,100,45,fsb,0.132957,0.720000,0.044868
250,100,46,fcl,-0.358287,0.430000,0.049333
250,100,46,fsb,0.211525,0.650000,0.049079
250,100,46,fcl,0.422624,0.250000,0.043327
250,100,46,fcl,0.467642,0.130000,0.038931
250,100,46,fsb,-0.314523,0.440000,0.048891
250,100,46,fcl,0.460995,0.220000,0.041077
250,100,46,amp,0.371229,0.900000,0.040913
250,100,46,fsb,-0.157392,0.380000,0.049368
250,100,46,amp,0.168672,0.970000,0.009257
250,100,46,fsb,-0.482254,0.390000,0.049355
250,100,46,fsb,-0.104319,0.750000,0.045228
250,100,46,fsb,-0.113593,0.710000,0.047144
250,100,46,fsb,0.105190,0.770000,0.041084
250,100,46,fsb,0.375222,0.470000,0.049761
250,100,46,fsb,0.307303,0.450000,0.049935
250,100,46,amp,0.372104,0.930000,0.025897
250,100,46,fsb,-0.199738,0.390000,0.048079
250,100,46,fcl,0.167394,0.810000,0.040791
250,100,46,fsb,0.403674,0.470000,0.049965
250,100,46,fsb,-0.479740,0.420000,0.049790
250,100,46,fsb,0.389050,0.480000,0.049957
250,100,46,fsb,0.214622,0.640000,0.049471
250,100,46,fsb,0.142741,0.710000,0.046174
250,100,46,amp,0.478767,0.790000,0.043038
250,100,46,fsb,-0.108304,0.620000,0.048808
250,100,46,fcl,-0.355323,0.430000,0.049675
250,100,46,fcl,-0.201408,0.570000,0.049729
250,100,46,fcl,-0.255276,0.620000,0.049334
250,100,46,fsb,0.214998,0.590000,0.049922
250,100,46,fcl,0.126177,0.610000,0.048606
250,100,46,amp,0.308354,0.880000,0.032981
250,100,47,fsb,0.108330,0.760000,0.043378
250,100,47,amp,0.209651,0.730000,0.045157
250,100,47,amp,0.351965,0.810000,0.035796
250,100,47,fsb,0.411373,0.520000,0.049942
250,100,47,amp,0.271276,0.900000,0.027310
250,100,47,amp,0.336386,1.000000,0.009970
250,100,47,fcl,-0.289048,0.420000,0.049988
250,100,47,fsb,-0.241799,0.380000,0.048904
250,100,47,fsb,0.469427,0.440000,0.049954
250,100,47,fsb,-0.144521,0.430000,0.049588
250,100,47,fcl,0.204489,0.580000,0.049495
250,100,47,amp,-0.355122,0.790000,0.039969
250,100,47,fsb,0.494775,0.520000,0.049957
250,100,47,fsb,0.213379,0.580000,0.049539
250,100,47,fcl,-0.482036,0.260000,0.044414
250,100,47,amp,0.352392,0.960000,0.016611
250,100,47,fcl,0.009484,0.770000,0.037522
250,100,47,fsb,0.093214,0.770000,0.037522
250,100,47,amp,0.090087,0.770000,0.037522
250,100,47,fsb,-0.307111,0.420000,0.048743
250,100,47,fcl,-0.436132,0.350000,0.047880
250,100,47,fsb,0.232148,0.470000,0.049472
250,100,47,fsb,-0.213198,0.400000,0.048110
250,100,48,fcl,-0.359842,0.390000,0.049005
250,100,48,amp,0.434546,0.940000,0.021163
250,100,48,fcl,-0.046542,0.960000,0.022249
250,100,48,fsb,-0.030873,0.960000,0.022249
250,100,48,amp,0.050082,0.960000,0.022249
250,100,48,amp,-0.262762,0.930000,0.018482
250,100,48,fsb,-0.354360,0.330000,0.048194
250,100,48,fcl,-0.348417,0.530000,0.049324
250,100,48,fcl,0.413691,0.310000,0.044427
250,100,48,fsb,-0.123119,0.570000,0.048975
250,100,48,fcl,0.457366,0.210000,0.040876
250,100,48,fcl,-0.052693,0.980000,0.016167
250,100,48,fsb,0.009169,0.980000,0.016167
250,100,48,amp,0.082689,0.980000,0.016167
250,100,48,fsb,-0.446308,0.440000,0.049851
250,100,48,fsb,-0.495649,0.500000,0.049303
250,100,48,fcl,-0.297984,0.400000,0.049994
250,100,48,fcl,-0.392144,0.450000,0.049145
250,100,48,amp,0.292720,0.820000,0.038705
250,100,48,fcl,0.123736,0.780000,0.042636
250,100,48,amp,-0.104452,0.960000,0.017584
250,100,48,fcl,0.267807,0.490000,0.049791
250,100,48,fcl,0.439841,0.250000,0.043326
250,100,48,amp,0.172400,0.940000,0.024053
250,100,48,amp,-0.249836,0.880000,0.038453
250,100,48,fcl,-0.040174,0.950000,0.021329
250,100,48,fsb,-0.034129,0.950000,0.021329
250,100,48,amp,-0.026986,0.950000,0.021329
250,100,48,fsb,0.443890,0.380000,0.049956
250,100,48,amp,0.144720,0.790000,0.037257
250,100,48,fsb,0.151119,0.620000,0.046951
250,100,48,fsb,0.391543,0.450000,0.049983
250,100,48,fsb,-0.210786,0.300000,0.047108
250,100,49,fcl,0.492385,0.150000,0.037425
250,100,49,fcl,0.357364,0.320000,0.047307
250,100,49,amp,0.353398,0.900000,0.023453
250,100,49,fcl,0.023773,0.990000,0.007430
250,100,49,fsb,-0.003779,0.990000,0.007430
250,100,49,amp,0.009051,0.990000,0.007430
250,100,49,fsb,-0.137513,0.470000,0.049467
250,100,49,fcl,-0.038050,0.880000,0.026988
250,100,49,fsb,-0.044450,0.880000,0.026988
250,100,49,amp,0.072646,0.880000,0.026988
250,100,49,amp,-0.172107,0.980000,0.017402
250,100,49,fsb,0.129571,0.760000,0.044093
250,100,49,amp,-0.106439,0.770000,0.041011
250,100,49,amp,0.228675,0.890000,0.032437
250,100,49,fsb,0.371295,0.490000,0.049895
250,100,49,fcl,-0.188893,0.680000,0.046396
250,100,49,fsb,-0.224088,0.230000,0.045333
250,100,49,amp,0.254926,0.940000,0.030901
250,100,49,fsb,-0.457973,0.370000,0.048250
250,100,49,fsb,-0.313676,0.360000,0.046760
250,100,49,fsb,0.152015,0.680000,0.046981
250,100,49,fsb,0.359671,0.440000,0.049909
250,100,49,fcl,-0.211795,0.750000,0.046941
250,100,49,amp,-0.464495,0.820000,0.040539
250,100,49,fsb,0.133529,0.710000,0.044423
250,100,49,fsb,0.365201,0.400000,0.049783
250,100,49,fcl,0.342560,0.440000,0.048721
250,100,49,amp,0.447743,0.870000,0.032767
250,100,49,fsb,0.493469,0.450000,0.049851
250,100,50,fsb,-0.463526,0.480000,0.048811
250,100,50,amp,-0.316850,0.890000,0.036234
250,100,50,amp,0.189806,0.910000,0.022309
250,100,50,fsb,0.179478,0.760000,0.047722
250,100,50,fcl,0.100783,0.780000,0.035486
250,100,50,fsb,-0.385561,0.540000,0.049410
250,100,50,amp,0.101325,0.840000,0.036433
250,100,50,fcl,-0.443668,0.340000,0.046377
250,100,50,fsb,0.370372,0.400000,0.049950
250,100,50,amp,0.323328,0.980000,0.019518
250,100,50,fsb,0.342024,0.520000,0.049830
250,100,50,fcl,0.241462,0.570000,0.049728
250,100,50,fsb,0.478774,0.420000,0.049935
250,100,50,fcl,-0.323418,0.440000,0.049365
250,100,50,fcl,0.165642,0.600000,0.048814
250,100,50,fcl,0.451686,0.250000,0.041040
250,100,50,fsb,0.392511,0.500000,0.049706
250,100,50,fsb,0.211528,0.600000,0.049453
250,100,50,fcl,0.102284,0.870000,0.032877
250,100,50,amp,-0.275649,0.990000,0.013330
250,100,50,amp,0.385366,0.960000,0.016631
250,1000,1,fcl,0.482920,0.177000,0.012505
250,1000,1,fcl,0.372212,0.301000,0.014517
250,1000,1,fcl,-0.315745,0.512000,0.015809
250,1000,1,amp,-0.407961,0.791000,0.012341
250,1000,1,fsb,-0.172943,0.438000,0.015698
250,1000,1,amp,0.408325,0.678000,0.014929
250,1000,1,amp,-0.320469,0.911000,0.008905
250,1000,1,amp,-0.130838,0.874000,0.009865
250,1000,1,fcl,0.308271,0.445000,0.015739
250,1000,1,fcl,0.081889,0.943000,0.007484
250,1000,1,fsb,-0.002501,0.943000,0.007484
250,1000,1,amp,0.026182,0.943000,0.007484
250,1000,1,fcl,-0.400696,0.364000,0.015356
250,1000,1,fsb,0.445126,0.466000,0.015774
250,1000,1,fcl,-0.136260,0.793000,0.012146
250,1000,1,amp,0.303466,0.983000,0.003880
250,1000,1,fsb,-0.361208,0.353000,0.015215
250,1000,1,fcl,0.231723,0.586000,0.015577
250,1000,1,fsb,-0.425243,0.354000,0.015215
250,1000,1,fsb,-0.287427,0.337000,0.014786
250,1000,2,amp,0.189525,0.885000,0.010198
250,1000,2,fcl,0.009185,0.972000,0.005552
250,1000,2,fsb,0.033561,0.972000,0.005552
250,1000,2,amp,0.032783,0.972000,0.005552
250,1000,2,fsb,-0.472380,0.462000,0.015680
250,1000,2,fcl,0.369867,0.337000,0.015050
250,1000,2,amp,-0.494971,0.946000,0.008418
250,1000,2,fsb,0.441781,0.447000,0.015731
250,1000,2,fsb,-0.385051,0.379000,0.015413
250,1000,2,fcl,0.076974,0.794000,0.012932
250,1000,2,fsb,0.099120,0.794000,0.012932
250,1000,2,amp,-0.025896,0.794000,0.012932
250,1000,2,amp,-0.331613,0.806000,0.011864
250,1000,2,fsb,-0.144003,0.525000,0.015802
250,1000,2,fcl,-0.480346,0.273000,0.014164
250,1000,2,fsb,0.126102,0.706000,0.014399
250,1000,2,fcl,0.040411,0.817000,0.011814
250,1000,2,fsb,-0.072714,0.817000,0.011814
250,1000,2,amp,-0.044300,0.817000,0.011814
250,1000,2,fsb,0.184083,0.630000,0.015250
250,1000,2,fcl,0.360084,0.350000,0.015047
250,1000,2,fsb,0.306672,0.474000,0.015734
250,1000,2,amp,0.115410,0.945000,0.007553
250,1000,3,fcl,-0.329325,0.493000,0.015791
250,1000,3,fsb,0.289313,0.537000,0.015770
250,1000,3,fcl,-0.297730,0.441000,0.015687
250,1000,3,fcl,-0.433884,0.351000,0.014942
250,1000,3,fcl,-0.028420,0.972000,0.005393
250,1000,3,fsb,0.025454,0.972000,0.005393
250,1000,3,amp,-0.066298,0.972000,0.005393
250,1000,3,fsb,-0.307825,0.393000,0.015210
250,1000,3,fcl,0.427722,0.250000,0.013141
250,1000,3,fcl,0.413719,0.233000,0.013683
250,1000,3,fcl,-0.086377,0.862000,0.011058
250,1000,3,fsb,-0.049490,0.862000,0.011058
250,1000,3,amp,-0.044766,0.862000,0.011058
250,1000,3,fcl,-0.342715,0.423000,0.015742
250,1000,3,amp,0.299756,0.627000,0.015158
250,1000,3,fsb,0.128474,0.740000,0.013903
250,1000,3,fcl,0.401582,0.262000,0.013654
250,1000,3,fcl,0.058534,0.962000,0.006742
250,1000,3,fsb,0.026369,0.962000,0.006742
250,1000,3,amp,0.005763,0.962000,0.006742
250,1000,3,fcl,0.297902,0.457000,0.015784
250,1000,3,amp,-0.343393,0.946000,0.006768
250,1000,3,fcl,0.334080,0.329000,0.015301
250,1000,3,fsb,0.249225,0.554000,0.015724
250,1000,3,amp,0.319651,0.934000,0.007774
250,1000,3,fcl,-0.079391,0.726000,0.014155
250,1000,3,fsb,-0.088448,0.726000,0.014155
250,1000,3,amp,-0.006050,0.726000,0.014155
250,1000,3,fsb,-0.443282,0.428000,0.015662
250,1000,3,amp,0.394753,0.727000,0.013946
250,1000,3,amp,-0.323274,0.964000,0.005970
250,1000,3,fcl,-0.082108,0.841000,0.011409
250,1000,3,fsb,-0.052726,0.841000,0.011409
250,1000,3,amp,0.040935,0.841000,0.011409
250,1000,3,fcl,-0.240498,0.554000,0.015717
250,1000,3,fsb,0.289386,0.514000,0.015811
250,1000,3,fcl,-0.284429,0.539000,0.015790
250,1000,3,fsb,-0.170339,0.446000,0.015671
250,1000,4,fsb,0.426354,0.475000,0.015786
250,1000,4,fcl,-0.242251,0.587000,0.015616
250,1000,4,amp,0.404961,0.590000,0.015600
250,1000,4,fsb,0.239539,0.562000,0.015700
250,1000,4,fcl,0.270013,0.544000,0.015754
250,1000,4,amp,-0.240196,0.933000,0.008132
250,1000,4,fsb,0.335728,0.531000,0.015811
250,1000,4,fsb,0.289604,0.526000,0.015794
250,1000,4,fcl,0.048761,0.935000,0.008370
250,1000,4,fsb,0.050004,0.935000,0.008370
250,1000,4,amp,0.082860,0.935000,0.008370
250,1000,4,fsb,0.134036,0.670000,0.014704
250,1000,4,fsb,-0.389958,0.441000,0.015679
250,1000,4,amp,-0.220210,0.929000,0.008728
250,1000,4,fcl,0.466440,0.225000,0.012930
250,1000,4,fcl,0.189533,0.736000,0.014030
250,1000,4,amp,-0.123600,0.772000,0.013120
250,1000,4,fsb,0.188335,0.556000,0.015718
250,1000,4,amp,0.384375,0.967000,0.005743
250,1000,4,fsb,0.463390,0.476000,0.015793
250,1000,4,fcl,-0.068755,0.833000,0.012049
250,1000,4,fsb,0.086401,0.833000,0.012049
250,1000,4,amp,0.083400,0.833000,0.012049
250,1000,4,amp,0.345675,0.825000,0.011762
250,1000,4,amp,0.104346,0.927000,0.008464
250,1000,4,fcl,0.373715,0.299000,0.014692
250,1000,4,fsb,0.372658,0.490000,0.015808
250,1000,4,fsb,0.188435,0.648000,0.015498
250,1000,4,fsb,0.264799,0.535000,0.015755
250,1000,4,amp,-0.167939,0.973000,0.004904
250,1000,4,fcl,0.115033,0.826000,0.011676
250,1000,4,amp,-0.435136,0.972000,0.005359
250,1000,5,fsb,0.376846,0.424000,0.015722
250,1000,5,fsb,0.119811,0.701000,0.014470
250,1000,5,fsb,0.101090,0.779000,0.013265
250,1000,5,fsb,-0.162048,0.483000,0.015789
250,1000,5,fsb,-0.241820,0.291000,0.014438
250,1000,5,amp,-0.270408,0.821000,0.012222
250,1000,5,amp,-0.147612,0.971000,0.004964
250,1000,5,fsb,0.411328,0.452000,0.015727
250,1000,5,amp,-0.311837,0.918000,0.008468
250,1000,5,fcl,0.364754,0.281000,0.014239
250,1000,5,fsb,-0.315894,0.322000,0.014806
250,1000,5,fsb,-0.295442,0.337000,0.014812
250,1000,5,amp,-0.163399,0.789000,0.012514
250,1000,5,fcl,-0.042077,0.918000,0.008256
250,1000,5,fsb,0.048123,0.918000,0.008256
250,1000,5,amp,-0.001302,0.918000,0.008256
250,1000,5,fsb,0.375658,0.490000,0.015810
250,1000,5,fcl,-0.371226,0.409000,0.015456
250,1000,5,fcl,0.448474,0.205000,0.013074
250,1000,5,fsb,-0.238858,0.258000,0.013773
250,1000,5,fcl,-0.046898,0.952000,0.005517
250,1000,5,fsb,0.021312,0.952000,0.005517
250,1000,5,amp,0.031955,0.952000,0.005517
250,1000,6,amp,-0.464692,0.876000,0.011101
250,1000,6,amp,-0.318621,0.813000,0.012601
250,1000,6,amp,0.322144,0.904000,0.009221
250,1000,6,fcl,-0.157430,0.791000,0.013112
250,1000,6,amp,-0.177016,0.939000,0.007958
250,1000,6,fsb,0.262253,0.506000,0.015810
250,1000,6,fsb,0.480191,0.448000,0.015765
250,1000,6,fcl,0.415643,0.233000,0.014073
250,1000,6,fsb,0.402621,0.470000,0.015780
250,1000,6,amp,0.491542,0.841000,0.011254
250,1000,6,fcl,-0.083569,0.802000,0.012756
250,1000,6,fsb,0.093635,0.802000,0.012756
250,1000,6,amp,0.098687,0.802000,0.012756
250,1000,6,fsb,0.459490,0.454000,0.015760
250,1000,6,fcl,0.250556,0.424000,0.015638
250,1000,6,fcl,0.148925,0.815000,0.012332
250,1000,6,fsb,-0.410308,0.459000,0.015731
250,1000,6,amp,-0.195869,0.922000,0.008290
250,1000,6,fsb,0.258644,0.495000,0.015806
250,1000,6,amp,-0.117974,0.898000,0.009295
250,1000,6,fcl,0.317566,0.450000,0.015694
250,1000,6,fcl,0.079767,0.851000,0.010746
250,1000,6,fsb,0.066423,0.851000,0.010746
250,1000,6,amp,0.073018,0.851000,0.010746
250,1000,6,amp,0.414774,0.903000,0.009080
250,1000,6,fcl,0.408360,0.201000,0.013495
250,1000,6,fsb,0.164269,0.661000,0.014915
250,1000,6,fsb,0.118373,0.723000,0.013891
250,1000,6,fsb,0.351107,0.429000,0.015739
250,1000,6,fcl,-0.380843,0.412000,0.015492
250,1000,7,amp,0.477199,0.937000,0.008304
250,1000,7,amp,0.244161,0.920000,0.008407
250,1000,7,fsb,-0.133175,0.584000,0.015544
250,1000,7,fcl,-0.062085,0.783000,0.012913
250,1000,7,fsb,-0.078556,0.783000,0.012913
250,1000,7,amp,-0.008337,0.783000,0.012913
250,1000,7,amp,0.181642,0.988000,0.003944
250,1000,7,fsb,-0.407841,0.390000,0.015452
250,1000,7,amp,0.266439,0.651000,0.014986
