n_pts,N_shots,N_total,seed,rmse,rmse_se,rmse_corr,mae,mean_sigma_gp,mean_sigma_noise,cov80,cov90,cov95,cov95_adj,nlpd,nlpd_adj,crps,msse,msse_gp,n_valid,l1,l2,l3,sf,c
500,1000,500000,42,0.013717,0.000195,0.000000,0.010297,0.015862,0.014322,0.8859,0.9558,0.9803,0.9961,-2.9368,-2.7612,0.007933,0.352071,0.661774,4935,0.3327,0.2349,1.5000,0.6549,0.8690
500,1000,500000,43,0.011791,0.000160,0.000000,0.009006,0.014761,0.014320,0.9011,0.9595,0.9835,0.9982,-3.0264,-2.8290,0.007162,0.294755,0.624932,4914,0.3092,0.2358,1.5000,0.6472,0.6856
500,1000,500000,44,0.013014,0.000199,0.000000,0.009579,0.015409,0.014324,0.9068,0.9616,0.9807,0.9972,-2.9906,-2.7951,0.007563,0.317548,0.607922,4927,0.3305,0.2483,1.5000,0.6734,0.7854
500,1000,500000,45,0.012034,0.000211,0.000000,0.009129,0.015546,0.014320,0.9115,0.9672,0.9882,0.9986,-3.0058,-2.8071,0.007293,0.285030,0.568619,4914,0.3190,0.2357,1.5000,0.6389,0.7418
500,1000,500000,46,0.011511,0.000193,0.000000,0.008530,0.015384,0.014312,0.9261,0.9760,0.9915,0.9998,-3.0458,-2.8284,0.007042,0.251961,0.507324,4923,0.3224,0.2285,1.5000,0.6520,0.7425
500,1000,500000,47,0.012597,0.000189,0.000000,0.009316,0.016156,0.014322,0.9078,0.9618,0.9811,0.9970,-2.9603,-2.7729,0.007572,0.304059,0.579421,4926,0.3134,0.2281,1.5000,0.7087,0.7674
500,1000,500000,48,0.011056,0.000161,0.000000,0.008347,0.015915,0.014321,0.9316,0.9791,0.9939,0.9996,-3.0249,-2.8148,0.007025,0.240265,0.467602,4924,0.3181,0.2276,1.5000,0.6493,0.8648
500,1000,500000,49,0.011270,0.000159,0.000000,0.008553,0.015121,0.014314,0.9251,0.9723,0.9868,0.9994,-3.0440,-2.8339,0.006999,0.262606,0.538335,4915,0.3278,0.2340,1.5000,0.6364,0.7681
500,1000,500000,50,0.011719,0.000135,0.000000,0.009221,0.015897,0.014324,0.9158,0.9746,0.9933,1.0000,-2.9898,-2.7994,0.007291,0.273180,0.543979,4919,0.3159,0.2198,1.5000,0.6555,0.8113
500,10000,5000000,1,0.006817,0.000138,0.005097,0.004802,0.010070,0.004527,0.9496,0.9779,0.9896,0.9953,-3.5417,-3.4640,0.003901,0.308280,0.402446,4924,0.3356,0.2420,1.5000,0.5799,0.5308
500,10000,5000000,2,0.006815,0.000176,0.005094,0.004609,0.009936,0.004527,0.9450,0.9779,0.9899,0.9961,-3.5615,-3.4862,0.003815,0.296066,0.406280,4927,0.3323,0.2391,1.5000,0.5424,0.3869
500,10000,5000000,3,0.007808,0.000240,0.006360,0.005052,0.010345,0.004528,0.9599,0.9860,0.9927,0.9976,-3.5386,-3.4576,0.004057,0.291802,0.374265,4913,0.3391,0.2393,1.5000,0.5673,0.5782
500,10000,5000000,4,0.009291,0.000459,0.008112,0.005620,0.010343,0.004528,0.9335,0.9729,0.9880,0.9935,-3.4876,-3.4174,0.004406,0.380484,0.492072,4916,0.3391,0.2417,1.5000,0.5321,0.4175
500,10000,5000000,5,0.006259,0.000100,0.004321,0.004623,0.010024,0.004527,0.9555,0.9811,0.9915,0.9976,-3.5613,-3.4851,0.003761,0.282314,0.394869,4921,0.3325,0.2427,1.5000,0.5712,0.2659
500,10000,5000000,6,0.007457,0.000162,0.005926,0.005269,0.010102,0.004527,0.9387,0.9783,0.9907,0.9968,-3.5098,-3.4442,0.004110,0.352480,0.473770,4925,0.3282,0.2350,1.5000,0.5222,0.3770
500,10000,5000000,7,0.007308,0.000166,0.005737,0.004900,0.010189,0.004527,0.9413,0.9774,0.9888,0.9927,-3.5193,-3.4504,0.004011,0.323673,0.433863,4921,0.3309,0.2328,1.5000,0.5437,0.4381
500,10000,5000000,8,0.006196,0.000129,0.004229,0.004427,0.010386,0.004529,0.9636,0.9847,0.9931,0.9969,-3.5481,-3.4699,0.003753,0.253693,0.342065,4914,0.3368,0.2410,1.5000,0.5871,0.4213
500,10000,5000000,9,0.008305,0.000279,0.006963,0.005254,0.009997,0.004528,0.9404,0.9740,0.9880,0.9949,-3.5374,-3.4629,0.004134,0.338076,0.452794,4916,0.3391,0.2342,1.5000,0.5493,0.3307
500,10000,5000000,10,0.007078,0.000191,0.005441,0.004759,0.009989,0.004527,0.9467,0.9789,0.9898,0.9953,-3.5469,-3.4721,0.003904,0.310184,0.414559,4918,0.3324,0.2334,1.5000,0.5428,0.4048
500,10000,5000000,11,0.007587,0.000136,0.006089,0.005310,0.010177,0.004526,0.9388,0.9760,0.9882,0.9953,-3.5154,-3.4448,0.004146,0.349398,0.461928,4918,0.3347,0.2482,1.5000,0.5392,0.4253
500,10000,5000000,12,0.006717,0.000121,0.004961,0.004737,0.009859,0.004529,0.9480,0.9825,0.9939,0.9984,-3.5623,-3.4860,0.003835,0.302951,0.408535,4921,0.3276,0.2425,1.5000,0.5233,0.3924
500,10000,5000000,13,0.006695,0.000136,0.004931,0.004729,0.010122,0.004530,0.9565,0.9842,0.9939,0.9984,-3.5490,-3.4734,0.003859,0.290002,0.386215,4923,0.3321,0.2391,1.5000,0.5329,0.4925
500,10000,5000000,14,0.007479,0.000198,0.005952,0.004957,0.010231,0.004528,0.9482,0.9812,0.9933,0.9990,-3.5419,-3.4645,0.003991,0.295753,0.392631,4900,0.3332,0.2354,1.5000,0.5460,0.3992
500,10000,5000000,15,0.007355,0.000137,0.005797,0.005187,0.010097,0.004526,0.9314,0.9690,0.9832,0.9949,-3.5089,-3.4458,0.004093,0.354167,0.497803,4930,0.3435,0.2440,1.5000,0.6028,0.0500
500,10000,5000000,16,0.006948,0.000214,0.005269,0.004527,0.010223,0.004529,0.9641,0.9889,0.9964,0.9978,-3.5658,-3.4818,0.003813,0.256352,0.324744,4933,0.3343,0.2386,1.5000,0.5125,0.5999
500,10000,5000000,17,0.006768,0.000117,0.005032,0.004961,0.010361,0.004526,0.9446,0.9809,0.9929,0.9986,-3.5222,-3.4533,0.003962,0.304925,0.422962,4927,0.3344,0.2372,1.5000,0.5633,0.2618
500,10000,5000000,18,0.006282,0.000117,0.004354,0.004482,0.010123,0.004529,0.9663,0.9901,0.9966,0.9990,-3.5757,-3.4897,0.003728,0.253666,0.332130,4928,0.3379,0.2425,1.5000,0.5821,0.4900
500,10000,5000000,19,0.007840,0.000283,0.006400,0.005008,0.010107,0.004528,0.9484,0.9748,0.9888,0.9941,-3.5402,-3.4620,0.004048,0.320137,0.418897,4920,0.3510,0.2469,1.5000,0.5443,0.4964
500,10000,5000000,20,0.007333,0.000190,0.005767,0.004966,0.010044,0.004529,0.9444,0.9762,0.9880,0.9929,-3.5291,-3.4554,0.004005,0.334480,0.442878,4924,0.3229,0.2342,1.5000,0.5610,0.3868
500,10000,5000000,21,0.006392,0.000159,0.004511,0.004531,0.010148,0.004529,0.9583,0.9862,0.9935,0.9986,-3.5578,-3.4816,0.003759,0.270470,0.367062,4916,0.3231,0.2299,1.5000,0.5333,0.3946
500,10000,5000000,22,0.005741,0.000102,0.003528,0.004202,0.010136,0.004528,0.9655,0.9872,0.9953,0.9996,-3.5768,-3.4992,0.003608,0.238855,0.338226,4922,0.3339,0.2317,1.5000,0.5407,0.2153
500,10000,5000000,23,0.010177,0.000626,0.009115,0.005218,0.010092,0.004527,0.9413,0.9724,0.9858,0.9909,-3.5317,-3.4505,0.004294,0.347909,0.443042,4921,0.3347,0.2347,1.5000,0.5561,0.5977
500,10000,5000000,24,0.006960,0.000147,0.005285,0.004742,0.010116,0.004529,0.9463,0.9829,0.9912,0.9974,-3.5524,-3.4756,0.003898,0.293083,0.396686,4912,0.3345,0.2421,1.5000,0.5324,0.3922
500,10000,5000000,25,0.006402,0.000125,0.004526,0.004525,0.010108,0.004528,0.9613,0.9884,0.9955,0.9984,-3.5685,-3.4865,0.003756,0.264596,0.346609,4931,0.3432,0.2437,1.5000,0.5423,0.5535
500,10000,5000000,26,0.006910,0.000134,0.005219,0.004777,0.010239,0.004529,0.9467,0.9811,0.9925,0.9970,-3.5349,-3.4585,0.003946,0.302119,0.391718,4919,0.3416,0.2452,1.5000,0.5461,0.5640
500,10000,5000000,27,0.007403,0.000186,0.005859,0.005094,0.010050,0.004526,0.9419,0.9835,0.9937,0.9986,-3.5453,-3.4681,0.004014,0.320188,0.435626,4909,0.3226,0.2364,1.5000,0.5515,0.2148
500,10000,5000000,28,0.006517,0.000144,0.004688,0.004594,0.010412,0.004527,0.9608,0.9894,0.9957,0.9988,-3.5404,-3.4641,0.003836,0.267301,0.353648,4925,0.3297,0.2353,1.5000,0.5457,0.5583
500,10000,5000000,29,0.006340,0.000124,0.004437,0.004547,0.010161,0.004528,0.9577,0.9834,0.9923,0.9968,-3.5485,-3.4748,0.003776,0.276353,0.375416,4936,0.3341,0.2391,1.5000,0.5306,0.4019
500,10000,5000000,30,0.006540,0.000115,0.004721,0.004685,0.010321,0.004526,0.9582,0.9850,0.9931,0.9988,-3.5486,-3.4747,0.003848,0.275754,0.387152,4923,0.3401,0.2417,1.5000,0.5376,0.2652
500,10000,5000000,31,0.006242,0.000152,0.004297,0.004407,0.010307,0.004527,0.9695,0.9898,0.9961,0.9994,-3.5709,-3.4868,0.003711,0.239128,0.319950,4914,0.3273,0.2335,1.5000,0.5509,0.4935
500,10000,5000000,32,0.006983,0.000190,0.005316,0.004777,0.010281,0.004527,0.9625,0.9870,0.9966,0.9986,-3.5442,-3.4646,0.003904,0.279201,0.359317,4928,0.3420,0.2433,1.5000,0.5599,0.6311
500,10000,5000000,33,0.006513,0.000128,0.004685,0.004579,0.010345,0.004525,0.9639,0.9921,0.9980,0.9998,-3.5672,-3.4825,0.003795,0.251075,0.328510,4929,0.3405,0.2386,1.5000,0.5495,0.5970
500,10000,5000000,34,0.007661,0.000181,0.006181,0.005111,0.010014,0.004527,0.9456,0.9724,0.9870,0.9935,-3.5395,-3.4605,0.004071,0.333856,0.430688,4923,0.3333,0.2428,1.5000,0.5364,0.5039
500,10000,5000000,35,0.006533,0.000096,0.004710,0.004879,0.010321,0.004527,0.9548,0.9856,0.9935,0.9988,-3.5305,-3.4575,0.003909,0.296975,0.400695,4937,0.3382,0.2336,1.5000,0.5561,0.3998
500,10000,5000000,36,0.006774,0.000128,0.005037,0.004904,0.010597,0.004528,0.9614,0.9876,0.9943,0.9992,-3.5186,-3.4436,0.003962,0.280498,0.370946,4927,0.3327,0.2318,1.5000,0.5549,0.4822
500,10000,5000000,37,0.007058,0.000150,0.005414,0.004831,0.010363,0.004528,0.9580,0.9843,0.9931,0.9963,-3.5348,-3.4554,0.003957,0.286718,0.370663,4907,0.3360,0.2357,1.5000,0.5540,0.5144
500,10000,5000000,38,0.006593,0.000166,0.004792,0.004614,0.010115,0.004528,0.9643,0.9858,0.9941,0.9988,-3.5608,-3.4841,0.003785,0.269513,0.365692,4934,0.3335,0.2368,1.5000,0.5428,0.4242
500,10000,5000000,39,0.006531,0.000210,0.004708,0.004419,0.010151,0.004527,0.9600,0.9868,0.9937,0.9966,-3.5639,-3.4842,0.003746,0.261111,0.343987,4929,0.3318,0.2348,1.5000,0.5282,0.6173
500,10000,5000000,40,0.005837,0.000114,0.003684,0.004261,0.010254,0.004527,0.9717,0.9927,0.9965,0.9980,-3.5704,-3.4899,0.003629,0.233127,0.308703,4918,0.3360,0.2398,1.5000,0.5357,0.6652
500,10000,5000000,41,0.007433,0.000218,0.005893,0.005014,0.010175,0.004529,0.9496,0.9803,0.9894,0.9967,-3.5360,-3.4639,0.003995,0.309185,0.426409,4917,0.3328,0.2363,1.5000,0.5408,0.3159
500,10000,5000000,42,0.008422,0.000205,0.007100,0.005499,0.009908,0.004529,0.9319,0.9716,0.9868,0.9929,-3.5255,-3.4485,0.004270,0.381773,0.491309,4935,0.3506,0.2466,1.5000,0.5354,0.4877
500,10000,5000000,43,0.006898,0.000137,0.005203,0.004737,0.009674,0.004528,0.9373,0.9744,0.9872,0.9959,-3.5675,-3.4942,0.003851,0.323255,0.451704,4914,0.3235,0.2370,1.5000,0.5292,0.0500
500,10000,5000000,44,0.006626,0.000116,0.004836,0.004825,0.010054,0.004530,0.9556,0.9850,0.9947,0.9996,-3.5536,-3.4778,0.003855,0.294583,0.397659,4927,0.3364,0.2349,1.5000,0.5255,0.3744
500,10000,5000000,45,0.007802,0.000400,0.006353,0.004928,0.009985,0.004528,0.9522,0.9792,0.9870,0.9939,-3.5458,-3.4715,0.003974,0.323824,0.441219,4914,0.3391,0.2386,1.5000,0.5176,0.2442
500,10000,5000000,46,0.007906,0.000219,0.006482,0.005195,0.010300,0.004526,0.9472,0.9831,0.9931,0.9970,-3.5287,-3.4501,0.004126,0.313194,0.400735,4923,0.3358,0.2295,1.5000,0.5337,0.4719
500,10000,5000000,47,0.007626,0.000167,0.006136,0.005275,0.010473,0.004529,0.9330,0.9758,0.9903,0.9961,-3.4870,-3.4204,0.004203,0.345256,0.457163,4926,0.3466,0.2481,1.5000,0.6063,0.3889
500,10000,5000000,48,0.006937,0.000147,0.005255,0.004876,0.010090,0.004529,0.9574,0.9833,0.9919,0.9968,-3.5494,-3.4708,0.003913,0.299854,0.397740,4924,0.3378,0.2397,1.5000,0.5422,0.4426
500,10000,5000000,49,0.007492,0.000192,0.005970,0.005028,0.009848,0.004527,0.9365,0.9758,0.9898,0.9967,-3.5404,-3.4749,0.004002,0.336747,0.472431,4915,0.3329,0.2398,1.5000,0.5248,0.1804
500,10000,5000000,50,0.006570,0.000122,0.004759,0.004787,0.010059,0.004530,0.9569,0.9845,0.9935,0.9988,-3.5523,-3.4787,0.003834,0.291526,0.399370,4919,0.3195,0.2290,1.5000,0.5246,0.3588
500,100000,50000000,1,0.005274,0.000147,0.005076,0.003077,0.008541,0.001432,0.9708,0.9852,0.9909,0.9911,-3.7964,-3.7782,0.002858,0.232459,0.241197,4924,0.3445,0.2453,1.5000,0.5183,0.0500
500,100000,50000000,2,0.005659,0.000206,0.005475,0.003116,0.008571,0.001432,0.9763,0.9909,0.9957,0.9968,-3.8065,-3.7885,0.002870,0.214030,0.222850,4927,0.3304,0.2376,1.5000,0.4735,0.0500
500,100000,50000000,3,0.006532,0.000241,0.006373,0.003515,0.008701,0.001432,0.9729,0.9880,0.9947,0.9949,-3.7854,-3.7669,0.003079,0.240509,0.249045,4913,0.3389,0.2409,1.5000,0.4966,0.0500
500,100000,50000000,4,0.008204,0.000548,0.008078,0.003794,0.008848,0.001432,0.9656,0.9843,0.9919,0.9927,-3.7413,-3.7240,0.003331,0.296722,0.304969,4916,0.3467,0.2450,1.5000,0.4702,0.6715
500,100000,50000000,5,0.004450,0.000114,0.004213,0.002778,0.008652,0.001432,0.9868,0.9965,0.9980,0.9982,-3.8200,-3.8013,0.002679,0.170058,0.177743,4921,0.3377,0.2412,1.5000,0.5004,0.0500
500,100000,50000000,6,0.005652,0.000196,0.005468,0.003261,0.008693,0.001432,0.9750,0.9905,0.9953,0.9957,-3.7835,-3.7665,0.002928,0.227774,0.237222,4925,0.3419,0.2430,1.5000,0.4748,0.0500
500,100000,50000000,7,0.005017,0.000148,0.004809,0.002976,0.008627,0.001432,0.9795,0.9931,0.9970,0.9970,-3.8098,-3.7917,0.002776,0.191171,0.198834,4921,0.3408,0.2383,1.5000,0.4835,0.0500
500,100000,50000000,8,0.004636,0.000130,0.004409,0.002881,0.008717,0.001432,0.9886,0.9935,0.9965,0.9967,-3.8057,-3.7876,0.002732,0.181828,0.189913,4914,0.3395,0.2425,1.5000,0.5069,0.0500
500,100000,50000000,9,0.007649,0.000309,0.007514,0.003710,0.008630,0.001432,0.9567,0.9788,0.9908,0.9910,-3.7683,-3.7506,0.003265,0.281554,0.290396,4916,0.3343,0.2348,1.5000,0.4757,0.5364
500,100000,50000000,10,0.005464,0.000208,0.005274,0.003070,0.008396,0.001432,0.9734,0.9878,0.9933,0.9943,-3.8129,-3.7947,0.002830,0.231925,0.241193,4918,0.3397,0.2390,1.5000,0.4765,0.0500
500,100000,50000000,11,0.005261,0.000128,0.005063,0.003201,0.008641,0.001431,0.9758,0.9896,0.9959,0.9963,-3.8001,-3.7822,0.002879,0.223300,0.232619,4918,0.3419,0.2453,1.5000,0.4698,0.1624
500,100000,50000000,12,0.005503,0.000149,0.005313,0.003087,0.008423,0.001432,0.9695,0.9866,0.9949,0.9955,-3.8095,-3.7913,0.002867,0.230915,0.239517,4921,0.3416,0.2443,1.5000,0.4674,0.0500
500,100000,50000000,13,0.005276,0.000163,0.005078,0.003093,0.008699,0.001432,0.9762,0.9882,0.9951,0.9951,-3.7917,-3.7742,0.002865,0.211440,0.219520,4923,0.3407,0.2424,1.5000,0.4801,0.0500
500,100000,50000000,14,0.006268,0.000223,0.006102,0.003324,0.008664,0.001432,0.9718,0.9890,0.9957,0.9961,-3.7917,-3.7738,0.003003,0.227297,0.235860,4900,0.3436,0.2418,1.5000,0.4838,0.3962
500,100000,50000000,15,0.005764,0.000165,0.005584,0.003322,0.008647,0.001431,0.9740,0.9901,0.9957,0.9957,-3.7929,-3.7743,0.002962,0.231588,0.240132,4930,0.3406,0.2442,1.5000,0.5142,0.0500
500,100000,50000000,16,0.005810,0.000235,0.005631,0.003144,0.008609,0.001432,0.9734,0.9893,0.9949,0.9949,-3.7991,-3.7814,0.002899,0.214223,0.221343,4933,0.3312,0.2397,1.5000,0.4482,0.0500
500,100000,50000000,17,0.004801,0.000139,0.004583,0.002848,0.008832,0.001431,0.9832,0.9957,0.9984,0.9988,-3.8079,-3.7895,0.002759,0.169181,0.176732,4927,0.3361,0.2378,1.5000,0.4863,0.0500
500,100000,50000000,18,0.004773,0.000127,0.004553,0.002906,0.008547,0.001432,0.9825,0.9929,0.9974,0.9980,-3.8208,-3.8021,0.002727,0.188203,0.196189,4928,0.3376,0.2399,1.5000,0.5025,0.0500
500,100000,50000000,19,0.007002,0.000467,0.006854,0.003258,0.008552,0.001432,0.9691,0.9823,0.9900,0.9902,-3.7874,-3.7692,0.003026,0.266122,0.276455,4920,0.3494,0.2437,1.5000,0.4687,0.0500
500,100000,50000000,20,0.005207,0.000135,0.005006,0.003197,0.008698,0.001432,0.9740,0.9898,0.9963,0.9965,-3.7822,-3.7649,0.002891,0.226586,0.235565,4924,0.3334,0.2389,1.5000,0.5083,0.0500
500,100000,50000000,21,0.004937,0.000177,0.004725,0.002950,0.008632,0.001432,0.9864,0.9947,0.9988,0.9988,-3.8151,-3.7970,0.002745,0.180012,0.186915,4916,0.3391,0.2416,1.5000,0.4857,0.0500
500,100000,50000000,22,0.004564,0.000131,0.004334,0.002780,0.008712,0.001432,0.9868,0.9953,0.9974,0.9974,-3.8146,-3.7966,0.002691,0.162729,0.169227,4922,0.3408,0.2400,1.5000,0.4807,0.0500
500,100000,50000000,23,0.009451,0.000691,0.009342,0.003758,0.008413,0.001432,0.9624,0.9783,0.9858,0.9858,-3.7817,-3.7621,0.003346,0.322511,0.332598,4921,0.3349,0.2378,1.5000,0.4855,0.0500
500,100000,50000000,24,0.006163,0.000178,0.005994,0.003465,0.008524,0.001432,0.9646,0.9862,0.9931,0.9939,-3.7888,-3.7706,0.003052,0.267989,0.277998,4912,0.3341,0.2411,1.5000,0.4559,0.0500
500,100000,50000000,25,0.004596,0.000119,0.004368,0.002806,0.008597,0.001432,0.9840,0.9939,0.9976,0.9976,-3.8214,-3.8033,0.002696,0.175777,0.183512,4931,0.3383,0.2440,1.5000,0.4739,0.0500
500,100000,50000000,26,0.005058,0.000130,0.004851,0.003055,0.008666,0.001432,0.9754,0.9917,0.9963,0.9967,-3.7979,-3.7804,0.002835,0.209966,0.218688,4919,0.3456,0.2459,1.5000,0.4838,0.0500
500,100000,50000000,27,0.005990,0.000194,0.005816,0.003414,0.008647,0.001431,0.9682,0.9900,0.9965,0.9976,-3.7910,-3.7729,0.003000,0.239268,0.249157,4909,0.3365,0.2418,1.5000,0.4936,0.0500
500,100000,50000000,28,0.005050,0.000160,0.004843,0.002996,0.008750,0.001432,0.9848,0.9949,0.9986,0.9990,-3.8047,-3.7870,0.002793,0.184477,0.193171,4925,0.3387,0.2382,1.5000,0.4840,0.0500
500,100000,50000000,29,0.004743,0.000139,0.004522,0.002838,0.008544,0.001432,0.9844,0.9937,0.9962,0.9962,-3.8181,-3.7998,0.002713,0.185975,0.193301,4936,0.3426,0.2443,1.5000,0.4653,0.0500
500,100000,50000000,30,0.004964,0.000141,0.004753,0.002941,0.008754,0.001431,0.9815,0.9931,0.9967,0.9970,-3.8121,-3.7935,0.002789,0.186939,0.195077,4923,0.3348,0.2410,1.5000,0.4547,0.0500
500,100000,50000000,31,0.004964,0.000168,0.004753,0.002897,0.008755,0.001431,0.9866,0.9961,0.9990,0.9990,-3.8151,-3.7961,0.002753,0.168448,0.175192,4914,0.3374,0.2396,1.5000,0.4951,0.0500
500,100000,50000000,32,0.005821,0.000249,0.005642,0.003309,0.008515,0.001432,0.9763,0.9897,0.9955,0.9955,-3.8028,-3.7847,0.002915,0.234000,0.243672,4928,0.3534,0.2495,1.5000,0.4990,0.0500
500,100000,50000000,33,0.005626,0.000171,0.005441,0.003194,0.008776,0.001431,0.9836,0.9953,0.9988,0.9988,-3.8038,-3.7856,0.002896,0.198659,0.206824,4929,0.3400,0.2394,1.5000,0.4846,0.0500
500,100000,50000000,34,0.005557,0.000177,0.005369,0.003026,0.008519,0.001432,0.9720,0.9848,0.9943,0.9945,-3.8104,-3.7921,0.002864,0.220359,0.229316,4923,0.3406,0.2450,1.5000,0.4776,0.0500
500,100000,50000000,35,0.004697,0.000115,0.004474,0.002972,0.008809,0.001432,0.9878,0.9959,0.9980,0.9984,-3.8025,-3.7844,0.002768,0.177549,0.184522,4937,0.3422,0.2413,1.5000,0.4950,0.0500
500,100000,50000000,36,0.005732,0.000233,0.005550,0.003223,0.008773,0.001432,0.9756,0.9884,0.9955,0.9957,-3.7857,-3.7677,0.002944,0.222438,0.231558,4927,0.3436,0.2407,1.5000,0.4896,0.0500
500,100000,50000000,37,0.005554,0.000153,0.005366,0.003265,0.008769,0.001432,0.9766,0.9929,0.9974,0.9974,-3.7857,-3.7672,0.002937,0.213292,0.220584,4907,0.3380,0.2392,1.5000,0.4895,0.0500
500,100000,50000000,38,0.004901,0.000164,0.004687,0.002840,0.008506,0.001432,0.9856,0.9951,0.9986,0.9988,-3.8332,-3.8142,0.002700,0.173051,0.179892,4934,0.3401,0.2388,1.5000,0.4731,0.0500
500,100000,50000000,39,0.005260,0.000240,0.005062,0.003017,0.008607,0.001432,0.9811,0.9921,0.9951,0.9955,-3.8049,-3.7876,0.002804,0.205394,0.215078,4929,0.3464,0.2415,1.5000,0.4835,0.0500
500,100000,50000000,40,0.004428,0.000145,0.004190,0.002734,0.008631,0.001432,0.9911,0.9969,0.9988,0.9990,-3.8264,-3.8083,0.002638,0.158606,0.166315,4918,0.3393,0.2393,1.5000,0.4739,0.0500
500,100000,50000000,41,0.006804,0.000289,0.006652,0.003596,0.008674,0.001432,0.9695,0.9874,0.9927,0.9929,-3.7771,-3.7589,0.003129,0.262485,0.271763,4917,0.3400,0.2376,1.5000,0.4736,0.0500
500,100000,50000000,42,0.006617,0.000222,0.006460,0.003667,0.008540,0.001432,0.9635,0.9840,0.9921,0.9935,-3.7836,-3.7654,0.003131,0.278618,0.288067,4935,0.3482,0.2471,1.5000,0.4745,0.1960
500,100000,50000000,43,0.005469,0.000135,0.005279,0.003262,0.008305,0.001432,0.9689,0.9886,0.9953,0.9957,-3.8185,-3.8002,0.002877,0.245368,0.254765,4914,0.3420,0.2445,1.5000,0.4754,0.0500
500,100000,50000000,44,0.005279,0.000155,0.005081,0.003087,0.008640,0.001432,0.9805,0.9921,0.9955,0.9955,-3.8038,-3.7865,0.002837,0.201948,0.211467,4927,0.3378,0.2402,1.5000,0.4666,0.0500
500,100000,50000000,45,0.006169,0.000455,0.006000,0.002996,0.008732,0.001432,0.9833,0.9915,0.9929,0.9929,-3.7911,-3.7732,0.002884,0.214396,0.221889,4914,0.3409,0.2416,1.5000,0.4583,0.4266
500,100000,50000000,46,0.006086,0.000240,0.005915,0.003343,0.008660,0.001431,0.9716,0.9884,0.9959,0.9963,-3.7905,-3.7728,0.002987,0.230325,0.239291,4923,0.3415,0.2394,1.5000,0.4754,0.0500
500,100000,50000000,47,0.005861,0.000175,0.005683,0.003402,0.008675,0.001432,0.9704,0.9894,0.9935,0.9945,-3.7827,-3.7646,0.003007,0.244591,0.253829,4926,0.3370,0.2414,1.5000,0.4974,0.0500
500,100000,50000000,48,0.005218,0.000153,0.005018,0.003122,0.008608,0.001432,0.9750,0.9890,0.9949,0.9955,-3.7974,-3.7796,0.002855,0.224063,0.233901,4924,0.3438,0.2405,1.5000,0.4792,0.0500
500,100000,50000000,49,0.005552,0.000203,0.005365,0.003129,0.008586,0.001431,0.9768,0.9908,0.9976,0.9978,-3.8063,-3.7886,0.002859,0.209343,0.217650,4915,0.3392,0.2436,1.5000,0.4678,0.0500
500,100000,50000000,50,0.005091,0.000141,0.004885,0.003091,0.008580,0.001432,0.9817,0.9933,0.9978,0.9980,-3.8127,-3.7945,0.002798,0.198094,0.206162,4919,0.3324,0.2337,1.5000,0.4691,0.0500
500,Inf,Inf,1,0.004924,0.000142,0.004924,0.002620,0.008297,0.000000,0.9734,0.9854,0.9927,0.9927,-3.8466,-3.8466,0.002660,0.198744,0.198744,4924,0.3457,0.2474,1.5000,0.5067,0.3873
500,Inf,Inf,2,0.005273,0.000211,0.005273,0.002584,0.008362,0.000000,0.9795,0.9935,0.9968,0.9968,-3.8594,-3.8594,0.002647,0.166467,0.166467,4927,0.3307,0.2373,1.5000,0.4621,0.3873
500,Inf,Inf,3,0.006209,0.000249,0.006209,0.002901,0.008466,0.000000,0.9735,0.9898,0.9947,0.9947,-3.8368,-3.8368,0.002859,0.200995,0.200995,4913,0.3388,0.2413,1.5000,0.4834,0.3873
500,Inf,Inf,4,0.008026,0.000575,0.008026,0.003294,0.008479,0.000000,0.9703,0.9854,0.9910,0.9910,-3.8026,-3.8026,0.003108,0.272799,0.272799,4916,0.3466,0.2447,1.5000,0.4542,0.3873
500,Inf,Inf,5,0.004238,0.000122,0.004238,0.002385,0.008436,0.000000,0.9878,0.9955,0.9982,0.9982,-3.8636,-3.8636,0.002515,0.141331,0.141331,4921,0.3384,0.2400,1.5000,0.4872,0.3873
500,Inf,Inf,6,0.005325,0.000198,0.005325,0.002728,0.008359,0.000000,0.9760,0.9907,0.9945,0.9945,-3.8435,-3.8435,0.002706,0.195653,0.195653,4925,0.3418,0.2430,1.5000,0.4563,0.3873
500,Inf,Inf,7,0.004816,0.000154,0.004816,0.002526,0.008411,0.000000,0.9811,0.9925,0.9972,0.9972,-3.8531,-3.8531,0.002610,0.163008,0.163008,4921,0.3402,0.2387,1.5000,0.4717,0.3873
500,Inf,Inf,8,0.004449,0.000141,0.004449,0.002443,0.008484,0.000000,0.9858,0.9939,0.9969,0.9969,-3.8510,-3.8510,0.002565,0.153386,0.153386,4914,0.3402,0.2426,1.5000,0.4941,0.3873
500,Inf,Inf,9,0.007396,0.000318,0.007396,0.003236,0.008245,0.000000,0.9593,0.9790,0.9892,0.9892,-3.8310,-3.8310,0.003049,0.259776,0.259776,4916,0.3355,0.2349,1.5000,0.4579,0.3873
500,Inf,Inf,10,0.005084,0.000200,0.005084,0.002573,0.008240,0.000000,0.9774,0.9900,0.9957,0.9957,-3.8575,-3.8575,0.002634,0.189359,0.189359,4918,0.3395,0.2391,1.5000,0.4678,0.3873
