n_pts,N_shots,N_total,seed,rmse,rmse_se,rmse_corr,mae,mean_sigma_gp,mean_sigma_noise,cov80,cov90,cov95,cov95_adj,nlpd,nlpd_adj,crps,msse,msse_gp,n_valid,l1,l2,l3,sf,c
50,1000,50000,12,0.048641,0.000689,0.046486,0.035452,0.057436,0.014318,0.9085,0.9668,0.9864,0.9894,-1.7125,-1.6938,0.025752,0.527553,0.581382,4996,0.2782,0.2279,1.5000,0.8489,0.0500
50,1000,50000,13,0.063927,0.000879,0.062303,0.045667,0.061340,0.014319,0.8629,0.9323,0.9698,0.9726,-1.5763,-1.5581,0.032102,0.706118,0.759495,4996,0.2963,0.2145,1.5000,0.7999,0.0500
50,1000,50000,14,0.048545,0.000587,0.046387,0.036346,0.070480,0.014316,0.9577,0.9874,0.9946,0.9968,-1.6113,-1.5923,0.027313,0.390311,0.426437,4991,0.3076,0.2038,1.5000,0.9668,0.0500
50,1000,50000,15,0.060191,0.000811,0.058463,0.041611,0.067346,0.014317,0.9181,0.9864,0.9988,1.0000,-1.6320,-1.6058,0.030089,0.474577,0.510532,4995,0.3170,0.2400,1.5000,1.0170,0.0500
50,1000,50000,16,0.052992,0.000660,0.051021,0.039251,0.060767,0.014317,0.8756,0.9453,0.9667,0.9730,-1.5959,-1.5862,0.028688,0.667489,0.739971,4992,0.3340,0.2370,1.5000,0.9396,0.0500
50,1000,50000,17,0.044495,0.000621,0.042128,0.032430,0.063560,0.014317,0.9367,0.9754,0.9898,0.9906,-1.6683,-1.6466,0.025160,0.421950,0.448137,4996,0.3005,0.2386,1.5000,1.0206,1.5023
50,1000,50000,18,0.049485,0.000723,0.047368,0.036146,0.065883,0.014319,0.9353,0.9860,0.9960,0.9984,-1.6362,-1.6190,0.026913,0.433516,0.474102,4992,0.2906,0.2167,1.5000,0.9050,0.0500
50,1000,50000,19,0.054481,0.000788,0.052566,0.039300,0.060170,0.014316,0.8880,0.9381,0.9645,0.9685,-1.5940,-1.5830,0.028816,0.656442,0.719048,4992,0.2821,0.2399,1.5000,0.8662,0.0500
50,1000,50000,20,0.052331,0.000945,0.050334,0.034543,0.057564,0.014317,0.8891,0.9307,0.9555,0.9612,-1.6434,-1.6240,0.026963,0.659391,0.713031,4994,0.2927,0.2305,1.5000,0.9418,0.0500
50,1000,50000,21,0.050157,0.001005,0.048071,0.033437,0.059385,0.014317,0.9239,0.9631,0.9812,0.9844,-1.7255,-1.7018,0.025368,0.457428,0.498591,4993,0.3131,0.2262,1.5000,0.9000,0.0500
50,1000,50000,22,0.072711,0.001316,0.071287,0.048586,0.061511,0.014317,0.8426,0.9283,0.9664,0.9708,-1.5513,-1.5330,0.034548,0.759005,0.812879,4993,0.2904,0.1999,1.5000,0.8198,0.0500
50,1000,50000,23,0.051747,0.000573,0.049727,0.040110,0.064061,0.014317,0.9078,0.9695,0.9924,0.9960,-1.6120,-1.5982,0.028324,0.545889,0.600684,4989,0.2756,0.2046,1.5000,0.8990,0.0500
50,1000,50000,24,0.047309,0.000647,0.045091,0.033400,0.068484,0.014317,0.9263,0.9772,0.9956,0.9972,-1.6151,-1.5969,0.026681,0.404976,0.435673,4993,0.2619,0.2012,1.5000,0.8769,0.0500
50,1000,50000,25,0.062516,0.001202,0.060854,0.037852,0.058157,0.014320,0.8712,0.9193,0.9545,0.9577,-1.6483,-1.6286,0.029434,0.655555,0.709049,4992,0.3505,0.2483,1.5000,0.8859,0.0500
50,1000,50000,26,0.054077,0.000886,0.052147,0.037114,0.059771,0.014319,0.8978,0.9515,0.9748,0.9788,-1.6745,-1.6542,0.027466,0.553998,0.602218,4991,0.3188,0.2409,1.5000,0.8959,0.0500
50,1000,50000,27,0.049558,0.000672,0.047445,0.036409,0.080923,0.014316,0.9709,0.9962,0.9990,1.0000,-1.5072,-1.4904,0.028874,0.304848,0.322761,4991,0.2451,0.1656,1.5000,0.9904,0.5945
50,1000,50000,28,0.049835,0.000696,0.047734,0.035970,0.062069,0.014317,0.9241,0.9750,0.9912,0.9940,-1.6782,-1.6563,0.026486,0.477619,0.523675,4991,0.3597,0.2285,1.5000,1.1157,0.0500
50,1000,50000,29,0.052495,0.000646,0.050505,0.038565,0.071265,0.014318,0.9706,0.9880,0.9968,0.9976,-1.6122,-1.5898,0.028042,0.366116,0.389216,4996,0.3438,0.2432,1.5000,0.8830,0.0500
50,1000,50000,30,0.046903,0.000539,0.044664,0.035861,0.064473,0.014319,0.9389,0.9705,0.9878,0.9904,-1.6502,-1.6290,0.026314,0.461542,0.498329,4990,0.3185,0.2411,1.5000,0.9345,0.0500
50,1000,50000,31,0.041983,0.000589,0.039467,0.030339,0.062402,0.014317,0.9387,0.9808,0.9958,0.9984,-1.7124,-1.6915,0.023866,0.372310,0.410058,4989,0.2874,0.2103,1.5000,0.9488,0.0500
50,1000,50000,32,0.047734,0.000678,0.045536,0.034469,0.064987,0.014317,0.9477,0.9844,0.9972,0.9982,-1.6909,-1.6647,0.025721,0.381587,0.410470,4993,0.3136,0.2029,1.5000,1.0061,0.0500
50,1000,50000,33,0.048021,0.000818,0.045837,0.032260,0.060986,0.014316,0.9237,0.9584,0.9746,0.9778,-1.6932,-1.6695,0.025428,0.474814,0.514006,4996,0.3332,0.2631,1.5000,1.0136,0.0500
50,1000,50000,34,0.058659,0.000887,0.056885,0.039743,0.069525,0.014317,0.9209,0.9764,0.9904,0.9930,-1.5940,-1.5706,0.029794,0.448465,0.479517,4994,0.3091,0.2033,1.5000,1.1877,0.0500
50,1000,50000,35,0.085521,0.001544,0.084314,0.053756,0.068301,0.014316,0.8536,0.9277,0.9575,0.9594,-1.4735,-1.4522,0.039041,0.740248,0.778172,4994,0.2681,0.2007,1.5000,0.8827,0.0500
50,1000,50000,36,0.050391,0.000785,0.048314,0.035653,0.068151,0.014318,0.9377,0.9886,0.9948,0.9966,-1.6423,-1.6200,0.027032,0.392031,0.427037,4990,0.3182,0.2171,1.5000,1.1709,0.0500
50,1000,50000,37,0.077554,0.001428,0.076221,0.049172,0.067209,0.014318,0.8756,0.9431,0.9740,0.9770,-1.5454,-1.5289,0.035397,0.655239,0.708741,4991,0.3089,0.2486,1.5000,0.9269,0.0500
50,1000,50000,38,0.050366,0.001015,0.048288,0.033301,0.066718,0.014319,0.9619,0.9912,0.9990,0.9992,-1.6933,-1.6679,0.025665,0.330930,0.353167,4993,0.3031,0.2050,1.5000,0.8894,0.4400
50,1000,50000,39,0.052737,0.000729,0.050756,0.038216,0.060081,0.014318,0.8925,0.9658,0.9902,0.9928,-1.6689,-1.6473,0.027581,0.545119,0.590086,4994,0.3170,0.2219,1.5000,0.9717,0.0500
50,1000,50000,40,0.065314,0.000951,0.063726,0.046513,0.058871,0.014317,0.8264,0.9175,0.9654,0.9728,-1.5636,-1.5503,0.032761,0.800306,0.871193,4995,0.3336,0.2598,1.5000,0.9382,0.0500
50,1000,50000,41,0.066525,0.000923,0.064966,0.044911,0.056278,0.014316,0.8034,0.8909,0.9417,0.9479,-1.5366,-1.5192,0.033150,0.922395,0.989923,4994,0.3052,0.2495,1.5000,1.0170,0.0500
50,1000,50000,42,0.056168,0.000956,0.054313,0.039762,0.064559,0.014317,0.8966,0.9433,0.9677,0.9735,-1.5684,-1.5552,0.029450,0.604811,0.662883,4990,0.2854,0.2324,1.5000,0.9589,0.0500
50,1000,50000,43,0.060389,0.001054,0.058667,0.040483,0.061330,0.014316,0.8982,0.9393,0.9649,0.9671,-1.6138,-1.5902,0.029881,0.619651,0.653279,4990,0.3460,0.2389,1.5000,1.0631,1.0333
50,1000,50000,44,0.062729,0.001210,0.061073,0.041644,0.075561,0.014318,0.9201,0.9672,0.9880,0.9888,-1.5074,-1.4890,0.031812,0.456880,0.483681,4993,0.2527,0.1964,1.5000,0.9196,0.0500
50,1000,50000,45,0.058274,0.000784,0.056487,0.041561,0.061788,0.014318,0.9035,0.9479,0.9664,0.9692,-1.6057,-1.5855,0.029910,0.629603,0.674410,4993,0.2894,0.2280,1.5000,1.0249,0.0500
50,1000,50000,46,0.066028,0.001257,0.064458,0.042918,0.057487,0.014316,0.8604,0.9101,0.9357,0.9419,-1.4928,-1.4791,0.032303,0.959532,1.028361,4994,0.3159,0.2802,1.5000,1.1800,0.0500
50,1000,50000,47,0.051860,0.000709,0.049844,0.037300,0.057127,0.014318,0.8590,0.9343,0.9702,0.9776,-1.6556,-1.6445,0.027475,0.661503,0.739616,4994,0.3403,0.2532,1.5000,0.9673,0.0500
50,1000,50000,48,0.066756,0.001380,0.065203,0.041558,0.064823,0.014317,0.8892,0.9439,0.9784,0.9814,-1.5861,-1.5665,0.031335,0.561537,0.598941,4992,0.2338,0.1863,1.5000,0.9408,0.0500
50,1000,50000,49,0.047267,0.000686,0.045047,0.033574,0.060060,0.014317,0.9209,0.9657,0.9866,0.9892,-1.7275,-1.7032,0.025221,0.466381,0.510627,4991,0.3365,0.2483,1.5000,0.8870,0.0500
50,1000,50000,50,0.045585,0.000598,0.043279,0.033596,0.064263,0.014318,0.9255,0.9728,0.9948,0.9976,-1.6594,-1.6408,0.025696,0.431156,0.465785,4994,0.3131,0.2588,1.5000,0.9079,0.7724
50,10000,500000,1,0.055886,0.001135,0.055702,0.033740,0.054261,0.004527,0.8863,0.9279,0.9535,0.9543,-1.7155,-1.7118,0.026504,0.692750,0.697396,4994,0.2832,0.2455,1.5000,1.1975,0.0500
50,10000,500000,2,0.059492,0.001134,0.059319,0.038636,0.061254,0.004528,0.9047,0.9595,0.9846,0.9850,-1.6960,-1.6925,0.028260,0.547809,0.551812,4993,0.3088,0.2017,1.5000,0.9198,0.0500
50,10000,500000,3,0.043681,0.000563,0.043446,0.031912,0.066546,0.004527,0.9552,0.9822,0.9934,0.9936,-1.6807,-1.6778,0.024821,0.385789,0.389000,4995,0.3571,0.2487,1.5000,1.0787,0.0500
50,10000,500000,4,0.050582,0.000730,0.050379,0.035576,0.058794,0.004528,0.9185,0.9581,0.9762,0.9768,-1.7122,-1.7089,0.026061,0.546846,0.550872,4992,0.3082,0.2451,1.5000,1.0042,0.0500
50,10000,500000,5,0.060492,0.000892,0.060322,0.042598,0.063798,0.004527,0.8883,0.9361,0.9554,0.9554,-1.5451,-1.5426,0.031022,0.776186,0.781996,4996,0.3149,0.2423,1.5000,1.0942,0.0500
50,10000,500000,6,0.070458,0.001548,0.070312,0.042994,0.068798,0.004527,0.9033,0.9569,0.9792,0.9794,-1.5688,-1.5658,0.032488,0.554487,0.557154,4994,0.2916,0.2007,1.5000,0.9180,0.0500
50,10000,500000,7,0.064222,0.001444,0.064062,0.038415,0.066420,0.004528,0.9095,0.9646,0.9848,0.9850,-1.6416,-1.6386,0.029568,0.491454,0.495055,4994,0.3240,0.2167,1.5000,0.9258,0.0500
50,10000,500000,8,0.054395,0.000978,0.054207,0.035628,0.057286,0.004528,0.8842,0.9395,0.9724,0.9728,-1.7066,-1.7036,0.026875,0.611348,0.616461,4993,0.3509,0.2306,1.5000,1.0600,0.0500
50,10000,500000,9,0.068313,0.001235,0.068163,0.042351,0.059988,0.004527,0.8703,0.9262,0.9641,0.9643,-1.6655,-1.6612,0.031316,0.663045,0.666964,4988,0.3166,0.2140,1.5000,0.9803,0.0500
50,10000,500000,10,0.054349,0.000940,0.054160,0.036888,0.065523,0.004528,0.9171,0.9575,0.9796,0.9796,-1.6467,-1.6438,0.027786,0.499387,0.503082,4992,0.3111,0.2066,1.5000,0.8551,0.0500
50,10000,500000,11,0.048726,0.000713,0.048516,0.033597,0.060368,0.004527,0.9341,0.9790,0.9914,0.9914,-1.7325,-1.7291,0.025181,0.446264,0.449211,4992,0.3376,0.2375,1.5000,1.0095,0.0500
50,10000,500000,12,0.049272,0.000850,0.049063,0.032613,0.056474,0.004528,0.9181,0.9664,0.9826,0.9828,-1.7702,-1.7669,0.024663,0.497445,0.501366,4996,0.2936,0.2312,1.5000,0.8774,0.0500
50,10000,500000,13,0.062916,0.000886,0.062753,0.044360,0.058936,0.004528,0.8585,0.9263,0.9678,0.9686,-1.6176,-1.6144,0.031241,0.752142,0.756884,4996,0.2864,0.2202,1.5000,0.7618,0.0500
50,10000,500000,14,0.046014,0.000634,0.045791,0.032222,0.067904,0.004527,0.9563,0.9884,0.9964,0.9964,-1.6838,-1.6805,0.025274,0.353171,0.355501,4991,0.3058,0.2027,1.5000,0.9328,0.0500
50,10000,500000,15,0.056745,0.000822,0.056564,0.037177,0.062268,0.004528,0.9129,0.9708,0.9924,0.9926,-1.7230,-1.7188,0.027637,0.488256,0.491665,4995,0.3416,0.2639,1.5000,1.0078,0.0500
50,10000,500000,16,0.050069,0.000685,0.049864,0.035909,0.058722,0.004527,0.8910,0.9393,0.9659,0.9665,-1.6659,-1.6636,0.026735,0.661908,0.668353,4992,0.3291,0.2430,1.5000,0.9286,0.0500
50,10000,500000,17,0.039166,0.000671,0.038903,0.027040,0.060255,0.004527,0.9500,0.9798,0.9922,0.9922,-1.7878,-1.7841,0.021963,0.352623,0.355488,4996,0.3086,0.2323,1.5000,1.0168,0.0500
50,10000,500000,18,0.048321,0.000830,0.048109,0.032825,0.061902,0.004528,0.9343,0.9782,0.9938,0.9940,-1.7161,-1.7129,0.025170,0.439001,0.442095,4992,0.3171,0.2198,1.5000,0.8900,0.0500
50,10000,500000,19,0.052232,0.000786,0.052036,0.036350,0.058549,0.004527,0.8956,0.9437,0.9667,0.9667,-1.6626,-1.6599,0.027100,0.633709,0.638436,4992,0.2926,0.2451,1.5000,0.8718,0.0500
50,10000,500000,20,0.044393,0.000806,0.044162,0.029198,0.058132,0.004528,0.9343,0.9614,0.9774,0.9776,-1.7649,-1.7613,0.023304,0.448840,0.451791,4994,0.3053,0.2324,1.5000,0.9687,0.0500
50,10000,500000,21,0.051618,0.001116,0.051419,0.031981,0.056194,0.004527,0.9195,0.9573,0.9770,0.9770,-1.7828,-1.7791,0.024676,0.494383,0.498196,4993,0.3483,0.2420,1.5000,0.9218,0.0500
50,10000,500000,22,0.068487,0.001226,0.068337,0.045301,0.061421,0.004528,0.8734,0.9379,0.9714,0.9718,-1.6039,-1.6010,0.032409,0.705793,0.710092,4993,0.2871,0.1999,1.5000,0.8212,0.0500
50,10000,500000,23,0.050270,0.000600,0.050065,0.037932,0.060373,0.004527,0.9272,0.9705,0.9912,0.9916,-1.6934,-1.6907,0.026683,0.553269,0.558163,4989,0.2817,0.2152,1.5000,0.8769,0.0500
50,10000,500000,24,0.044496,0.000626,0.044265,0.030569,0.064365,0.004528,0.9305,0.9730,0.9932,0.9932,-1.6901,-1.6874,0.024701,0.407504,0.410476,4993,0.2643,0.2059,1.5000,0.8321,0.0500
50,10000,500000,25,0.057517,0.001117,0.057339,0.035039,0.055724,0.004528,0.8864,0.9335,0.9595,0.9599,-1.7250,-1.7219,0.027012,0.635753,0.640866,4992,0.3472,0.2460,1.5000,0.8442,0.0500
50,10000,500000,26,0.051170,0.000911,0.050969,0.033706,0.058994,0.004528,0.9189,0.9549,0.9772,0.9774,-1.7256,-1.7224,0.025658,0.521144,0.525049,4991,0.2977,0.2404,1.5000,0.8570,0.0500
50,10000,500000,27,0.046071,0.000617,0.045848,0.033268,0.070661,0.004527,0.9597,0.9980,0.9998,0.9998,-1.6343,-1.6316,0.026060,0.352280,0.354692,4991,0.2601,0.1959,1.5000,0.9553,0.0500
50,10000,500000,28,0.046811,0.000666,0.046592,0.033173,0.060325,0.004527,0.9383,0.9782,0.9936,0.9936,-1.7398,-1.7364,0.024678,0.454655,0.458802,4991,0.3557,0.2428,1.5000,1.0966,0.0500
50,10000,500000,29,0.055263,0.000715,0.055077,0.039564,0.067897,0.004528,0.9520,0.9862,0.9954,0.9954,-1.6448,-1.6416,0.028261,0.424749,0.426842,4996,0.3935,0.2521,1.5000,0.9048,0.0500
50,10000,500000,30,0.042914,0.000492,0.042674,0.032685,0.064155,0.004528,0.9575,0.9830,0.9996,0.9996,-1.7148,-1.7118,0.024133,0.377232,0.380065,4990,0.3346,0.2292,1.5000,0.9160,0.0500
50,10000,500000,31,0.039751,0.000599,0.039493,0.027150,0.061713,0.004527,0.9493,0.9838,0.9970,0.9970,-1.7597,-1.7564,0.022417,0.336840,0.339446,4989,0.2927,0.2184,1.5000,0.9563,0.0500
50,10000,500000,32,0.046513,0.000703,0.046292,0.032066,0.064606,0.004527,0.9599,0.9912,0.9982,0.9982,-1.7288,-1.7252,0.024546,0.344201,0.346203,4993,0.3092,0.2029,1.5000,0.9962,0.0500
50,10000,500000,33,0.054922,0.000959,0.054735,0.035870,0.058799,0.004527,0.9019,0.9345,0.9542,0.9544,-1.6395,-1.6368,0.027595,0.691432,0.696573,4996,0.3410,0.2948,1.5000,1.0416,0.0500
50,10000,500000,34,0.060381,0.000868,0.060211,0.040713,0.064837,0.004528,0.9077,0.9668,0.9824,0.9824,-1.6404,-1.6370,0.029650,0.527588,0.530951,4994,0.3260,0.2258,1.5000,1.1893,0.0500
50,10000,500000,35,0.086957,0.001521,0.086839,0.054550,0.061554,0.004527,0.8122,0.9003,0.9399,0.9401,-1.4972,-1.4939,0.039529,0.941730,0.946292,4994,0.2986,0.2134,1.5000,0.8632,0.0500
50,10000,500000,36,0.049985,0.000682,0.049779,0.036311,0.063903,0.004528,0.9487,0.9904,0.9980,0.9980,-1.7009,-1.6975,0.026258,0.432396,0.435676,4990,0.3032,0.2352,1.5000,1.1338,0.0500
50,10000,500000,37,0.082789,0.001653,0.082665,0.048359,0.063700,0.004528,0.8788,0.9335,0.9609,0.9613,-1.5947,-1.5912,0.035557,0.722078,0.726202,4991,0.3307,0.2623,1.5000,0.9305,0.0500
50,10000,500000,38,0.045288,0.000956,0.045061,0.029194,0.063892,0.004528,0.9720,0.9920,0.9992,0.9992,-1.7704,-1.7668,0.023150,0.291712,0.293582,4993,0.3056,0.2258,1.5000,0.8948,0.0500
50,10000,500000,39,0.048582,0.000798,0.048371,0.031937,0.058350,0.004528,0.9191,0.9632,0.9858,0.9862,-1.7524,-1.7490,0.024799,0.479461,0.483102,4994,0.3273,0.2223,1.5000,0.9597,0.0500
50,10000,500000,40,0.065426,0.000981,0.065269,0.045217,0.054662,0.004527,0.8214,0.8997,0.9417,0.9421,-1.6101,-1.6074,0.032099,0.925176,0.932685,4995,0.3629,0.2879,1.5000,0.9490,0.0500
50,10000,500000,41,0.065728,0.000926,0.065572,0.044055,0.054374,0.004527,0.8054,0.8851,0.9401,0.9409,-1.5644,-1.5620,0.032419,0.995086,1.002508,4994,0.2997,0.2513,1.5000,0.9731,0.0500
50,10000,500000,42,0.051433,0.000963,0.051234,0.034835,0.061556,0.004527,0.9090,0.9523,0.9747,0.9747,-1.6698,-1.6667,0.026589,0.553144,0.557627,4990,0.3051,0.2371,1.5000,0.9545,0.0500
50,10000,500000,43,0.058128,0.001063,0.057951,0.036387,0.055065,0.004527,0.8794,0.9244,0.9489,0.9491,-1.7024,-1.6987,0.027742,0.714791,0.719947,4990,0.3728,0.2619,1.5000,1.0666,0.0500
50,10000,500000,44,0.065208,0.001166,0.065050,0.043811,0.064994,0.004528,0.8740,0.9331,0.9672,0.9678,-1.5712,-1.5686,0.031755,0.662735,0.667237,4993,0.2814,0.2293,1.5000,0.8899,0.0500
50,10000,500000,45,0.054714,0.000767,0.054526,0.037699,0.061136,0.004528,0.9191,0.9559,0.9740,0.9740,-1.6769,-1.6736,0.027643,0.550454,0.553583,4993,0.2942,0.2241,1.5000,1.0174,0.0500
50,10000,500000,46,0.059785,0.001113,0.059613,0.038987,0.054660,0.004527,0.8815,0.9337,0.9515,0.9517,-1.6302,-1.6270,0.028999,0.848358,0.853919,4994,0.3254,0.2564,1.5000,1.1079,0.0500
50,10000,500000,47,0.050023,0.000787,0.049818,0.034152,0.056215,0.004528,0.8995,0.9553,0.9770,0.9770,-1.7483,-1.7447,0.025450,0.580562,0.585327,4994,0.3384,0.2412,1.5000,0.9450,0.0500
50,10000,500000,48,0.061496,0.001318,0.061329,0.038245,0.059549,0.004527,0.8984,0.9503,0.9820,0.9826,-1.6911,-1.6879,0.028440,0.563425,0.567304,4992,0.2660,0.2032,1.5000,0.9460,0.0500
50,10000,500000,49,0.046202,0.000702,0.045979,0.032005,0.059049,0.004528,0.9347,0.9734,0.9912,0.9912,-1.7796,-1.7759,0.024013,0.435496,0.438867,4991,0.3463,0.2420,1.5000,0.8817,0.0500
50,10000,500000,50,0.045381,0.000640,0.045155,0.032264,0.060903,0.004528,0.9151,0.9670,0.9906,0.9910,-1.7085,-1.7059,0.024811,0.483041,0.487486,4994,0.3137,0.2609,1.5000,0.8904,0.0500
50,100000,5000000,1,0.056774,0.001158,0.056755,0.034045,0.053096,0.001432,0.8807,0.9213,0.9491,0.9491,-1.7113,-1.7109,0.026721,0.749124,0.749627,4994,0.2830,0.2487,1.5000,1.1814,0.0500
50,100000,5000000,2,0.059968,0.001140,0.059951,0.038840,0.060828,0.001432,0.9041,0.9579,0.9860,0.9860,-1.6987,-1.6983,0.028375,0.559948,0.560325,4993,0.3094,0.2011,1.5000,0.9143,0.0500
50,100000,5000000,3,0.042751,0.000569,0.042728,0.030973,0.066186,0.001432,0.9493,0.9800,0.9918,0.9918,-1.6881,-1.6878,0.024426,0.385080,0.385404,4995,0.3577,0.2514,1.5000,1.0788,0.0500
50,100000,5000000,4,0.050672,0.000726,0.050652,0.035484,0.058501,0.001432,0.9183,0.9585,0.9746,0.9746,-1.7148,-1.7145,0.026040,0.555798,0.556173,4992,0.3096,0.2488,1.5000,1.0056,0.0500
50,100000,5000000,5,0.060615,0.000897,0.060598,0.042652,0.062817,0.001432,0.8813,0.9297,0.9506,0.9506,-1.5443,-1.5440,0.031022,0.815753,0.816362,4996,0.3234,0.2473,1.5000,1.1038,0.0500
50,100000,5000000,6,0.070028,0.001533,0.070013,0.042504,0.068864,0.001432,0.9029,0.9547,0.9798,0.9798,-1.5739,-1.5736,0.032271,0.544887,0.545137,4994,0.2881,0.2048,1.5000,0.9192,0.0500
50,100000,5000000,7,0.063649,0.001425,0.063632,0.038160,0.066403,0.001432,0.9159,0.9692,0.9872,0.9872,-1.6504,-1.6501,0.029290,0.475772,0.476074,4994,0.3156,0.2139,1.5000,0.9127,0.0500
50,100000,5000000,8,0.053841,0.000982,0.053822,0.035187,0.057355,0.001432,0.8902,0.9405,0.9744,0.9748,-1.7166,-1.7162,0.026545,0.593120,0.593594,4993,0.3438,0.2321,1.5000,1.0564,0.0500
50,100000,5000000,9,0.067595,0.001229,0.067580,0.041550,0.060303,0.001432,0.8737,0.9302,0.9655,0.9655,-1.6737,-1.6732,0.030924,0.637657,0.637980,4988,0.3077,0.2128,1.5000,0.9747,0.0500
50,100000,5000000,10,0.052932,0.000954,0.052912,0.035166,0.064119,0.001432,0.9189,0.9565,0.9794,0.9796,-1.6778,-1.6775,0.026888,0.485845,0.486185,4992,0.3201,0.2126,1.5000,0.8612,0.0500
50,100000,5000000,11,0.048009,0.000704,0.047987,0.032838,0.059640,0.001432,0.9319,0.9746,0.9892,0.9894,-1.7441,-1.7437,0.024816,0.451240,0.451543,4992,0.3454,0.2419,1.5000,1.0178,0.0500
50,100000,5000000,12,0.048385,0.000840,0.048364,0.031829,0.056123,0.001432,0.9217,0.9686,0.9830,0.9830,-1.7835,-1.7831,0.024230,0.487654,0.488014,4996,0.3014,0.2333,1.5000,0.8812,0.0500
50,100000,5000000,13,0.062872,0.000885,0.062856,0.044262,0.058616,0.001432,0.8609,0.9255,0.9656,0.9658,-1.6229,-1.6225,0.031132,0.756902,0.757351,4996,0.2875,0.2205,1.5000,0.7604,0.0500
50,100000,5000000,14,0.045565,0.000626,0.045542,0.031953,0.068293,0.001432,0.9613,0.9888,0.9968,0.9968,-1.6864,-1.6861,0.025082,0.338531,0.338734,4991,0.3030,0.2039,1.5000,0.9357,0.0500
50,100000,5000000,15,0.058697,0.000851,0.058679,0.038458,0.061442,0.001432,0.8999,0.9668,0.9880,0.9880,-1.7179,-1.7174,0.028306,0.528386,0.528693,4995,0.3425,0.2631,1.5000,0.9992,0.0500
50,100000,5000000,16,0.050059,0.000659,0.050038,0.036155,0.058708,0.001432,0.8958,0.9479,0.9700,0.9700,-1.6737,-1.6735,0.026728,0.652472,0.653090,4992,0.3285,0.2429,1.5000,0.9219,0.0500
50,100000,5000000,17,0.039187,0.000678,0.039161,0.026886,0.060614,0.001432,0.9536,0.9802,0.9924,0.9924,-1.7877,-1.7873,0.021915,0.343037,0.343293,4996,0.3062,0.2322,1.5000,1.0202,0.0500
50,100000,5000000,18,0.048227,0.000825,0.048205,0.032652,0.061935,0.001432,0.9367,0.9788,0.9940,0.9940,-1.7207,-1.7203,0.025051,0.430997,0.431289,4992,0.3135,0.2180,1.5000,0.8861,0.0500
50,100000,5000000,19,0.052952,0.000797,0.052933,0.036738,0.057547,0.001432,0.8870,0.9365,0.9619,0.9619,-1.6587,-1.6585,0.027346,0.680801,0.681328,4992,0.2956,0.2480,1.5000,0.8659,0.0500
50,100000,5000000,20,0.044926,0.000820,0.044903,0.029070,0.057925,0.001432,0.9317,0.9581,0.9758,0.9758,-1.7649,-1.7645,0.023395,0.458915,0.459196,4994,0.3078,0.2319,1.5000,0.9697,0.0500
50,100000,5000000,21,0.051837,0.001172,0.051817,0.030826,0.055837,0.001432,0.9159,0.9545,0.9738,0.9738,-1.7876,-1.7872,0.024510,0.501864,0.502223,4993,0.3523,0.2463,1.5000,0.9269,0.0500
50,100000,5000000,22,0.069379,0.001269,0.069364,0.045297,0.060633,0.001432,0.8686,0.9329,0.9674,0.9674,-1.6072,-1.6069,0.032567,0.731296,0.731728,4993,0.2935,0.2044,1.5000,0.8212,0.0500
50,100000,5000000,23,0.050447,0.000600,0.050427,0.038282,0.059820,0.001432,0.9238,0.9677,0.9916,0.9916,-1.6957,-1.6954,0.026745,0.572143,0.572636,4989,0.2852,0.2148,1.5000,0.8739,0.0500
50,100000,5000000,24,0.043408,0.000626,0.043384,0.029313,0.064766,0.001432,0.9387,0.9780,0.9944,0.9944,-1.6993,-1.6990,0.024233,0.379233,0.379496,4993,0.2628,0.2045,1.5000,0.8332,0.0500
50,100000,5000000,25,0.056667,0.001103,0.056649,0.034312,0.056306,0.001432,0.8914,0.9387,0.9633,0.9635,-1.7352,-1.7349,0.026595,0.598797,0.599235,4992,0.3481,0.2422,1.5000,0.8467,0.0500
50,100000,5000000,26,0.050492,0.000913,0.050471,0.032965,0.059775,0.001432,0.9221,0.9587,0.9802,0.9802,-1.7277,-1.7274,0.025385,0.493488,0.493824,4991,0.2944,0.2366,1.5000,0.8587,0.0500
50,100000,5000000,27,0.045582,0.000626,0.045560,0.032787,0.070896,0.001432,0.9631,0.9978,1.0000,1.0000,-1.6383,-1.6380,0.025834,0.338761,0.338937,4991,0.2575,0.1920,1.5000,0.9492,0.0500
50,100000,5000000,28,0.046519,0.000665,0.046497,0.032669,0.059590,0.001432,0.9323,0.9750,0.9916,0.9916,-1.7466,-1.7462,0.024488,0.468982,0.469409,4991,0.3536,0.2430,1.5000,1.0834,0.0500
50,100000,5000000,29,0.055970,0.000727,0.055951,0.039979,0.066479,0.001432,0.9466,0.9842,0.9964,0.9964,-1.6572,-1.6569,0.028355,0.446664,0.446869,4996,0.4164,0.2577,1.5000,0.9154,0.0500
50,100000,5000000,30,0.041739,0.000498,0.041714,0.031222,0.064901,0.001432,0.9625,0.9866,0.9996,0.9996,-1.7198,-1.7195,0.023654,0.344203,0.344427,4990,0.3176,0.2282,1.5000,0.9082,0.0500
50,100000,5000000,31,0.040120,0.000599,0.040095,0.027643,0.061162,0.001432,0.9451,0.9830,0.9972,0.9972,-1.7644,-1.7641,0.022455,0.347980,0.348233,4989,0.2967,0.2188,1.5000,0.9559,0.0500
