u1,u2,u3,Q_jac,Q_det,gg,ee
-0.010000,-0.050000,-0.160000,0.912682,0.969041,0.069649,0.843021
-0.005000,-0.050000,-0.160000,0.917526,0.971823,0.072255,0.845259
0.000000,-0.050000,-0.160000,0.921266,0.974232,0.074967,0.846287
0.005000,-0.050000,-0.160000,0.923876,0.976283,0.077771,0.846094
0.010000,-0.050000,-0.160000,0.925343,0.977993,0.080657,0.844675
0.015000,-0.050000,-0.160000,0.925665,0.979371,0.083609,0.842044
0.020000,-0.050000,-0.160000,0.924861,0.980436,0.086626,0.838223
0.025000,-0.050000,-0.160000,0.922963,0.981201,0.089710,0.833240
0.030000,-0.050000,-0.160000,0.920023,0.981681,0.092861,0.827151
0.035000,-0.050000,-0.160000,0.916105,0.981891,0.096091,0.820002
0.040000,-0.050000,-0.160000,0.911284,0.981846,0.099416,0.811856
0.045000,-0.050000,-0.160000,0.905643,0.981562,0.102860,0.802771
0.050000,-0.050000,-0.160000,0.899292,0.981052,0.106442,0.792838
0.055000,-0.050000,-0.160000,0.892330,0.980332,0.110195,0.782124
0.060000,-0.050000,-0.160000,0.884864,0.979413,0.114155,0.770697
0.065000,-0.050000,-0.160000,0.877023,0.978313,0.118352,0.758659
0.070000,-0.050000,-0.160000,0.868918,0.977041,0.122826,0.746081
-0.070000,-0.045000,-0.160000,0.805142,0.911007,0.055584,0.749547
-0.065000,-0.045000,-0.160000,0.817432,0.918813,0.056408,0.761013
-0.060000,-0.045000,-0.160000,0.829656,0.926152,0.057407,0.772237
-0.055000,-0.045000,-0.160000,0.841727,0.933033,0.058595,0.783120
-0.050000,-0.045000,-0.160000,0.853520,0.939445,0.059977,0.793530
-0.045000,-0.045000,-0.160000,0.864940,0.945400,0.061556,0.803373
-0.040000,-0.045000,-0.160000,0.875893,0.950908,0.063329,0.812553
-0.035000,-0.045000,-0.160000,0.886251,0.955966,0.065285,0.820954
-0.030000,-0.045000,-0.160000,0.895922,0.960586,0.067414,0.828496
-0.025000,-0.045000,-0.160000,0.904810,0.964778,0.069700,0.835098
-0.020000,-0.045000,-0.160000,0.912831,0.968555,0.072128,0.840691
-0.015000,-0.045000,-0.160000,0.919890,0.971920,0.074673,0.845205
-0.010000,-0.045000,-0.160000,0.925925,0.974889,0.077319,0.848594
-0.005000,-0.045000,-0.160000,0.930885,0.977475,0.080050,0.850824
0.000000,-0.045000,-0.160000,0.934716,0.979688,0.082841,0.851864
0.005000,-0.045000,-0.160000,0.937397,0.981543,0.085681,0.851704
0.010000,-0.045000,-0.160000,0.938915,0.983056,0.088560,0.850344
0.015000,-0.045000,-0.160000,0.939273,0.984237,0.091466,0.847796
0.020000,-0.045000,-0.160000,0.938492,0.985104,0.094397,0.844082
0.025000,-0.045000,-0.160000,0.936604,0.985672,0.097359,0.839232
0.030000,-0.045000,-0.160000,0.933663,0.985954,0.100353,0.833298
0.035000,-0.045000,-0.160000,0.929733,0.985968,0.103394,0.826327
0.040000,-0.045000,-0.160000,0.924889,0.985727,0.106500,0.818377
0.045000,-0.045000,-0.160000,0.919214,0.985246,0.109696,0.809505
0.050000,-0.045000,-0.160000,0.912815,0.984541,0.113005,0.799798
0.055000,-0.045000,-0.160000,0.905792,0.983626,0.116460,0.789320
0.060000,-0.045000,-0.160000,0.898248,0.982514,0.120100,0.778136
0.065000,-0.045000,-0.160000,0.890311,0.981221,0.123955,0.766344
0.070000,-0.045000,-0.160000,0.882091,0.979758,0.128068,0.754011
-0.070000,-0.040000,-0.160000,0.814777,0.918551,0.060692,0.754073
-0.065000,-0.040000,-0.160000,0.827594,0.926175,0.062019,0.765564
-0.060000,-0.040000,-0.160000,0.840292,0.933329,0.063496,0.776784
-0.055000,-0.040000,-0.160000,0.852784,0.940022,0.065134,0.787638
-0.050000,-0.040000,-0.160000,0.864944,0.946242,0.066932,0.798000
-0.045000,-0.040000,-0.160000,0.876680,0.952003,0.068891,0.807777
-0.040000,-0.040000,-0.160000,0.887898,0.957315,0.071006,0.816880
-0.035000,-0.040000,-0.160000,0.898473,0.962175,0.073262,0.825199
-0.030000,-0.040000,-0.160000,0.908317,0.966595,0.075649,0.832656
-0.025000,-0.040000,-0.160000,0.917337,0.970585,0.078149,0.839176
-0.020000,-0.040000,-0.160000,0.925453,0.974159,0.080746,0.844696
-0.015000,-0.040000,-0.160000,0.932575,0.977320,0.083416,0.849147
-0.010000,-0.040000,-0.160000,0.938645,0.980083,0.086142,0.852491
-0.005000,-0.040000,-0.160000,0.943360,0.982464,0.088908,0.854694
0.000000,-0.040000,-0.160000,0.945108,0.984471,0.091694,0.855731
0.005000,-0.040000,-0.160000,0.948040,0.986120,0.094487,0.855593
0.010000,-0.040000,-0.160000,0.951571,0.987426,0.097280,0.854279
0.015000,-0.040000,-0.160000,0.951880,0.988402,0.100063,0.851806
0.020000,-0.040000,-0.160000,0.951043,0.989063,0.102837,0.848194
0.025000,-0.040000,-0.160000,0.949093,0.989425,0.105608,0.843472
0.030000,-0.040000,-0.160000,0.946085,0.989503,0.108381,0.837692
0.035000,-0.040000,-0.160000,0.942084,0.989312,0.111173,0.830898
0.040000,-0.040000,-0.160000,0.937164,0.988868,0.114004,0.823148
0.045000,-0.040000,-0.160000,0.931408,0.988184,0.116901,0.814495
0.050000,-0.040000,-0.160000,0.924922,0.987278,0.119888,0.805022
0.055000,-0.040000,-0.160000,0.917804,0.986163,0.123001,0.794791
0.060000,-0.040000,-0.160000,0.910155,0.984852,0.126280,0.783863
0.065000,-0.040000,-0.160000,0.902101,0.983361,0.129757,0.772333
0.070000,-0.040000,-0.160000,0.893750,0.981702,0.133476,0.760262
-0.070000,-0.035000,-0.160000,0.825124,0.925563,0.067866,0.757246
-0.065000,-0.035000,-0.160000,0.838350,0.932993,0.069617,0.768721
-0.060000,-0.035000,-0.160000,0.851399,0.939950,0.071489,0.779898
-0.055000,-0.035000,-0.160000,0.864186,0.946441,0.073488,0.790686
-0.050000,-0.035000,-0.160000,0.876584,0.952459,0.075612,0.800961
-0.045000,-0.035000,-0.160000,0.888506,0.958015,0.077857,0.810637
-0.040000,-0.035000,-0.160000,0.899859,0.963119,0.080219,0.819628
-0.035000,-0.035000,-0.160000,0.910522,0.967769,0.082680,0.827830
-0.030000,-0.035000,-0.160000,0.920411,0.971978,0.085228,0.835172
-0.025000,-0.035000,-0.160000,0.929438,0.975756,0.087845,0.841581
-0.020000,-0.035000,-0.160000,0.937528,0.979117,0.090516,0.846999
-0.015000,-0.035000,-0.160000,0.944594,0.982064,0.093218,0.851365
-0.010000,-0.035000,-0.160000,0.950438,0.984614,0.095933,0.854640
-0.005000,-0.035000,-0.160000,0.950996,0.986780,0.098647,0.856797
0.000000,-0.035000,-0.160000,0.952675,0.988572,0.101341,0.857813
0.005000,-0.035000,-0.160000,0.955472,0.990007,0.104006,0.857680
0.010000,-0.035000,-0.160000,0.959381,0.991099,0.106636,0.856401
0.015000,-0.035000,-0.160000,0.963225,0.991861,0.109222,0.853991
0.020000,-0.035000,-0.160000,0.962253,0.992310,0.111768,0.850472
0.025000,-0.035000,-0.160000,0.960169,0.992459,0.114284,0.845873
0.030000,-0.035000,-0.160000,0.957031,0.992326,0.116775,0.840243
0.035000,-0.035000,-0.160000,0.952900,0.991926,0.119261,0.833627
0.040000,-0.035000,-0.160000,0.947854,0.991273,0.121765,0.826078
0.045000,-0.035000,-0.160000,0.941973,0.990382,0.124314,0.817647
0.050000,-0.035000,-0.160000,0.935363,0.989270,0.126936,0.808415
0.055000,-0.035000,-0.160000,0.928119,0.987950,0.129667,0.798440
0.060000,-0.035000,-0.160000,0.920341,0.986436,0.132549,0.787780
0.065000,-0.035000,-0.160000,0.912153,0.984744,0.135615,0.776526
0.070000,-0.035000,-0.160000,0.903658,0.982887,0.138911,0.764735
-0.070000,-0.030000,-0.160000,0.836054,0.932042,0.076982,0.759061
-0.065000,-0.030000,-0.160000,0.849556,0.939266,0.079069,0.770476
-0.060000,-0.030000,-0.160000,0.862821,0.946013,0.081243,0.781566
-0.055000,-0.030000,-0.160000,0.875766,0.952292,0.083510,0.792244
-0.050000,-0.030000,-0.160000,0.888266,0.958096,0.085862,0.802391
-0.045000,-0.030000,-0.160000,0.900235,0.963435,0.088297,0.811926
-0.040000,-0.030000,-0.160000,0.911587,0.968320,0.090807,0.820768
-0.035000,-0.030000,-0.160000,0.922204,0.972751,0.093374,0.828818
-0.030000,-0.030000,-0.160000,0.932007,0.976740,0.095985,0.836010
-0.025000,-0.030000,-0.160000,0.940913,0.980296,0.098624,0.842277
-0.020000,-0.030000,-0.160000,0.948852,0.983435,0.101274,0.847566
-0.015000,-0.030000,-0.160000,0.955744,0.986160,0.103914,0.851818
-0.010000,-0.030000,-0.160000,0.960672,0.988487,0.106528,0.855002
-0.005000,-0.030000,-0.160000,0.961158,0.990431,0.109105,0.857092
0.000000,-0.030000,-0.160000,0.962704,0.992001,0.111625,0.858067
0.005000,-0.030000,-0.160000,0.965304,0.993214,0.114082,0.857923
0.010000,-0.030000,-0.160000,0.968954,0.994086,0.116473,0.856665
0.015000,-0.030000,-0.160000,0.973111,0.994628,0.118792,0.854307
0.020000,-0.030000,-0.160000,0.971930,0.994858,0.121045,0.850873
0.025000,-0.030000,-0.160000,0.969645,0.994790,0.123243,0.846391
0.030000,-0.030000,-0.160000,0.966315,0.994441,0.125395,0.840908
0.035000,-0.030000,-0.160000,0.962002,0.993825,0.127523,0.834467
0.040000,-0.030000,-0.160000,0.956783,0.992959,0.129650,0.827121
0.045000,-0.030000,-0.160000,0.950737,0.991857,0.131808,0.818917
0.050000,-0.030000,-0.160000,0.943969,0.990536,0.134024,0.809933
0.055000,-0.030000,-0.160000,0.936573,0.989009,0.136337,0.800223
0.060000,-0.030000,-0.160000,0.928645,0.987289,0.138790,0.789843
0.065000,-0.030000,-0.160000,0.920307,0.985394,0.141417,0.778878
0.070000,-0.030000,-0.160000,0.911661,0.983336,0.144264,0.767385
-0.070000,-0.025000,-0.160000,0.847400,0.937982,0.087879,0.759509
-0.065000,-0.025000,-0.160000,0.861037,0.944987,0.090208,0.770817
-0.060000,-0.025000,-0.160000,0.874375,0.951514,0.092589,0.781774
-0.055000,-0.025000,-0.160000,0.887333,0.957571,0.095024,0.792297
-0.050000,-0.025000,-0.160000,0.899792,0.963149,0.097507,0.802273
-0.045000,-0.025000,-0.160000,0.911668,0.968262,0.100031,0.811626
-0.040000,-0.025000,-0.160000,0.922880,0.972920,0.102588,0.820280
-0.035000,-0.025000,-0.160000,0.933316,0.977122,0.105162,0.828141
-0.030000,-0.025000,-0.160000,0.942901,0.980881,0.107739,0.835150
-0.025000,-0.025000,-0.160000,0.951559,0.984208,0.110304,0.841243
-0.020000,-0.025000,-0.160000,0.959226,0.987117,0.112841,0.846373
-0.015000,-0.025000,-0.160000,0.965827,0.989612,0.115329,0.850486
-0.010000,-0.025000,-0.160000,0.971323,0.991709,0.117756,0.853555
-0.005000,-0.025000,-0.160000,0.973701,0.993424,0.120111,0.855556
0.000000,-0.025000,-0.160000,0.975052,0.994766,0.122378,0.856472
0.005000,-0.025000,-0.160000,0.977397,0.995752,0.124553,0.856302
0.010000,-0.025000,-0.160000,0.980730,0.996397,0.126635,0.855051
0.015000,-0.025000,-0.160000,0.981368,0.996714,0.128621,0.852735
0.020000,-0.025000,-0.160000,0.979909,0.996720,0.130519,0.849378
0.025000,-0.025000,-0.160000,0.977361,0.996431,0.132343,0.845006
0.030000,-0.025000,-0.160000,0.973783,0.995861,0.134104,0.839667
0.035000,-0.025000,-0.160000,0.969239,0.995028,0.135825,0.833402
0.040000,-0.025000,-0.160000,0.963806,0.993946,0.137534,0.826260
0.045000,-0.025000,-0.160000,0.957560,0.992629,0.139260,0.818288
0.050000,-0.025000,-0.160000,0.950606,0.991096,0.141036,0.809558
0.055000,-0.025000,-0.160000,0.943036,0.989360,0.142900,0.800124
0.060000,-0.025000,-0.160000,0.934943,0.987433,0.144895,0.790036
0.065000,-0.025000,-0.160000,0.923172,0.985334,0.147059,0.779376
0.070000,-0.025000,-0.160000,0.909614,0.983074,0.149437,0.768197
-0.070000,-0.020000,-0.160000,0.858986,0.943382,0.100387,0.758587
-0.065000,-0.020000,-0.160000,0.872610,0.950160,0.102861,0.769738
-0.060000,-0.020000,-0.160000,0.885875,0.956456,0.105349,0.780514
-0.055000,-0.020000,-0.160000,0.898702,0.962280,0.107854,0.790836
-0.050000,-0.020000,-0.160000,0.910976,0.967624,0.110366,0.800598
-0.045000,-0.020000,-0.160000,0.922618,0.972502,0.112879,0.809727
-0.040000,-0.020000,-0.160000,0.933553,0.976923,0.115387,0.818154
-0.035000,-0.020000,-0.160000,0.943673,0.980888,0.117871,0.825791
-0.030000,-0.020000,-0.160000,0.952913,0.984411,0.120319,0.832582
-0.025000,-0.020000,-0.160000,0.961200,0.987500,0.122717,0.838471
-0.020000,-0.020000,-0.160000,0.968478,0.990171,0.125051,0.843415
-0.015000,-0.020000,-0.160000,0.974678,0.992430,0.127302,0.847364
-0.010000,-0.020000,-0.160000,0.979766,0.994292,0.129460,0.850295
-0.005000,-0.020000,-0.160000,0.983715,0.995771,0.131515,0.852188
0.000000,-0.020000,-0.160000,0.986497,0.996880,0.133456,0.853029
0.005000,-0.020000,-0.160000,0.988110,0.997633,0.135280,0.852819
0.010000,-0.020000,-0.160000,0.988562,0.998047,0.136987,0.851563
0.015000,-0.020000,-0.160000,0.987872,0.998135,0.138580,0.849280
0.020000,-0.020000,-0.160000,0.986073,0.997914,0.140068,0.845993
0.025000,-0.020000,-0.160000,0.983206,0.997399,0.141465,0.841729
0.030000,-0.020000,-0.160000,0.979332,0.996607,0.142788,0.836532
0.035000,-0.020000,-0.160000,0.974517,0.995552,0.144062,0.830443
0.040000,-0.020000,-0.160000,0.968834,0.994252,0.145312,0.823509
0.045000,-0.020000,-0.160000,0.960055,0.992720,0.146574,0.815774
0.050000,-0.020000,-0.160000,0.950284,0.990973,0.147879,0.807308
0.055000,-0.020000,-0.160000,0.939747,0.989027,0.149267,0.798160
0.060000,-0.020000,-0.160000,0.928450,0.986893,0.150781,0.788377
0.065000,-0.020000,-0.160000,0.916430,0.984589,0.152461,0.778037
0.070000,-0.020000,-0.160000,0.903692,0.982128,0.154352,0.767190
-0.070000,-0.015000,-0.160000,0.870591,0.948232,0.114282,0.756298
-0.065000,-0.015000,-0.160000,0.884056,0.954772,0.116802,0.767243
-0.060000,-0.015000,-0.160000,0.897101,0.960829,0.119298,0.777791
-0.055000,-0.015000,-0.160000,0.909654,0.966412,0.121773,0.787869
-0.050000,-0.015000,-0.160000,0.921602,0.971514,0.124216,0.797374
-0.045000,-0.015000,-0.160000,0.932875,0.976149,0.126622,0.806241
-0.040000,-0.015000,-0.160000,0.943400,0.980327,0.128984,0.814405
-0.035000,-0.015000,-0.160000,0.953080,0.984049,0.131285,0.821784
-0.030000,-0.015000,-0.160000,0.961854,0.987328,0.133515,0.828327
-0.025000,-0.015000,-0.160000,0.969656,0.990175,0.135659,0.833985
-0.020000,-0.015000,-0.160000,0.976437,0.992603,0.137707,0.838718
-0.015000,-0.015000,-0.160000,0.982135,0.994620,0.139642,0.842481
-0.010000,-0.015000,-0.160000,0.986723,0.996242,0.141456,0.845255
-0.005000,-0.015000,-0.160000,0.990176,0.997482,0.143141,0.847024
0.000000,-0.015000,-0.160000,0.992476,0.998353,0.144689,0.847776
0.005000,-0.015000,-0.160000,0.992269,0.998871,0.146099,0.847514
0.010000,-0.015000,-0.160000,0.989723,0.999050,0.147376,0.846245
0.015000,-0.015000,-0.160000,0.986320,0.998907,0.148523,0.843988
0.020000,-0.015000,-0.160000,0.982069,0.998457,0.149552,0.840767
0.025000,-0.015000,-0.160000,0.976981,0.997714,0.150481,0.836608
0.030000,-0.015000,-0.160000,0.971082,0.996698,0.151327,0.831554
0.035000,-0.015000,-0.160000,0.964382,0.995422,0.152116,0.825644
0.040000,-0.015000,-0.160000,0.956899,0.993903,0.152878,0.818923
0.045000,-0.015000,-0.160000,0.948640,0.992154,0.153647,0.811433
0.050000,-0.015000,-0.160000,0.939635,0.990195,0.154458,0.803239
0.055000,-0.015000,-0.160000,0.929892,0.988039,0.155350,0.794387
0.060000,-0.015000,-0.160000,0.919411,0.985698,0.156366,0.784923
0.065000,-0.015000,-0.160000,0.908225,0.983192,0.157548,0.774919
0.070000,-0.015000,-0.160000,0.896335,0.980531,0.158941,0.764421
-0.070000,-0.010000,-0.160000,0.882027,0.952538,0.129363,0.752652
-0.065000,-0.010000,-0.160000,0.895188,0.958832,0.131831,0.763345
-0.060000,-0.010000,-0.160000,0.907873,0.964642,0.134239,0.773622
-0.055000,-0.010000,-0.160000,0.920012,0.969977,0.136588,0.783412
-0.050000,-0.010000,-0.160000,0.931503,0.974830,0.138868,0.792623
-0.045000,-0.010000,-0.160000,0.942278,0.979216,0.141075,0.801191
-0.040000,-0.010000,-0.160000,0.952272,0.983144,0.143202,0.809058
-0.035000,-0.010000,-0.160000,0.961395,0.986617,0.145233,0.816150
-0.030000,-0.010000,-0.160000,0.966113,0.989647,0.147161,0.822419
-0.025000,-0.010000,-0.160000,0.969703,0.992246,0.148972,0.827822
-0.020000,-0.010000,-0.160000,0.972518,0.994427,0.150658,0.832322
-0.015000,-0.010000,-0.160000,0.974530,0.996199,0.152206,0.835882
-0.010000,-0.010000,-0.160000,0.975730,0.997577,0.153607,0.838483
-0.005000,-0.010000,-0.160000,0.976110,0.998575,0.154859,0.840115
0.000000,-0.010000,-0.160000,0.975666,0.999205,0.155956,0.840768
0.005000,-0.010000,-0.160000,0.974401,0.999485,0.156899,0.840446
0.010000,-0.010000,-0.160000,0.972317,0.999429,0.157695,0.839158
0.015000,-0.010000,-0.160000,0.969428,0.999052,0.158351,0.836925
0.020000,-0.010000,-0.160000,0.965742,0.998371,0.158881,0.833769
0.025000,-0.010000,-0.160000,0.961266,0.997401,0.159304,0.829716
0.030000,-0.010000,-0.160000,0.956022,0.996160,0.159640,0.824808
0.035000,-0.010000,-0.160000,0.950019,0.994662,0.159918,0.819082
0.040000,-0.010000,-0.160000,0.943269,0.992925,0.160166,0.812581
0.045000,-0.010000,-0.160000,0.935776,0.990961,0.160421,0.805343
0.050000,-0.010000,-0.160000,0.927568,0.988790,0.160719,0.797432
0.055000,-0.010000,-0.160000,0.918645,0.986426,0.161099,0.788890
0.060000,-0.010000,-0.160000,0.909008,0.983881,0.161605,0.779759
0.065000,-0.010000,-0.160000,0.898683,0.981173,0.162279,0.770108
0.070000,-0.010000,-0.160000,0.887666,0.978316,0.163166,0.759978
-0.070000,-0.005000,-0.160000,0.893089,0.956307,0.145431,0.747666
-0.065000,-0.005000,-0.160000,0.901162,0.962348,0.147754,0.758062
-0.060000,-0.005000,-0.160000,0.908899,0.967904,0.149981,0.768026
-0.055000,-0.005000,-0.160000,0.916233,0.972984,0.152113,0.777492
-0.050000,-0.005000,-0.160000,0.923084,0.977583,0.154142,0.786372
-0.045000,-0.005000,-0.160000,0.929401,0.981713,0.156064,0.794610
-0.040000,-0.005000,-0.160000,0.935135,0.985387,0.157872,0.802153
-0.035000,-0.005000,-0.160000,0.940230,0.988605,0.159555,0.808931
-0.030000,-0.005000,-0.160000,0.944654,0.991383,0.161105,0.814904
-0.025000,-0.005000,-0.160000,0.948375,0.993730,0.162511,0.820032
-0.020000,-0.005000,-0.160000,0.951371,0.995661,0.163767,0.824284
-0.015000,-0.005000,-0.160000,0.953618,0.997184,0.164863,0.827626
-0.010000,-0.005000,-0.160000,0.955106,0.998315,0.165794,0.830045
-0.005000,-0.005000,-0.160000,0.955828,0.999068,0.166557,0.831531
0.000000,-0.005000,-0.160000,0.955780,0.999457,0.167152,0.832078
0.005000,-0.005000,-0.160000,0.954965,0.999497,0.167583,0.831693
0.010000,-0.005000,-0.160000,0.953384,0.999204,0.167856,0.830386
0.015000,-0.005000,-0.160000,0.951046,0.998594,0.167984,0.828176
0.020000,-0.005000,-0.160000,0.947960,0.997682,0.167981,0.825087
0.025000,-0.005000,-0.160000,0.944129,0.996484,0.167868,0.821143
0.030000,-0.005000,-0.160000,0.939572,0.995019,0.167669,0.816387
0.035000,-0.005000,-0.160000,0.934295,0.993301,0.167412,0.810853
0.040000,-0.005000,-0.160000,0.928307,0.991346,0.167128,0.804581
0.045000,-0.005000,-0.160000,0.921608,0.989169,0.166853,0.797607
0.050000,-0.005000,-0.160000,0.914221,0.986788,0.166625,0.789992
0.055000,-0.005000,-0.160000,0.906145,0.984219,0.166484,0.781774
0.060000,-0.005000,-0.160000,0.897375,0.981471,0.166472,0.772992
0.065000,-0.005000,-0.160000,0.887933,0.978566,0.166632,0.763711
0.070000,-0.005000,-0.160000,0.877813,0.975515,0.167010,0.753968
-0.070000,0.000000,-0.160000,0.869996,0.959538,0.162239,0.741381
-0.065000,0.000000,-0.160000,0.877967,0.965321,0.164329,0.751442
-0.060000,0.000000,-0.160000,0.885621,0.970617,0.166290,0.761057
-0.055000,0.000000,-0.160000,0.892899,0.975437,0.168122,0.770166
-0.050000,0.000000,-0.160000,0.899723,0.979777,0.169819,0.778687
-0.045000,0.000000,-0.160000,0.906046,0.983648,0.171378,0.786570
-0.040000,0.000000,-0.160000,0.911825,0.987064,0.172795,0.793766
-0.035000,0.000000,-0.160000,0.917007,0.990025,0.174059,0.800212
-0.030000,0.000000,-0.160000,0.921562,0.992547,0.175165,0.805873
-0.025000,0.000000,-0.160000,0.925462,0.994640,0.176104,0.810713
-0.020000,0.000000,-0.160000,0.928687,0.996319,0.176873,0.814706
-0.015000,0.000000,-0.160000,0.931214,0.997592,0.177464,0.817823
-0.010000,0.000000,-0.160000,0.933033,0.998476,0.177874,0.820053
-0.005000,0.000000,-0.160000,0.934139,0.998984,0.178105,0.821390
0.000000,0.000000,-0.160000,0.934527,0.999130,0.178158,0.821831
0.005000,0.000000,-0.160000,0.934198,0.998931,0.178039,0.821383
0.010000,0.000000,-0.160000,0.933154,0.998402,0.177758,0.820058
0.015000,0.000000,-0.160000,0.931401,0.997559,0.177329,0.817876
0.020000,0.000000,-0.160000,0.928944,0.996418,0.176770,0.814859
0.025000,0.000000,-0.160000,0.925787,0.994994,0.176100,0.811033
0.030000,0.000000,-0.160000,0.921943,0.993306,0.175348,0.806437
0.035000,0.000000,-0.160000,0.917416,0.991370,0.174542,0.801104
0.040000,0.000000,-0.160000,0.912211,0.989201,0.173715,0.795072
0.045000,0.000000,-0.160000,0.906328,0.986813,0.172901,0.788374
0.050000,0.000000,-0.160000,0.899781,0.984227,0.172141,0.781068
0.055000,0.000000,-0.160000,0.892569,0.981455,0.171474,0.773189
0.060000,0.000000,-0.160000,0.884685,0.978510,0.170942,0.764772
0.065000,0.000000,-0.160000,0.876143,0.975412,0.170589,0.755878
0.070000,0.000000,-0.160000,0.866937,0.972172,0.170458,0.746541
-0.070000,0.005000,-0.160000,0.845097,0.962244,0.179594,0.733837
-0.065000,0.005000,-0.160000,0.853013,0.967763,0.181371,0.743530
-0.060000,0.005000,-0.160000,0.860634,0.972796,0.182987,0.752766
-0.055000,0.005000,-0.160000,0.867903,0.977352,0.184444,0.761492
-0.050000,0.005000,-0.160000,0.874748,0.981429,0.185737,0.769632
-0.045000,0.005000,-0.160000,0.881127,0.985039,0.186866,0.777139
-0.040000,0.005000,-0.160000,0.887000,0.988193,0.187826,0.783972
-0.035000,0.005000,-0.160000,0.892316,0.990895,0.188611,0.790072
-0.030000,0.005000,-0.160000,0.897049,0.993160,0.189216,0.795411
-0.025000,0.005000,-0.160000,0.901173,0.994998,0.189636,0.799955
-0.020000,0.005000,-0.160000,0.904670,0.996423,0.189869,0.803685
-0.015000,0.005000,-0.160000,0.907518,0.997445,0.189911,0.806574
-0.010000,0.005000,-0.160000,0.909708,0.998081,0.189762,0.808616
-0.005000,0.005000,-0.160000,0.911236,0.998344,0.189424,0.809806
0.000000,0.005000,-0.160000,0.912095,0.998249,0.188903,0.810144
0.005000,0.005000,-0.160000,0.912285,0.997812,0.188208,0.809639
0.010000,0.005000,-0.160000,0.911808,0.997048,0.187348,0.808302
0.015000,0.005000,-0.160000,0.910667,0.995974,0.186343,0.806155
0.020000,0.005000,-0.160000,0.908866,0.994606,0.185209,0.803221
0.025000,0.005000,-0.160000,0.906407,0.992959,0.183970,0.799522
0.030000,0.005000,-0.160000,0.903297,0.991052,0.182654,0.795097
0.035000,0.005000,-0.160000,0.899540,0.988901,0.181291,0.789977
0.040000,0.005000,-0.160000,0.895138,0.986522,0.179914,0.784198
0.045000,0.005000,-0.160000,0.890087,0.983927,0.178559,0.777791
0.050000,0.005000,-0.160000,0.884398,0.981139,0.177265,0.770809
0.055000,0.005000,-0.160000,0.878065,0.978170,0.176073,0.763284
0.060000,0.005000,-0.160000,0.871080,0.975032,0.175023,0.755249
0.065000,0.005000,-0.160000,0.863453,0.971746,0.174161,0.746760
0.070000,0.005000,-0.160000,0.855174,0.968323,0.173527,0.737847
-0.070000,0.010000,-0.160000,0.818620,0.964437,0.197316,0.725081
-0.065000,0.010000,-0.160000,0.826527,0.969689,0.198707,0.734379
-0.060000,0.010000,-0.160000,0.834160,0.974455,0.199909,0.743214
-0.055000,0.010000,-0.160000,0.841467,0.978744,0.200924,0.751537
-0.050000,0.010000,-0.160000,0.848380,0.982555,0.201752,0.759278
-0.045000,0.010000,-0.160000,0.854860,0.985900,0.202391,0.766397
-0.040000,0.010000,-0.160000,0.860871,0.988792,0.202840,0.772856
-0.035000,0.010000,-0.160000,0.866365,0.991234,0.203094,0.778605
-0.030000,0.010000,-0.160000,0.871319,0.993240,0.203151,0.783616
-0.025000,0.010000,-0.160000,0.875709,0.994822,0.203010,0.787864
-0.020000,0.010000,-0.160000,0.879518,0.995994,0.202668,0.791331
-0.015000,0.010000,-0.160000,0.882724,0.996767,0.202126,0.793996
-0.010000,0.010000,-0.160000,0.885321,0.997155,0.201387,0.795854
-0.005000,0.010000,-0.160000,0.887304,0.997175,0.200454,0.796903
0.000000,0.010000,-0.160000,0.888664,0.996840,0.199336,0.797146
0.005000,0.010000,-0.160000,0.889403,0.996167,0.198044,0.796593
0.010000,0.010000,-0.160000,0.889519,0.995170,0.196590,0.795255
0.015000,0.010000,-0.160000,0.889015,0.993867,0.194995,0.793156
0.020000,0.010000,-0.160000,0.887892,0.992275,0.193278,0.790316
0.025000,0.010000,-0.160000,0.886150,0.990408,0.191461,0.786757
0.030000,0.010000,-0.160000,0.883795,0.988286,0.189577,0.782518
0.035000,0.010000,-0.160000,0.880825,0.985925,0.187655,0.777625
0.040000,0.010000,-0.160000,0.877240,0.983339,0.185729,0.772114
0.045000,0.010000,-0.160000,0.873035,0.980543,0.183833,0.766013
0.050000,0.010000,-0.160000,0.868216,0.977558,0.182009,0.759371
0.055000,0.010000,-0.160000,0.862774,0.974397,0.180297,0.752217
0.060000,0.010000,-0.160000,0.856700,0.971072,0.178736,0.744581
0.065000,0.010000,-0.160000,0.849998,0.967603,0.177370,0.736514
0.070000,0.010000,-0.160000,0.842657,0.964002,0.176242,0.728044
-0.070000,0.015000,-0.160000,0.790870,0.966127,0.215186,0.715202
-0.065000,0.015000,-0.160000,0.798811,0.971109,0.216128,0.724085
-0.060000,0.015000,-0.160000,0.806500,0.975605,0.216857,0.732503
-0.055000,0.015000,-0.160000,0.813888,0.979626,0.217377,0.740410
-0.050000,0.015000,-0.160000,0.820912,0.983170,0.217687,0.747745
-0.045000,0.015000,-0.160000,0.827536,0.986251,0.217788,0.754470
-0.040000,0.015000,-0.160000,0.833726,0.988880,0.217682,0.760554
-0.035000,0.015000,-0.160000,0.839439,0.991061,0.217366,0.765950
-0.030000,0.015000,-0.160000,0.844652,0.992809,0.216840,0.770638
-0.025000,0.015000,-0.160000,0.849343,0.994137,0.216105,0.774594
