u1,u2,u3,Q_jac,Q_det,gg,ee
0.015000,0.070000,0.000000,0.668055,0.943903,0.245491,0.622691
0.020000,0.070000,0.000000,0.674934,0.940036,0.238243,0.622323
0.025000,0.070000,0.000000,0.681511,0.935962,0.231060,0.621717
0.030000,0.070000,0.000000,0.687757,0.931707,0.223980,0.620883
0.035000,0.070000,0.000000,0.693660,0.927284,0.217021,0.619827
0.040000,0.070000,0.000000,0.699202,0.922711,0.210209,0.618556
0.045000,0.070000,0.000000,0.704364,0.917999,0.203562,0.617072
0.050000,0.070000,0.000000,0.709115,0.913174,0.197120,0.615381
0.055000,0.070000,0.000000,0.713433,0.908246,0.190904,0.613483
0.060000,0.070000,0.000000,0.717296,0.903227,0.184935,0.611376
0.065000,0.070000,0.000000,0.720668,0.898140,0.179250,0.609064
0.070000,0.070000,0.000000,0.723525,0.892995,0.173870,0.606541
-0.070000,-0.070000,0.020000,0.775782,0.856381,0.065489,0.710281
-0.065000,-0.070000,0.020000,0.783961,0.864839,0.061842,0.722107
-0.060000,-0.070000,0.020000,0.792183,0.872850,0.058371,0.733800
-0.055000,-0.070000,0.020000,0.800380,0.880424,0.055124,0.745245
-0.050000,-0.070000,0.020000,0.808452,0.887547,0.052152,0.756288
-0.045000,-0.070000,0.020000,0.816315,0.894231,0.049491,0.766813
-0.040000,-0.070000,0.020000,0.823880,0.900485,0.047167,0.776701
-0.035000,-0.070000,0.020000,0.831029,0.906305,0.045209,0.785809
-0.030000,-0.070000,0.020000,0.837672,0.911703,0.043628,0.794032
-0.025000,-0.070000,0.020000,0.843708,0.916688,0.042433,0.801263
-0.020000,-0.070000,0.020000,0.849048,0.921272,0.041625,0.807411
-0.015000,-0.070000,0.020000,0.853595,0.925459,0.041201,0.812383
-0.010000,-0.070000,0.020000,0.857278,0.929263,0.041152,0.816115
-0.005000,-0.070000,0.020000,0.860034,0.932700,0.041466,0.818556
0.000000,-0.070000,0.020000,0.861807,0.935776,0.042131,0.819663
0.005000,-0.070000,0.020000,0.862563,0.938509,0.043132,0.819419
0.010000,-0.070000,0.020000,0.862283,0.940913,0.044455,0.817817
0.015000,-0.070000,0.020000,0.860968,0.942999,0.046086,0.814870
0.020000,-0.070000,0.020000,0.858632,0.944785,0.048015,0.810605
0.025000,-0.070000,0.020000,0.855308,0.946286,0.050239,0.805057
0.030000,-0.070000,0.020000,0.851052,0.947515,0.052750,0.798290
0.035000,-0.070000,0.020000,0.845931,0.948490,0.055552,0.790367
0.040000,-0.070000,0.020000,0.840025,0.949224,0.058650,0.781363
0.045000,-0.070000,0.020000,0.833425,0.949733,0.062060,0.771352
0.050000,-0.070000,0.020000,0.826249,0.950031,0.065791,0.760446
0.055000,-0.070000,0.020000,0.818606,0.950133,0.069865,0.748729
0.060000,-0.070000,0.020000,0.810612,0.950053,0.074311,0.736288
0.065000,-0.070000,0.020000,0.802407,0.949804,0.079147,0.723247
0.070000,-0.070000,0.020000,0.794111,0.949400,0.084406,0.709693
-0.070000,-0.065000,0.020000,0.780885,0.867085,0.057058,0.723815
-0.065000,-0.065000,0.020000,0.789847,0.875452,0.054106,0.735730
-0.060000,-0.065000,0.020000,0.798845,0.883368,0.051349,0.747484
-0.055000,-0.065000,0.020000,0.807805,0.890840,0.048829,0.758964
-0.050000,-0.065000,0.020000,0.816622,0.897858,0.046590,0.770020
-0.045000,-0.065000,0.020000,0.825208,0.904432,0.044658,0.780538
-0.040000,-0.065000,0.020000,0.833471,0.910573,0.043056,0.790403
-0.035000,-0.065000,0.020000,0.841291,0.916275,0.041803,0.799476
-0.030000,-0.065000,0.020000,0.848574,0.921551,0.040905,0.807657
-0.025000,-0.065000,0.020000,0.855220,0.926411,0.040365,0.814843
-0.020000,-0.065000,0.020000,0.861139,0.930868,0.040179,0.820948
-0.015000,-0.065000,0.020000,0.866233,0.934923,0.040340,0.825881
-0.010000,-0.065000,0.020000,0.870431,0.938593,0.040836,0.829583
-0.005000,-0.065000,0.020000,0.873671,0.941893,0.041652,0.832007
0.000000,-0.065000,0.020000,0.875895,0.944830,0.042772,0.833111
0.005000,-0.065000,0.020000,0.877073,0.947420,0.044180,0.832881
0.010000,-0.065000,0.020000,0.877185,0.949680,0.045862,0.831311
0.015000,-0.065000,0.020000,0.876230,0.951619,0.047803,0.828416
0.020000,-0.065000,0.020000,0.874226,0.953256,0.049994,0.824220
0.025000,-0.065000,0.020000,0.871202,0.954606,0.052430,0.818760
0.030000,-0.065000,0.020000,0.867217,0.955682,0.055107,0.812098
0.035000,-0.065000,0.020000,0.862333,0.956501,0.058027,0.804294
0.040000,-0.065000,0.020000,0.856632,0.957079,0.061200,0.795420
0.045000,-0.065000,0.020000,0.850202,0.957429,0.064641,0.785549
0.050000,-0.065000,0.020000,0.843159,0.957567,0.068361,0.774786
0.055000,-0.065000,0.020000,0.835613,0.957507,0.072385,0.763216
0.060000,-0.065000,0.020000,0.827675,0.957263,0.076744,0.750919
0.065000,-0.065000,0.020000,0.819484,0.956849,0.081456,0.738016
0.070000,-0.065000,0.020000,0.811160,0.956278,0.086558,0.724590
-0.070000,-0.060000,0.020000,0.786771,0.877356,0.050747,0.736012
-0.065000,-0.060000,0.020000,0.796519,0.885615,0.048495,0.748013
-0.060000,-0.060000,0.020000,0.806287,0.893418,0.046449,0.759826
-0.055000,-0.060000,0.020000,0.815997,0.900773,0.044645,0.771340
-0.050000,-0.060000,0.020000,0.825537,0.907668,0.043117,0.782408
-0.045000,-0.060000,0.020000,0.834818,0.914116,0.041888,0.792918
-0.040000,-0.060000,0.020000,0.843745,0.920126,0.040972,0.802761
-0.035000,-0.060000,0.020000,0.852197,0.925694,0.040383,0.811802
-0.030000,-0.060000,0.020000,0.860077,0.930833,0.040121,0.819944
-0.025000,-0.060000,0.020000,0.867286,0.935552,0.040185,0.827089
-0.020000,-0.060000,0.020000,0.873734,0.939864,0.040567,0.833155
-0.015000,-0.060000,0.020000,0.879323,0.943773,0.041255,0.838056
-0.010000,-0.060000,0.020000,0.883983,0.947294,0.042234,0.841737
-0.005000,-0.060000,0.020000,0.887653,0.950442,0.043489,0.844153
0.000000,-0.060000,0.020000,0.890276,0.953224,0.044999,0.845266
0.005000,-0.060000,0.020000,0.891823,0.955658,0.046749,0.845062
0.010000,-0.060000,0.020000,0.892276,0.957759,0.048726,0.843538
0.015000,-0.060000,0.020000,0.891633,0.959538,0.050912,0.840709
0.020000,-0.060000,0.020000,0.889913,0.961013,0.053301,0.836600
0.025000,-0.060000,0.020000,0.887145,0.962198,0.055888,0.831245
0.030000,-0.060000,0.020000,0.883387,0.963109,0.058669,0.824706
0.035000,-0.060000,0.020000,0.878703,0.963760,0.061650,0.817041
0.040000,-0.060000,0.020000,0.873171,0.964168,0.064841,0.808319
0.045000,-0.060000,0.020000,0.866879,0.964348,0.068258,0.798609
0.050000,-0.060000,0.020000,0.859942,0.964314,0.071916,0.788014
0.055000,-0.060000,0.020000,0.852467,0.964081,0.075841,0.776614
0.060000,-0.060000,0.020000,0.844564,0.963663,0.080064,0.764487
0.065000,-0.060000,0.020000,0.836370,0.963073,0.084609,0.751749
0.070000,-0.060000,0.020000,0.828002,0.962326,0.089511,0.738479
-0.070000,-0.055000,0.020000,0.793510,0.887178,0.046653,0.746845
-0.065000,-0.055000,0.020000,0.804024,0.895311,0.045089,0.758923
-0.060000,-0.055000,0.020000,0.814531,0.902984,0.043733,0.770786
-0.055000,-0.055000,0.020000,0.824952,0.910204,0.042616,0.782324
-0.050000,-0.055000,0.020000,0.835170,0.916961,0.041765,0.793394
-0.045000,-0.055000,0.020000,0.845095,0.923266,0.041194,0.803888
-0.040000,-0.055000,0.020000,0.854630,0.929129,0.040917,0.813701
-0.035000,-0.055000,0.020000,0.863650,0.934547,0.040936,0.822702
-0.030000,-0.055000,0.020000,0.872063,0.939533,0.041252,0.830799
-0.025000,-0.055000,0.020000,0.879768,0.944096,0.041856,0.837899
-0.020000,-0.055000,0.020000,0.886676,0.948250,0.042739,0.843925
-0.015000,-0.055000,0.020000,0.892690,0.951997,0.043885,0.848793
-0.010000,-0.055000,0.020000,0.897741,0.955354,0.045276,0.852453
-0.005000,-0.055000,0.020000,0.901181,0.958335,0.046897,0.854862
0.000000,-0.055000,0.020000,0.901885,0.960949,0.048726,0.855987
0.005000,-0.055000,0.020000,0.904077,0.963213,0.050747,0.855816
0.010000,-0.055000,0.020000,0.907303,0.965142,0.052947,0.854344
0.015000,-0.055000,0.020000,0.906911,0.966747,0.055309,0.851590
0.020000,-0.055000,0.020000,0.905416,0.968046,0.057827,0.847577
0.025000,-0.055000,0.020000,0.902850,0.969055,0.060499,0.842339
0.030000,-0.055000,0.020000,0.899269,0.969787,0.063320,0.835937
0.035000,-0.055000,0.020000,0.894736,0.970259,0.066300,0.828424
0.040000,-0.055000,0.020000,0.889332,0.970486,0.069450,0.819870
0.045000,-0.055000,0.020000,0.883140,0.970485,0.072788,0.810340
0.050000,-0.055000,0.020000,0.876275,0.970268,0.076331,0.799933
0.055000,-0.055000,0.020000,0.868842,0.969852,0.080106,0.788724
0.060000,-0.055000,0.020000,0.860948,0.969250,0.084147,0.776789
0.065000,-0.055000,0.020000,0.852730,0.968476,0.088479,0.764239
0.070000,-0.055000,0.020000,0.844303,0.967543,0.093140,0.751150
-0.070000,-0.050000,0.020000,0.801115,0.896506,0.044840,0.756263
-0.065000,-0.050000,0.020000,0.812345,0.904498,0.043933,0.768400
-0.060000,-0.050000,0.020000,0.823535,0.912025,0.043230,0.780294
-0.055000,-0.050000,0.020000,0.834604,0.919095,0.042754,0.791838
-0.050000,-0.050000,0.020000,0.845430,0.925697,0.042525,0.802893
-0.045000,-0.050000,0.020000,0.855922,0.931843,0.042555,0.813354
-0.040000,-0.050000,0.020000,0.865984,0.937545,0.042851,0.823121
-0.035000,-0.050000,0.020000,0.875491,0.942798,0.043411,0.832068
-0.030000,-0.050000,0.020000,0.884350,0.947616,0.044231,0.840108
-0.025000,-0.050000,0.020000,0.892463,0.952009,0.045300,0.847151
-0.020000,-0.050000,0.020000,0.899743,0.955989,0.046606,0.853125
-0.015000,-0.050000,0.020000,0.899324,0.959561,0.048130,0.857952
-0.010000,-0.050000,0.020000,0.897417,0.962740,0.049854,0.861584
-0.005000,-0.050000,0.020000,0.896925,0.965542,0.051762,0.863982
0.000000,-0.050000,0.020000,0.897860,0.967975,0.053830,0.865116
0.005000,-0.050000,0.020000,0.900214,0.970055,0.056043,0.864974
0.010000,-0.050000,0.020000,0.903979,0.971799,0.058389,0.863556
0.015000,-0.050000,0.020000,0.909120,0.973219,0.060852,0.860879
0.020000,-0.050000,0.020000,0.915607,0.974331,0.063427,0.856966
0.025000,-0.050000,0.020000,0.917978,0.975151,0.066114,0.851851
0.030000,-0.050000,0.020000,0.914515,0.975695,0.068911,0.845593
0.035000,-0.050000,0.020000,0.910082,0.975977,0.071827,0.838243
0.040000,-0.050000,0.020000,0.904756,0.976014,0.074876,0.829868
0.045000,-0.050000,0.020000,0.898621,0.975821,0.078079,0.820531
0.050000,-0.050000,0.020000,0.891791,0.975413,0.081453,0.810326
0.055000,-0.050000,0.020000,0.884368,0.974805,0.085029,0.799326
0.060000,-0.050000,0.020000,0.876457,0.974010,0.088843,0.787603
0.065000,-0.050000,0.020000,0.868194,0.973044,0.092919,0.775262
0.070000,-0.050000,0.020000,0.859690,0.971919,0.097300,0.762378
-0.070000,-0.045000,0.020000,0.809577,0.905330,0.045317,0.764249
-0.065000,-0.045000,0.020000,0.821452,0.913165,0.045021,0.776419
-0.060000,-0.045000,0.020000,0.833245,0.920530,0.044915,0.788318
-0.055000,-0.045000,0.020000,0.844874,0.927434,0.045020,0.799843
-0.050000,-0.045000,0.020000,0.856217,0.933867,0.045348,0.810857
-0.045000,-0.045000,0.020000,0.867181,0.939840,0.045907,0.821262
-0.040000,-0.045000,0.020000,0.877671,0.945366,0.046700,0.830960
-0.035000,-0.045000,0.020000,0.887564,0.950439,0.047721,0.839831
-0.030000,-0.045000,0.020000,0.896767,0.955076,0.048963,0.847792
-0.025000,-0.045000,0.020000,0.904799,0.959284,0.050413,0.854760
-0.020000,-0.045000,0.020000,0.900537,0.963077,0.052056,0.860666
-0.015000,-0.045000,0.020000,0.897582,0.966460,0.053873,0.865436
-0.010000,-0.045000,0.020000,0.895962,0.969449,0.055844,0.869027
-0.005000,-0.045000,0.020000,0.895694,0.972059,0.057952,0.871404
0.000000,-0.045000,0.020000,0.896784,0.974298,0.060175,0.872537
0.005000,-0.045000,0.020000,0.899226,0.976184,0.062499,0.872419
0.010000,-0.045000,0.020000,0.903009,0.977732,0.064912,0.871049
0.015000,-0.045000,0.020000,0.908100,0.978955,0.067399,0.868445
0.020000,-0.045000,0.020000,0.914471,0.979870,0.069958,0.864632
0.025000,-0.045000,0.020000,0.922094,0.980492,0.072590,0.859642
0.030000,-0.045000,0.020000,0.928837,0.980836,0.075294,0.853531
0.035000,-0.045000,0.020000,0.924445,0.980920,0.078083,0.846350
0.040000,-0.045000,0.020000,0.919146,0.980757,0.080972,0.838163
0.045000,-0.045000,0.020000,0.913024,0.980365,0.083984,0.829028
0.050000,-0.045000,0.020000,0.906189,0.979757,0.087139,0.819039
0.055000,-0.045000,0.020000,0.898742,0.978949,0.090468,0.808263
0.060000,-0.045000,0.020000,0.890788,0.977955,0.094008,0.796768
0.065000,-0.045000,0.020000,0.882458,0.976789,0.097789,0.784657
0.070000,-0.045000,0.020000,0.873862,0.975465,0.101852,0.771998
-0.070000,-0.040000,0.020000,0.818849,0.913640,0.048054,0.770784
-0.065000,-0.040000,0.020000,0.831274,0.921302,0.048308,0.782954
-0.060000,-0.040000,0.020000,0.843570,0.928490,0.048733,0.794825
-0.055000,-0.040000,0.020000,0.855655,0.935213,0.049345,0.806298
-0.050000,-0.040000,0.020000,0.867404,0.941462,0.050152,0.817240
-0.045000,-0.040000,0.020000,0.878726,0.947248,0.051158,0.827557
-0.040000,-0.040000,0.020000,0.889530,0.952584,0.052363,0.837156
-0.035000,-0.040000,0.020000,0.899691,0.957465,0.053757,0.845923
-0.030000,-0.040000,0.020000,0.909122,0.961906,0.055331,0.853780
-0.025000,-0.040000,0.020000,0.905568,0.965917,0.057070,0.860648
-0.020000,-0.040000,0.020000,0.901642,0.969511,0.058960,0.866463
-0.015000,-0.040000,0.020000,0.898966,0.972693,0.060977,0.871157
-0.010000,-0.040000,0.020000,0.897561,0.975480,0.063104,0.874689
-0.005000,-0.040000,0.020000,0.897443,0.977886,0.065325,0.877028
0.000000,-0.040000,0.020000,0.898616,0.979920,0.067617,0.878147
0.005000,-0.040000,0.020000,0.901072,0.981600,0.069967,0.878041
0.010000,-0.040000,0.020000,0.904801,0.982942,0.072366,0.876711
0.015000,-0.040000,0.020000,0.909772,0.983958,0.074800,0.874174
0.020000,-0.040000,0.020000,0.915957,0.984665,0.077269,0.870457
0.025000,-0.040000,0.020000,0.923332,0.985080,0.079775,0.865589
0.030000,-0.040000,0.020000,0.931840,0.985217,0.082321,0.859626
0.035000,-0.040000,0.020000,0.937550,0.985092,0.084921,0.852618
0.040000,-0.040000,0.020000,0.932227,0.984722,0.087592,0.844623
0.045000,-0.040000,0.020000,0.926071,0.984122,0.090359,0.835700
0.050000,-0.040000,0.020000,0.919192,0.983308,0.093243,0.825937
0.055000,-0.040000,0.020000,0.911689,0.982294,0.096280,0.815398
0.060000,-0.040000,0.020000,0.903664,0.981093,0.099505,0.804147
0.065000,-0.040000,0.020000,0.895247,0.979722,0.102951,0.792284
0.070000,-0.040000,0.020000,0.886545,0.978194,0.106660,0.779873
-0.070000,-0.035000,0.020000,0.828817,0.921403,0.052972,0.775833
-0.065000,-0.035000,0.020000,0.841677,0.928879,0.053701,0.787964
-0.060000,-0.035000,0.020000,0.854357,0.935876,0.054577,0.799768
-0.055000,-0.035000,0.020000,0.866773,0.942405,0.055612,0.811150
-0.050000,-0.035000,0.020000,0.878803,0.948457,0.056809,0.821982
-0.045000,-0.035000,0.020000,0.890357,0.954043,0.058170,0.832175
-0.040000,-0.035000,0.020000,0.901346,0.959175,0.059692,0.841641
-0.035000,-0.035000,0.020000,0.911648,0.963851,0.061364,0.850272
-0.030000,-0.035000,0.020000,0.914326,0.968085,0.063174,0.857994
-0.025000,-0.035000,0.020000,0.909518,0.971887,0.065106,0.864734
-0.020000,-0.035000,0.020000,0.905859,0.975271,0.067146,0.870433
-0.015000,-0.035000,0.020000,0.903389,0.978242,0.069270,0.875026
-0.010000,-0.035000,0.020000,0.902129,0.980815,0.071461,0.878478
-0.005000,-0.035000,0.020000,0.902090,0.983007,0.073704,0.880760
0.000000,-0.035000,0.020000,0.903274,0.984827,0.075978,0.881849
0.005000,-0.035000,0.020000,0.905675,0.986293,0.078270,0.881741
0.010000,-0.035000,0.020000,0.909281,0.987419,0.080574,0.880439
0.015000,-0.035000,0.020000,0.914064,0.988220,0.082879,0.877961
0.020000,-0.035000,0.020000,0.919998,0.988711,0.085185,0.874332
0.025000,-0.035000,0.020000,0.927060,0.988911,0.087497,0.869583
0.030000,-0.035000,0.020000,0.935200,0.988832,0.089821,0.863767
0.035000,-0.035000,0.020000,0.944387,0.988494,0.092172,0.856931
0.040000,-0.035000,0.020000,0.943716,0.987910,0.094570,0.849134
0.045000,-0.035000,0.020000,0.937482,0.987096,0.097042,0.840428
0.050000,-0.035000,0.020000,0.930522,0.986069,0.099610,0.830900
0.055000,-0.035000,0.020000,0.922932,0.984843,0.102311,0.820609
0.060000,-0.035000,0.020000,0.914813,0.983433,0.105183,0.809618
0.065000,-0.035000,0.020000,0.906291,0.981853,0.108260,0.798020
0.070000,-0.035000,0.020000,0.897472,0.980117,0.111584,0.785876
-0.070000,-0.030000,0.020000,0.839356,0.928617,0.059960,0.779385
-0.065000,-0.030000,0.020000,0.852523,0.935892,0.061080,0.791431
-0.060000,-0.030000,0.020000,0.865453,0.942686,0.062318,0.803124
-0.055000,-0.030000,0.020000,0.878066,0.949008,0.063683,0.814372
-0.050000,-0.030000,0.020000,0.890240,0.954850,0.065175,0.825053
-0.045000,-0.030000,0.020000,0.901889,0.960224,0.066794,0.835082
-0.040000,-0.030000,0.020000,0.912926,0.965142,0.068536,0.844378
-0.035000,-0.030000,0.020000,0.923235,0.969601,0.070385,0.852837
-0.030000,-0.030000,0.020000,0.921086,0.973617,0.072332,0.860391
-0.025000,-0.030000,0.020000,0.916533,0.977199,0.074359,0.866973
-0.020000,-0.030000,0.020000,0.913071,0.980362,0.076452,0.872527
-0.015000,-0.030000,0.020000,0.910740,0.983111,0.078588,0.876994
-0.010000,-0.030000,0.020000,0.909554,0.985462,0.080751,0.880342
-0.005000,-0.030000,0.020000,0.909526,0.987431,0.082927,0.882547
0.000000,-0.030000,0.020000,0.910654,0.989028,0.085096,0.883587
0.005000,-0.030000,0.020000,0.912933,0.990270,0.087249,0.883462
0.010000,-0.030000,0.020000,0.916351,0.991173,0.089381,0.882175
0.015000,-0.030000,0.020000,0.920882,0.991751,0.091482,0.879745
0.020000,-0.030000,0.020000,0.926503,0.992021,0.093555,0.876198
0.025000,-0.030000,0.020000,0.933193,0.991998,0.095610,0.871562
0.030000,-0.030000,0.020000,0.940906,0.991698,0.097651,0.865891
0.035000,-0.030000,0.020000,0.949615,0.991139,0.099698,0.859229
0.040000,-0.030000,0.020000,0.953415,0.990336,0.101772,0.851631
0.045000,-0.030000,0.020000,0.947062,0.989304,0.103900,0.843150
0.050000,-0.030000,0.020000,0.939987,0.988060,0.106110,0.833865
0.055000,-0.030000,0.020000,0.932283,0.986619,0.108436,0.823835
0.060000,-0.030000,0.020000,0.924049,0.984994,0.110920,0.813117
0.065000,-0.030000,0.020000,0.915409,0.983202,0.113596,0.801801
0.070000,-0.030000,0.020000,0.906464,0.981256,0.116508,0.789944
-0.070000,-0.025000,0.020000,0.850307,0.935273,0.068872,0.781423
-0.065000,-0.025000,0.020000,0.863639,0.942335,0.070291,0.793336
-0.060000,-0.025000,0.020000,0.876678,0.948913,0.071795,0.804871
-0.055000,-0.025000,0.020000,0.889344,0.955016,0.073393,0.815940
-0.050000,-0.025000,0.020000,0.901519,0.960637,0.075081,0.826426
-0.045000,-0.025000,0.020000,0.913120,0.965788,0.076857,0.836251
-0.040000,-0.025000,0.020000,0.924066,0.970480,0.078716,0.845337
-0.035000,-0.025000,0.020000,0.934243,0.974713,0.080644,0.853588
-0.030000,-0.025000,0.020000,0.930833,0.978500,0.082628,0.860940
-0.025000,-0.025000,0.020000,0.926467,0.981854,0.084652,0.867331
-0.020000,-0.025000,0.020000,0.923137,0.984786,0.086702,0.872711
-0.015000,-0.025000,0.020000,0.920876,0.987304,0.088757,0.877026
-0.010000,-0.025000,0.020000,0.919700,0.989425,0.090802,0.880248
-0.005000,-0.025000,0.020000,0.919615,0.991163,0.092824,0.882354
0.000000,-0.025000,0.020000,0.920624,0.992530,0.094806,0.883328
0.005000,-0.025000,0.020000,0.922717,0.993541,0.096742,0.883170
0.010000,-0.025000,0.020000,0.925886,0.994214,0.098627,0.881886
0.015000,-0.025000,0.020000,0.930106,0.994563,0.100455,0.879494
0.020000,-0.025000,0.020000,0.935356,0.994604,0.102232,0.876021
0.025000,-0.025000,0.020000,0.941618,0.994354,0.103967,0.871495
0.030000,-0.025000,0.020000,0.948850,0.993829,0.105670,0.865966
0.035000,-0.025000,0.020000,0.957029,0.993045,0.107362,0.859478
0.040000,-0.025000,0.020000,0.961161,0.992018,0.109065,0.852084
0.045000,-0.025000,0.020000,0.954653,0.990764,0.110808,0.843833
0.050000,-0.025000,0.020000,0.947433,0.989301,0.112620,0.834801
0.055000,-0.025000,0.020000,0.939594,0.987642,0.114539,0.825043
0.060000,-0.025000,0.020000,0.931228,0.985800,0.116604,0.814613
0.065000,-0.025000,0.020000,0.922460,0.983795,0.118852,0.803595
0.070000,-0.025000,0.020000,0.913385,0.981636,0.121328,0.792045
-0.070000,-0.020000,0.020000,0.861497,0.941369,0.079547,0.781938
-0.065000,-0.020000,0.020000,0.874847,0.948207,0.081167,0.793669
-0.060000,-0.020000,0.020000,0.887847,0.954558,0.082839,0.804997
-0.055000,-0.020000,0.020000,0.900420,0.960431,0.084568,0.815840
-0.050000,-0.020000,0.020000,0.912450,0.965820,0.086350,0.826088
-0.045000,-0.020000,0.020000,0.923861,0.970737,0.088183,0.835666
-0.040000,-0.020000,0.020000,0.934574,0.975194,0.090059,0.844503
-0.035000,-0.020000,0.020000,0.944485,0.979191,0.091965,0.852509
-0.030000,-0.020000,0.020000,0.943409,0.982741,0.093888,0.859625
-0.025000,-0.020000,0.020000,0.939165,0.985857,0.095814,0.865795
-0.020000,-0.020000,0.020000,0.935901,0.988551,0.097729,0.870973
-0.015000,-0.020000,0.020000,0.933648,0.990832,0.099613,0.875111
-0.010000,-0.020000,0.020000,0.932416,0.992714,0.101454,0.878184
-0.005000,-0.020000,0.020000,0.932214,0.994215,0.103241,0.880173
0.000000,-0.020000,0.020000,0.933041,0.995344,0.104959,0.881064
0.005000,-0.020000,0.020000,0.934890,0.996119,0.106604,0.880859
0.010000,-0.020000,0.020000,0.937752,0.996557,0.108173,0.879566
0.015000,-0.020000,0.020000,0.941605,0.996671,0.109664,0.877204
0.020000,-0.020000,0.020000,0.946431,0.996479,0.111084,0.873799
0.025000,-0.020000,0.020000,0.952213,0.995997,0.112446,0.869379
0.030000,-0.020000,0.020000,0.958914,0.995242,0.113761,0.863992
0.035000,-0.020000,0.020000,0.966516,0.994230,0.115051,0.857681
0.040000,-0.020000,0.020000,0.966848,0.992977,0.116341,0.850495
0.045000,-0.020000,0.020000,0.960155,0.991499,0.117662,0.842481
0.050000,-0.020000,0.020000,0.952767,0.989813,0.119044,0.833711
0.055000,-0.020000,0.020000,0.944774,0.987935,0.120525,0.824238
0.060000,-0.020000,0.020000,0.936267,0.985876,0.122145,0.814111
0.065000,-0.020000,0.020000,0.927365,0.983655,0.123943,0.803410
0.070000,-0.020000,0.020000,0.918163,0.981285,0.125963,0.792188
-0.070000,-0.015000,0.020000,0.872707,0.946892,0.091767,0.780928
-0.065000,-0.015000,0.020000,0.885928,0.953495,0.093489,0.792426
-0.060000,-0.015000,0.020000,0.898740,0.959609,0.095228,0.803500
-0.055000,-0.015000,0.020000,0.911073,0.965243,0.096988,0.814073
-0.050000,-0.015000,0.020000,0.922816,0.970391,0.098765,0.824039
-0.045000,-0.015000,0.020000,0.933897,0.975066,0.100554,0.833331
-0.040000,-0.015000,0.020000,0.944244,0.979279,0.102349,0.841883
-0.035000,-0.015000,0.020000,0.953758,0.983032,0.104137,0.849609
-0.030000,-0.015000,0.020000,0.958593,0.986338,0.105906,0.856459
-0.025000,-0.015000,0.020000,0.954410,0.989209,0.107643,0.862379
-0.020000,-0.015000,0.020000,0.951150,0.991659,0.109336,0.867331
-0.015000,-0.015000,0.020000,0.948843,0.993695,0.110966,0.871269
-0.010000,-0.015000,0.020000,0.947496,0.995334,0.112524,0.874174
-0.005000,-0.015000,0.020000,0.947118,0.996591,0.114000,0.876028
0.000000,-0.015000,0.020000,0.947707,0.997479,0.115384,0.876822
0.005000,-0.015000,0.020000,0.949257,0.998014,0.116671,0.876560
0.010000,-0.015000,0.020000,0.951760,0.998212,0.117863,0.875249
0.015000,-0.015000,0.020000,0.955196,0.998088,0.118961,0.872911
0.020000,-0.015000,0.020000,0.959548,0.997661,0.119973,0.869570
0.025000,-0.015000,0.020000,0.964804,0.996944,0.120913,0.865255
0.030000,-0.015000,0.020000,0.970932,0.995957,0.121797,0.860011
0.035000,-0.015000,0.020000,0.976539,0.994716,0.122647,0.853879
0.040000,-0.015000,0.020000,0.970410,0.993236,0.123490,0.846908
0.045000,-0.015000,0.020000,0.963509,0.991532,0.124358,0.839139
0.050000,-0.015000,0.020000,0.955937,0.989624,0.125282,0.830643
0.055000,-0.015000,0.020000,0.947780,0.987526,0.126302,0.821467
0.060000,-0.015000,0.020000,0.939127,0.985250,0.127457,0.811658
0.065000,-0.015000,0.020000,0.930092,0.982816,0.128788,0.801292
0.070000,-0.015000,0.020000,0.920767,0.980235,0.130339,0.790417
-0.070000,-0.010000,0.020000,0.883749,0.951846,0.105335,0.778402
-0.065000,-0.010000,0.020000,0.896692,0.958205,0.107060,0.789620
-0.060000,-0.010000,0.020000,0.909174,0.964073,0.108768,0.800394
-0.055000,-0.010000,0.020000,0.921126,0.969459,0.110461,0.810653
-0.050000,-0.010000,0.020000,0.932445,0.974359,0.112134,0.820299
-0.045000,-0.010000,0.020000,0.943064,0.978783,0.113785,0.829268
-0.040000,-0.010000,0.020000,0.952918,0.982746,0.115406,0.837500
-0.035000,-0.010000,0.020000,0.961914,0.986248,0.116986,0.844917
-0.030000,-0.010000,0.020000,0.969998,0.989304,0.118514,0.851472
-0.025000,-0.010000,0.020000,0.972004,0.991925,0.119978,0.857120
-0.020000,-0.010000,0.020000,0.968690,0.994124,0.121368,0.861823
-0.015000,-0.010000,0.020000,0.966270,0.995911,0.122668,0.865544
-0.010000,-0.010000,0.020000,0.964753,0.997302,0.123871,0.868264
-0.005000,-0.010000,0.020000,0.964144,0.998313,0.124969,0.869971
0.000000,-0.010000,0.020000,0.964442,0.998955,0.125955,0.870658
0.005000,-0.010000,0.020000,0.965643,0.999246,0.126827,0.870330
0.010000,-0.010000,0.020000,0.967738,0.999201,0.127588,0.868996
0.015000,-0.010000,0.020000,0.970710,0.998838,0.128243,0.866678
0.020000,-0.010000,0.020000,0.974546,0.998173,0.128801,0.863401
0.025000,-0.010000,0.020000,0.979234,0.997221,0.129280,0.859191
0.030000,-0.010000,0.020000,0.983802,0.996001,0.129696,0.854094
0.035000,-0.010000,0.020000,0.978234,0.994529,0.130073,0.848148
0.040000,-0.010000,0.020000,0.971852,0.992821,0.130441,0.841399
