scan_kind,sequence_name,sequence_label,numMS,scan_name,x_axis,y_axis,x_index,y_index,rabi_ratio,phase_pi,sideband_2pi_khz,fcl_2pi_khz,gg,ee,eg,ge,odd,balance,nominal_gg,nominal_ee,score
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,15,3,1,-0.033333333333333333,0,-1.7333333333333334,0.75147795285878716,0.060085340106951345,0.094218353517130746,0.094218353517130746,0.18843670703426149,0.69139261275183583,9.2727763303247752e-05,0.99989549141336287,0.060085340106951345
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,16,3,1,0,0,-1.7333333333333334,0.7573569861360353,0.046666912194384867,0.097988050834789925,0.097988050834789925,0.19597610166957985,0.7106900739416504,9.2727763303247752e-05,0.99989549141336287,0.046666912194384867
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,17,3,1,0.033333333333333333,0,-1.7333333333333334,0.75758759354926841,0.040079646525974795,0.10116637996237841,0.10116637996237841,0.20233275992475683,0.71750794702329357,9.2727763303247752e-05,0.99989549141336287,0.040079646525974795
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,18,3,1,0.066666666666666666,0,-1.7333333333333334,0.75276687424559408,0.040504648672744774,0.1033642385408306,0.1033642385408306,0.2067284770816612,0.71226222557284935,9.2727763303247752e-05,0.99989549141336287,0.040504648672744774
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,19,3,1,0.10000000000000001,0,-1.7333333333333334,0.74360308971602618,0.047888589067163458,0.10425416060840519,0.10425416060840519,0.20850832121681037,0.69571450064886275,9.2727763303247752e-05,0.99989549141336287,0.047888589067163458
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,20,3,1,0.13333333333333333,0,-1.7333333333333334,0.73087369725637674,0.061945010396509834,0.10359064617355664,0.10359064617355664,0.20718129234711327,0.66892868685986695,9.2727763303247752e-05,0.99989549141336287,0.061945010396509834
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,21,3,1,0.16666666666666666,0,-1.7333333333333334,0.71538315305631295,0.082162332048253545,0.1012272574477168,0.1012272574477168,0.20245451489543359,0.63322082100805943,9.2727763303247752e-05,0.99989549141336287,0.082162332048253545
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,22,3,1,0.20000000000000001,0,-1.7333333333333334,0.69792285025158574,0.10781864471016417,0.097129252519125062,0.097129252519125062,0.19425850503825012,0.59010420554142162,9.2727763303247752e-05,0.99989549141336287,0.10781864471016417
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,23,3,1,0.23333333333333334,0,-1.7333333333333334,0.67923519439497448,0.13800345489479604,0.091380675355114696,0.091380675355114696,0.18276135071022939,0.54123173950017844,9.2727763303247752e-05,0.99989549141336287,0.13800345489479604
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,24,3,1,0.26666666666666666,0,-1.7333333333333334,0.65998334465057396,0.17164648817789538,0.084185083585765319,0.084185083585765319,0.16837016717153064,0.48833685647267855,9.2727763303247752e-05,0.99989549141336287,0.17164648817789538
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,25,3,1,0.29999999999999999,0,-1.7333333333333334,0.6407276257239426,0.20755347414571004,0.075859450065173625,0.075859450065173625,0.15171890013034725,0.43317415157823258,9.2727763303247752e-05,0.99989549141336287,0.20755347414571004
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,26,3,1,0.33333333333333331,0,-1.7333333333333334,0.62190907443700183,0.24444848624033561,0.06682121966133131,0.06682121966133131,0.13364243932266262,0.37746058819666622,9.2727763303247752e-05,0.99989549141336287,0.24444848624033561
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,27,3,1,0.36666666666666664,0,-1.7333333333333334,0.60384012671854892,0.28102191611357352,0.057568978583938786,0.057568978583938786,0.11513795716787757,0.3228182106049754,9.2727763303247752e-05,0.99989549141336287,0.28102191611357352
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,28,3,1,0.40000000000000002,0,-1.7333333333333334,0.58670204259309933,0.31598261061938948,0.048657673393755645,0.048657673393755645,0.097315346787511289,0.27071943197370985,9.2727763303247752e-05,0.99989549141336287,0.31598261061938948
