axis,u_scan,u1,u2,u3,Q_jac_det,Q_det,Q_shot_mean,Q_shot_std,Q_db_mean,Q_db_std,bias_empirical,bias_theory,bias_residual,db_error,gg,ee
u2,0.013015,-0.001897,0.013015,0.082414,0.958237,0.998496,0.957792,0.006914,0.957793,0.006915,0.000445,0.000000,0.000445,0.000444,0.163542,0.830924
u2,0.013719,-0.001897,0.013719,0.082414,0.954849,0.998311,0.955185,0.006857,0.955185,0.006857,-0.000336,0.000000,-0.000336,-0.000336,0.164934,0.828929
u2,0.014422,-0.001897,0.014422,0.082414,0.951418,0.998114,0.949968,0.008029,0.949968,0.008029,0.001450,0.000000,0.001450,0.001450,0.166332,0.826896
u2,0.015126,-0.001897,0.015126,0.082414,0.947994,0.997909,0.946375,0.007401,0.946375,0.007401,0.001619,0.000000,0.001619,0.001619,0.167713,0.824853
u2,0.015829,-0.001897,0.015829,0.082414,0.944528,0.997691,0.944486,0.006675,0.944486,0.006675,0.000042,0.000000,0.000042,0.000042,0.169099,0.822773
u2,0.016533,-0.001897,0.016533,0.082414,0.941070,0.997465,0.941673,0.007038,0.941673,0.007038,-0.000604,0.000000,-0.000604,-0.000604,0.170470,0.820685
u2,0.017236,-0.001897,0.017236,0.082414,0.937570,0.997228,0.937574,0.006926,0.937574,0.006926,-0.000004,0.000000,-0.000004,-0.000004,0.171845,0.818561
u2,0.017940,-0.001897,0.017940,0.082414,0.934080,0.996982,0.934187,0.007421,0.934187,0.007421,-0.000107,0.000000,-0.000107,-0.000107,0.173204,0.816430
u2,0.018643,-0.001897,0.018643,0.082414,0.930575,0.996726,0.931171,0.008028,0.931171,0.008028,-0.000596,0.000000,-0.000596,-0.000596,0.174558,0.814278
u2,0.019347,-0.001897,0.019347,0.082414,0.927031,0.996458,0.926736,0.008424,0.926736,0.008424,0.000295,0.000000,0.000295,0.000295,0.175915,0.812091
u2,0.020050,-0.001897,0.020050,0.082414,0.923498,0.996182,0.924521,0.008248,0.924521,0.008248,-0.001024,-0.000000,-0.001024,-0.001024,0.177256,0.809900
u2,0.020754,-0.001897,0.020754,0.082414,0.919926,0.995895,0.918057,0.008154,0.918057,0.008154,0.001869,0.000000,0.001869,0.001869,0.178601,0.807673
u2,0.021457,-0.001897,0.021457,0.082414,0.916367,0.995600,0.916455,0.007233,0.916455,0.007233,-0.000088,0.000000,-0.000088,-0.000088,0.179931,0.805443
u2,0.022161,-0.001897,0.022161,0.082414,0.912771,0.995294,0.912902,0.007091,0.912902,0.007091,-0.000132,0.000000,-0.000132,-0.000132,0.181263,0.803180
u2,0.022864,-0.001897,0.022864,0.082414,0.909188,0.994980,0.910431,0.007515,0.910431,0.007515,-0.001243,0.000000,-0.001243,-0.001243,0.182580,0.800914
u2,0.023568,-0.001897,0.023568,0.082414,0.905569,0.994655,0.906191,0.007064,0.906191,0.007064,-0.000622,0.000000,-0.000622,-0.000622,0.183901,0.798615
u2,0.024271,-0.001897,0.024271,0.082414,0.901965,0.994322,0.901138,0.007637,0.901138,0.007637,0.000827,0.000000,0.000827,0.000827,0.185205,0.796316
u2,0.024975,-0.001897,0.024975,0.082414,0.898352,0.993981,0.898667,0.006972,0.898667,0.006972,-0.000316,0.000000,-0.000316,-0.000316,0.186504,0.794001
u2,0.025678,-0.001897,0.025678,0.082414,0.894703,0.993628,0.893762,0.007300,0.893762,0.007300,0.000941,0.000000,0.000941,0.000941,0.187805,0.791654
u2,0.026382,-0.001897,0.026382,0.082414,0.891071,0.993269,0.890859,0.007404,0.890859,0.007404,0.000212,0.000000,0.000212,0.000212,0.189091,0.789308
u2,0.027085,-0.001897,0.027085,0.082414,0.887406,0.992898,0.888405,0.008544,0.888405,0.008544,-0.000999,0.000000,-0.000999,-0.000999,0.190379,0.786931
u2,0.027789,-0.001897,0.027789,0.082414,0.883759,0.992521,0.885068,0.008881,0.885068,0.008881,-0.001310,0.000000,-0.001310,-0.001310,0.191652,0.784556
u2,0.028492,-0.001897,0.028492,0.082414,0.880078,0.992133,0.881036,0.008391,0.881036,0.008391,-0.000958,0.000000,-0.000958,-0.000958,0.192928,0.782151
u2,0.029196,-0.001897,0.029196,0.082414,0.876417,0.991739,0.876510,0.007489,0.876510,0.007489,-0.000093,0.000000,-0.000093,-0.000093,0.194188,0.779751
u2,0.029899,-0.001897,0.029899,0.082414,0.872724,0.991333,0.871424,0.008256,0.871424,0.008256,0.001300,0.000000,0.001300,0.001300,0.195451,0.777320
u2,0.030603,-0.001897,0.030603,0.082414,0.869052,0.990922,0.869092,0.008728,0.869092,0.008728,-0.000041,0.000000,-0.000041,-0.000041,0.196698,0.774895
u2,0.031307,-0.001897,0.031307,0.082414,0.865348,0.990499,0.864937,0.008290,0.864937,0.008290,0.000411,0.000000,0.000411,0.000411,0.197948,0.772441
u2,0.032010,-0.001897,0.032010,0.082414,0.861666,0.990072,0.861626,0.007570,0.861626,0.007570,0.000040,0.000000,0.000040,0.000040,0.199182,0.769994
u2,0.032714,-0.001897,0.032714,0.082414,0.857980,0.989636,0.857468,0.007620,0.857468,0.007620,0.000512,0.000000,0.000512,0.000512,0.200410,0.767536
u2,0.033417,-0.001897,0.033417,0.082414,0.854264,0.989189,0.852716,0.007515,0.852716,0.007515,0.001548,0.000000,0.001548,0.001548,0.201641,0.765051
u2,0.034121,-0.001897,0.034121,0.082414,0.850572,0.988738,0.850231,0.006751,0.850231,0.006751,0.000341,0.000000,0.000341,0.000341,0.202856,0.762574
u2,0.034824,-0.001897,0.034824,0.082414,0.846851,0.988275,0.847668,0.008101,0.847668,0.008101,-0.000817,0.000000,-0.000817,-0.000817,0.204073,0.760070
u2,0.035528,-0.001897,0.035528,0.082414,0.843154,0.987808,0.842529,0.008327,0.842529,0.008327,0.000625,0.000000,0.000625,0.000625,0.205276,0.757576
u2,0.036231,-0.001897,0.036231,0.082414,0.839429,0.987329,0.838757,0.008652,0.838757,0.008652,0.000672,0.000000,0.000672,0.000672,0.206481,0.755056
u2,0.036935,-0.001897,0.036935,0.082414,0.835730,0.986847,0.836283,0.007621,0.836283,0.007621,-0.000553,0.000000,-0.000553,-0.000553,0.207670,0.752546
u2,0.037638,-0.001897,0.037638,0.082414,0.832004,0.986353,0.833153,0.007609,0.833153,0.007609,-0.001150,0.000000,-0.001150,-0.001150,0.208862,0.750012
u2,0.038342,-0.001897,0.038342,0.082414,0.828304,0.985856,0.828299,0.007945,0.828299,0.007945,0.000004,0.000000,0.000004,0.000004,0.210039,0.747489
u2,0.039045,-0.001897,0.039045,0.082414,0.824578,0.985348,0.823414,0.008005,0.823414,0.008005,0.001163,0.000000,0.001163,0.001163,0.211218,0.744942
u2,0.039749,-0.001897,0.039749,0.082414,0.820879,0.984836,0.819092,0.008823,0.819092,0.008823,0.001786,0.000000,0.001786,0.001786,0.212383,0.742407
u2,0.040452,-0.001897,0.040452,0.082414,0.817181,0.984317,0.817272,0.007833,0.817272,0.007833,-0.000091,0.000000,-0.000091,-0.000091,0.213541,0.739868
u2,0.041156,-0.001897,0.041156,0.082414,0.813459,0.983787,0.813639,0.007675,0.813639,0.007675,-0.000180,0.000000,-0.000180,-0.000180,0.214701,0.737306
u2,0.041859,-0.001897,0.041859,0.082414,0.809765,0.983254,0.809096,0.008404,0.809096,0.008404,0.000669,0.000000,0.000669,0.000669,0.215847,0.734758
u2,0.042563,-0.001897,0.042563,0.082414,0.806048,0.982710,0.805315,0.007912,0.805315,0.007912,0.000732,0.000000,0.000732,0.000732,0.216995,0.732188
u2,0.043266,-0.001897,0.043266,0.082414,0.802359,0.982164,0.803340,0.008412,0.803340,0.008412,-0.000981,0.000000,-0.000981,-0.000981,0.218128,0.729633
u2,0.043970,-0.001897,0.043970,0.082414,0.798648,0.981607,0.798363,0.008350,0.798363,0.008350,0.000285,0.000000,0.000285,0.000285,0.219264,0.727058
u2,0.044673,-0.001897,0.044673,0.082414,0.794967,0.981047,0.794754,0.008198,0.794754,0.008198,0.000213,0.000000,0.000213,0.000213,0.220385,0.724498
u2,0.045377,-0.001897,0.045377,0.082414,0.791264,0.980477,0.791967,0.008466,0.791967,0.008466,-0.000703,0.000000,-0.000703,-0.000703,0.221508,0.721918
u2,0.046080,-0.001897,0.046080,0.082414,0.787592,0.979905,0.787317,0.008235,0.787317,0.008235,0.000275,0.000000,0.000275,0.000275,0.222617,0.719355
u2,0.046784,-0.001897,0.046784,0.082414,0.783925,0.979326,0.783597,0.008360,0.783597,0.008360,0.000328,0.000000,0.000328,0.000328,0.223720,0.716791
u2,0.047487,-0.001897,0.047487,0.082414,0.780237,0.978737,0.780265,0.007459,0.780265,0.007459,-0.000028,0.000000,-0.000028,-0.000028,0.224825,0.714208
u2,0.048191,-0.001897,0.048191,0.082414,0.776581,0.978145,0.776224,0.007934,0.776224,0.007934,0.000357,0.000000,0.000357,0.000357,0.225917,0.711644
u2,0.048894,-0.001897,0.048894,0.082414,0.772906,0.977544,0.772961,0.008036,0.772961,0.008036,-0.000056,0.000000,-0.000056,-0.000056,0.227010,0.709061
u2,0.049598,-0.001897,0.049598,0.082414,0.769263,0.976941,0.768930,0.007937,0.768930,0.007937,0.000332,0.000000,0.000332,0.000332,0.228089,0.706497
u2,0.050302,-0.001897,0.050302,0.082414,0.765600,0.976328,0.765079,0.008310,0.765079,0.008310,0.000521,0.000000,0.000521,0.000521,0.229170,0.703917
u2,0.051005,-0.001897,0.051005,0.082414,0.761971,0.975713,0.762133,0.007800,0.762133,0.007800,-0.000162,0.000000,-0.000162,-0.000162,0.230238,0.701355
u2,0.051709,-0.001897,0.051709,0.082414,0.758324,0.975089,0.759079,0.007851,0.759079,0.007851,-0.000755,0.000000,-0.000755,-0.000755,0.231308,0.698778
u2,0.052412,-0.001897,0.052412,0.082414,0.754711,0.974463,0.754507,0.008245,0.754507,0.008245,0.000204,0.000000,0.000204,0.000204,0.232364,0.696221
u2,0.053116,-0.001897,0.053116,0.082414,0.751080,0.973827,0.750942,0.008960,0.750942,0.008960,0.000138,0.000000,0.000138,0.000138,0.233422,0.693648
u2,0.053819,-0.001897,0.053819,0.082414,0.747484,0.973191,0.745366,0.008328,0.745366,0.008328,0.002118,0.000000,0.002118,0.002118,0.234467,0.691097
u2,0.054523,-0.001897,0.054523,0.082414,0.743897,0.972549,0.743206,0.009025,0.743206,0.009025,0.000690,0.000000,0.000690,0.000690,0.235506,0.688549
u2,0.055226,-0.001897,0.055226,0.082414,0.740293,0.971897,0.740415,0.007917,0.740415,0.007917,-0.000122,0.000000,-0.000122,-0.000122,0.236547,0.685986
u2,0.055930,-0.001897,0.055930,0.082414,0.736725,0.971245,0.737140,0.008161,0.737140,0.008161,-0.000416,0.000000,-0.000416,-0.000416,0.237576,0.683446
u2,0.056633,-0.001897,0.056633,0.082414,0.733141,0.970583,0.732746,0.007834,0.732746,0.007834,0.000394,0.000000,0.000394,0.000394,0.238605,0.680892
u2,0.057337,-0.001897,0.057337,0.082414,0.729592,0.969921,0.730817,0.008826,0.730817,0.008826,-0.001225,0.000000,-0.001225,-0.001225,0.239623,0.678361
u2,0.058040,-0.001897,0.058040,0.082414,0.726030,0.969249,0.725320,0.008347,0.725320,0.008347,0.000709,0.000000,0.000709,0.000709,0.240641,0.675817
u2,0.058744,-0.001897,0.058744,0.082414,0.722503,0.968577,0.722961,0.009549,0.722961,0.009549,-0.000459,0.000000,-0.000459,-0.000459,0.241648,0.673296
u2,0.059447,-0.001897,0.059447,0.082414,0.718962,0.967896,0.719608,0.009203,0.719608,0.009203,-0.000646,0.000000,-0.000646,-0.000646,0.242655,0.670763
u2,0.060151,-0.001897,0.060151,0.082414,0.715458,0.967215,0.715065,0.007258,0.715065,0.007258,0.000392,0.000000,0.000392,0.000392,0.243651,0.668254
u2,0.060854,-0.001897,0.060854,0.082414,0.711965,0.966530,0.712490,0.009184,0.712490,0.009184,-0.000525,0.000000,-0.000525,-0.000525,0.244641,0.665752
u2,0.061558,-0.001897,0.061558,0.082414,0.708459,0.965835,0.709015,0.009610,0.709015,0.009610,-0.000556,0.000000,-0.000556,-0.000556,0.245633,0.663238
u2,0.062261,-0.001897,0.062261,0.082414,0.704991,0.965140,0.705616,0.008355,0.705616,0.008355,-0.000625,0.000000,-0.000625,-0.000625,0.246613,0.660749
u2,0.062965,-0.001897,0.062965,0.082414,0.701510,0.964437,0.702087,0.008227,0.702087,0.008227,-0.000577,0.000000,-0.000577,-0.000577,0.247594,0.658250
u2,0.063668,-0.001897,0.063668,0.082414,0.698067,0.963734,0.698837,0.008501,0.698837,0.008501,-0.000770,0.000000,-0.000770,-0.000770,0.248563,0.655776
u2,0.064372,-0.001897,0.064372,0.082414,0.694612,0.963023,0.695933,0.008758,0.695933,0.008758,-0.001321,0.000000,-0.001321,-0.001321,0.249534,0.653292
u2,0.065075,-0.001897,0.065075,0.082414,0.691195,0.962312,0.691898,0.007968,0.691898,0.007968,-0.000703,0.000000,-0.000703,-0.000703,0.250493,0.650833
u2,0.065779,-0.001897,0.065779,0.082414,0.687767,0.961592,0.688136,0.009138,0.688136,0.009138,-0.000369,0.000000,-0.000369,-0.000369,0.251453,0.648366
u2,0.066482,-0.001897,0.066482,0.082414,0.684377,0.960874,0.683971,0.007337,0.683971,0.007337,0.000406,0.000000,0.000406,0.000406,0.252402,0.645925
u2,0.067186,-0.001897,0.067186,0.082414,0.680977,0.960146,0.682989,0.008879,0.682989,0.008879,-0.002012,0.000000,-0.002012,-0.002012,0.253352,0.643475
u2,0.067889,-0.001897,0.067889,0.082414,0.677615,0.959421,0.677143,0.008536,0.677143,0.008536,0.000472,0.000000,0.000472,0.000472,0.254290,0.641052
u2,0.068593,-0.001897,0.068593,0.082414,0.674268,0.958691,0.673616,0.008946,0.673616,0.008946,0.000652,0.000000,0.000652,0.000652,0.255224,0.638638
u2,0.069296,-0.001897,0.069296,0.082414,0.670911,0.957953,0.673490,0.008005,0.673490,0.008005,-0.002579,0.000000,-0.002579,-0.002579,0.256159,0.636216
u2,0.070000,-0.001897,0.070000,0.082414,0.667593,0.957217,0.668014,0.009831,0.668014,0.009831,-0.000421,0.000000,-0.000421,-0.000421,0.257083,0.633821
u3,-0.400000,-0.001897,0.003966,-0.400000,0.826222,0.994428,0.824820,0.008640,0.824820,0.008640,0.001402,0.000000,0.001402,0.001402,0.232097,0.767465
u3,-0.395980,-0.001897,0.003966,-0.395980,0.827794,0.994520,0.828333,0.007967,0.828333,0.007967,-0.000539,0.000000,-0.000539,-0.000539,0.231311,0.768250
u3,-0.391960,-0.001897,0.003966,-0.391960,0.829364,0.994610,0.829954,0.009345,0.829954,0.009345,-0.000590,0.000000,-0.000590,-0.000590,0.230525,0.769035
u3,-0.387940,-0.001897,0.003966,-0.387940,0.830933,0.994700,0.831424,0.009096,0.831424,0.009096,-0.000492,0.000000,-0.000492,-0.000492,0.229741,0.769819
u3,-0.383920,-0.001897,0.003966,-0.383920,0.832499,0.994788,0.833095,0.008136,0.833095,0.008136,-0.000596,0.000000,-0.000596,-0.000596,0.228957,0.770602
u3,-0.379899,-0.001897,0.003966,-0.379899,0.834064,0.994877,0.833791,0.009250,0.833791,0.009250,0.000272,0.000000,0.000272,0.000272,0.228174,0.771384
u3,-0.375879,-0.001897,0.003966,-0.375879,0.835626,0.994964,0.833998,0.007818,0.833998,0.007818,0.001628,0.000000,0.001628,0.001628,0.227393,0.772165
u3,-0.371859,-0.001897,0.003966,-0.371859,0.837187,0.995051,0.838761,0.007958,0.838761,0.007958,-0.001574,0.000000,-0.001574,-0.001574,0.226612,0.772945
u3,-0.367839,-0.001897,0.003966,-0.367839,0.838746,0.995136,0.839534,0.008971,0.839534,0.008971,-0.000788,0.000000,-0.000788,-0.000788,0.225832,0.773724
u3,-0.363819,-0.001897,0.003966,-0.363819,0.840303,0.995221,0.839364,0.009199,0.839364,0.009199,0.000939,0.000000,0.000939,0.000939,0.225053,0.774502
u3,-0.359799,-0.001897,0.003966,-0.359799,0.841858,0.995306,0.842491,0.007542,0.842491,0.007542,-0.000633,0.000000,-0.000633,-0.000633,0.224275,0.775279
u3,-0.355779,-0.001897,0.003966,-0.355779,0.843411,0.995389,0.842963,0.007981,0.842963,0.007981,0.000448,0.000000,0.000448,0.000448,0.223498,0.776055
u3,-0.351759,-0.001897,0.003966,-0.351759,0.844962,0.995472,0.845096,0.008431,0.845096,0.008431,-0.000134,0.000000,-0.000134,-0.000134,0.222722,0.776830
u3,-0.347739,-0.001897,0.003966,-0.347739,0.846512,0.995554,0.846312,0.007659,0.846312,0.007659,0.000199,0.000000,0.000199,0.000199,0.221947,0.777605
u3,-0.343719,-0.001897,0.003966,-0.343719,0.848059,0.995635,0.848145,0.008745,0.848145,0.008745,-0.000086,0.000000,-0.000086,-0.000086,0.221173,0.778378
u3,-0.339698,-0.001897,0.003966,-0.339698,0.849605,0.995716,0.850371,0.008183,0.850371,0.008183,-0.000767,0.000000,-0.000767,-0.000767,0.220400,0.779150
u3,-0.335678,-0.001897,0.003966,-0.335678,0.851148,0.995796,0.850789,0.007723,0.850789,0.007723,0.000359,0.000000,0.000359,0.000359,0.219628,0.779922
u3,-0.331658,-0.001897,0.003966,-0.331658,0.852690,0.995875,0.852409,0.006752,0.852409,0.006752,0.000280,0.000000,0.000280,0.000280,0.218857,0.780692
u3,-0.327638,-0.001897,0.003966,-0.327638,0.854229,0.995953,0.854502,0.008345,0.854502,0.008345,-0.000273,0.000000,-0.000273,-0.000273,0.218087,0.781461
u3,-0.323618,-0.001897,0.003966,-0.323618,0.855767,0.996030,0.854503,0.009683,0.854503,0.009683,0.001263,0.000000,0.001263,0.001263,0.217318,0.782230
u3,-0.319598,-0.001897,0.003966,-0.319598,0.857302,0.996107,0.856336,0.008505,0.856336,0.008505,0.000966,0.000000,0.000966,0.000966,0.216549,0.782997
u3,-0.315578,-0.001897,0.003966,-0.315578,0.858836,0.996183,0.859347,0.007946,0.859347,0.007946,-0.000511,0.000000,-0.000511,-0.000511,0.215782,0.783764
u3,-0.311558,-0.001897,0.003966,-0.311558,0.860368,0.996258,0.859381,0.008271,0.859381,0.008271,0.000986,0.000000,0.000986,0.000986,0.215016,0.784529
u3,-0.307538,-0.001897,0.003966,-0.307538,0.861897,0.996332,0.861853,0.009014,0.861853,0.009014,0.000044,0.000000,0.000044,0.000044,0.214251,0.785294
u3,-0.303518,-0.001897,0.003966,-0.303518,0.863425,0.996406,0.865551,0.008317,0.865551,0.008317,-0.002126,0.000000,-0.002126,-0.002126,0.213486,0.786057
u3,-0.299497,-0.001897,0.003966,-0.299497,0.864951,0.996479,0.863871,0.007719,0.863871,0.007719,0.001079,0.000000,0.001079,0.001079,0.212723,0.786820
u3,-0.295477,-0.001897,0.003966,-0.295477,0.866474,0.996551,0.864953,0.007921,0.864953,0.007921,0.001521,0.000000,0.001521,0.001521,0.211961,0.787581
u3,-0.291457,-0.001897,0.003966,-0.291457,0.867996,0.996622,0.868107,0.009030,0.868107,0.009030,-0.000111,0.000000,-0.000111,-0.000111,0.211200,0.788341
u3,-0.287437,-0.001897,0.003966,-0.287437,0.869516,0.996693,0.870791,0.007870,0.870791,0.007870,-0.001276,0.000000,-0.001276,-0.001276,0.210440,0.789101
u3,-0.283417,-0.001897,0.003966,-0.283417,0.871033,0.996763,0.870455,0.007951,0.870455,0.007951,0.000578,0.000000,0.000578,0.000578,0.209680,0.789859
u3,-0.279397,-0.001897,0.003966,-0.279397,0.872549,0.996832,0.871188,0.008764,0.871188,0.008764,0.001361,0.000000,0.001361,0.001361,0.208922,0.790617
u3,-0.275377,-0.001897,0.003966,-0.275377,0.874063,0.996900,0.873441,0.008434,0.873441,0.008434,0.000621,0.000000,0.000621,0.000621,0.208165,0.791373
u3,-0.271357,-0.001897,0.003966,-0.271357,0.875574,0.996968,0.874565,0.008779,0.874565,0.008779,0.001009,0.000000,0.001009,0.001009,0.207409,0.792129
u3,-0.267337,-0.001897,0.003966,-0.267337,0.877084,0.997034,0.876212,0.008017,0.876212,0.008017,0.000871,0.000000,0.000871,0.000871,0.206654,0.792883
u3,-0.263317,-0.001897,0.003966,-0.263317,0.878591,0.997100,0.878238,0.006936,0.878238,0.006936,0.000353,0.000000,0.000353,0.000353,0.205900,0.793636
u3,-0.259296,-0.001897,0.003966,-0.259296,0.880097,0.997166,0.881067,0.008884,0.881067,0.008884,-0.000971,0.000000,-0.000971,-0.000971,0.205146,0.794389
u3,-0.255276,-0.001897,0.003966,-0.255276,0.881600,0.997230,0.881709,0.008602,0.881709,0.008602,-0.000109,0.000000,-0.000109,-0.000109,0.204394,0.795140
u3,-0.251256,-0.001897,0.003966,-0.251256,0.883101,0.997294,0.883520,0.007998,0.883520,0.007998,-0.000419,0.000000,-0.000419,-0.000419,0.203643,0.795890
u3,-0.247236,-0.001897,0.003966,-0.247236,0.884601,0.997357,0.885124,0.008397,0.885124,0.008397,-0.000524,0.000000,-0.000524,-0.000524,0.202893,0.796640
u3,-0.243216,-0.001897,0.003966,-0.243216,0.886098,0.997419,0.885814,0.008174,0.885814,0.008174,0.000284,0.000000,0.000284,0.000284,0.202144,0.797388
u3,-0.239196,-0.001897,0.003966,-0.239196,0.887593,0.997480,0.887152,0.007870,0.887152,0.007870,0.000441,0.000000,0.000441,0.000441,0.201396,0.798135
u3,-0.235176,-0.001897,0.003966,-0.235176,0.889086,0.997541,0.888084,0.007657,0.888084,0.007657,0.001002,0.000000,0.001002,0.001002,0.200649,0.798881
u3,-0.231156,-0.001897,0.003966,-0.231156,0.890577,0.997601,0.889271,0.007650,0.889271,0.007650,0.001306,0.000000,0.001306,0.001306,0.199903,0.799626
u3,-0.227136,-0.001897,0.003966,-0.227136,0.892066,0.997660,0.892078,0.008945,0.892078,0.008945,-0.000012,0.000000,-0.000012,-0.000012,0.199159,0.800370
u3,-0.223116,-0.001897,0.003966,-0.223116,0.893553,0.997718,0.893974,0.009448,0.893974,0.009448,-0.000422,0.000000,-0.000422,-0.000422,0.198415,0.801113
u3,-0.219095,-0.001897,0.003966,-0.219095,0.895037,0.997776,0.894924,0.007839,0.894924,0.007839,0.000113,0.000000,0.000113,0.000113,0.197672,0.801855
u3,-0.215075,-0.001897,0.003966,-0.215075,0.896520,0.997833,0.896426,0.008078,0.896426,0.008078,0.000094,0.000000,0.000094,0.000094,0.196930,0.802596
u3,-0.211055,-0.001897,0.003966,-0.211055,0.898000,0.997889,0.898114,0.008539,0.898114,0.008539,-0.000114,0.000000,-0.000114,-0.000114,0.196190,0.803336
u3,-0.207035,-0.001897,0.003966,-0.207035,0.899479,0.997944,0.898792,0.008658,0.898792,0.008658,0.000686,0.000000,0.000686,0.000686,0.195450,0.804075
u3,-0.203015,-0.001897,0.003966,-0.203015,0.900955,0.997999,0.900792,0.007433,0.900792,0.007433,0.000163,0.000000,0.000163,0.000163,0.194712,0.804812
u3,-0.198995,-0.001897,0.003966,-0.198995,0.902429,0.998052,0.902618,0.007573,0.902618,0.007573,-0.000189,0.000000,-0.000189,-0.000189,0.193974,0.805549
u3,-0.194975,-0.001897,0.003966,-0.194975,0.903901,0.998105,0.904957,0.008806,0.904957,0.008806,-0.001056,0.000000,-0.001056,-0.001056,0.193238,0.806285
u3,-0.190955,-0.001897,0.003966,-0.190955,0.905371,0.998158,0.905173,0.007848,0.905173,0.007848,0.000198,0.000000,0.000198,0.000198,0.192503,0.807019
u3,-0.186935,-0.001897,0.003966,-0.186935,0.906839,0.998209,0.907030,0.008081,0.907030,0.008081,-0.000192,0.000000,-0.000192,-0.000192,0.191768,0.807753
u3,-0.182915,-0.001897,0.003966,-0.182915,0.908304,0.998260,0.908121,0.007330,0.908121,0.007330,0.000183,0.000000,0.000183,0.000183,0.191035,0.808485
u3,-0.178894,-0.001897,0.003966,-0.178894,0.909767,0.998310,0.908630,0.008230,0.908630,0.008230,0.001137,0.000000,0.001137,0.001137,0.190303,0.809216
u3,-0.174874,-0.001897,0.003966,-0.174874,0.911229,0.998359,0.910788,0.008128,0.910788,0.008128,0.000440,0.000000,0.000440,0.000440,0.189572,0.809947
u3,-0.170854,-0.001897,0.003966,-0.170854,0.912688,0.998407,0.913743,0.007100,0.913743,0.007100,-0.001056,0.000000,-0.001056,-0.001056,0.188842,0.810676
u3,-0.166834,-0.001897,0.003966,-0.166834,0.914145,0.998455,0.914135,0.007556,0.914135,0.007556,0.000009,0.000000,0.000009,0.000009,0.188113,0.811404
u3,-0.162814,-0.001897,0.003966,-0.162814,0.915599,0.998502,0.915646,0.007150,0.915646,0.007150,-0.000047,0.000000,-0.000047,-0.000047,0.187386,0.812131
u3,-0.158794,-0.001897,0.003966,-0.158794,0.917052,0.998548,0.916172,0.007200,0.916172,0.007200,0.000880,0.000000,0.000880,0.000880,0.186659,0.812857
u3,-0.154774,-0.001897,0.003966,-0.154774,0.918502,0.998593,0.919341,0.008199,0.919341,0.008199,-0.000839,0.000000,-0.000839,-0.000839,0.185933,0.813581
u3,-0.150754,-0.001897,0.003966,-0.150754,0.919951,0.998638,0.919702,0.007728,0.919702,0.007728,0.000248,0.000000,0.000248,0.000248,0.185209,0.814305
u3,-0.146734,-0.001897,0.003966,-0.146734,0.921397,0.998682,0.921377,0.007053,0.921377,0.007053,0.000019,0.000000,0.000019,0.000019,0.184485,0.815028
u3,-0.142714,-0.001897,0.003966,-0.142714,0.922840,0.998725,0.922462,0.007281,0.922462,0.007281,0.000378,0.000000,0.000378,0.000378,0.183763,0.815749
u3,-0.138693,-0.001897,0.003966,-0.138693,0.924282,0.998767,0.922623,0.007347,0.922623,0.007347,0.001659,0.000000,0.001659,0.001659,0.183042,0.816470
u3,-0.134673,-0.001897,0.003966,-0.134673,0.925721,0.998808,0.925140,0.007566,0.925140,0.007566,0.000581,0.000000,0.000581,0.000581,0.182322,0.817189
u3,-0.130653,-0.001897,0.003966,-0.130653,0.927159,0.998849,0.927163,0.007357,0.927163,0.007357,-0.000005,0.000000,-0.000005,-0.000005,0.181603,0.817907
u3,-0.126633,-0.001897,0.003966,-0.126633,0.928594,0.998889,0.929169,0.008804,0.929169,0.008804,-0.000576,0.000000,-0.000576,-0.000576,0.180885,0.818624
u3,-0.122613,-0.001897,0.003966,-0.122613,0.930026,0.998928,0.929050,0.006659,0.929050,0.006659,0.000976,0.000000,0.000976,0.000976,0.180168,0.819340
u3,-0.118593,-0.001897,0.003966,-0.118593,0.931457,0.998967,0.931036,0.007294,0.931036,0.007294,0.000421,0.000000,0.000421,0.000421,0.179452,0.820055
u3,-0.114573,-0.001897,0.003966,-0.114573,0.932885,0.999004,0.931793,0.007895,0.931793,0.007895,0.001092,0.000000,0.001092,0.001092,0.178738,0.820769
u3,-0.110553,-0.001897,0.003966,-0.110553,0.934311,0.999041,0.933852,0.006699,0.933852,0.006699,0.000459,0.000000,0.000459,0.000459,0.178024,0.821481
u3,-0.106533,-0.001897,0.003966,-0.106533,0.935735,0.999078,0.935809,0.007837,0.935809,0.007837,-0.000074,-0.000000,-0.000074,-0.000074,0.177312,0.822193
u3,-0.102513,-0.001897,0.003966,-0.102513,0.937157,0.999113,0.938176,0.006887,0.938176,0.006887,-0.001020,-0.000000,-0.001020,-0.001020,0.176601,0.822903
u3,-0.098492,-0.001897,0.003966,-0.098492,0.938576,0.999147,0.939378,0.007574,0.939378,0.007574,-0.000802,0.000000,-0.000802,-0.000802,0.175891,0.823613
u3,-0.094472,-0.001897,0.003966,-0.094472,0.939993,0.999181,0.941941,0.007918,0.941941,0.007918,-0.001948,0.000000,-0.001948,-0.001948,0.175182,0.824321
u3,-0.090452,-0.001897,0.003966,-0.090452,0.941408,0.999214,0.940843,0.007490,0.940843,0.007490,0.000565,0.000000,0.000565,0.000565,0.174474,0.825028
