axis,u_scan,u1,u2,u3,Q_jac_det,Q_det,Q_shot_mean,Q_shot_std,Q_db_mean,Q_db_std,bias_empirical,bias_theory,bias_residual,db_error,gg,ee
u1,0.041156,0.041156,0.003966,0.082414,0.963515,0.987870,0.963357,0.001785,0.963666,0.001865,0.000159,0.000046,0.000112,-0.000151,0.138222,0.825281
u1,0.041859,0.041859,0.003966,0.082414,0.962443,0.987519,0.962129,0.001880,0.962286,0.001937,0.000314,0.000042,0.000273,0.000157,0.138087,0.824344
u1,0.042563,0.042563,0.003966,0.082414,0.961351,0.987162,0.961617,0.001908,0.961921,0.001976,-0.000266,0.000037,-0.000303,-0.000570,0.137953,0.823387
u1,0.043266,0.043266,0.003966,0.082414,0.960255,0.986803,0.960357,0.001880,0.960573,0.001948,-0.000102,0.000033,-0.000135,-0.000318,0.137820,0.822423
u1,0.043970,0.043970,0.003966,0.082414,0.959140,0.986439,0.959341,0.002019,0.959477,0.001999,-0.000201,0.000030,-0.000231,-0.000337,0.137687,0.821441
u1,0.044673,0.044673,0.003966,0.082414,0.958021,0.986072,0.957840,0.002083,0.958075,0.002183,0.000182,0.000026,0.000155,-0.000054,0.137557,0.820453
u1,0.045377,0.045377,0.003966,0.082414,0.956884,0.985700,0.956707,0.002197,0.956853,0.002214,0.000177,0.000024,0.000153,0.000030,0.137427,0.819445
u1,0.046080,0.046080,0.003966,0.082414,0.955744,0.985326,0.955909,0.001982,0.956122,0.002037,-0.000165,0.000021,-0.000186,-0.000378,0.137299,0.818433
u1,0.046784,0.046784,0.003966,0.082414,0.954593,0.984949,0.954916,0.001914,0.955148,0.002032,-0.000323,0.000019,-0.000342,-0.000555,0.137173,0.817408
u1,0.047487,0.047487,0.003966,0.082414,0.953424,0.984565,0.953263,0.001981,0.953473,0.002099,0.000161,0.000017,0.000144,-0.000050,0.137048,0.816364
u1,0.048191,0.048191,0.003966,0.082414,0.952253,0.984180,0.952100,0.002085,0.952195,0.002108,0.000153,0.000015,0.000138,0.000058,0.136925,0.815316
u1,0.048894,0.048894,0.003966,0.082414,0.951064,0.983789,0.951117,0.002162,0.951282,0.002229,-0.000054,0.000013,-0.000067,-0.000218,0.136803,0.814248
u1,0.049598,0.049598,0.003966,0.082414,0.949873,0.983397,0.950072,0.002295,0.950188,0.002309,-0.000199,0.000012,-0.000211,-0.000315,0.136684,0.813177
u1,0.050302,0.050302,0.003966,0.082414,0.948665,0.982999,0.948326,0.001905,0.948436,0.001932,0.000339,0.000011,0.000328,0.000229,0.136567,0.812086
u1,0.051005,0.051005,0.003966,0.082414,0.947456,0.982601,0.947220,0.002340,0.947330,0.002338,0.000236,0.000010,0.000226,0.000125,0.136452,0.810991
u1,0.051709,0.051709,0.003966,0.082414,0.946229,0.982196,0.946490,0.002362,0.946635,0.002469,-0.000261,0.000009,-0.000270,-0.000406,0.136339,0.809878
u1,0.052412,0.052412,0.003966,0.082414,0.945002,0.981790,0.945513,0.002296,0.945674,0.002348,-0.000511,0.000008,-0.000518,-0.000672,0.136229,0.808761
u1,0.053116,0.053116,0.003966,0.082414,0.943758,0.981379,0.943942,0.002520,0.944059,0.002505,-0.000184,0.000007,-0.000191,-0.000301,0.136121,0.807625
u1,0.053819,0.053819,0.003966,0.082414,0.942514,0.980967,0.942282,0.002507,0.942336,0.002514,0.000233,0.000006,0.000226,0.000178,0.136016,0.806486
u1,0.054523,0.054523,0.003966,0.082414,0.941263,0.980552,0.941019,0.002228,0.941206,0.002371,0.000244,0.000006,0.000238,0.000057,0.135914,0.805337
u1,0.055226,0.055226,0.003966,0.082414,0.939995,0.980131,0.939981,0.002300,0.940057,0.002301,0.000013,0.000005,0.000008,-0.000063,0.135814,0.804168
u1,0.055930,0.055930,0.003966,0.082414,0.938728,0.979709,0.938839,0.002311,0.938925,0.002313,-0.000111,0.000005,-0.000116,-0.000197,0.135718,0.802998
u1,0.056633,0.056633,0.003966,0.082414,0.937444,0.979282,0.937045,0.002524,0.937131,0.002505,0.000400,0.000004,0.000395,0.000313,0.135624,0.801808
u1,0.057337,0.057337,0.003966,0.082414,0.936163,0.978854,0.936127,0.002442,0.936164,0.002453,0.000036,0.000004,0.000032,-0.000001,0.135534,0.800617
u1,0.058040,0.058040,0.003966,0.082414,0.934866,0.978421,0.934954,0.002204,0.934991,0.002224,-0.000088,0.000004,-0.000092,-0.000125,0.135447,0.799407
u1,0.058744,0.058744,0.003966,0.082414,0.933571,0.977987,0.933280,0.002355,0.933397,0.002380,0.000291,0.000003,0.000288,0.000174,0.135363,0.798195
u1,0.059447,0.059447,0.003966,0.082414,0.932260,0.977548,0.932298,0.002483,0.932374,0.002524,-0.000038,0.000003,-0.000041,-0.000114,0.135283,0.796965
u1,0.060151,0.060151,0.003966,0.082414,0.930953,0.977109,0.930857,0.002733,0.930927,0.002778,0.000096,0.000003,0.000093,0.000026,0.135207,0.795734
u1,0.060854,0.060854,0.003966,0.082414,0.929639,0.976667,0.929879,0.002459,0.929953,0.002500,-0.000240,0.000003,-0.000242,-0.000314,0.135134,0.794493
u1,0.061558,0.061558,0.003966,0.082414,0.928311,0.976219,0.928438,0.002455,0.928493,0.002462,-0.000127,0.000002,-0.000130,-0.000182,0.135065,0.793233
u1,0.062261,0.062261,0.003966,0.082414,0.926986,0.975771,0.927118,0.002459,0.927155,0.002470,-0.000132,0.000002,-0.000134,-0.000169,0.135001,0.791973
u1,0.062965,0.062965,0.003966,0.082414,0.925647,0.975318,0.925856,0.002727,0.925922,0.002750,-0.000209,0.000002,-0.000211,-0.000275,0.134940,0.790695
u1,0.063668,0.063668,0.003966,0.082414,0.924312,0.974865,0.924105,0.002967,0.924140,0.002967,0.000207,0.000002,0.000205,0.000172,0.134883,0.789416
u1,0.064372,0.064372,0.003966,0.082414,0.922962,0.974406,0.922510,0.002622,0.922546,0.002624,0.000452,0.000002,0.000451,0.000416,0.134831,0.788119
u1,0.065075,0.065075,0.003966,0.082414,0.921618,0.973948,0.922167,0.002348,0.922226,0.002385,-0.000549,0.000002,-0.000551,-0.000608,0.134783,0.786823
u1,0.065779,0.065779,0.003966,0.082414,0.920260,0.973484,0.920117,0.002540,0.920165,0.002578,0.000143,0.000002,0.000141,0.000095,0.134740,0.785508
u1,0.066482,0.066482,0.003966,0.082414,0.918907,0.973021,0.918989,0.002885,0.919035,0.002906,-0.000082,0.000002,-0.000084,-0.000128,0.134702,0.784193
u1,0.067186,0.067186,0.003966,0.082414,0.917541,0.972552,0.918054,0.002902,0.918075,0.002894,-0.000513,0.000002,-0.000515,-0.000535,0.134668,0.782861
u1,0.067889,0.067889,0.003966,0.082414,0.916180,0.972084,0.916175,0.002900,0.916202,0.002908,0.000005,0.000001,0.000004,-0.000021,0.134639,0.781529
u1,0.068593,0.068593,0.003966,0.082414,0.914817,0.971614,0.915115,0.002502,0.915135,0.002505,-0.000298,0.000001,-0.000300,-0.000319,0.134616,0.780189
u1,0.069296,0.069296,0.003966,0.082414,0.913440,0.971137,0.913540,0.002927,0.913603,0.002948,-0.000100,0.000001,-0.000101,-0.000163,0.134597,0.778831
u1,0.070000,0.070000,0.003966,0.082414,0.912070,0.970662,0.911686,0.002552,0.911711,0.002561,0.000384,0.000001,0.000383,0.000359,0.134583,0.777475
u2,-0.070000,-0.001897,-0.070000,0.082414,0.860276,0.930727,0.860028,0.003038,0.860028,0.003038,0.000248,0.000000,0.000248,0.000248,0.038086,0.822178
u2,-0.069296,-0.001897,-0.069296,0.082414,0.862206,0.932091,0.862018,0.003839,0.862018,0.003839,0.000188,0.000000,0.000188,0.000188,0.037955,0.824239
u2,-0.068593,-0.001897,-0.068593,0.082414,0.864160,0.933451,0.864431,0.004001,0.864431,0.004001,-0.000271,0.000000,-0.000271,-0.000271,0.037857,0.826291
u2,-0.067889,-0.001897,-0.067889,0.082414,0.866110,0.934789,0.865982,0.003325,0.865982,0.003325,0.000128,0.000000,0.000128,0.000128,0.037792,0.828306
u2,-0.067186,-0.001897,-0.067186,0.082414,0.868069,0.936114,0.867834,0.003368,0.867834,0.003368,0.000235,0.000000,0.000235,0.000235,0.037761,0.830297
u2,-0.066482,-0.001897,-0.066482,0.082414,0.870051,0.937436,0.870043,0.003417,0.870043,0.003417,0.000008,0.000000,0.000008,0.000008,0.037762,0.832277
u2,-0.065779,-0.001897,-0.065779,0.082414,0.872026,0.938735,0.871734,0.003080,0.871734,0.003080,0.000292,0.000000,0.000292,0.000292,0.037796,0.834219
u2,-0.065075,-0.001897,-0.065075,0.082414,0.874023,0.940031,0.874315,0.003366,0.874316,0.003368,-0.000292,0.000000,-0.000292,-0.000293,0.037862,0.836149
u2,-0.064372,-0.001897,-0.064372,0.082414,0.876013,0.941305,0.876313,0.003455,0.876316,0.003462,-0.000300,0.000000,-0.000300,-0.000303,0.037961,0.838040
u2,-0.063668,-0.001897,-0.063668,0.082414,0.878022,0.942574,0.877363,0.002781,0.877364,0.002783,0.000659,0.000000,0.000659,0.000658,0.038093,0.839917
u2,-0.062965,-0.001897,-0.062965,0.082414,0.880023,0.943822,0.879805,0.003672,0.879835,0.003738,0.000218,0.000000,0.000218,0.000188,0.038256,0.841755
u2,-0.062261,-0.001897,-0.062261,0.082414,0.882043,0.945065,0.882111,0.003578,0.882188,0.003716,-0.000068,0.000003,-0.000071,-0.000145,0.038452,0.843579
u2,-0.061558,-0.001897,-0.061558,0.082414,0.884052,0.946286,0.884274,0.002683,0.884375,0.002789,-0.000221,0.000013,-0.000234,-0.000323,0.038678,0.845363
u2,-0.060854,-0.001897,-0.060854,0.082414,0.886080,0.947503,0.885616,0.002964,0.885847,0.003250,0.000464,0.000051,0.000413,0.000233,0.038937,0.847131
u2,-0.060151,-0.001897,-0.060151,0.082414,0.888096,0.948697,0.887592,0.002916,0.888040,0.003331,0.000504,0.000169,0.000335,0.000056,0.039225,0.848859
u2,-0.059447,-0.001897,-0.059447,0.082414,0.890114,0.949878,0.889183,0.002872,0.889812,0.003371,0.000931,0.000466,0.000465,0.000302,0.039544,0.850558
u2,-0.058744,-0.001897,-0.058744,0.082414,0.892148,0.951054,0.891221,0.002885,0.892257,0.003448,0.000927,0.001092,-0.000165,-0.000109,0.039896,0.852239
u2,-0.058040,-0.001897,-0.058040,0.082414,0.894168,0.952208,0.892342,0.002389,0.893661,0.002957,0.001826,0.002184,-0.000359,0.000506,0.040276,0.853880
u2,-0.057337,-0.001897,-0.057337,0.082414,0.894332,0.953357,0.892312,0.003122,0.893386,0.003763,0.002021,0.001969,0.000052,0.000946,0.040688,0.855502
u2,-0.056633,-0.001897,-0.056633,0.082414,0.893191,0.954484,0.892501,0.003810,0.893499,0.004477,0.000690,0.000969,-0.000279,-0.000308,0.041127,0.857082
u2,-0.055930,-0.001897,-0.055930,0.082414,0.892103,0.955606,0.891655,0.003964,0.892334,0.004561,0.000448,0.000416,0.000032,-0.000231,0.041599,0.858642
u2,-0.055226,-0.001897,-0.055226,0.082414,0.891082,0.956706,0.891582,0.004507,0.892196,0.005129,-0.000500,0.000156,-0.000657,-0.001114,0.042097,0.860161
u2,-0.054523,-0.001897,-0.054523,0.082414,0.890114,0.957800,0.889797,0.004597,0.889997,0.004814,0.000317,0.000051,0.000267,0.000117,0.042627,0.861658
u2,-0.053819,-0.001897,-0.053819,0.082414,0.889213,0.958872,0.889978,0.004851,0.890156,0.005108,-0.000765,0.000014,-0.000779,-0.000943,0.043181,0.863113
u2,-0.053116,-0.001897,-0.053116,0.082414,0.888373,0.959931,0.888960,0.005215,0.889050,0.005355,-0.000587,0.000004,-0.000590,-0.000678,0.043763,0.864536
u2,-0.052412,-0.001897,-0.052412,0.082414,0.887587,0.960983,0.888776,0.004652,0.888843,0.004813,-0.001189,0.000001,-0.001190,-0.001257,0.044377,0.865936
u2,-0.051709,-0.001897,-0.051709,0.082414,0.886867,0.962014,0.887000,0.004812,0.887009,0.004831,-0.000133,0.000000,-0.000133,-0.000142,0.045014,0.867293
u2,-0.051005,-0.001897,-0.051005,0.082414,0.886202,0.963038,0.886323,0.004522,0.886325,0.004526,-0.000121,0.000000,-0.000121,-0.000123,0.045683,0.868627
u2,-0.050302,-0.001897,-0.050302,0.082414,0.885602,0.964042,0.885825,0.004565,0.885825,0.004566,-0.000222,0.000000,-0.000222,-0.000223,0.046373,0.869917
u2,-0.049598,-0.001897,-0.049598,0.082414,0.885059,0.965038,0.884754,0.004689,0.884754,0.004690,0.000305,0.000000,0.000305,0.000305,0.047095,0.871182
u2,-0.048894,-0.001897,-0.048894,0.082414,0.884579,0.966013,0.884807,0.004831,0.884807,0.004831,-0.000227,0.000000,-0.000227,-0.000228,0.047837,0.872403
u2,-0.048191,-0.001897,-0.048191,0.082414,0.884157,0.966982,0.884116,0.004620,0.884116,0.004620,0.000041,0.000000,0.000041,0.000041,0.048610,0.873599
u2,-0.047487,-0.001897,-0.047487,0.082414,0.883797,0.967929,0.883160,0.004635,0.883160,0.004635,0.000637,0.000000,0.000637,0.000637,0.049402,0.874751
u2,-0.046784,-0.001897,-0.046784,0.082414,0.883495,0.968869,0.883323,0.004677,0.883323,0.004677,0.000173,0.000000,0.000173,0.000173,0.050224,0.875875
u2,-0.046080,-0.001897,-0.046080,0.082414,0.883255,0.969788,0.883772,0.004786,0.883772,0.004786,-0.000516,0.000000,-0.000516,-0.000516,0.051065,0.876956
u2,-0.045377,-0.001897,-0.045377,0.082414,0.883075,0.970694,0.883357,0.005197,0.883357,0.005197,-0.000282,0.000000,-0.000282,-0.000282,0.051929,0.878001
u2,-0.044673,-0.001897,-0.044673,0.082414,0.882953,0.971591,0.882872,0.005531,0.882872,0.005531,0.000081,0.000000,0.000081,0.000081,0.052823,0.879016
u2,-0.043970,-0.001897,-0.043970,0.082414,0.882891,0.972468,0.883030,0.004364,0.883030,0.004364,-0.000139,0.000000,-0.000139,-0.000139,0.053733,0.879988
u2,-0.043266,-0.001897,-0.043266,0.082414,0.882888,0.973337,0.883153,0.005388,0.883153,0.005388,-0.000265,-0.000000,-0.000265,-0.000265,0.054672,0.880930
u2,-0.042563,-0.001897,-0.042563,0.082414,0.882944,0.974186,0.882137,0.004729,0.882137,0.004729,0.000808,0.000000,0.000808,0.000808,0.055627,0.881828
u2,-0.041859,-0.001897,-0.041859,0.082414,0.883060,0.975027,0.883099,0.005161,0.883099,0.005161,-0.000038,0.000000,-0.000038,-0.000038,0.056609,0.882695
u2,-0.041156,-0.001897,-0.041156,0.082414,0.883234,0.975848,0.882870,0.004909,0.882870,0.004909,0.000364,0.000000,0.000364,0.000364,0.057606,0.883518
u2,-0.040452,-0.001897,-0.040452,0.082414,0.883468,0.976660,0.883501,0.004891,0.883501,0.004891,-0.000033,0.000000,-0.000033,-0.000033,0.058630,0.884308
u2,-0.039749,-0.001897,-0.039749,0.082414,0.883758,0.977453,0.884500,0.005429,0.884500,0.005429,-0.000742,0.000000,-0.000742,-0.000742,0.059667,0.885055
u2,-0.039045,-0.001897,-0.039045,0.082414,0.884106,0.978231,0.884370,0.005338,0.884370,0.005338,-0.000264,0.000000,-0.000264,-0.000264,0.060724,0.885764
u2,-0.038342,-0.001897,-0.038342,0.082414,0.884514,0.979001,0.883560,0.005233,0.883560,0.005233,0.000955,0.000000,0.000955,0.000955,0.061807,0.886439
u2,-0.037638,-0.001897,-0.037638,0.082414,0.884978,0.979751,0.884628,0.005305,0.884628,0.005305,0.000350,0.000000,0.000350,0.000350,0.062902,0.887070
u2,-0.036935,-0.001897,-0.036935,0.082414,0.885502,0.980492,0.885577,0.004982,0.885577,0.004982,-0.000075,0.000000,-0.000075,-0.000075,0.064022,0.887666
u2,-0.036231,-0.001897,-0.036231,0.082414,0.886079,0.981214,0.886097,0.005718,0.886097,0.005718,-0.000018,0.000000,-0.000018,-0.000018,0.065153,0.888220
u2,-0.035528,-0.001897,-0.035528,0.082414,0.886717,0.981926,0.886846,0.005002,0.886846,0.005002,-0.000129,0.000000,-0.000129,-0.000129,0.066308,0.888737
u2,-0.034824,-0.001897,-0.034824,0.082414,0.887407,0.982620,0.887711,0.005180,0.887711,0.005180,-0.000304,0.000000,-0.000304,-0.000304,0.067473,0.889212
u2,-0.034121,-0.001897,-0.034121,0.082414,0.888158,0.983304,0.888915,0.005432,0.888915,0.005432,-0.000757,0.000000,-0.000757,-0.000757,0.068662,0.889649
u2,-0.033417,-0.001897,-0.033417,0.082414,0.888959,0.983970,0.888342,0.005523,0.888342,0.005523,0.000618,0.000000,0.000618,0.000618,0.069858,0.890044
u2,-0.032714,-0.001897,-0.032714,0.082414,0.889822,0.984625,0.889529,0.005141,0.889529,0.005141,0.000294,0.000000,0.000294,0.000294,0.071079,0.890402
u2,-0.032010,-0.001897,-0.032010,0.082414,0.890734,0.985263,0.891286,0.005294,0.891286,0.005294,-0.000552,0.000000,-0.000552,-0.000552,0.072305,0.890717
u2,-0.031307,-0.001897,-0.031307,0.082414,0.891700,0.985886,0.891600,0.005941,0.891600,0.005941,0.000100,0.000000,0.000100,0.000100,0.073547,0.890992
u2,-0.030603,-0.001897,-0.030603,0.082414,0.892728,0.986499,0.892730,0.005495,0.892730,0.005495,-0.000002,0.000000,-0.000002,-0.000002,0.074811,0.891229
u2,-0.029899,-0.001897,-0.029899,0.082414,0.893802,0.987094,0.894314,0.005856,0.894314,0.005856,-0.000512,0.000000,-0.000512,-0.000512,0.076079,0.891423
u2,-0.029196,-0.001897,-0.029196,0.082414,0.894937,0.987680,0.895240,0.006132,0.895240,0.006132,-0.000302,0.000000,-0.000302,-0.000302,0.077370,0.891579
u2,-0.028492,-0.001897,-0.028492,0.082414,0.896118,0.988247,0.894977,0.005928,0.894977,0.005928,0.001141,0.000000,0.001141,0.001141,0.078664,0.891692
u2,-0.027789,-0.001897,-0.027789,0.082414,0.897360,0.988804,0.896890,0.005895,0.896890,0.005895,0.000470,0.000000,0.000470,0.000470,0.079980,0.891766
u2,-0.027085,-0.001897,-0.027085,0.082414,0.898645,0.989343,0.899179,0.005557,0.899179,0.005557,-0.000534,0.000000,-0.000534,-0.000534,0.081298,0.891799
u2,-0.026382,-0.001897,-0.026382,0.082414,0.899992,0.989872,0.899224,0.005798,0.899224,0.005798,0.000768,0.000000,0.000768,0.000768,0.082637,0.891791
u2,-0.025678,-0.001897,-0.025678,0.082414,0.901380,0.990384,0.901095,0.005264,0.901095,0.005264,0.000286,0.000000,0.000286,0.000286,0.083977,0.891742
u2,-0.024975,-0.001897,-0.024975,0.082414,0.902830,0.990885,0.902520,0.005229,0.902520,0.005229,0.000310,0.000000,0.000310,0.000310,0.085337,0.891653
u2,-0.024271,-0.001897,-0.024271,0.082414,0.904320,0.991368,0.904770,0.006208,0.904770,0.006208,-0.000450,0.000000,-0.000450,-0.000450,0.086697,0.891523
u2,-0.023568,-0.001897,-0.023568,0.082414,0.905860,0.991838,0.905162,0.005134,0.905162,0.005134,0.000698,0.000000,0.000698,0.000698,0.088067,0.891353
u2,-0.022864,-0.001897,-0.022864,0.082414,0.907460,0.992298,0.908008,0.006290,0.908008,0.006290,-0.000548,0.000000,-0.000548,-0.000548,0.089456,0.891141
u2,-0.022161,-0.001897,-0.022161,0.082414,0.909098,0.992740,0.909560,0.006148,0.909560,0.006148,-0.000461,0.000000,-0.000461,-0.000461,0.090843,0.890890
u2,-0.021457,-0.001897,-0.021457,0.082414,0.910797,0.993172,0.911418,0.005775,0.911418,0.005775,-0.000621,0.000000,-0.000621,-0.000621,0.092248,0.890597
u2,-0.020754,-0.001897,-0.020754,0.082414,0.912532,0.993587,0.912226,0.005668,0.912226,0.005668,0.000306,0.000000,0.000306,0.000306,0.093651,0.890265
u2,-0.020050,-0.001897,-0.020050,0.082414,0.914327,0.993992,0.914614,0.006265,0.914614,0.006265,-0.000287,0.000000,-0.000287,-0.000287,0.095072,0.889891
u2,-0.019347,-0.001897,-0.019347,0.082414,0.916156,0.994380,0.915963,0.005765,0.915963,0.005765,0.000194,0.000000,0.000194,0.000194,0.096489,0.889479
u2,-0.018643,-0.001897,-0.018643,0.082414,0.918046,0.994757,0.918737,0.005547,0.918737,0.005547,-0.000691,0.000000,-0.000691,-0.000691,0.097923,0.889024
u2,-0.017940,-0.001897,-0.017940,0.082414,0.919968,0.995118,0.920594,0.005544,0.920594,0.005544,-0.000626,0.000000,-0.000626,-0.000626,0.099353,0.888532
u2,-0.017236,-0.001897,-0.017236,0.082414,0.921935,0.995465,0.922487,0.006147,0.922487,0.006147,-0.000552,0.000000,-0.000552,-0.000552,0.100789,0.888000
u2,-0.016533,-0.001897,-0.016533,0.082414,0.923961,0.995802,0.923460,0.006066,0.923460,0.006066,0.000502,0.000000,0.000502,0.000502,0.102240,0.887425
u2,-0.015829,-0.001897,-0.015829,0.082414,0.926018,0.996122,0.925823,0.005543,0.925823,0.005543,0.000195,0.000000,0.000195,0.000195,0.103686,0.886814
u2,-0.015126,-0.001897,-0.015126,0.082414,0.928134,0.996432,0.929256,0.006462,0.929256,0.006462,-0.001122,0.000000,-0.001122,-0.001122,0.105147,0.886159
u2,-0.014422,-0.001897,-0.014422,0.082414,0.930278,0.996726,0.930650,0.005635,0.930650,0.005635,-0.000372,0.000000,-0.000372,-0.000372,0.106602,0.885470
u2,-0.013719,-0.001897,-0.013719,0.082414,0.932480,0.997009,0.931481,0.006451,0.931481,0.006451,0.000999,0.000000,0.000999,0.000999,0.108070,0.884736
u2,-0.013015,-0.001897,-0.013015,0.082414,0.934709,0.997277,0.935187,0.006886,0.935187,0.006886,-0.000478,0.000000,-0.000478,-0.000478,0.109532,0.883969
u2,-0.012312,-0.001897,-0.012312,0.082414,0.936995,0.997533,0.939026,0.005970,0.939026,0.005970,-0.002030,0.000000,-0.002030,-0.002030,0.111008,0.883158
u2,-0.011608,-0.001897,-0.011608,0.082414,0.939307,0.997775,0.939494,0.006744,0.939494,0.006744,-0.000187,0.000000,-0.000187,-0.000187,0.112475,0.882314
u2,-0.010905,-0.001897,-0.010905,0.082414,0.941676,0.998005,0.942510,0.005361,0.942510,0.005361,-0.000834,-0.000000,-0.000834,-0.000834,0.113956,0.881426
u2,-0.010201,-0.001897,-0.010201,0.082414,0.944068,0.998221,0.943666,0.006679,0.943666,0.006679,0.000402,0.000000,0.000402,0.000402,0.115428,0.880506
u2,-0.009497,-0.001897,-0.009497,0.082414,0.946499,0.998424,0.947401,0.006846,0.947401,0.006846,-0.000902,0.000000,-0.000902,-0.000902,0.116902,0.879549
u2,-0.008794,-0.001897,-0.008794,0.082414,0.948987,0.998615,0.949505,0.006299,0.949505,0.006299,-0.000518,0.000000,-0.000518,-0.000518,0.118388,0.878547
u2,-0.008090,-0.001897,-0.008090,0.082414,0.951495,0.998792,0.952207,0.007097,0.952207,0.007097,-0.000712,0.000000,-0.000712,-0.000712,0.119864,0.877515
u2,-0.007387,-0.001897,-0.007387,0.082414,0.954059,0.998958,0.953772,0.006619,0.953772,0.006619,0.000287,0.000000,0.000287,0.000287,0.121352,0.876439
u2,-0.006683,-0.001897,-0.006683,0.082414,0.956642,0.999110,0.957147,0.006115,0.957147,0.006115,-0.000505,0.000000,-0.000505,-0.000505,0.122830,0.875334
u2,-0.005980,-0.001897,-0.005980,0.082414,0.959279,0.999250,0.958157,0.006571,0.958157,0.006571,0.001123,0.000000,0.001123,0.001123,0.124318,0.874185
u2,-0.005276,-0.001897,-0.005276,0.082414,0.961934,0.999377,0.961784,0.006792,0.961785,0.006796,0.000151,0.000000,0.000151,0.000149,0.125796,0.873008
u2,-0.004573,-0.001897,-0.004573,0.082414,0.964643,0.999492,0.964217,0.007979,0.964217,0.007980,0.000427,0.000000,0.000427,0.000426,0.127284,0.871786
u2,-0.003869,-0.001897,-0.003869,0.082414,0.967368,0.999594,0.967686,0.006595,0.967688,0.006599,-0.000318,0.000000,-0.000318,-0.000320,0.128761,0.870539
u2,-0.003166,-0.001897,-0.003166,0.082414,0.970127,0.999683,0.969704,0.006011,0.969706,0.006016,0.000423,0.000000,0.000423,0.000421,0.130237,0.869256
u2,-0.002462,-0.001897,-0.002462,0.082414,0.972938,0.999761,0.973224,0.007069,0.973245,0.007115,-0.000286,0.000000,-0.000286,-0.000307,0.131722,0.867930
u2,-0.001759,-0.001897,-0.001759,0.082414,0.975763,0.999826,0.974801,0.006979,0.974838,0.007061,0.000962,0.000001,0.000961,0.000925,0.133196,0.866579
u2,-0.001055,-0.001897,-0.001055,0.082414,0.978640,0.999879,0.979008,0.006678,0.979088,0.006818,-0.000368,0.000003,-0.000371,-0.000448,0.134678,0.865184
u2,-0.000352,-0.001897,-0.000352,0.082414,0.981528,0.999920,0.980531,0.006444,0.980649,0.006657,0.000997,0.000015,0.000982,0.000878,0.136148,0.863766
u2,0.000352,-0.001897,0.000352,0.082414,0.984468,0.999949,0.984217,0.005759,0.984420,0.006000,0.000251,0.000058,0.000193,0.000048,0.137626,0.862304
u2,0.001055,-0.001897,0.001055,0.082414,0.987417,0.999966,0.987447,0.006303,0.987961,0.006873,-0.000030,0.000189,-0.000219,-0.000545,0.139091,0.860820
u2,0.001759,-0.001897,0.001759,0.082414,0.990417,0.999971,0.988951,0.006812,0.989635,0.007394,0.001466,0.000535,0.000931,0.000782,0.140564,0.859293
u2,0.002462,-0.001897,0.002462,0.082414,0.993425,0.999964,0.992831,0.004766,0.993895,0.005325,0.000594,0.001301,-0.000707,-0.000470,0.142025,0.857745
u2,0.003166,-0.001897,0.003166,0.082414,0.996483,0.999945,0.993879,0.005019,0.995182,0.005600,0.002604,0.002775,-0.000171,0.001301,0.143492,0.856155
u2,0.003869,-0.001897,0.003869,0.082414,0.999502,0.999915,0.993793,0.004471,0.995183,0.005076,0.005710,0.005150,0.000560,0.004320,0.144946,0.854545
u2,0.004573,-0.001897,0.004573,0.082414,0.997362,0.999873,0.994565,0.003457,0.996134,0.004008,0.002797,0.003421,-0.000624,0.001228,0.146396,0.852904
u2,0.005276,-0.001897,0.005276,0.082414,0.994222,0.999820,0.991900,0.005286,0.993052,0.005994,0.002322,0.001704,0.000618,0.001170,0.147854,0.851221
u2,0.005980,-0.001897,0.005980,0.082414,0.991078,0.999755,0.990163,0.005749,0.991136,0.006568,0.000915,0.000757,0.000158,-0.000058,0.149297,0.849521
u2,0.006683,-0.001897,0.006683,0.082414,0.987887,0.999679,0.988139,0.006780,0.988911,0.007550,-0.000252,0.000297,-0.000549,-0.001024,0.150747,0.847779
u2,0.007387,-0.001897,0.007387,0.082414,0.984693,0.999592,0.984437,0.007607,0.984892,0.008169,0.000256,0.000105,0.000151,-0.000199,0.152182,0.846021
u2,0.008090,-0.001897,0.008090,0.082414,0.981453,0.999493,0.981176,0.006664,0.981391,0.007019,0.000277,0.000033,0.000244,0.000062,0.153623,0.844222
u2,0.008794,-0.001897,0.008794,0.082414,0.978212,0.999384,0.979324,0.007918,0.979505,0.008190,-0.001112,0.000010,-0.001122,-0.001294,0.155050,0.842407
u2,0.009497,-0.001897,0.009497,0.082414,0.974924,0.999262,0.974254,0.007266,0.974302,0.007359,0.000670,0.000002,0.000668,0.000623,0.156482,0.840553
u2,0.010201,-0.001897,0.010201,0.082414,0.971638,0.999131,0.971690,0.006984,0.971715,0.007031,-0.000052,0.000001,-0.000053,-0.000076,0.157900,0.838684
u2,0.010905,-0.001897,0.010905,0.082414,0.968331,0.998989,0.967635,0.007306,0.967639,0.007312,0.000695,0.000000,0.000695,0.000692,0.159313,0.836789
u2,0.011608,-0.001897,0.011608,0.082414,0.964978,0.998835,0.964427,0.007514,0.964434,0.007532,0.000551,0.000000,0.000551,0.000545,0.160731,0.834855
u2,0.012312,-0.001897,0.012312,0.082414,0.961630,0.998671,0.961627,0.006890,0.961628,0.006891,0.000002,0.000000,0.000002,0.000002,0.162134,0.832909
