iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.112042,0.944651,-0.716845,-1.000000,-1.000000,1.000000,0.006166,0.006823,0.000000,NaN
2,0.011738,0.283019,0.186736,-1.000000,-1.000000,1.000000,0.005692,0.006564,0.285000,NaN
3,0.352290,0.768807,-0.207131,-1.000000,-1.000000,1.000000,0.018886,0.019620,0.000000,NaN
4,0.003383,-0.396465,0.857903,-1.000000,-1.000000,1.000000,0.017909,0.019032,0.000000,NaN
5,0.489588,-0.022865,-0.001869,1.000000,-1.000000,-1.000000,0.011638,0.014517,0.000000,NaN
6,0.086609,-0.888146,0.760210,1.000000,-1.000000,-1.000000,0.011256,0.014129,0.000000,NaN
7,0.776739,0.184317,0.173394,1.000000,-1.000000,-1.000000,0.010880,0.013790,0.000000,NaN
8,-0.975738,0.463793,-0.249567,1.000000,-1.000000,-1.000000,0.010378,0.013459,0.000000,NaN
9,0.962060,-0.268644,0.374752,1.000000,-1.000000,-1.000000,0.010002,0.013169,0.000000,NaN
10,0.202285,0.795715,0.074534,1.000000,-1.000000,-1.000000,0.009658,0.012895,0.000000,NaN
11,-0.630887,0.417459,-0.998975,1.000000,-1.000000,-1.000000,0.009178,0.012634,0.000000,NaN
12,0.779678,-0.891620,0.305155,1.000000,-1.000000,-1.000000,0.008874,0.012387,0.000000,NaN
13,0.491893,0.066488,0.926189,1.000000,-1.000000,-1.000000,0.007925,0.012025,0.000000,NaN
14,-0.848215,0.738374,-0.710507,1.000000,-1.000000,-1.000000,0.007650,0.011809,0.000000,NaN
15,0.710985,-0.296487,-0.916893,1.000000,-1.000000,-1.000000,0.007401,0.011605,0.000000,NaN
16,0.198352,-0.456877,0.946136,-1.000000,1.000000,1.000000,0.005871,0.012357,0.000000,NaN
17,-0.850975,0.337326,0.844823,-1.000000,1.000000,1.000000,0.005577,0.012134,0.000000,NaN
18,-0.800772,-0.198597,-0.026865,1.000000,-1.000000,-1.000000,0.004842,0.009036,0.037500,NaN
19,0.620185,-0.010685,-0.235674,1.000000,-1.000000,-1.000000,0.004934,0.008912,0.000000,NaN
20,-0.623656,0.420026,0.436111,1.000000,-1.000000,-1.000000,0.004628,0.008709,0.000000,NaN
21,-0.422345,-0.158011,0.740199,1.000000,-1.000000,-1.000000,0.004502,0.008585,0.000000,NaN
22,-0.078052,-0.462799,0.542774,1.000000,-1.000000,-1.000000,0.004381,0.008464,0.140000,NaN
23,0.740705,0.750107,-0.507953,1.000000,-1.000000,-1.000000,0.005262,0.009037,0.000000,NaN
24,0.875575,0.638731,0.162925,1.000000,-1.000000,-1.000000,0.005116,0.008917,0.000000,NaN
25,-0.065915,0.447443,-0.971591,1.000000,-1.000000,-1.000000,0.004990,0.008805,0.082500,NaN
26,0.937243,0.257822,-0.901999,1.000000,-1.000000,-1.000000,0.005189,0.008860,0.000000,NaN
27,0.930804,0.216245,0.583836,1.000000,-1.000000,-1.000000,0.005074,0.008746,0.000000,NaN
28,-0.221279,0.920411,0.277657,1.000000,-1.000000,-1.000000,0.004957,0.008647,0.000000,NaN
29,-0.740866,-0.027584,0.891259,1.000000,-1.000000,-1.000000,0.004845,0.008550,0.000000,NaN
30,-0.989353,0.360732,-0.272080,1.000000,-1.000000,-1.000000,0.004737,0.008456,0.000000,NaN
31,-0.275294,-0.394414,-0.671712,1.000000,-1.000000,-1.000000,0.004639,0.008367,0.260000,NaN
32,0.921835,0.523721,0.163936,1.000000,-1.000000,-1.000000,0.006015,0.010182,0.000000,NaN
33,0.034002,-0.254091,0.870981,1.000000,-1.000000,-1.000000,0.005895,0.010082,0.025000,NaN
34,0.369013,-0.123484,0.604585,1.000000,-1.000000,-1.000000,0.005893,0.009973,0.000000,NaN
35,0.980604,-0.422271,0.534987,1.000000,-1.000000,-1.000000,0.005812,0.009876,0.000000,NaN
36,0.148118,0.831102,0.546183,1.000000,-1.000000,-1.000000,0.005708,0.009781,0.000000,NaN
37,-0.372268,0.851032,-0.101376,1.000000,-1.000000,-1.000000,0.005602,0.009692,0.000000,NaN
38,-0.832365,0.839911,-0.380103,1.000000,-1.000000,-1.000000,0.005503,0.009606,0.000000,NaN
39,0.016503,0.591068,-0.510898,1.000000,-1.000000,-1.000000,0.005402,0.009522,0.092500,NaN
40,0.220568,0.164491,-0.694020,1.000000,-1.000000,-1.000000,0.005622,0.009570,0.195000,NaN
41,0.807168,0.499735,0.586960,1.000000,-1.000000,-1.000000,0.005935,0.010229,0.000000,NaN
42,-0.220695,-0.981137,-0.260587,1.000000,-1.000000,-1.000000,0.005832,0.010148,0.000000,NaN
43,0.960095,-0.323962,0.811998,1.000000,-1.000000,-1.000000,0.005607,0.010045,0.000000,NaN
44,-0.592630,0.466216,-0.380703,1.000000,-1.000000,-1.000000,0.005518,0.009968,0.000000,NaN
45,-0.157101,-0.560674,0.218987,1.000000,-1.000000,-1.000000,0.005445,0.009892,0.170000,NaN
