iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.503625,0.271047,-0.452441,-1.000000,1.000000,1.000000,0.009166,0.021956,0.010000,NaN
2,-0.641930,-0.231124,0.967419,-1.000000,1.000000,1.000000,0.009204,0.021017,0.200000,NaN
3,-0.358754,0.215896,0.584804,-1.000000,1.000000,1.000000,0.017264,0.022878,0.000000,NaN
4,0.350833,0.983198,-0.952753,1.000000,-1.000000,-1.000000,0.010715,0.021467,0.000000,NaN
5,0.441184,0.375222,0.303055,-1.000000,1.000000,-1.000000,0.009803,0.017205,0.000000,NaN
6,0.902532,-0.028429,0.235612,-1.000000,1.000000,-1.000000,0.009300,0.016732,0.000000,NaN
7,-0.245049,0.201995,0.609632,-1.000000,1.000000,-1.000000,0.008817,0.016299,0.000000,NaN
8,0.296454,-0.817055,-0.218322,-1.000000,1.000000,-1.000000,0.008387,0.015884,0.000000,NaN
9,0.873612,-0.648589,-0.270837,-1.000000,1.000000,-1.000000,0.008022,0.015500,0.000000,NaN
10,0.222906,0.980924,0.583774,-1.000000,1.000000,-1.000000,0.007652,0.015149,0.000000,NaN
11,0.167285,0.232173,0.844610,-1.000000,1.000000,-1.000000,0.007341,0.014820,0.430000,NaN
12,-0.969176,-0.260614,-0.249698,-1.000000,1.000000,1.000000,0.014369,0.023521,0.000000,NaN
13,-0.303978,-0.715619,0.644802,-1.000000,1.000000,1.000000,0.013868,0.023070,0.000000,NaN
14,-0.263887,0.245279,0.723370,-1.000000,1.000000,1.000000,0.013298,0.022614,0.000000,NaN
15,0.878990,0.081818,-0.674082,-1.000000,1.000000,1.000000,0.010596,0.021416,0.000000,NaN
16,0.340044,-0.589507,-0.739924,-1.000000,1.000000,-1.000000,0.009589,0.019525,0.000000,NaN
17,0.550583,0.054304,-0.646474,-1.000000,1.000000,1.000000,0.009829,0.020698,0.000000,NaN
18,0.170521,0.435484,-0.141492,-1.000000,1.000000,1.000000,0.009482,0.020365,0.000000,NaN
19,-0.571253,0.791999,0.094133,-1.000000,1.000000,1.000000,0.009173,0.020047,0.000000,NaN
20,-0.421314,0.624915,-0.564718,-1.000000,1.000000,-1.000000,0.008117,0.018076,0.000000,NaN
21,-0.507571,0.253854,0.517276,1.000000,-1.000000,1.000000,0.006988,0.015107,0.000000,NaN
22,0.812008,-0.867468,-0.130660,-1.000000,1.000000,1.000000,0.007421,0.017903,0.000000,NaN
23,0.499476,0.605693,0.410951,-1.000000,1.000000,1.000000,0.007206,0.017655,0.000000,NaN
