iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.931071,0.898405,0.986474,0.175527,-0.434108,1.000000,0.028336,0.018570,0.000000,NaN
2,0.996735,-0.960779,0.986278,0.007768,-0.579012,1.000000,0.023302,0.016689,0.000000,NaN
3,-0.999718,-0.974053,-0.957565,-0.083128,-0.563142,1.000000,0.018346,0.015188,0.000000,NaN
4,0.036695,-0.401905,0.993244,-0.082721,-0.555185,1.000000,0.017806,0.014687,0.092500,NaN
5,-0.008287,-0.456560,0.994214,-0.034735,-0.476838,1.000000,0.024340,0.013789,0.042500,NaN
6,-0.012689,-0.342549,0.994548,-0.029043,-0.468587,1.000000,0.026207,0.012275,0.000000,NaN
7,-0.938707,0.975075,-0.984922,-1.000000,1.000000,-1.000000,0.010909,0.018758,0.000000,NaN
8,0.953433,0.942436,-0.983024,1.000000,-1.000000,-1.000000,0.009166,0.018364,0.000000,NaN
9,-0.993585,0.980799,0.994094,1.000000,-1.000000,-1.000000,0.008295,0.017925,0.000000,NaN
10,0.948800,-0.921322,-0.993669,1.000000,-1.000000,-1.000000,0.007767,0.017530,0.000000,NaN
11,-0.972308,-0.999584,0.959189,-0.389555,-1.000000,1.000000,0.006341,0.012254,0.000000,NaN
12,0.986345,0.986867,-0.046825,0.083487,-0.287427,0.245809,0.003868,0.009374,0.000000,NaN
13,-0.991430,-0.008329,-0.278786,0.082800,-0.290046,0.245228,0.003710,0.009191,0.000000,NaN
14,-0.635151,-0.995075,0.031412,0.082544,-0.289903,0.244958,0.003582,0.008927,0.000000,NaN
15,0.995181,0.002742,0.595259,0.089775,-0.286178,0.246946,0.003421,0.008661,0.000000,NaN
16,0.080830,-0.129733,0.051545,0.086651,-0.287902,0.246379,0.003287,0.008347,0.260000,NaN
17,0.073919,-0.079654,0.065959,0.081088,-0.162703,0.100902,0.009723,0.009922,0.560000,NaN
18,0.073382,-0.137376,0.083996,0.075932,-0.123869,0.069915,0.039193,0.014099,0.187500,NaN
19,0.044946,-0.128136,0.058945,0.073942,-0.126039,0.068569,0.047338,0.013718,0.215000,NaN
20,0.057310,-0.084092,0.101357,0.086841,-0.083625,0.066125,0.330273,0.051613,0.572500,NaN
21,0.313192,-0.081862,0.037374,0.076295,-0.083240,0.086713,0.445209,0.044777,0.000000,NaN
22,-0.887652,-0.097399,0.087334,-0.114399,-0.600703,0.939501,0.266194,0.058425,0.000000,NaN
23,0.067069,-0.600742,0.997993,-0.114428,-0.600694,0.939464,0.263817,0.058180,0.112500,NaN
24,-0.930910,-0.605550,0.670858,0.132415,-0.138326,0.116772,0.187179,0.038185,0.000000,NaN
25,0.435681,-0.165456,0.271342,0.132003,-0.138296,0.115687,0.186411,0.037997,0.000000,NaN
26,0.956370,-0.577354,0.896546,0.038214,-0.129139,0.054397,0.162996,0.032017,0.000000,NaN
27,0.932776,-0.387925,-0.755949,0.038396,-0.129153,0.054006,0.162038,0.031913,0.000000,NaN
28,-0.970647,0.355130,0.716007,0.038444,-0.129167,0.053463,0.161081,0.031810,0.000000,NaN
29,0.651088,-0.649156,0.980050,0.038633,-0.129180,0.053105,0.160141,0.031708,0.025000,NaN
30,0.088425,-0.070707,0.319496,0.065307,-0.079595,0.084697,0.426993,0.044153,0.535000,NaN
31,0.076822,-0.064158,0.350332,0.071085,-0.075954,0.147437,0.478017,0.041172,0.612500,NaN
32,0.053041,-0.066480,0.458297,0.071834,-0.069963,0.231138,0.528743,0.039363,0.530000,NaN
33,0.065708,-0.052415,0.457897,0.070226,-0.069225,0.246349,0.539511,0.036429,0.620000,NaN
34,0.048580,-0.052905,0.255941,0.068910,-0.062692,0.295999,0.565886,0.036470,0.715000,NaN
35,0.053337,-0.051407,-0.066712,0.054858,-0.054351,0.210082,0.619864,0.042145,0.797500,NaN
36,0.063775,-0.035202,-0.052821,0.052523,-0.050118,-0.068331,0.712659,0.045658,0.910000,NaN
37,0.062916,-0.037662,-0.328093,0.061932,-0.034300,-0.136347,0.858313,0.041326,0.860000,NaN
38,0.073363,-0.024057,-0.104288,0.061993,-0.033988,-0.158979,0.868579,0.034435,0.897500,NaN
39,0.061769,-0.011234,0.145381,0.065242,-0.029672,-0.148117,0.890405,0.030949,0.925000,NaN
40,-0.005867,0.012003,-0.111156,0.048529,-0.007642,-0.046185,0.949866,0.035391,0.975000,NaN
41,0.065454,0.031176,-0.154457,0.024171,0.005132,-0.113133,0.995803,0.032026,0.875000,NaN
42,-0.004019,0.009772,-0.510498,0.020564,0.001400,-0.099775,0.991229,0.030493,0.930000,NaN
43,0.025971,0.004500,-0.003888,0.020216,0.001051,-0.124235,0.991593,0.031877,0.992500,NaN
44,0.037650,-0.015076,-0.089460,0.022779,0.000383,-0.105583,0.999016,0.018443,0.972500,0.980000
45,-0.054351,0.061237,0.028740,0.023444,0.005595,0.009879,0.992015,0.005936,0.767500,NaN
46,-0.004646,-0.001439,0.102547,0.023437,0.005141,0.006821,0.991924,0.005625,1.000000,NaN
47,0.036500,0.025861,0.372228,0.006375,0.001191,0.076279,1.005025,0.010294,0.957500,0.995000
48,-0.006074,0.012646,0.430623,-0.005856,0.001650,0.113712,1.000856,0.006569,0.982500,1.000000
