iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.134258,0.305655,-0.099321,0.948082,-0.949650,0.451071,0.000000,0.000000,0.207500,NaN
2,0.119017,-0.270389,0.678260,0.088018,0.096300,-0.058492,0.057741,0.005307,0.142500,NaN
3,0.863692,-0.070818,0.654532,0.026790,-0.121492,0.513967,0.107510,0.006105,0.000000,NaN
4,-0.096075,0.081870,0.503599,-0.011219,-0.154267,0.533882,0.102413,0.005963,0.655000,NaN
5,0.600149,-0.712973,-0.939159,-0.182686,0.159527,0.549864,0.537152,0.010219,0.000000,NaN
6,-0.773362,0.990558,-0.688185,-0.182245,0.158257,0.550241,0.531371,0.010059,0.000000,NaN
7,-0.275017,0.485859,0.630652,-0.177473,0.153575,0.549295,0.522183,0.009760,0.000000,NaN
8,0.829243,-0.874785,-0.660172,-0.097014,0.013658,0.404802,0.442481,0.008140,0.000000,NaN
9,0.927921,-0.942179,0.668732,-0.096694,0.013141,0.406356,0.435976,0.008016,0.000000,NaN
10,-0.737935,0.616212,-0.642857,-0.090866,0.071132,0.495235,0.472586,0.059877,0.000000,NaN
11,0.442953,-0.454111,0.367910,-0.090870,0.071122,0.495411,0.466449,0.059447,0.000000,NaN
12,0.966862,0.888513,0.100747,-0.090864,0.071142,0.495563,0.460470,0.059032,0.000000,NaN
13,-0.202708,-0.040184,-0.473066,-0.090865,0.071122,0.495719,0.454621,0.058626,0.432500,NaN
14,-0.261593,0.408725,-0.009370,-0.096905,0.051948,0.403590,0.509383,0.060286,0.000000,NaN
15,0.795935,-0.975147,0.490830,-0.096216,0.040926,0.414577,0.505139,0.059901,0.000000,NaN
16,0.030852,-0.239207,-0.296096,-0.096203,0.041158,0.415241,0.500706,0.059557,0.010000,NaN
17,-0.982155,0.215998,-0.896895,-0.104405,0.065634,0.482504,0.469482,0.058434,0.000000,NaN
18,0.821471,0.994592,0.812526,-0.104371,0.065653,0.482518,0.464912,0.058084,0.000000,NaN
19,-0.626526,-0.415663,-0.684491,-0.104338,0.065671,0.482522,0.460428,0.057742,0.422500,NaN
20,0.156566,0.914650,-0.203343,-0.098886,0.074088,0.440359,0.506675,0.058635,0.000000,NaN
21,0.181481,-0.695330,0.450193,-0.098908,0.074055,0.439686,0.503339,0.058369,0.000000,NaN
22,-0.889652,0.469951,-0.322668,-0.098902,0.074017,0.438986,0.500067,0.058112,0.000000,NaN
23,0.588177,0.733620,-0.521466,-0.098904,0.073989,0.438296,0.496806,0.057858,0.000000,NaN
24,-0.033198,-0.006220,0.531106,-0.098914,0.073969,0.437644,0.493599,0.057607,0.917500,NaN
25,0.075559,-0.033967,0.436607,-0.032629,-0.001508,0.562300,0.852633,0.038581,0.760000,NaN
26,-0.064154,0.786653,-0.571965,-0.025712,-0.003011,0.562529,0.869802,0.037319,0.000000,NaN
27,0.305953,-0.946626,0.237013,-0.025671,-0.002976,0.561963,0.868867,0.037224,0.000000,NaN
28,0.742472,-0.719507,0.486721,-0.025629,-0.002938,0.561402,0.867937,0.037133,0.000000,NaN
29,0.855447,0.029726,0.027879,-0.025589,-0.002903,0.560864,0.867011,0.037044,0.000000,NaN
30,-0.830394,-0.791551,0.392311,-0.028685,-0.002427,0.575728,0.855866,0.036566,0.000000,NaN
31,0.177633,0.490573,0.006860,-0.028575,-0.002390,0.575164,0.854861,0.036460,0.000000,NaN
32,0.386232,0.980720,-0.502767,-0.028352,-0.002300,0.574259,0.853823,0.036348,0.000000,NaN
33,-0.161338,0.801448,0.649987,-0.028248,-0.002263,0.573749,0.852823,0.036253,0.000000,NaN
34,-0.555724,-0.452694,-0.607989,-0.028147,-0.002226,0.573263,0.851831,0.036161,0.295000,NaN
35,0.237858,0.443357,0.018727,-0.028140,-0.002225,0.573981,0.851921,0.036190,0.000000,NaN
36,0.546103,0.506555,-0.363940,-0.027994,-0.002154,0.572838,0.850938,0.036079,0.000000,NaN
37,0.795784,-0.796597,-0.427389,-0.027910,-0.002121,0.572410,0.849999,0.035997,0.000000,NaN
38,-0.983197,0.513179,0.946120,-0.027824,-0.002087,0.571964,0.849063,0.035915,0.000000,NaN
39,-0.361076,-0.586343,0.872664,-0.027735,-0.002053,0.571502,0.848131,0.035835,0.085000,NaN
40,0.512014,-0.655439,-0.705905,-0.028026,-0.001784,0.576503,0.841806,0.035501,0.000000,NaN
41,-0.952016,-0.048276,-0.374036,-0.027942,-0.001739,0.576118,0.840869,0.035422,0.000000,NaN
42,-0.203274,-0.242713,0.460385,-0.027900,-0.001698,0.575880,0.839941,0.035353,0.282500,NaN
43,-0.991856,0.393803,0.398977,-0.030864,-0.003005,0.582470,0.841413,0.035580,0.000000,NaN
