iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.056460,0.328276,0.008417,0.066408,0.215959,0.022471,0.194064,0.044681,0.210000,NaN
2,0.098623,0.226975,0.031154,0.067085,0.223460,0.021942,0.204141,0.036639,0.365000,NaN
3,0.189068,0.041506,0.034873,0.089611,0.205462,0.029866,0.254777,0.034413,0.572500,NaN
4,0.324996,-0.258710,0.043119,0.217845,-0.002439,0.038469,0.351050,0.038939,0.000000,NaN
5,-0.446193,0.970450,0.024644,-0.165784,0.708212,0.021765,0.281573,0.051910,0.000000,NaN
6,-0.959152,0.889155,0.999079,0.110565,0.319459,0.017597,0.174872,0.027971,0.000000,NaN
7,0.992922,0.913964,-0.389023,0.110628,0.320031,0.017070,0.171539,0.027742,0.000000,NaN
8,0.946847,0.880566,-0.040404,0.108381,0.318971,0.016150,0.168483,0.027524,0.000000,NaN
9,-0.985216,-0.948426,-0.220759,-0.002910,0.252076,0.021347,0.157838,0.025940,0.000000,NaN
10,0.306120,0.073826,0.044020,0.164823,0.074068,0.035085,0.447281,0.058617,0.000000,NaN
11,-0.609829,0.210559,0.013386,-0.163413,0.236133,0.025327,0.299335,0.050777,0.000000,NaN
12,0.766360,0.304103,0.025439,0.397700,0.264011,0.033799,0.252764,0.056286,0.000000,NaN
13,0.763223,0.086336,-0.298942,0.093097,0.225671,0.035539,0.170922,0.037207,0.000000,NaN
14,0.906623,0.981207,-0.996946,0.094097,0.225638,0.035266,0.167839,0.036792,0.000000,NaN
15,0.951070,-0.037217,0.997713,0.094369,0.225690,0.035195,0.164933,0.036442,0.000000,NaN
16,0.108599,-0.990217,-0.999499,0.094636,0.225740,0.035128,0.162114,0.036100,0.000000,NaN
17,-0.662843,-0.992379,0.307941,0.094894,0.225789,0.035062,0.159381,0.035768,0.012500,NaN
18,0.992536,-0.218176,-0.986374,0.095123,0.225845,0.035010,0.156484,0.035420,0.000000,NaN
19,-0.073736,-0.074809,-0.094215,0.095357,0.225890,0.034948,0.153925,0.035106,0.527500,NaN
20,0.050903,-0.066853,0.119194,0.131530,0.029003,0.070392,0.443947,0.069724,0.660000,NaN
21,0.091089,-0.063964,0.260861,0.055829,-0.066288,0.124108,0.589817,0.058521,0.615000,NaN
22,0.057981,-0.164959,0.076078,0.064330,-0.067698,0.146924,0.613817,0.050594,0.100000,NaN
23,0.062272,0.080932,0.364227,0.088366,0.035490,0.285300,0.565725,0.063425,0.795000,NaN
24,0.068863,0.073554,0.669507,0.065933,0.063467,0.408891,0.724934,0.053422,0.830000,NaN
25,0.038611,0.059258,0.553606,0.067208,0.066955,0.570068,0.804976,0.046024,0.890000,NaN
26,0.020572,0.068409,0.834616,0.043064,0.059641,0.572613,0.859879,0.037571,0.885000,NaN
27,-0.014284,0.092260,0.683152,0.029418,0.061578,0.674595,0.887769,0.041113,0.717500,NaN
28,0.065150,0.139067,0.961028,0.038643,0.055203,0.684726,0.881253,0.039788,0.652500,NaN
29,0.011568,-0.037134,0.781913,0.036772,0.045675,0.652958,0.881890,0.041133,0.587500,NaN
30,0.072964,0.017973,0.221270,0.032328,0.051036,0.713738,0.907436,0.021323,0.940000,NaN
31,0.019207,0.021932,0.001608,0.061070,0.020537,0.235502,0.944315,0.015925,0.960000,NaN
32,0.016573,-0.001943,-0.225739,0.038566,0.017935,0.071331,0.972966,0.020146,0.987500,NaN
33,0.057055,0.009740,-0.510806,0.033978,0.003116,-0.180361,0.997313,0.025375,0.835000,NaN
34,0.053966,-0.002792,-0.147240,0.023239,-0.000037,-0.127203,0.994905,0.018143,0.972500,NaN
35,0.004577,-0.003844,0.105665,0.026690,-0.000186,-0.115918,0.997480,0.015852,1.000000,NaN
36,0.036692,-0.001610,-0.047904,0.019017,-0.003220,-0.008389,1.014258,0.017390,0.980000,1.000000
