iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.931841,-0.975621,-0.863662,-1.000000,1.000000,1.000000,0.004850,0.009520,0.000000,NaN
2,-0.962664,0.907532,0.984375,-1.000000,1.000000,1.000000,0.004513,0.009148,0.000000,NaN
3,0.983947,0.992253,0.983799,1.000000,1.000000,1.000000,0.003283,0.008692,0.000000,NaN
4,-0.985689,-0.966670,-0.946020,1.000000,-1.000000,1.000000,0.002813,0.008420,0.000000,NaN
5,0.916663,-0.999916,0.932391,1.000000,-1.000000,1.000000,0.002735,0.008147,0.000000,NaN
6,0.986778,0.972567,-0.983611,1.000000,1.000000,-1.000000,0.002227,0.007031,0.000000,NaN
7,-0.978904,-0.394666,0.994344,-1.000000,-1.000000,1.000000,0.001470,0.005573,0.000000,NaN
8,0.067404,-0.999911,-0.178456,-1.000000,-1.000000,1.000000,0.000896,0.004382,0.000000,NaN
9,0.061027,0.996648,0.981547,-1.000000,-1.000000,1.000000,0.000836,0.004259,0.015000,NaN
10,0.090408,0.997673,0.990720,0.036079,1.000000,1.000000,0.001157,0.004739,0.110000,NaN
11,0.092085,0.973752,0.949491,0.050171,1.000000,1.000000,0.003014,0.005460,0.002500,NaN
12,0.026363,0.297801,0.989585,0.049506,1.000000,1.000000,0.002823,0.004416,0.320000,NaN
13,0.095199,0.171071,0.993968,0.059904,0.255957,1.000000,0.008797,0.009080,0.570000,NaN
14,0.026439,0.069957,0.995489,0.079803,0.127521,1.000000,0.046610,0.015712,0.840000,NaN
15,0.029798,0.021133,0.993493,0.055128,0.050496,1.000000,0.204253,0.021357,0.862500,NaN
16,0.052372,-0.007971,0.982072,0.050273,0.013122,1.000000,0.375771,0.022389,0.742500,NaN
17,0.043123,-0.020448,0.978159,0.052753,-0.000477,1.000000,0.446041,0.022179,0.702500,NaN
18,0.019873,-0.016034,0.995724,0.053220,-0.009216,1.000000,0.489128,0.021664,0.680000,NaN
19,0.035021,0.012391,0.994926,0.051722,-0.014108,1.000000,0.517497,0.021021,0.882500,NaN
20,-0.578696,0.038878,0.990004,0.013807,0.041858,1.000000,0.844531,0.033623,0.000000,NaN
21,0.682054,0.015183,0.965063,0.482654,0.037124,1.000000,0.994289,0.079552,0.000000,NaN
22,0.111719,0.013732,0.994632,0.055714,0.027168,1.000000,0.763382,0.028925,0.792500,NaN
23,0.141176,0.011570,0.992880,0.058418,0.027337,1.000000,0.778419,0.027495,0.690000,NaN
24,-0.032043,0.078659,0.995731,0.056525,0.027939,1.000000,0.776785,0.026839,0.835000,NaN
25,0.207567,0.023488,0.999769,0.060383,0.043103,1.000000,0.801661,0.029571,0.500000,NaN
26,0.160430,0.066871,0.991843,0.046752,0.044760,1.000000,0.781062,0.028714,0.737500,NaN
27,0.075782,0.041632,0.988729,0.046321,0.044987,1.000000,0.782757,0.027237,0.880000,NaN
28,0.081558,0.044966,0.979631,0.048064,0.045854,1.000000,0.808915,0.025014,0.825000,NaN
29,0.047566,0.024237,0.958827,0.048105,0.046353,1.000000,0.815058,0.024307,0.857500,NaN
30,0.029812,0.049371,0.919243,0.032454,0.039308,1.000000,0.886582,0.020473,0.912500,NaN
31,0.034797,0.041876,0.785041,0.025073,0.043101,1.000000,0.899293,0.020670,0.947500,NaN
32,0.021448,0.067735,0.361001,0.028288,0.046583,0.766980,0.937115,0.020553,0.817500,NaN
33,0.035618,0.061475,0.651412,0.028156,0.046934,0.761785,0.937985,0.018980,0.890000,NaN
34,-0.026129,0.038502,0.827780,0.027137,0.043786,0.785686,0.932662,0.016021,0.930000,NaN
35,-0.010987,0.045825,0.802080,0.010821,0.042902,0.782811,0.941712,0.016726,0.940000,NaN
36,0.020455,0.045438,0.719661,0.009191,0.043106,0.781684,0.943308,0.014256,0.925000,NaN
37,-0.052922,0.058591,0.739447,0.007946,0.043144,0.793832,0.940588,0.012471,0.865000,NaN
38,0.011865,0.044249,0.770824,0.010133,0.042378,0.798574,0.940672,0.012544,0.945000,NaN
39,-0.021852,0.038665,0.741272,0.010173,0.042379,0.796274,0.942263,0.010791,0.932500,NaN
40,0.971463,-0.455304,-0.849909,0.009822,0.040364,0.792949,0.944784,0.009358,0.000000,NaN
41,0.002192,0.030481,0.641457,0.009828,0.040354,0.792933,0.944784,0.009361,0.975000,NaN
42,0.053898,0.029672,0.536973,0.008054,0.029902,0.656314,0.968424,0.010354,0.912500,NaN
