iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.958799,-0.998316,-0.889596,-1.000000,-1.000000,-1.000000,0.020990,0.017369,0.000000,NaN
2,0.993758,0.989709,0.934373,1.000000,1.000000,1.000000,0.012237,0.015944,0.000000,NaN
3,0.924121,-0.971097,-0.935031,1.000000,-1.000000,-1.000000,0.010943,0.013816,0.000000,NaN
4,-0.974655,-0.986290,0.998784,1.000000,1.000000,-1.000000,0.006773,0.013049,0.000000,NaN
5,0.970287,0.977363,-0.985983,1.000000,1.000000,-1.000000,0.006210,0.012668,0.000000,NaN
6,-0.570867,0.997577,0.978126,-1.000000,1.000000,1.000000,0.004107,0.010781,0.000000,NaN
7,-0.984656,0.964678,-0.981828,-1.000000,1.000000,-1.000000,0.003665,0.009661,0.000000,NaN
8,-0.002578,-0.970756,-0.994219,-0.064777,-1.000000,-1.000000,0.003003,0.008472,0.000000,NaN
9,0.961688,-0.982269,0.203757,1.000000,-1.000000,1.000000,0.002435,0.007395,0.000000,NaN
10,-0.989215,0.014481,-0.982783,1.000000,-1.000000,1.000000,0.001963,0.006595,0.000000,NaN
11,-0.374817,-0.997542,0.058023,1.000000,-1.000000,1.000000,0.001867,0.006452,0.000000,NaN
12,0.027085,0.234106,0.988078,1.000000,-1.000000,1.000000,0.001770,0.006302,0.355000,NaN
13,0.046789,0.186363,0.997289,0.051276,0.209499,1.000000,0.010826,0.011255,0.435000,NaN
14,0.133723,0.167829,0.996415,0.043242,0.209406,1.000000,0.036291,0.014849,0.612500,NaN
15,0.055115,0.230148,0.965592,0.070494,0.207328,1.000000,0.098979,0.018887,0.475000,NaN
16,0.005400,0.220440,0.991907,0.065485,0.215931,1.000000,0.138571,0.019641,0.345000,NaN
17,0.094208,0.282802,0.991982,0.057413,0.217423,1.000000,0.157326,0.019224,0.380000,NaN
18,0.021962,0.289455,0.973122,0.062115,0.226402,1.000000,0.177279,0.018911,0.322500,NaN
19,0.080692,0.305189,0.991903,0.059303,0.231457,1.000000,0.188575,0.018367,0.340000,NaN
20,0.109142,-0.042731,0.974009,0.114381,0.153924,1.000000,0.409557,0.033802,0.510000,NaN
21,0.127475,-0.254969,0.999281,0.116872,0.059495,1.000000,0.434033,0.033541,0.042500,NaN
22,0.101676,0.997395,0.964737,0.089302,0.616929,1.000000,0.409203,0.047071,0.000000,NaN
23,-0.040638,-0.032520,0.973964,0.042440,0.169770,1.000000,0.330141,0.026125,0.545000,NaN
24,-0.065452,-0.044484,0.954644,-0.025735,0.034475,1.000000,0.378598,0.039354,0.405000,NaN
25,-0.057925,0.060053,0.988774,-0.034220,0.016433,1.000000,0.388799,0.035645,0.840000,NaN
26,-0.113148,0.055105,0.921652,-0.076585,0.045167,1.000000,0.563258,0.038699,0.727500,NaN
27,-0.143764,0.002495,0.958446,-0.103800,0.057609,1.000000,0.627961,0.040277,0.510000,NaN
28,-0.120666,0.026704,0.998190,-0.094113,0.063246,1.000000,0.611055,0.033474,0.665000,NaN
29,-0.109051,0.111834,0.909549,-0.098627,0.065477,1.000000,0.625721,0.031076,0.552500,NaN
30,0.260691,0.061503,0.952272,0.021434,0.065057,1.000000,0.742484,0.040720,0.257500,NaN
31,-0.560753,0.081050,0.995388,-0.301173,0.065625,1.000000,0.722631,0.051765,0.000000,NaN
32,0.718690,0.163488,0.962087,0.069103,0.043295,1.000000,0.620964,0.036518,0.000000,NaN
33,0.086643,0.034072,0.952445,0.025464,0.038115,0.988882,0.606677,0.033741,0.850000,NaN
34,0.008055,0.038835,0.999027,0.057739,0.033667,0.979227,0.685747,0.030127,0.905000,NaN
35,0.017637,0.014280,0.998915,0.056061,0.034763,1.000000,0.768421,0.027617,0.867500,NaN
36,0.295123,0.033916,0.992712,0.061649,0.030097,1.000000,0.800286,0.025900,0.130000,NaN
37,0.040138,0.020145,0.995974,-0.034072,0.032815,0.989542,0.743737,0.022697,0.875000,NaN
38,-0.058513,0.037633,0.965308,-0.030459,0.029589,0.996520,0.773258,0.021841,0.905000,NaN
39,-0.045065,0.041019,0.978174,-0.040982,0.031936,0.984863,0.803490,0.019733,0.907500,NaN
40,-0.008581,0.037912,0.344129,-0.019047,0.038206,0.865753,0.926624,0.033713,0.932500,NaN
41,-0.016064,0.040685,0.673923,-0.002591,0.040717,0.644541,0.969058,0.039885,0.945000,NaN
42,0.043208,0.067809,0.228475,0.003630,0.040830,0.590840,0.950134,0.022301,0.827500,NaN
43,0.024879,0.039814,0.646493,-0.003737,0.037792,0.604747,0.948618,0.017290,0.940000,NaN
44,0.005821,0.017035,0.466834,-0.002568,0.037677,0.604268,0.949022,0.012930,0.982500,NaN
45,0.010106,-0.001067,-0.040807,0.007384,0.019519,0.489510,0.982643,0.007186,0.997500,NaN
46,-0.028044,0.001106,-0.920984,0.012971,0.003953,0.049433,1.001404,0.019819,0.792500,0.997500
47,0.075185,-0.018729,-0.281839,0.010905,0.002290,-0.007425,0.998494,0.004691,0.875000,NaN
48,-0.043903,0.005980,-0.126372,0.009586,0.002425,-0.006388,0.998609,0.005028,0.967500,NaN
49,0.011543,0.045026,-0.326950,0.001578,0.003487,-0.012147,1.000296,0.010021,0.825000,0.995000
50,-0.014298,-0.045552,-0.189220,0.005310,-0.004659,0.040144,1.002225,0.014770,0.940000,1.000000
