iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.046091,0.111264,-0.528436,0.052958,0.108496,-0.432277,0.392719,0.060731,0.485000,NaN
2,0.241936,0.107996,-0.179716,0.057457,0.109791,-0.451866,0.458526,0.049008,0.282500,NaN
3,-0.334002,0.106657,-0.957346,-0.035199,0.110918,-0.599064,0.425850,0.049683,0.075000,NaN
4,0.746774,0.108712,-0.337802,0.191357,0.111759,-0.312464,0.361021,0.041312,0.000000,NaN
5,-0.569821,0.109693,0.198684,-0.192417,0.112105,-0.192350,0.324518,0.054303,0.000000,NaN
6,0.032927,0.090472,-0.457777,0.020817,0.110063,-0.477496,0.249434,0.032724,0.585000,NaN
7,0.056933,0.057279,-0.531332,0.021771,0.094795,-0.464147,0.340201,0.033178,0.702500,NaN
8,0.001638,0.017026,-0.489125,0.038695,0.049588,-0.502239,0.489903,0.048150,0.925000,NaN
9,0.155449,-0.032035,-0.622838,0.029491,-0.004350,-0.491417,0.859594,0.047656,0.512500,NaN
10,-0.028624,-0.029803,-0.114587,-0.004534,0.004898,-0.452833,0.927151,0.035936,0.962500,NaN
11,-0.050252,-0.041192,-0.812737,-0.017231,-0.014437,-0.258684,0.977054,0.036192,0.880000,NaN
12,-0.100706,0.005026,-0.068171,-0.020383,-0.017307,-0.313069,0.979330,0.039363,0.832500,NaN
13,-0.002110,0.000887,0.299945,-0.021935,-0.016370,-0.308081,0.978795,0.040191,0.990000,NaN
14,-0.009171,-0.068416,0.974295,-0.005098,-0.003310,0.109374,0.998993,0.036402,0.180000,NaN
15,0.007784,0.009922,-0.003620,-0.006052,0.006318,0.038377,1.037568,0.045615,0.990000,0.997500
16,-0.020935,0.035445,0.405121,-0.002576,0.005249,0.172444,1.004298,0.014472,0.957500,0.997500
17,0.006846,-0.036754,-0.394945,-0.011312,-0.000877,-0.049636,0.998400,0.019664,0.967500,NaN
18,0.052040,0.065147,0.558931,-0.007794,-0.008176,-0.167194,1.000566,0.032096,0.870000,0.990000
19,-0.042105,-0.133359,-0.954389,-0.001898,0.012579,0.229434,1.000373,0.017332,0.380000,1.000000
