iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.875812,-0.761731,0.975766,-0.795735,-0.295073,1.000000,0.574978,0.070603,0.000000,NaN
2,-0.717667,0.184587,0.960032,-0.740769,0.009538,1.000000,0.527479,0.090184,0.000000,NaN
3,0.131135,-0.711802,-0.883073,0.146964,-0.030775,-0.868278,0.495495,0.068728,0.000000,NaN
4,0.153487,0.839477,-0.920161,0.156571,0.442751,-0.831699,0.468934,0.100762,0.000000,NaN
5,0.154329,-0.177767,0.966438,0.151627,0.025664,-0.763533,0.298679,0.057848,0.162500,NaN
6,-0.059483,0.389065,0.991163,0.150798,0.025540,-0.776406,0.288782,0.056129,0.155000,NaN
7,-0.699076,-0.939353,-0.901507,0.151395,0.025775,-0.772524,0.280934,0.055430,0.000000,NaN
8,0.142691,0.071207,-0.229277,0.151528,0.026039,-0.768399,0.276016,0.055000,0.637500,NaN
9,0.194078,0.044212,-0.183563,0.145272,0.078332,-0.219357,0.503251,0.057851,0.472500,NaN
10,0.108063,0.103756,-0.724882,0.129015,0.063210,-0.447319,0.575178,0.066093,0.525000,NaN
11,-0.857866,-0.281219,0.955691,0.130392,0.061078,-0.416875,0.571882,0.053214,0.490000,NaN
12,0.046874,0.014883,-0.254764,0.130114,0.061469,-0.413261,0.572784,0.053654,0.902500,NaN
13,-0.016774,-0.008810,-0.176154,0.035907,0.011727,-0.241678,0.867150,0.047767,0.992500,NaN
14,-0.036466,-0.039509,-0.594028,-0.016648,-0.006515,-0.192266,0.990610,0.013988,0.920000,NaN
15,-0.051103,0.054475,-0.305909,-0.017957,-0.008287,-0.216334,0.991747,0.015480,0.797500,NaN
16,-0.002076,-0.073329,-0.116156,-0.011475,-0.021925,-0.202512,0.996001,0.024740,0.755000,NaN
17,-0.003331,0.039400,0.105551,-0.013537,-0.004364,-0.239013,0.992363,0.020031,0.932500,NaN
18,-0.067933,-0.009366,0.008782,-0.012634,-0.000951,-0.196962,0.992225,0.017858,0.917500,NaN
19,-0.011709,0.009102,-0.444741,-0.015919,-0.001753,-0.181296,0.991465,0.015466,0.895000,NaN
20,-0.106528,-0.026117,-0.986305,-0.013922,-0.004641,-0.139835,0.993994,0.008999,0.705000,NaN
21,-0.011627,-0.008143,0.053776,-0.014540,-0.005184,-0.147217,0.993490,0.007452,0.985000,NaN
22,0.001358,0.012730,0.442279,-0.008312,-0.002103,-0.066105,1.000281,0.013280,0.987500,1.000000
