iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.961977,-0.990081,-0.847049,-1.000000,-1.000000,-1.000000,0.011798,0.014819,0.000000,NaN
2,0.993674,0.989579,0.926022,1.000000,1.000000,1.000000,0.009652,0.013997,0.000000,NaN
3,-0.931097,-0.988624,0.979993,-1.000000,-1.000000,1.000000,0.007269,0.013259,0.000000,NaN
4,0.925453,-0.927791,-0.991073,1.000000,-1.000000,-1.000000,0.005666,0.010646,0.000000,NaN
5,-0.985830,0.931556,0.961054,1.000000,1.000000,-1.000000,0.004328,0.010289,0.000000,NaN
6,0.940311,0.966573,-0.999409,1.000000,1.000000,-1.000000,0.004003,0.009999,0.000000,NaN
7,0.978392,-0.974936,0.936864,1.000000,-1.000000,1.000000,0.003459,0.008858,0.000000,NaN
8,0.994425,-0.010020,0.969190,-1.000000,1.000000,-1.000000,0.001957,0.005803,0.000000,NaN
9,-0.998505,-0.292522,-0.999802,-1.000000,1.000000,-1.000000,0.001859,0.005663,0.000000,NaN
10,-0.121171,-0.977569,-0.992882,-1.000000,1.000000,-1.000000,0.001788,0.005531,0.020000,NaN
11,-0.053619,-0.973434,-0.978128,-0.091407,-1.000000,-1.000000,0.002196,0.006218,0.035000,NaN
12,-0.019652,-0.994865,-0.978382,-0.074991,-1.000000,-1.000000,0.003665,0.005979,0.037500,NaN
13,0.100484,-0.993168,-0.967592,-0.061888,-1.000000,-1.000000,0.004959,0.005774,0.000000,NaN
14,0.999805,0.049254,-0.995830,-1.000000,1.000000,-1.000000,0.001977,0.005118,0.000000,NaN
15,-0.165739,-0.152236,0.992995,-1.000000,1.000000,-1.000000,0.001906,0.005027,0.000000,NaN
16,0.960058,0.990449,0.082276,-1.000000,1.000000,-1.000000,0.001834,0.004941,0.000000,NaN
17,-0.957889,-0.990769,-0.000008,-1.000000,1.000000,-1.000000,0.001770,0.004859,0.000000,NaN
18,0.101889,0.998259,0.981128,-1.000000,1.000000,-1.000000,0.001708,0.004781,0.050000,NaN
19,0.108100,0.989832,0.986364,-1.000000,1.000000,-1.000000,0.001870,0.004765,0.000000,NaN
20,-0.255699,0.998150,-0.966924,-1.000000,1.000000,-1.000000,0.001808,0.004695,0.000000,NaN
21,-0.983827,-0.068098,0.967526,-1.000000,1.000000,-1.000000,0.001591,0.004467,0.000000,NaN
22,-0.994099,0.992833,-0.555348,-1.000000,1.000000,-1.000000,0.001542,0.004404,0.000000,NaN
23,0.988498,0.114877,0.041785,0.101989,0.194089,-0.071791,0.000788,0.003583,0.000000,NaN
24,-0.237108,-0.307869,-0.004034,0.093702,0.196711,-0.074389,0.000753,0.003439,0.335000,NaN
25,-0.209637,-0.297212,0.014746,-0.165233,-0.225291,-0.025729,0.004479,0.007067,0.282500,NaN
26,-0.218630,-0.299201,0.028990,-0.199421,-0.273435,-0.005213,0.010506,0.008405,0.372500,NaN
27,-0.242703,-0.324774,0.045212,-0.213920,-0.290777,0.007056,0.022415,0.010141,0.382500,NaN
28,-0.213336,-0.320934,0.028332,-0.225301,-0.303779,0.015849,0.037506,0.011406,0.325000,NaN
29,-0.231312,-0.304125,0.053919,-0.226514,-0.309150,0.018491,0.050224,0.011920,0.352500,NaN
30,-0.282615,-0.311493,0.126355,-0.253024,-0.308406,0.046657,0.287039,0.026786,0.510000,NaN
31,-0.393947,-0.314041,0.207942,-0.288008,-0.311440,0.101396,0.328050,0.028416,0.232500,NaN
32,-0.393340,-0.324541,0.080499,-0.257216,-0.310040,0.071774,0.316457,0.024535,0.287500,NaN
33,0.116386,-0.319999,0.087987,-0.246244,-0.309042,0.070903,0.314919,0.023300,0.160000,NaN
34,-0.670120,-0.298095,0.025054,-0.388274,-0.305988,0.058337,0.303038,0.024706,0.442500,NaN
35,-0.839207,-0.296328,0.042989,-0.553915,-0.300386,0.041292,0.327830,0.029166,0.387500,NaN
36,-0.916037,-0.281945,0.007793,-0.644865,-0.298189,0.037290,0.341896,0.029583,0.110000,NaN
37,-0.508037,-0.340199,0.074838,-0.356378,-0.312672,0.066852,0.306874,0.021106,0.060000,NaN
38,-0.102245,-0.244303,0.029806,-0.203086,-0.275056,0.046904,0.288329,0.029249,0.000000,NaN
39,-0.175114,-0.399084,0.265937,-0.285668,-0.336411,0.068414,0.229101,0.021440,0.270000,NaN
40,-0.296255,-0.378444,-0.000727,-0.279915,-0.334623,0.036547,0.396583,0.046059,0.370000,NaN
41,-0.742014,-0.302189,-0.072024,-0.279093,-0.331746,0.042159,0.394452,0.038979,0.512500,NaN
42,-0.740106,-0.370408,0.047142,-0.737129,-0.307842,-0.040767,0.432102,0.055175,0.420000,NaN
43,-0.737886,-0.246207,-0.319240,-0.737132,-0.307252,-0.042143,0.434884,0.046595,0.345000,NaN
44,-0.745052,-0.297474,0.586653,-0.736448,-0.324235,0.033218,0.421446,0.042505,0.642500,NaN
45,-0.739372,-0.324737,0.915963,-0.743556,-0.300565,0.568402,0.522189,0.051274,0.500000,NaN
46,-0.756195,-0.275313,0.727463,-0.743596,-0.300277,0.577259,0.526415,0.043585,0.665000,NaN
47,-0.750433,-0.238485,0.772691,-0.751773,-0.280114,0.657621,0.574442,0.040202,0.462500,NaN
48,-0.750354,-0.359584,0.633088,-0.751110,-0.298046,0.621247,0.557210,0.036104,0.480000,NaN
49,-0.775313,-0.277579,0.670890,-0.750508,-0.287627,0.619245,0.549694,0.033707,0.590000,NaN
50,-0.767810,-0.267018,0.560907,-0.755180,-0.284960,0.609966,0.559546,0.028506,0.617500,NaN
51,-0.761114,-0.207585,0.509020,-0.759057,-0.278442,0.590570,0.571546,0.027167,0.250000,NaN
52,-0.780573,-0.424364,0.750957,-0.758534,-0.342288,0.689491,0.552271,0.032561,0.075000,NaN
53,-0.692917,-0.218539,0.599583,-0.729350,-0.265538,0.603873,0.534475,0.037638,0.157500,NaN
54,-0.751754,-0.269008,0.417051,-0.753686,-0.274972,0.579555,0.489847,0.024674,0.577500,NaN
55,-0.758252,-0.282057,0.624176,-0.753028,-0.277400,0.526807,0.503469,0.024276,0.580000,NaN
