iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,Inf,13,0.81669156019892153,0.81669156019892153,0.047265122090095375,0.77037174055062807,false,0.11058426879535001,-0.024482174907467135,-0.018062383144024936,-0.49945249656990853,-0.011172443055080139,-0.00031868860927541931,0.75431765578292831,0.11778504685157996,0.9781092448009302,0.30504935639117647,NaN,NaN,NaN,0.87002462339978692,0.30504935639117647,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.77037174055062807,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,Inf,14,0.89195635982508914,0.89195635982508914,0.06813992288716475,0.82517923539566773,false,0.49999999990120969,-0.042942120987819875,-0.043145308875865575,0.49711103237731358,-0.068844671782733347,0.0061387169016726695,0.82989002779732557,0.10157700895812269,1.0228863448177588,0.15845432095404943,NaN,NaN,NaN,0.15785875489015577,0.15845432095404943,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.82517923539566773,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,Inf,15,0.93560317903874735,0.93560317903874735,0.068952934360976659,0.86802930336499018,false,0.14343469214317695,-0.018939612214389487,-0.082850964837806546,0.28690816424617904,-0.024700023193880538,-0.10988448362400405,0.89362636294082654,0.099729189205438523,1.0831118224311598,0.46124732625049836,NaN,NaN,NaN,0.81241407372553875,0.46124732625049836,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.86802930336499018,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,Inf,16,0.82349901223837141,0.82349901223837141,0.014882189727924423,0.80891446630500552,false,0.070166515894603529,-0.0363541439740587,-0.049773571497413203,-0.16917466144241144,0.13846451134783533,0.18332541038705541,0.68406668336634002,0.12014658972468892,0.91234520384324891,0.60950811284730366,NaN,NaN,NaN,0.91362356196066408,0.60950811284730366,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.80891446630500552,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,Inf,17,0.8233885568664232,0.8233885568664232,0.014958466080105686,0.80872926010791968,false,0.071190288678703126,-0.036056844225327837,-0.049688555998329886,0.13067173911614938,-0.022377473506285384,-0.047579162513629258,0.80732961947088078,0.024951721990957521,0.85473789125370003,0.83437807474504877,NaN,NaN,NaN,0.91288508442980842,0.83437807474504877,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.80872926010791968,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,Inf,18,0.83908626246596396,0.83908626246596396,0.009895713481124847,0.82938846325446158,false,0.084448316371419169,-0.024152675781002084,-0.049810860582837096,0.093087258116800742,-0.0072434817896231962,-0.052605792581475574,0.82482402637547125,0.015991314288903838,0.85520752352438856,0.92089787318981409,NaN,NaN,NaN,0.91621531704423298,0.92089787318981409,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.82938846325446158,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,Inf,19,0.98360653647321628,0.98360653647321628,0.029227363853641799,0.9549637198966473,false,-0.014231926689809483,0.016033743815917139,-0.059306292977464023,-0.12441580173097821,0.047167880672698947,-0.058210209531633916,0.93580282273225124,0.065750436171776935,1.0607286514586274,0.83097277348301835,NaN,NaN,NaN,0.98717917510486242,0.83097277348301835,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9549637198966473,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,Inf,20,0.95883907497611665,0.95883907497611665,0.014603338254715079,0.9445278034864959,false,0.010965582629384756,0.0037448998603262914,-0.057629564222386902,0.16856331720857964,0.020915750296496283,-0.055060537861498782,0.89654387514906664,0.034514088038453447,0.96212064242212814,0.77878243403515046,NaN,NaN,NaN,0.99696859530718229,0.77878243403515046,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9445278034864959,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,Inf,21,1,1.0050794765796285,0.029337128769588112,0.97124961380580366,false,-0.080205646864152061,-0.0089869266211050399,-0.062032466181790147,-0.3182181160154558,-0.012742446412876696,-0.063558656892530818,0.91371931693648656,0.058756560573310648,1.0253567820257767,0.48634270873080709,NaN,NaN,NaN,0.93579166784300594,0.48634270873080709,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97124961380580366,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,Inf,22,0.97589370897822336,0.97589370897822336,0.036706876350567588,0.93992097015466713,false,0.026784905589305498,0.02120911706501883,-0.068731331918137295,0.015112749595170394,0.021618646272260511,-0.45701175783940418,0.90047478407765569,0.096657161771361605,1.0841233914432427,0.94590996037890063,NaN,NaN,NaN,0.97623681897082237,0.94590996037890063,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93992097015466713,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
11,Inf,23,0.98480892041796819,0.98480892041796819,0.034357871908383013,0.95113820594775289,false,0.02506592911718479,0.021667960145429897,-0.15786872077414543,0.023009647556609947,0.029804835549730013,-0.099733999032122433,0.98205718212306059,0.039333054828031393,1.0567899862963201,0.96299448624735817,NaN,NaN,NaN,0.9708281338104181,0.96299448624735817,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95113820594775289,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
12,Inf,24,0.97112274432005541,0.97112274432005541,0.020251562282722464,0.95127621328298739,false,0.030805062711725506,0.014483060137318173,-0.19849457033875256,-0.022567203005865455,-0.028616974602209799,-0.2052383270520084,0.92285557912087912,0.059405121857616934,1.0357253106503512,0.97920173981547742,NaN,NaN,NaN,0.97458334777273703,0.97920173981547742,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95127621328298739,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
13,Inf,25,0.99072340200151543,0.99072340200151543,0.017842577196990173,0.97323767634846503,false,0.00060796838645484704,-0.0081009792886715271,-0.21272250846595242,-0.011079849292746413,0.024451427318898711,0.35269242879241292,0.85998795959207786,0.094357406512763239,1.039267031966328,0.98592426625125951,NaN,NaN,NaN,0.99630798640602192,0.98592426625125951,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97323767634846503,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
14,Inf,26,0.99385719825898367,0.99385719825898367,0.027195977512201965,0.96720514029702576,false,-0.0023018271452076005,0.01254963645965089,0.20254364567652863,0.030210889155586784,0.051034846847717752,0.49431422170874084,0.94539648043346858,0.060442862254581918,1.0602379187171742,0.944340529654491,NaN,NaN,NaN,0.99619170055263007,0.944340529654491,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.96720514029702576,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
15,Inf,27,0.99403178074606813,0.99403178074606813,0.025572340166553648,0.96897088738284554,false,-0.0026503894642500164,0.012238108521070155,0.20086335459381635,-0.036573696959680824,-0.0079954240301134405,0.13682340643593083,0.98056682755068936,0.037785098575167292,1.0523585148435073,0.98253155489510546,NaN,NaN,NaN,0.99632924487515384,0.98253155489510546,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.96897088738284554,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
16,Inf,28,0.99487561126120949,0.99487561126120949,0.020441980289689427,0.97484247057731388,false,-0.0035927518171986242,0.010452456783317746,0.18820440068720046,0.017487097382715922,0.0058186642047659554,0.18585515938737052,0.99024965940108611,0.027972701795116274,1.043397792811807,0.99553426203641382,NaN,NaN,NaN,0.99709628647785287,0.99553426203641382,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97484247057731388,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
17,Inf,29,0.99847333902239666,0.99847333902239666,0.0090257247960385464,0.9896281287222789,false,0.0018168029758276502,0.0098449860371282935,0.18344518146911615,0.0026996768486586831,-0.057892435549036669,-0.49742596744114875,0.91037595892113765,0.071178467267649828,1.0456150467296723,0.93911746300695687,NaN,NaN,NaN,0.99742088091097381,0.93911746300695687,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9896281287222789,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
18,Inf,30,0.99886854382762547,0.99886854382762547,0.0096336126133979363,0.9894276034664955,false,0.0014403152141516723,0.010848809332753263,0.18347389227965535,0.023931008030617873,0.059622767875635363,0.20804835997645266,0.95989341881904877,0.040194850822329521,1.0362636353814749,0.92144288516570394,NaN,NaN,NaN,0.9970770729328513,0.92144288516570394,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9894276034664955,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
19,Inf,31,0.9985551620081119,0.9985551620081119,0.0077812724668470598,0.99092951499060178,false,0.001757815842306655,0.0020382280055118891,0.20331270797612075,0.038923006288797968,-0.013623654711500954,0.44594999767493837,0.95154828936742897,0.050429108525555814,1.047363595565985,0.95204259500664246,NaN,NaN,NaN,0.99759257634670484,0.95204259500664246,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.99092951499060178,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
