seed,initial_seed,N_shots,iterations,stopped_early,restarts,restart_seeds,total_shots,n_train,q_det,q_rec,q_last,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
981559,981559,100000,100,false,0,,11300000,112,0.99995368059792544,0.99992999999999999,0.99729999999999996,0,0,0,-0,-0,-0,0.5827494228457567,0.33434468582893423,1.5,0.96213057747589037,0.050000000000000031,516.05643606185913
714078,714078,100000,100,false,0,,11300000,112,0.9999699749133889,0.99995000000000001,0.99804999999999999,0,0,0,-0,-0,-0,0.53915290041451491,0.32524656194167911,1.5,0.74787974979485794,0.05000000000000538,518.97080993652344
909858,909858,100000,100,false,0,,11300000,112,0.99998561228637473,0.99997000000000003,0.99948000000000004,0,0,0,-0,-0,-0,0.55532309127826895,0.33265789194756185,1.5,0.8641133313824777,0.050000000000000031,520.26719307899475
250215,250215,100000,100,false,0,,11300000,112,0.99997482548303274,0.99999000000000005,0.99829000000000001,0,0,0,-0,-0,-0,0.57104322277697916,0.3593233308019676,1.5,0.97648840844456786,0.050000000000001314,532.46893405914307
558664,558664,100000,100,false,0,,11300000,112,0.99998511015250902,0.99997999999999998,0.99805999999999995,0,0,0,-0,-0,-0,0.555619799677738,0.34282211744141267,1.5,0.8667391872889586,0.050000000000000031,539.07825589179993
5937,5937,100000,100,false,0,,11300000,112,0.9997087596804477,0.99968000000000001,0.99856999999999996,0,0,0,-0,-0,-0,0.5902916178537202,0.37671118319438773,1.5,1.0196462421394952,0.050000000000000031,539.53219079971313
438880,438880,100000,100,false,0,,11300000,112,0.99990687987591231,0.99988999999999995,0.99212,0,0,0,-0,-0,-0,0.67776255908259964,0.34666510679296297,1.5,1.0018556242705154,0.050000000000000031,541.52812314033508
473966,473966,100000,100,false,0,,11300000,112,0.9999982578478156,1,0.99621999999999999,0,0,0,-0,-0,-0,0.60177265545891057,0.3448726672099115,1.5,1.010423419922631,0.27911242904924211,563.00103187561035
318670,318670,100000,100,false,0,,11300000,112,0.99998358182306946,0.99999000000000005,0.99746999999999997,0,0,0,-0,-0,-0,0.6226513757029658,0.34770005430957268,1.5,0.98247218679105552,0.050000000000000031,573.67614698410034
473867,473867,100000,100,false,0,,11300000,112,0.99999512666846457,0.99999000000000005,0.99858000000000002,0,0,0,-0,-0,-0,0.54448748051912599,0.35584581341579202,1.5,0.78003016372419809,0.050000000000002737,609.10039091110229
670733,670733,100000,100,false,0,,11300000,112,0.99999793971626272,1,0.99758999999999998,0,0,0,-0,-0,-0,0.58749035311518905,0.35231126853316141,1.5,0.94345252994412254,0.050000000000000031,676.46246910095215
359405,359405,100000,100,false,0,,11300000,112,0.99995839205476533,0.99992999999999999,0.99744999999999995,0,0,0,-0,-0,-0,0.59919517280898948,0.35885088955776673,1.5,1.0457092076503189,0.050000000000000031,742.07009792327881
849665,849665,100000,100,false,0,,11300000,112,0.99997667773368304,0.99995000000000001,0.99880000000000002,0,0,0,-0,-0,-0,0.6241542525684135,0.39964600930329375,1.5,1.0208957960525173,0.050000000000000142,748.67367506027222
615903,615903,100000,100,false,0,,11300000,112,0.99991740275663799,0.99990999999999997,0.98941999999999997,0,0,0,-0,-0,-0,0.60185717183524967,0.32618472723691744,1.5,0.96511285530081903,0.050000000000000031,761.78418111801147
150574,150574,100000,100,false,0,,11300000,112,0.99998624327874996,0.99997999999999998,0.99626999999999999,0,0,0,-0,-0,-0,0.62080947654293528,0.33133416639679586,1.5,1.0101390277842459,0.050000000000000142,768.32071018218994
225142,225142,100000,100,false,0,,11300000,112,0.99999104180723686,1,0.99814999999999998,0,0,0,-0,-0,-0,0.49784859684941019,0.30561209156082503,1.5,0.73410976533470518,0.050000000000000031,801.36419200897217
