iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,1300000,13,0.78128682596598109,0.78128682596598109,0.013015793413400048,0.76853134842084903,false,-0.1236982819104937,-0.043044133264372078,0.26977196971684664,-0.19458073543684851,-0.13081248086622521,0.49487262595531001,0.7069867698084864,0.095416398755351559,0.8882779274436543,0.28943999999999992,NaN,NaN,NaN,0.77141392409183263,0.2886112825301792,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.76853134842084903,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,1400000,14,0.85435232990303489,0.85435232990303489,0.047605570033139422,0.80769887127055828,false,-0.089147623878762836,-0.0046152039245648709,0.0023954486499132904,-0.074377376722329025,-0.0017590974307035712,-0.21893332117700015,0.83261864235877359,0.075700608501423794,0.97644979851147884,0.93971000000000005,NaN,NaN,NaN,0.92425915111037893,0.94162915092194499,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.80769887127055828,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,1500000,15,0.93985664242353706,0.93985664242353706,0.0032240122040198041,0.9366971104635976,false,-0.075325242137564086,0.0012872719923139062,-0.2148147671073852,-0.077988251296950306,-0.034200012874585628,-0.47540957071204604,0.90155886526959916,0.061367580824431042,1.0181572688360181,0.91076000000000001,NaN,NaN,NaN,0.93985512998166199,0.91220163982113878,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9366971104635976,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,1600000,16,0.93993645401472636,0.93993645401472636,0.0040623043958202282,0.93595539570682251,false,-0.076051629365397014,-0.00098154853997554936,-0.23803157795348839,0.00083031734393967938,0.086473866139614719,-0.47741599859021333,0.81138729164764078,0.11541101386667352,1.0306682179943205,0.78293000000000001,NaN,NaN,NaN,0.9381981436526462,0.78464488196057225,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93595539570682251,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,1700000,17,0.94021605225687255,0.94021605225687255,0.0054763410519396609,0.93484923802597164,false,-0.078678336923142522,-0.0048067630114853087,-0.23103360170473797,-0.125424930769787,0.013450817408240612,-0.36222902974986604,0.89453150492580735,0.054615934629446215,0.99830178072175513,0.83816999999999997,NaN,NaN,NaN,0.93510406684764535,0.83801163755673191,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93484923802597164,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,1800000,18,0.94601246784307191,0.94601246784307191,0.014978736199185164,0.93133330636787048,false,-0.062269456607019047,-0.014780311801677199,-0.20889636544294943,-0.024453107736490454,0.043506434846094288,0.12442488442191757,0.85216334621597967,0.079700305390340828,1.0035939264576272,0.95099999999999996,NaN,NaN,NaN,0.95585603957655652,0.95141179573131096,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93133330636787048,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,1900000,19,0.96404936278659581,0.96404936278659581,0.024268687330855496,0.94026604920235746,false,-0.043957871942626188,0.017812731740984709,0.010677280337585696,-0.031604707604484528,-0.0017659446137885393,-0.062391652006458242,0.95523088539927703,0.034349730489357008,1.0204953733290554,0.99019999999999997,NaN,NaN,NaN,0.97345497935869429,0.9898022474830982,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.94026604920235746,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,2000000,20,0.99075489363768887,0.99075489363768887,0.004939532947273919,0.98591415134936045,false,-0.034371000087617967,-0.0015253848530710841,-0.041834369322304735,-0.022649162602967232,-0.026061912012046218,0.17952980810859853,0.93520557190145848,0.047605823580132177,1.0256566367037097,0.96367000000000003,NaN,NaN,NaN,0.98832485584815943,0.96391370435777257,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98591415134936045,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,2100000,21,0.99381634735845137,0.99381634735845137,0.010185493133036884,0.98383456408807524,false,-0.033967556416709725,-0.0080414258578731645,0.00061741479360925399,-0.039529437407139767,-0.048735363613251703,-0.029253986723557501,0.96781278949095251,0.03247492829393879,1.0295151532494362,0.91825000000000001,NaN,NaN,NaN,0.98732622963777017,0.91834747025950125,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98383456408807524,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,2200000,22,0.99815718014394161,0.99815718014394161,0.016672651366290935,0.98181798180497648,false,-0.013388303231560346,-0.00027863262264654723,0.047783941502185914,0.052375257313263868,0.0092092540387289645,-0.015592415346271205,0.94973059029231899,0.065667826064966267,1.0744994598157549,0.97228000000000003,NaN,NaN,NaN,0.99827030237807668,0.97249516837302874,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98181798180497648,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
