iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,13000,13,0.98688058904084541,0.98688058904084541,0.044294383814244241,0.016821249751172912,-0.059060755170117905,0.38442678766126659,-0.011409688408939411,-0.48876101036502995,0.47257694809816964,0.88786995201222374,0.14465364572571798,1.162711878891088,0.36899999999999999,0.82820198874379536,0.36883067389198332,0,0,0,-0,-0,-0
2,14000,14,1,1.0371416229629784,0.065648532631233228,0.0067289533687149234,0.19564980293176357,0.27962846225513671,-0.0044500642623575004,0.44175195767435849,0.26822098644288461,0.98300033642287854,0.11160342583956977,1.1950468455180612,0.47599999999999998,0.62056547746806112,0.48736896958080966,0,0,0,-0,-0,-0
3,15000,15,0.96847415070438769,0.96847415070438769,0.025835521496939101,0.036604984438817316,-0.0087604307592065687,0.33203583398991204,0.034623283692158724,-0.096093604281439315,0.18035236077602712,0.91160982538086521,0.087325498973450724,1.0775282734304215,0.71599999999999997,0.97140270907526027,0.69177520479661569,0,0,0,-0,-0,-0
4,16000,16,0.96858069578412986,0.96858069578412986,0.018436734434841687,0.036101842194672724,0.038595635867269329,0.41441959017562424,0.0090586998004469343,0.05114337905580757,0.42721196127091554,0.93979294587457718,0.044885637374341474,1.0250756568858259,0.94399999999999995,0.96111250006871374,0.94886429128902783,0,0,0,-0,-0,-0
5,17000,17,0.96996610922399107,0.96996610922399107,0.014955729794417593,0.035221879750408955,0.039191292419206179,0.41658651267311275,0.045066624630817342,0.057410382869549137,0.46965863984489609,0.952018491003916,0.038530880256624961,1.0252271634915033,0.91400000000000003,0.96070734958517334,0.92634678763723066,0,0,0,-0,-0,-0
6,18000,18,0.9656997359795233,0.9656997359795233,0.012047448133558295,0.030709546675551168,0.034913105446417257,0.39028154592124686,-0.11267463211271944,0.085393692921272857,0.43808334674959415,0.72027455206071989,0.14146345378027839,0.98905511424324888,0.82099999999999995,0.96840258810143554,0.81207245116590399,0,0,0,-0,-0,-0
7,19000,19,0.96470201845951975,0.96470201845951975,0.011484327141307964,0.03159744630254737,0.035806492129702758,0.39066673422577797,-0.04702988220601223,0.09997456302375074,0.4372535413999723,0.88282289242675471,0.054841819717183549,0.98702234988940341,0.81000000000000005,0.96689165256792975,0.82417887375065912,0,0,0,-0,-0,-0
8,20000,20,0.96890926596237437,0.96890926596237437,0.012578146440449276,0.028662854411693511,0.033992225403415816,0.39138557072856461,0.02300295451674339,-0.0061745921892131239,0.39864530367410089,0.96153256823834821,0.018039431691979125,0.99580748845310851,0.97599999999999998,0.97037333352353239,0.97644142573841963,0,0,0,-0,-0,-0
9,21000,21,0.97861865958976613,0.97861865958976613,0.0052011379341354224,0.026191535516505288,0.012556495719702269,0.39107430527640069,-0.10893458213410079,-0.044938530397061305,0.20183675913186461,0.81792187583222231,0.09137033073245597,0.99152550422388863,0.80600000000000005,0.98569215515093356,0.80324886017908681,0,0,0,-0,-0,-0
10,22000,22,0.98567451143560247,0.98567451143560247,0.013309065246383677,0.0044964818269897641,0.012526225266454546,0.39759030681899238,-0.076640183799607575,-0.00906265330598921,0.49673828712229229,0.94475824547036247,0.042724166050859727,1.0259341609669959,0.90000000000000002,0.99082944047585775,0.91485655321123172,0,0,0,-0,-0,-0
