seed,initial_seed,N_shots,iterations,stopped_early,restarts,restart_seeds,total_shots,n_train,q_det,q_rec,q_last,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
849665,849665,100,100,false,0,,11300,112,0.99969027887731188,1,1,0,0,0,-0,-0,-0,0.4895332760591693,0.38310458183307994,1.5,1.4656942615454394,0.9123064722819193,396.92939305305481
909858,909858,100,100,false,0,,11300,112,0.99925336053781089,1,1,0,0,0,-0,-0,-0,0.56806362088877471,0.33908246298293226,1.5,1.2559236422322764,0.80399516313603725,399.39178109169006
714078,714078,100,100,false,0,,11300,112,0.99885650295695583,1,1,0,0,0,-0,-0,-0,0.47941827873853188,0.33098770451501502,1.5,1.6172815785122823,0.8245065072712866,404.04302000999451
670733,670733,100,100,false,0,,11300,112,0.9992799822127546,1,0.98999999999999999,0,0,0,-0,-0,-0,0.49707243454957634,0.34254323799410136,1.5,1.4370184109241892,1.0464653846581726,406.52220892906189
400294,400294,100,100,false,0,,11300,112,0.99988308712518192,1,1,0,0,0,-0,-0,-0,0.52043448329238207,0.35786913083161714,1.5,1.5498126461100177,0.82478582724754645,408.42436194419861
473966,473966,100,100,false,0,,11300,112,0.99637183195285706,0.98999999999999999,1,0,0,0,-0,-0,-0,0.52426299596961534,0.36476337960606842,1.5,1.5304603914761998,0.89386011943890509,382.26360702514648
981559,981559,100,100,false,0,,11300,112,0.99810022642078911,1,0.98999999999999999,0,0,0,-0,-0,-0,0.57723026372041808,0.29177380863400576,1.5,1.3791460249217504,0.95026993232457679,387.50667691230774
318670,318670,100,100,false,0,,11300,112,0.99944099505845196,1,1,0,0,0,-0,-0,-0,0.55305162478733838,0.319111309213987,1.5,1.5303536595278744,0.79270653692188775,390.82540202140808
225142,225142,100,100,false,0,,11300,112,0.99697931849540711,1,1,0,0,0,-0,-0,-0,0.46051789711451124,0.29105919992080015,1.5,1.271712448369843,0.64583648706933006,396.05552005767822
359405,359405,100,100,false,0,,11300,112,0.99953997399974259,1,0.97999999999999998,0,0,0,-0,-0,-0,0.52558659482897063,0.3325675362194197,1.5,1.5837829759574951,1.0322144638909285,395.38097286224365
250215,250215,100,100,false,0,,11300,112,0.99942688986896988,1,1,0,0,0,-0,-0,-0,0.49060437663181078,0.32990645830910481,1.5,1.1295959566851093,1.0129299769277664,386.56045889854431
558664,558664,100,100,false,0,,11300,112,0.99945247310763352,1,0.98999999999999999,0,0,0,-0,-0,-0,0.47513153944492786,0.34271607142594412,1.5,1.1822259242792483,0.72118195472557312,388.35398507118225
438880,438880,100,100,false,0,,11300,112,0.99858128427504211,0.98999999999999999,0.98999999999999999,0,0,0,-0,-0,-0,0.61028347959429841,0.38948437309409878,1.5,1.6892340190602875,0.89350827786609166,391.68874406814575
5937,5937,100,100,false,0,,11300,112,0.99928405810878651,1,1,0,0,0,-0,-0,-0,0.52576850771596728,0.27609853470033224,1.5,1.1721463029540289,0.70865905583027466,395.1883909702301
615903,615903,100,100,false,0,,11300,112,0.99976473967426416,1,1,0,0,0,-0,-0,-0,0.59634743164400594,0.30947996659872745,1.5,1.5489614037925656,1.0395494590278884,395.34627103805542
