seed,N_shots,total_shots,n_train,q_det,q_rec,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
150918,1000,113000,112,0.99938106999279785,1,0,0,0,-0,-0,-0,0.58618442707621543,0.3292748648686627,1.5,1.1175498708818594,0.77832781872935375,504.7829430103302
473867,1000,113000,112,0.99948411284774608,0.999,0,0,0,-0,-0,-0,0.51899263373123483,0.36793254207224013,1.5,1.0326040449682738,0.85056376428843705,505.16457486152649
981559,1000,113000,112,0.99953487454702428,1,0,0,0,-0,-0,-0,0.59549124683585286,0.36817052751452517,1.5,1.3160463666664111,0.7346262812001324,507.80909895896912
963284,1000,113000,112,0.99857192970567776,0.998,0,0,0,-0,-0,-0,0.55786841265667753,0.35912057198404157,1.5,1.2418381922881323,0.76922739536740603,509.9009211063385
473966,1000,113000,112,0.9994501567719597,1,0,0,0,-0,-0,-0,0.51515559027670343,0.35466626167975507,1.5,1.2546488011513117,0.76964984890289934,521.03058815002441
670733,1000,113000,112,0.99815145286703688,0.998,0,0,0,-0,-0,-0,0.54271729017286519,0.32888216851413349,1.5,1.2272704961557228,0.6136273934762243,521.61337399482727
955377,1000,113000,112,0.99988387445508708,1,0,0,0,-0,-0,-0,0.58156895705123557,0.36221166721855313,1.5,1.3335790700760881,0.69167869465665177,544.66599011421204
714078,1000,113000,112,0.99567889145451072,0.99299999999999999,0,0,0,-0,-0,-0,0.53275738077596413,0.35716610748265809,1.5,1.0289268509360145,0.71026423975202235,544.66070604324341
400294,1000,113000,112,0.99988162817549853,1,0,0,0,-0,-0,-0,0.59142548994109123,0.37103151327003747,1.5,1.3705618908597335,0.98129449069572716,548.91569876670837
849665,1000,113000,112,0.9984014116877773,0.998,0,0,0,-0,-0,-0,0.48931006484819978,0.33723307015603399,1.5,1.2006104999484475,0.70684520263534756,551.15240812301636
318670,1000,113000,112,0.99995687809965139,1,0,0,0,-0,-0,-0,0.54232929660108486,0.34201252237151741,1.5,1.3588092016477988,0.56943278559708077,721.34038400650024
225142,1000,113000,112,0.99660247818996939,0.997,0,0,0,-0,-0,-0,0.51041054927322393,0.31973059062490777,1.5,0.92638145056973031,0.41551128365660533,740.86084794998169
359405,1000,113000,112,0.99878085536442629,0.999,0,0,0,-0,-0,-0,0.55912754226026706,0.34508124195609829,1.5,1.3894477448266453,0.79594098681902392,907.63433218002319
558664,1000,113000,112,0.99928073426925568,0.999,0,0,0,-0,-0,-0,0.4859975883994555,0.32676671247087463,1.5,1.0339361658779023,0.79149908885006337,911.05548810958862
250215,1000,113000,112,0.99935488986713295,1,0,0,0,-0,-0,-0,0.53291260070307778,0.29995801591243837,1.5,1.2041661338748684,0.58809229296140075,916.03452801704407
150574,1000,113000,112,0.99970399709113311,1,0,0,0,-0,-0,-0,0.55077800176662106,0.3307972643238255,1.5,1.3155841480121313,0.86865489716290711,919.61094379425049
438880,1000,113000,112,0.9999329078992315,1,0,0,0,-0,-0,-0,0.66645274830884671,0.36150332010776992,1.5,1.3554819693948008,0.92595158857014281,919.37148189544678
5937,1000,113000,112,0.99875643647775192,0.999,0,0,0,-0,-0,-0,0.50864466979527523,0.36062723275997666,1.5,1.3063651183736251,0.74490532154916744,919.89382100105286
909858,1000,113000,112,0.9993323347380022,0.999,0,0,0,-0,-0,-0,0.52300194334017436,0.31228713945600095,1.5,1.1055167002110367,1.0335645511568807,927.5004551410675
615903,1000,113000,112,0.9995855957531854,0.999,0,0,0,-0,-0,-0,0.58002427559593261,0.27954376519543273,1.5,1.2286456052379497,0.72528242121633257,928.34507703781128
61646,1000,113000,112,0.99970890491714903,0.999,0,0,0,-0,-0,-0,0.59784041216718098,0.3391038308274662,1.5,1.2978128493444478,0.73197310524803461,497.02039813995361
197255,1000,113000,112,0.99881382656076578,1,0,0,0,-0,-0,-0,0.62919620529265297,0.33052587254715382,1.5,1.3503631876527005,0.67719352292775947,501.81894516944885
184672,1000,113000,112,0.99935156236306566,1,0,0,0,-0,-0,-0,0.59495011426416022,0.39371092246297551,1.5,1.2859882459207956,0.57755842324764584,512.07060503959656
831702,1000,113000,112,0.99992149106068318,1,0,0,0,-0,-0,-0,0.53798874692349097,0.3102122259524453,1.5,1.1699627172913867,0.78431444044802157,512.26739192008972
16729,1000,113000,112,0.99958204392100614,1,0,0,0,-0,-0,-0,0.53306224914307709,0.33097216011671693,1.5,1.2973226616073585,0.94634679548094713,505.66322898864746
387749,1000,113000,112,0.99967868350234423,1,0,0,0,-0,-0,-0,0.49775675052066021,0.2792542926306027,1.5,1.0679110839194805,0.81988782840144425,510.8625180721283
462583,1000,113000,112,0.99922610428339409,1,0,0,0,-0,-0,-0,0.46480801898391777,0.33514571835948959,1.5,1.1383918893334155,0.68128297504187618,551.56055498123169
215846,1000,113000,112,0.99870446961925274,1,0,0,0,-0,-0,-0,0.54947827539555705,0.36976064261007568,1.5,1.268672065888794,0.90176076689665829,512.86465501785278
312561,1000,113000,112,0.9995533098384497,1,0,0,0,-0,-0,-0,0.53856862470376432,0.36714129470368995,1.5,1.1462882924796918,0.91202898550280553,495.76494407653809
749598,1000,113000,112,0.99971706854874087,1,0,0,0,-0,-0,-0,0.59659862306698341,0.34951713792301686,1.5,1.3233268454343823,0.92657499391170939,499.68425488471985
720308,1000,113000,112,0.99989731070932231,1,0,0,0,-0,-0,-0,0.60270194124097665,0.36066082051130383,1.5,1.1534674495546391,0.67819805836913094,769.17489004135132
902578,1000,113000,112,0.99991326149317117,1,0,0,0,-0,-0,-0,0.58733030037660527,0.33497159893175216,1.5,1.2877596925448564,0.6726307933088137,884.70723915100098
567906,1000,113000,112,0.99853883168267854,0.997,0,0,0,-0,-0,-0,0.45557139444575268,0.36826593129928703,1.5,0.89863838699873055,0.43293974749511038,501.65261888504028
419030,1000,113000,112,0.99999220224827667,1,0,0,0,-0,-0,-0,0.57800905423881777,0.36002378823090492,1.5,1.2460427221695027,0.76448588497925374,606.56794285774231
682041,1000,113000,112,0.99942625206045277,0.997,0,0,0,-0,-0,-0,0.56294222673316996,0.34755861350312472,1.5,1.2551088050553523,0.80941894407102588,514.74618816375732
184183,1000,113000,112,0.99976258673790774,1,0,0,0,-0,-0,-0,0.53092122358494076,0.31968807579388991,1.5,1.2347747025049118,0.72200287707832556,516.15512800216675
228167,1000,113000,112,0.99937348720905517,1,0,0,0,-0,-0,-0,0.55220999028864515,0.33416336868150781,1.5,1.3654152068922534,0.72660965826146806,506.60790586471558
795829,1000,113000,112,0.9998405682075171,1,0,0,0,-0,-0,-0,0.52182915041766464,0.3011309952597534,1.5,1.240160668508947,0.67889143240076899,504.69010901451111
644045,1000,113000,112,0.99887644118714147,0.999,0,0,0,-0,-0,-0,0.62792021825556632,0.35627274106115447,1.5,1.3569108176247491,0.73778031143242484,511.19746708869934
55163,1000,113000,112,0.99967183270747517,1,0,0,0,-0,-0,-0,0.59057620843908187,0.34252962463978281,1.5,1.2040557827405023,0.66284565147437069,515.4583420753479
175307,1000,113000,112,0.99984243506298753,0.999,0,0,0,-0,-0,-0,0.63567475289604725,0.36632677471442665,1.5,1.2846265935962506,0.69019124744210569,496.69797396659851
968356,1000,113000,112,0.99970533074222689,1,0,0,0,-0,-0,-0,0.57877396258121805,0.32082128808142441,1.5,1.0328030158399373,0.89458813514128022,712.9143660068512
218892,1000,113000,112,0.9999234044504246,1,0,0,0,-0,-0,-0,0.58422570274476204,0.3593355218453903,1.5,1.2458831779649777,0.6784068299715833,498.07636713981628
631837,1000,113000,112,0.99976741119794565,1,0,0,0,-0,-0,-0,0.6557939085940252,0.34139907251871554,1.5,1.3751064584295145,0.82057121319464976,887.78639793395996
746550,1000,113000,112,0.99987481235203113,1,0,0,0,-0,-0,-0,0.5466403235813645,0.3038716077115084,1.5,1.1565134617776527,0.74776711328485901,893.61353397369385
709734,1000,113000,112,0.99994360675728322,0.999,0,0,0,-0,-0,-0,0.54876122225781698,0.34949343023306068,1.5,1.2690400094880661,0.71074870570022286,894.22425699234009
279125,1000,113000,112,0.99969615337247486,1,0,0,0,-0,-0,-0,0.4662590291580998,0.31170390962989469,1.5,1.1201888361248016,0.69058331607627088,894.05616188049316
181983,1000,113000,112,0.99965031797859116,1,0,0,0,-0,-0,-0,0.56206177404573521,0.33331172372355855,1.5,1.1756737932987844,0.8481165118308438,896.16146087646484
965652,1000,113000,112,0.99985274855378337,0.999,0,0,0,-0,-0,-0,0.53120874220660674,0.38313738813900544,1.5,1.3306545654629589,0.389134168382746,902.23979187011719
888571,1000,113000,112,0.99983440305590721,1,0,0,0,-0,-0,-0,0.56170257873791263,0.37729366938307207,1.5,1.3703237170642473,0.75763296181583106,913.34080195426941
273956,1000,113000,112,0.99915978479137879,0.999,0,0,0,-0,-0,-0,0.53521453560049737,0.32409765749577385,1.5,1.363633275456464,0.8147924608418925,499.24516582489014
656460,1000,113000,112,0.99931220481667216,0.998,0,0,0,-0,-0,-0,0.60487488467027362,0.34144423324689427,1.5,1.1843239037810585,0.62107367679648451,514.94825506210327
503506,1000,113000,112,0.99994131497924665,0.999,0,0,0,-0,-0,-0,0.56102739062763707,0.33535706390799297,1.5,1.3761642505947322,0.80114775084559009,510.33910298347473
893076,1000,113000,112,0.99959785693518488,1,0,0,0,-0,-0,-0,0.46988832321572749,0.26814454967730328,1.5,0.99113116755034469,0.71410380303908561,523.69277811050415
359706,1000,113000,112,0.99984845851605353,1,0,0,0,-0,-0,-0,0.58552897552787864,0.36483947926459775,1.5,1.3481420895295841,0.52955226873040495,519.41370916366577
246715,1000,113000,112,0.99986362406841633,1,0,0,0,-0,-0,-0,0.59053340909997587,0.38831271180926463,1.5,1.4064479389305531,0.58544826032635289,514.45616412162781
245877,1000,113000,112,0.99979140519148757,1,0,0,0,-0,-0,-0,0.487747290194812,0.33484733773888725,1.5,1.1867425006717254,0.61707959892453368,563.49395179748535
828743,1000,113000,112,0.99883413423186507,0.997,0,0,0,-0,-0,-0,0.52305311826269951,0.33550217473790128,1.5,1.1917153603198054,0.7434524872309114,605.16313195228577
690925,1000,113000,112,0.99903787742319872,1,0,0,0,-0,-0,-0,0.50983570739476702,0.34304065708491349,1.5,1.1163969263033149,0.73518108633334678,498.66949605941772
696535,1000,113000,112,0.99746651424254185,0.998,0,0,0,-0,-0,-0,0.52285910457197238,0.30286141341652145,1.5,1.2147256864119793,0.76199820464006907,502.60590004920959
155832,1000,113000,112,0.99965429789257088,1,0,0,0,-0,-0,-0,0.57736076692619887,0.29498212582496092,1.5,1.2983494358954806,0.5958119583785656,913.88900184631348
795298,1000,113000,112,0.9994333224556452,1,0,0,0,-0,-0,-0,0.53457070070736001,0.34260729576896404,1.5,0.97317435050583101,0.8254951927004589,499.06455516815186
262269,1000,113000,112,0.99972750973334856,1,0,0,0,-0,-0,-0,0.51477798165869881,0.32519729832061478,1.5,0.9356887937231152,0.8495799654998919,896.2904589176178
39528,1000,113000,112,0.99927197851291127,0.998,0,0,0,-0,-0,-0,0.57009383719590256,0.38522039228547622,1.5,1.2917750718432237,0.79235785411682425,514.1713490486145
518624,1000,113000,112,0.99911689990872543,0.999,0,0,0,-0,-0,-0,0.57076264158241852,0.35136652710215061,1.5,1.2766170292122481,0.69975419954381857,509.7631778717041
279217,1000,113000,112,0.99968631951717479,1,0,0,0,-0,-0,-0,0.54856190403800331,0.3216816651631384,1.5,1.1548743424681112,0.72728145643200981,516.34999799728394
769063,1000,113000,112,0.99976625575760214,1,0,0,0,-0,-0,-0,0.59620284959035352,0.37167261301492011,1.5,1.1803149439174854,0.81444174887728737,513.64188814163208
603072,1000,113000,112,0.99965535212096535,1,0,0,0,-0,-0,-0,0.56741179753485549,0.36035800387762262,1.5,1.2555265967453637,0.83277975354034395,518.66232204437256
265386,1000,113000,112,0.99932793327204472,0.999,0,0,0,-0,-0,-0,0.56872798940055569,0.32315026107475847,1.5,1.1460237463563332,0.69593811037888342,503.51036310195923
191889,1000,113000,112,0.99778025973416318,0.996,0,0,0,-0,-0,-0,0.57226365351929587,0.31022926677323021,1.5,1.2200124440477991,0.56365457437420152,516.08823394775391
535117,1000,113000,112,0.99959338587259305,0.999,0,0,0,-0,-0,-0,0.56525841579031755,0.33295882973716334,1.5,1.3618144763416844,0.68751767116170082,887.11961197853088
