iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,Inf,13,1,1.0465784647558363,0.048966199357921063,0.95103380064207899,false,-0.099999999999999992,-0.010654154051754246,-0.099999999999999992,-0.093680286952443348,-0.022409321052755476,-0.09779467208311883,1.0315176538081119,0.052788148312230491,1.1318151356013497,0.80302514845066542,NaN,NaN,NaN,0.80267007271726198,0.80302514845066542,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95103380064207899,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,Inf,14,1,1.0248103841931828,0.029707272207997033,0.97029272779200293,false,0.099999999999999992,-0.00055741635912039827,0.0063015112110305169,0.097840729777654456,0.00061713893220312344,0.044651152534379845,1.0167095168990787,0.03387344677131577,1.0810690657645787,0.83608501098006727,NaN,NaN,NaN,0.82742720330812292,0.83608501098006727,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97029272779200293,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,Inf,15,1,1.0308278669163271,0.016795792525934883,0.98320420747406512,false,-0.099999999997158251,0.0071195350443825451,-0.042175821373537085,-0.099480648640040678,0.014786638393764401,-0.064640138263411334,1.0224751018683282,0.021313258906126828,1.0629702937899692,0.81031507190203067,NaN,NaN,NaN,0.8150967334814927,0.81031507190203067,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98320420747406512,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,Inf,16,1,1.036520569297833,0.015102011315758375,0.98489798868424161,false,0.061005993527642029,0.0017525134839869499,-0.066532273602343747,0.082744122098654865,0.0007721255091018564,-0.084028413129417334,1.0321241011408451,0.021717484427376546,1.0733873215528604,0.87598183987916134,NaN,NaN,NaN,0.93037016194833488,0.87598183987916134,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98489798868424161,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,Inf,17,1,1.0257477607152197,0.01432265711790867,0.9856773428820913,false,-0.099999999999999992,-0.0030236039611588892,0.0028742975603531689,-0.097799203039490037,0.00059568054949736549,-0.005793832937608781,1.0226438372416355,0.015557701347097873,1.0522034698011216,0.82336314151717183,NaN,NaN,NaN,0.81317653220298569,0.82336314151717183,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9856773428820913,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,Inf,18,1,1.0134128566979974,0.0096665514548523162,0.99033344854514771,true,-0.0071288135535063721,-0.014623156845507683,0.021360274342590909,-0.0040256599970071305,-0.017122576355197691,0.007106978436490774,1.0069616345814119,0.013289608237736734,1.0322118902331117,0.9842635507165739,NaN,NaN,NaN,0.98733007226359804,0.9842635507165739,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.99033344854514771,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,Inf,19,1,1.0112881498770312,0.0073821528205062197,0.99261784717949375,true,0.040169150267769779,0.010119271523651033,-0.05286038725258535,0.061790369997343358,0.012585246330757013,-0.052996231604157007,1.0048313669456768,0.012056108356958648,1.0277379728238982,0.92036823406988433,NaN,NaN,NaN,0.96076937075373692,0.92036823406988433,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.99261784717949375,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,Inf,20,1,1.0026955643555322,0.0041301938021177272,0.99586980619788223,true,-0.0039391007974474423,-0.012461679240343502,0.026567925642221896,0.017957245331291463,-0.011303373391151658,0.023989454410749511,0.99854510414597741,0.0052099500933802034,1.0084440093233997,0.98676972922700146,NaN,NaN,NaN,0.99116477265335734,0.98676972922700146,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.99586980619788223,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,Inf,21,0.997625036025231,0.997625036025231,0.0037101823804629639,0.99391485364476806,true,-0.022209611165426628,-0.012588556811915544,0.025676523450474716,-0.03437442767230188,-0.015206587074486549,0.023081540561228311,0.99383432105126368,0.0049823503555287783,1.0033007867267683,0.96351714447585013,NaN,NaN,NaN,0.98155248342944312,0.96351714447585013,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.99391485364476806,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,Inf,22,1,1.0002335612484374,0.0081877520207957969,0.9918122479792042,true,0.00041952824961311529,-0.001317542702265099,-0.0038749339808820697,-0.00097046212353305017,0.0069540231134803676,0.098058665857424704,0.99170671500188945,0.021219616456093795,1.0320239862684677,0.99758605666847755,NaN,NaN,NaN,0.99989369281785956,0.99758605666847755,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9918122479792042,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
