score_mode,N,seed,selected_rank,iter,n_train,axis,x_u,x_physical,physical_unit,mu,sigma
full_l1,100,387749,1,10,22,fcl,0.37,3.7000000000000002,kHz,0.31231178763574741,0.16613681767209354
full_l1,100,387749,1,10,22,fcl,0.375,3.75,kHz,0.30906796774443007,0.16726256656734828
full_l1,100,387749,1,10,22,fcl,0.38,3.7999999999999998,kHz,0.30597839107849467,0.16840878858992342
full_l1,100,387749,1,10,22,fcl,0.38500000000000001,3.8500000000000001,kHz,0.30304118807706615,0.16957420761195324
full_l1,100,387749,1,10,22,fcl,0.39000000000000001,3.8999999999999999,kHz,0.30025436315886755,0.17075746642069586
full_l1,100,387749,1,10,22,fcl,0.39500000000000002,3.9500000000000002,kHz,0.29761580587077741,0.17195714168871715
full_l1,100,387749,1,10,22,fcl,0.40000000000000002,4,kHz,0.29512330169621392,0.17317175833735896
full_l1,100,387749,1,10,22,fcl,0.40500000000000003,4.0500000000000007,kHz,0.29277454247907825,0.17439980316800816
full_l1,100,387749,1,10,22,fcl,0.40999999999999998,4.0999999999999996,kHz,0.29056713642737908,0.17563973766272026
full_l1,100,387749,1,10,22,fcl,0.41499999999999998,4.1500000000000004,kHz,0.28849861766873741,0.17689000988144493
full_l1,100,387749,1,10,22,fcl,0.41999999999999998,4.2000000000000002,kHz,0.28656645533754388,0.17814906540692932
full_l1,100,387749,1,10,22,fcl,0.42499999999999999,4.25,kHz,0.28476806218055017,0.17941535730994307
full_l1,100,387749,1,10,22,fcl,0.42999999999999999,4.2999999999999998,kHz,0.28310080267404591,0.18068735512655867
full_l1,100,387749,1,10,22,fcl,0.435,4.3499999999999996,kHz,0.28156200065145059,0.18196355285570273
full_l1,100,387749,1,10,22,fcl,0.44,4.4000000000000004,kHz,0.28014894644513239,0.18324247599907698
full_l1,100,387749,1,10,22,fcl,0.44500000000000001,4.4500000000000002,kHz,0.27885890355055493,0.1845226876768937
full_l1,100,387749,1,10,22,fcl,0.45000000000000001,4.5,kHz,0.27768911482445952,0.18580279386183868
full_l1,100,387749,1,10,22,fcl,0.45500000000000002,4.5499999999999998,kHz,0.27663680823177156,0.18708144778044464
full_l1,100,387749,1,10,22,fcl,0.46000000000000002,4.5999999999999996,kHz,0.27569920215827437,0.18835735353585378
full_l1,100,387749,1,10,22,fcl,0.46500000000000002,4.6500000000000004,kHz,0.27487351030793605,0.18962926900900509
full_l1,100,387749,1,10,22,fcl,0.46999999999999997,4.7000000000000002,kHz,0.2741569462050788,0.19089600809684087
full_l1,100,387749,1,10,22,fcl,0.47499999999999998,4.75,kHz,0.27354672732247587,0.19215644234642071
full_l1,100,387749,1,10,22,fcl,0.47999999999999998,4.7999999999999998,kHz,0.27304007885695464,0.19340950204308388
full_l1,100,387749,1,10,22,fcl,0.48499999999999999,4.8499999999999996,kHz,0.27263423717422808,0.19465417680922065
full_l1,100,387749,1,10,22,fcl,0.48999999999999999,4.9000000000000004,kHz,0.27232645294457242,0.19588951576798191
full_l1,100,387749,1,10,22,fcl,0.495,4.9500000000000002,kHz,0.27211399399058001,0.19711462732354415
full_l1,100,387749,1,10,22,fcl,0.5,5,kHz,0.2719941478676754,0.19832867860649389
full_l1,100,387749,1,10,22,fsb,-0.5,-5,kHz,0.34037146333663171,0.13048714935826722
full_l1,100,387749,1,10,22,fsb,-0.495,-4.9500000000000002,kHz,0.33956157083012084,0.12883650576054184
full_l1,100,387749,1,10,22,fsb,-0.48999999999999999,-4.9000000000000004,kHz,0.33880173304055217,0.12720066741201957
full_l1,100,387749,1,10,22,fsb,-0.48499999999999999,-4.8499999999999996,kHz,0.33809458316939955,0.12558107524858581
full_l1,100,387749,1,10,22,fsb,-0.47999999999999998,-4.7999999999999998,kHz,0.33744282343950227,0.12397931473999997
full_l1,100,387749,1,10,22,fsb,-0.47499999999999998,-4.75,kHz,0.33684922402540007,0.12239713249833495
full_l1,100,387749,1,10,22,fsb,-0.46999999999999997,-4.7000000000000002,kHz,0.33631662135343154,0.12083645053414009
full_l1,100,387749,1,10,22,fsb,-0.46500000000000002,-4.6500000000000004,kHz,0.33584791568739669,0.11929937712521292
full_l1,100,387749,1,10,22,fsb,-0.46000000000000002,-4.5999999999999996,kHz,0.33544606792135701,0.11778821317928899
full_l1,100,387749,1,10,22,fsb,-0.45500000000000002,-4.5499999999999998,kHz,0.33511409551100119,0.11630545291851417
full_l1,100,387749,1,10,22,fsb,-0.45000000000000001,-4.5,kHz,0.33485506748931626,0.114853777701346
full_l1,100,387749,1,10,22,fsb,-0.44500000000000001,-4.4500000000000002,kHz,0.3346720985313365,0.11343604183867131
full_l1,100,387749,1,10,22,fsb,-0.44,-4.4000000000000004,kHz,0.33456834205650876,0.11205524936792355
full_l1,100,387749,1,10,22,fsb,-0.435,-4.3499999999999996,kHz,0.33454698238555169,0.11071452093357667
full_l1,100,387749,1,10,22,fsb,-0.42999999999999999,-4.2999999999999998,kHz,0.33461122600104271,0.10941705019411688
full_l1,100,387749,1,10,22,fsb,-0.42499999999999999,-4.25,kHz,0.33476429199652979,0.10816604953976845
full_l1,100,387749,1,10,22,fsb,-0.41999999999999998,-4.2000000000000002,kHz,0.33500940183637595,0.1069646853607726
full_l1,100,387749,1,10,22,fsb,-0.41499999999999998,-4.1500000000000004,kHz,0.33534976858625259,0.10581600364304362
full_l1,100,387749,1,10,22,fsb,-0.40999999999999998,-4.0999999999999996,kHz,0.33578858581001625,0.10472284726595781
full_l1,100,387749,1,10,22,fsb,-0.40500000000000003,-4.0500000000000007,kHz,0.33632901636046325,0.10368776700345686
full_l1,100,387749,1,10,22,fsb,-0.40000000000000002,-4,kHz,0.33697418131651646,0.10271292884055475
full_l1,100,387749,1,10,22,fsb,-0.39500000000000002,-3.9500000000000002,kHz,0.33772714933549519,0.10180002075941869
full_l1,100,387749,1,10,22,fsb,-0.39000000000000001,-3.8999999999999999,kHz,0.33859092669401669,0.10095016256424354
full_l1,100,387749,1,10,22,fsb,-0.38500000000000001,-3.8500000000000001,kHz,0.33956844828326688,0.1001638225456593
full_l1,100,387749,1,10,22,fsb,-0.38,-3.7999999999999998,kHz,0.34066256980310466,0.099440744786536028
full_l1,100,387749,1,10,22,fsb,-0.375,-3.75,kHz,0.34187606136490589,0.098779890652915203
full_l1,100,387749,1,10,22,fsb,-0.37,-3.7000000000000002,kHz,0.34321160266660666,0.098179397492310902
full_l1,100,387749,1,10,22,fsb,-0.36499999999999999,-3.6499999999999999,kHz,0.3446717798473628,0.097636556801581703
full_l1,100,387749,1,10,22,fsb,-0.35999999999999999,-3.6000000000000001,kHz,0.34625908406686223,0.097147813181226436
full_l1,100,387749,1,10,22,fsb,-0.35499999999999998,-3.5499999999999998,kHz,0.34797591178949999,0.096708784339023218
full_l1,100,387749,1,10,22,fsb,-0.34999999999999998,-3.5,kHz,0.34982456669029616,0.096314301334370495
full_l1,100,387749,1,10,22,fsb,-0.34499999999999997,-3.4499999999999997,kHz,0.35180726304153725,0.095958467258704105
full_l1,100,387749,1,10,22,fsb,-0.34000000000000002,-3.4000000000000004,kHz,0.35392613038994825,0.095634731710180942
full_l1,100,387749,1,10,22,fsb,-0.33500000000000002,-3.3500000000000001,kHz,0.35618321929606034,0.095335977805078048
full_l1,100,387749,1,10,22,fsb,-0.33000000000000002,-3.2999999999999998,kHz,0.35858050788196094,0.095054618109585168
