N,seed,selected_rank,iter,n_train,axis,x_u,x_physical,physical_unit,mu,sigma
1000,632485,3,10,22,amp,0.13500000000000001,0.026999999999999989,DeltaA_over_Aopt,0.99868673271440311,0.0086997412784462734
1000,632485,3,10,22,amp,0.14000000000000001,0.02799999999999999,DeltaA_over_Aopt,0.99895210707869986,0.008656211541780005
1000,632485,3,10,22,amp,0.14499999999999999,0.028999999999999984,DeltaA_over_Aopt,0.9991853420550284,0.008622183921926433
1000,632485,3,10,22,amp,0.14999999999999999,0.029999999999999985,DeltaA_over_Aopt,0.99938676049452568,0.008596879763631814
1000,632485,3,10,22,amp,0.155,0.030999999999999986,DeltaA_over_Aopt,0.99955668482417837,0.0085795952847776795
1000,632485,3,10,22,amp,0.16,0.031999999999999987,DeltaA_over_Aopt,0.99969543164647701,0.0085696851679002393
1000,632485,3,10,22,amp,0.16500000000000001,0.032999999999999988,DeltaA_over_Aopt,0.99980330651377358,0.0085665411898027156
1000,632485,3,10,22,amp,0.17000000000000001,0.033999999999999989,DeltaA_over_Aopt,0.99988059894169612,0.0085695678871728197
1000,632485,3,10,22,amp,0.17499999999999999,0.034999999999999983,DeltaA_over_Aopt,0.99992757772501617,0.008578157449875539
1000,632485,3,10,22,amp,0.17999999999999999,0.035999999999999983,DeltaA_over_Aopt,0.99994448661635427,0.0085916660553393125
1000,632485,3,10,22,amp,0.185,0.036999999999999984,DeltaA_over_Aopt,0.99993154042141552,0.0086093936913739545
1000,632485,3,10,22,amp,0.19,0.037999999999999985,DeltaA_over_Aopt,0.99988892155344034,0.0086305691675595143
1000,632485,3,10,22,amp,0.19500000000000001,0.038999999999999986,DeltaA_over_Aopt,0.99981677707442917,0.0086543415207294763
1000,632485,3,10,22,amp,0.20000000000000001,0.03999999999999998,DeltaA_over_Aopt,0.99971521623328585,0.0086797784391013915
1000,632485,3,10,22,amp,0.20499999999999999,0.040999999999999981,DeltaA_over_Aopt,0.9995843084936229,0.0087058717400405692
1000,632485,3,10,22,amp,0.20999999999999999,0.041999999999999982,DeltaA_over_Aopt,0.99942408202951971,0.0087315494178100608
1000,632485,3,10,22,amp,0.215,0.042999999999999983,DeltaA_over_Aopt,0.99923452265845114,0.0087556933919312411
1000,632485,3,10,22,amp,0.22,0.043999999999999977,DeltaA_over_Aopt,0.99901557317824918,0.0087771618685022999
1000,632485,3,10,22,amp,0.22500000000000001,0.044999999999999978,DeltaA_over_Aopt,0.99876713307973719,0.0087948151756412976
1000,632485,3,10,22,amp,0.23000000000000001,0.045999999999999985,DeltaA_over_Aopt,0.99848905861756154,0.0088075440229371284
1000,632485,3,10,22,amp,0.23499999999999999,0.046999999999999979,DeltaA_over_Aopt,0.99818116323737904,0.0088142993176710382
1000,632485,3,10,22,amp,0.23999999999999999,0.04799999999999998,DeltaA_over_Aopt,0.99784321837606971,0.008814122895866118
1000,632485,3,10,22,amp,0.245,0.048999999999999974,DeltaA_over_Aopt,0.99747495467159575,0.0088061787465629517
1000,632485,3,10,22,amp,0.25,0.049999999999999975,DeltaA_over_Aopt,0.99707606363941625,0.0087897844846059701
1000,632485,3,10,22,amp,0.255,0.050999999999999983,DeltaA_over_Aopt,0.99664619989250292,0.008764442931888371
1000,632485,3,10,22,amp,0.26000000000000001,0.051999999999999977,DeltaA_over_Aopt,0.99618498400176081,0.0087298736803323972
1000,632485,3,10,22,amp,0.26500000000000001,0.052999999999999978,DeltaA_over_Aopt,0.99569200611320352,0.0086860444157792899
1000,632485,3,10,22,amp,0.27000000000000002,0.053999999999999979,DeltaA_over_Aopt,0.99516683045694321,0.00863320156836349
1000,632485,3,10,22,amp,0.27500000000000002,0.054999999999999979,DeltaA_over_Aopt,0.99460900089984383,0.0085718995094234453
1000,632485,3,10,22,amp,0.28000000000000003,0.05599999999999998,DeltaA_over_Aopt,0.99401804770532731,0.0085030270306508463
1000,632485,3,10,22,amp,0.28499999999999998,0.056999999999999967,DeltaA_over_Aopt,0.99339349566459001,0.0084278292233372111
1000,632485,3,10,22,amp,0.28999999999999998,0.057999999999999968,DeltaA_over_Aopt,0.9927348737441396,0.0083479221572841482
1000,632485,3,10,22,amp,0.29499999999999998,0.058999999999999969,DeltaA_over_Aopt,0.99204172634211907,0.0082652970232536729
1000,632485,3,10,22,amp,0.29999999999999999,0.05999999999999997,DeltaA_over_Aopt,0.99131362614479324,0.0081823098051467379
1000,632485,3,10,22,amp,0.30499999999999999,0.060999999999999971,DeltaA_over_Aopt,0.99055018841096643,0.008101652331497157
1000,632485,3,10,22,amp,0.31,0.061999999999999972,DeltaA_over_Aopt,0.98975108628134678,0.0080263010343763347
1000,632485,3,10,22,amp,0.315,0.062999999999999973,DeltaA_over_Aopt,0.9889160664281148,0.007959441232084025
1000,632485,3,10,22,amp,0.32000000000000001,0.063999999999999974,DeltaA_over_Aopt,0.98804496407381981,0.0079043674255642668
1000,632485,3,10,22,amp,0.32500000000000001,0.064999999999999974,DeltaA_over_Aopt,0.98713771619733914,0.0078643638132686704
1000,632485,3,10,22,amp,0.33000000000000002,0.065999999999999975,DeltaA_over_Aopt,0.98619437170077484,0.0078425733863858836
1000,632485,3,10,22,amp,0.33500000000000002,0.066999999999999976,DeltaA_over_Aopt,0.98521509750431346,0.0078418675444261229
1000,632485,3,10,22,amp,0.34000000000000002,0.067999999999999977,DeltaA_over_Aopt,0.9842001799674045,0.0078647300066228085
1000,632485,3,10,22,amp,0.34499999999999997,0.068999999999999964,DeltaA_over_Aopt,0.98315002161762943,0.0079131680395539451
1000,632485,3,10,22,amp,0.34999999999999998,0.069999999999999965,DeltaA_over_Aopt,0.98206513375303461,0.0079886605590834669
1000,632485,3,10,22,amp,0.35499999999999998,0.070999999999999966,DeltaA_over_Aopt,0.98094612591885477,0.0080921472388621966
1000,632485,3,10,22,amp,0.35999999999999999,0.071999999999999967,DeltaA_over_Aopt,0.97979369345705369,0.008224056718856643
1000,632485,3,10,22,amp,0.36499999999999999,0.072999999999999968,DeltaA_over_Aopt,0.97860860428700325,0.0083843668130358043
1000,632485,3,10,22,amp,0.37,0.073999999999999969,DeltaA_over_Aopt,0.97739168586616487,0.0085726863294158014
1000,632485,3,10,22,amp,0.375,0.074999999999999969,DeltaA_over_Aopt,0.97614381299444963,0.0087883471277153055
1000,632485,3,10,22,amp,0.38,0.07599999999999997,DeltaA_over_Aopt,0.97486589684434821,0.0090304960787355951
1000,632485,3,10,22,amp,0.38500000000000001,0.076999999999999971,DeltaA_over_Aopt,0.97355887536892927,0.0092981789586996429
1000,632485,3,10,22,amp,0.39000000000000001,0.077999999999999972,DeltaA_over_Aopt,0.97222370507802514,0.0095904112022936975
1000,632485,3,10,22,amp,0.39500000000000002,0.078999999999999959,DeltaA_over_Aopt,0.97086135407516305,0.0099062331808713565
1000,632485,3,10,22,amp,0.40000000000000002,0.07999999999999996,DeltaA_over_Aopt,0.96947279620016324,0.010244749858608756
1000,632485,3,10,22,amp,0.40500000000000003,0.080999999999999961,DeltaA_over_Aopt,0.96805900610898843,0.010605156163102711
1000,632485,3,10,22,amp,0.40999999999999998,0.081999999999999962,DeltaA_over_Aopt,0.96662095512994739,0.010986750230205351
1000,632485,3,10,22,amp,0.41499999999999998,0.082999999999999963,DeltaA_over_Aopt,0.96515960775374332,0.011388936987572578
1000,632485,3,10,22,amp,0.41999999999999998,0.083999999999999964,DeltaA_over_Aopt,0.96367591863757929,0.011811224494703088
1000,632485,3,10,22,amp,0.42499999999999999,0.084999999999999964,DeltaA_over_Aopt,0.96217083002664872,0.012253215207926223
1000,632485,3,10,22,amp,0.42999999999999999,0.085999999999999965,DeltaA_over_Aopt,0.96064526951778051,0.012714593998715525
1000,632485,3,10,22,amp,0.435,0.086999999999999966,DeltaA_over_Aopt,0.95910014810873401,0.013195114395732066
1000,632485,3,10,22,amp,0.44,0.087999999999999953,DeltaA_over_Aopt,0.957536358492313,0.013694584187272915
1000,632485,3,10,22,amp,0.44500000000000001,0.088999999999999954,DeltaA_over_Aopt,0.95595477356721981,0.014212851230185668
1000,632485,3,10,22,amp,0.45000000000000001,0.089999999999999955,DeltaA_over_Aopt,0.95435624514741901,0.01474979006943552
1000,632485,3,10,22,amp,0.45500000000000002,0.090999999999999956,DeltaA_over_Aopt,0.95274160285910403,0.015305289776887573
1000,632485,3,10,22,amp,0.46000000000000002,0.091999999999999971,DeltaA_over_Aopt,0.95111165321933311,0.015879243262884798
1000,632485,3,10,22,amp,0.46500000000000002,0.092999999999999972,DeltaA_over_Aopt,0.94946717889344445,0.016471538192976257
1000,632485,3,10,22,amp,0.46999999999999997,0.093999999999999959,DeltaA_over_Aopt,0.94780893812956446,0.017082049548744052
1000,632485,3,10,22,amp,0.47499999999999998,0.094999999999999959,DeltaA_over_Aopt,0.94613766436839286,0.017710633800535908
1000,632485,3,10,22,amp,0.47999999999999998,0.09599999999999996,DeltaA_over_Aopt,0.94445406602519688,0.018357124607060411
1000,632485,3,10,22,amp,0.48499999999999999,0.096999999999999947,DeltaA_over_Aopt,0.94275882643889974,0.019021329918759201
1000,632485,3,10,22,amp,0.48999999999999999,0.097999999999999948,DeltaA_over_Aopt,0.94105260398068169,0.019703030336410181
1000,632485,3,10,22,amp,0.495,0.098999999999999949,DeltaA_over_Aopt,0.93933603231192708,0.020401978561186314
1000,632485,3,10,22,amp,0.5,0.09999999999999995,DeltaA_over_Aopt,0.93760972077883165,0.021117899766106833
1000,632485,3,30,42,fcl,-0.5,-5,kHz,0.38283425733784893,0.11606339546849963
1000,632485,3,30,42,fcl,-0.495,-4.9500000000000002,kHz,0.3858326386853288,0.1142312231665558
1000,632485,3,30,42,fcl,-0.48999999999999999,-4.9000000000000004,kHz,0.38894230726948159,0.11242247628022022
1000,632485,3,30,42,fcl,-0.48499999999999999,-4.8499999999999996,kHz,0.3921645430447927,0.11063917031236439
1000,632485,3,30,42,fcl,-0.47999999999999998,-4.7999999999999998,kHz,0.39550059698272721,0.10888334682318823
1000,632485,3,30,42,fcl,-0.47499999999999998,-4.75,kHz,0.39895168710895074,0.1071570624099747
1000,632485,3,30,42,fcl,-0.46999999999999997,-4.7000000000000002,kHz,0.40251899422325244,0.10546237590548259
1000,632485,3,30,42,fcl,-0.46500000000000002,-4.6500000000000004,kHz,0.40620365729255159,0.10380133371043253
1000,632485,3,30,42,fcl,-0.46000000000000002,-4.5999999999999996,kHz,0.41000676851099627,0.10217595320894682
1000,632485,3,30,42,fcl,-0.45500000000000002,-4.5499999999999998,kHz,0.41392936802549379,0.10058820425951015
1000,632485,3,30,42,fcl,-0.45000000000000001,-4.5,kHz,0.41797243833185355,0.099039988808709303
1000,632485,3,30,42,fcl,-0.44500000000000001,-4.4500000000000002,kHz,0.42213689835205404,0.097533118740762287
1000,632485,3,30,42,fcl,-0.44,-4.4000000000000004,kHz,0.42642359721172229,0.09606929215205999
1000,632485,3,30,42,fcl,-0.435,-4.3499999999999996,kHz,0.43083330774712136,0.094650068324958425
1000,632485,3,30,42,fcl,-0.42999999999999999,-4.2999999999999998,kHz,0.43536671977773206,0.093276841766338311
1000,632485,3,30,42,fcl,-0.42499999999999999,-4.25,kHz,0.44002443319351464,0.091950815769997918
1000,632485,3,30,42,fcl,-0.41999999999999998,-4.2000000000000002,kHz,0.44480695091555628,0.090672976052817877
1000,632485,3,30,42,fcl,-0.41499999999999998,-4.1500000000000004,kHz,0.44971467179703822,0.08944406509666826
1000,632485,3,30,42,fcl,-0.40999999999999998,-4.0999999999999996,kHz,0.45474788354306084,0.088264557894429885
1000,632485,3,30,42,fcl,-0.40500000000000003,-4.0500000000000007,kHz,0.45990675573382939,0.087134639842168876
1000,632485,3,30,42,fcl,-0.40000000000000002,-4,kHz,0.46519133304021726,0.086054187533745038
1000,632485,3,30,42,fcl,-0.39500000000000002,-3.9500000000000002,kHz,0.47060152872410871,0.085022753193485262
1000,632485,3,30,42,fcl,-0.39000000000000001,-3.8999999999999999,kHz,0.47613711851323265,0.084039553423297858
1000,632485,3,30,42,fcl,-0.38500000000000001,-3.8500000000000001,kHz,0.48179773493529515,0.083103462841980572
1000,632485,3,30,42,fcl,-0.38,-3.7999999999999998,kHz,0.48758286218785013,0.082213013058495224
1000,632485,3,30,42,fcl,-0.375,-3.75,kHz,0.49349183160405891,0.081366397253368403
1000,632485,3,30,42,fcl,-0.37,-3.7000000000000002,kHz,0.49952381776234939,0.080561480451635623
1000,632485,3,30,42,fcl,-0.36499999999999999,-3.6499999999999999,kHz,0.50567783526361798,0.079795815368158815
1000,632485,3,30,42,fcl,-0.35999999999999999,-3.6000000000000001,kHz,0.51195273618379988,0.079066663504331572
1000,632485,3,30,42,fcl,-0.35499999999999998,-3.5499999999999998,kHz,0.51834720818359326,0.078371020987185999
1000,632485,3,30,42,fcl,-0.34999999999999998,-3.5,kHz,0.52485977323973998,0.077705648479649017
1000,632485,3,30,42,fcl,-0.34499999999999997,-3.4499999999999997,kHz,0.53148878694089197,0.077067104364069411
1000,632485,3,30,42,fcl,-0.34000000000000002,-3.4000000000000004,kHz,0.53823243827773215,0.07645178031665005
1000,632485,3,30,42,fcl,-0.33500000000000002,-3.3500000000000001,kHz,0.54508874984109434,0.075855938351366448
1000,632485,3,30,42,fcl,-0.33000000000000002,-3.2999999999999998,kHz,0.5520555783365213,0.075275748417473934
1000,632485,3,30,42,fcl,-0.32500000000000001,-3.25,kHz,0.5591306153182467,0.074707325681091646
1000,632485,3,30,42,fcl,-0.32000000000000001,-3.2000000000000002,kHz,0.56631138804419745,0.074146766701917291
1000,632485,3,30,42,fcl,-0.315,-3.1499999999999999,kHz,0.57359526035957153,0.073590183822723615
1000,632485,3,30,42,fcl,-0.31,-3.1000000000000001,kHz,0.58097943352180192,0.073033737212854138
1000,632485,3,30,42,fcl,-0.30499999999999999,-3.0499999999999998,kHz,0.58846094688868333,0.072473664138717725
1000,632485,3,30,42,fcl,-0.29999999999999999,-3,kHz,0.59603667840365326,0.071906305166147128
1000,632485,3,30,42,fcl,-0.29499999999999998,-2.9500000000000002,kHz,0.60370334482300736,0.071328127124962282
1000,632485,3,30,42,fcl,-0.28999999999999998,-2.8999999999999999,kHz,0.61145750164412216,0.070735742779991381
1000,632485,3,30,42,fcl,-0.28499999999999998,-2.8499999999999996,kHz,0.61929554270482701,0.070125927251927039
1000,632485,3,30,42,fcl,-0.28000000000000003,-2.8000000000000003,kHz,0.62721369943676242,0.069495631313910844
1000,632485,3,30,42,fcl,-0.27500000000000002,-2.75,kHz,0.63520803976827112,0.068841991755150961
1000,632485,3,30,42,fcl,-0.27000000000000002,-2.7000000000000002,kHz,0.64327446668028243,0.068162339051898405
1000,632485,3,30,42,fcl,-0.26500000000000001,-2.6499999999999999,kHz,0.65140871643077825,0.067454202620074247
1000,632485,3,30,42,fcl,-0.26000000000000001,-2.6000000000000001,kHz,0.65960635646895904,0.066715313944455512
1000,632485,3,30,42,fcl,-0.255,-2.5499999999999998,kHz,0.66786278306999347,0.065943607888913874
1000,632485,3,30,42,fcl,-0.25,-2.5,kHz,0.67617321872356995,0.065137222492593141
1000,632485,3,30,42,fcl,-0.245,-2.4500000000000002,kHz,0.68453270931826316,0.064294497550301533
1000,632485,3,30,42,fcl,-0.23999999999999999,-2.3999999999999999,kHz,0.69293612116357806,0.063413972263540827
1000,632485,3,30,42,fcl,-0.23499999999999999,-2.3500000000000001,kHz,0.70137813789727055,0.062494382233012825
1000,632485,3,30,42,fcl,-0.23000000000000001,-2.2999999999999998,kHz,0.70985325732617066,0.06153465604568787
1000,632485,3,30,42,fcl,-0.22500000000000001,-2.25,kHz,0.71835578825084301,0.060533911690406075
1000,632485,3,30,42,fcl,-0.22,-2.2000000000000002,kHz,0.72687984732366362,0.059491453016742142
1000,632485,3,30,42,fcl,-0.215,-2.1499999999999999,kHz,0.73541935599498831,0.058406766433002917
1000,632485,3,30,42,fcl,-0.20999999999999999,-2.1000000000000001,kHz,0.74396803759522379,0.057279518021536024
1000,632485,3,30,42,fcl,-0.20499999999999999,-2.0499999999999998,kHz,0.75251941460811012,0.056109551233436451
1000,632485,3,30,42,fcl,-0.20000000000000001,-2,kHz,0.7610668061855651,0.054896885311023387
1000,632485,3,30,42,fcl,-0.19500000000000001,-1.95,kHz,0.76960332595668857,0.053641714575331984
1000,632485,3,30,42,fcl,-0.19,-1.8999999999999999,kHz,0.77812188018416806,0.052344408708371919
1000,632485,3,30,42,fcl,-0.185,-1.8500000000000001,kHz,0.78661516632069306,0.051005514156461956
1000,632485,3,30,42,fcl,-0.17999999999999999,-1.8,kHz,0.79507567201938811,0.049625756782722803
1000,632485,3,30,42,fcl,-0.17499999999999999,-1.75,kHz,0.80349567465324301,0.048206045904795512
1000,632485,3,30,42,fcl,-0.17000000000000001,-1.7000000000000002,kHz,0.81186724139820299,0.046747479869626331
1000,632485,3,30,42,fcl,-0.16500000000000001,-1.6499999999999999,kHz,0.82018222993574907,0.045251353342255413
1000,632485,3,30,42,fcl,-0.16,-1.6000000000000001,kHz,0.82843228982945794,0.043719166522384008
1000,632485,3,30,42,fcl,-0.155,-1.55,kHz,0.8366088646300146,0.042152636553234778
1000,632485,3,30,42,fcl,-0.14999999999999999,-1.5,kHz,0.84470319475774891,0.040553711454899638
1000,632485,3,30,42,fcl,-0.14499999999999999,-1.45,kHz,0.85270632120899459,0.03892458700198393
1000,632485,3,30,42,fcl,-0.14000000000000001,-1.4000000000000001,kHz,0.860609090126079,0.037267727075418387
1000,632485,3,30,42,fcl,-0.13500000000000001,-1.3500000000000001,kHz,0.86840215826123501,0.035585888152736909
1000,632485,3,30,42,fcl,-0.13,-1.3,kHz,0.8760759993611551,0.033882148758945574
1000,632485,3,30,42,fcl,-0.125,-1.25,kHz,0.88362091149593325,0.032159944874872982
1000,632485,3,30,42,fcl,-0.12,-1.2,kHz,0.8910270253710717,0.030423112475364261
1000,632485,3,30,42,fcl,-0.115,-1.1499999999999999,kHz,0.89828431370022765,0.02867593850964931
1000,632485,3,30,42,fcl,-0.11,-1.1000000000000001,kHz,0.90538260181554364,0.026923221671576066
1000,632485,3,30,42,fcl,-0.105,-1.05,kHz,0.9123115798751833,0.025170344108813737
1000,632485,3,30,42,fcl,-0.10000000000000001,-1,kHz,0.91906081737700895,0.023423354557853188
1000,632485,3,30,42,fcl,-0.095000000000000001,-0.94999999999999996,kHz,0.92561978127537248,0.021689061867256478
1000,632485,3,30,42,fcl,-0.089999999999999997,-0.90000000000000002,kHz,0.93197785997086857,0.01997513481938875
1000,632485,3,30,42,fcl,-0.085000000000000006,-0.85000000000000009,kHz,0.9381243969541192,0.018290198513953679
1000,632485,3,30,42,fcl,-0.080000000000000002,-0.80000000000000004,kHz,0.94404874011646411,0.01664390775029468
1000,632485,3,30,42,fcl,-0.074999999999999997,-0.75,kHz,0.94974031576663398,0.015046961792230645
1000,632485,3,30,42,fcl,-0.070000000000000007,-0.70000000000000007,kHz,0.95518873998406706,0.013511000817311542
1000,632485,3,30,42,fcl,-0.065000000000000002,-0.65000000000000002,kHz,0.96038398298707617,0.012048293100933787
1000,632485,3,30,42,fcl,-0.059999999999999998,-0.59999999999999998,kHz,0.96531660179641499,0.010671093071239091
1000,632485,3,30,42,fcl,-0.055,-0.55000000000000004,kHz,0.96997804640824936,0.009390552981990638
1000,632485,3,30,42,fcl,-0.050000000000000003,-0.5,kHz,0.97436101400723873,0.0082151656327167349
1000,632485,3,30,42,fcl,-0.044999999999999998,-0.45000000000000001,kHz,0.97845975906837246,0.0071489833562654575
1000,632485,3,30,42,fcl,-0.040000000000000001,-0.40000000000000002,kHz,0.98227014913503896,0.006190319055601412
1000,632485,3,30,42,fcl,-0.035000000000000003,-0.35000000000000003,kHz,0.98578907818707928,0.0053320736604378204
1000,632485,3,30,42,fcl,-0.029999999999999999,-0.29999999999999999,kHz,0.98901260880655528,0.0045646882727720878
1000,632485,3,30,42,fcl,-0.025000000000000001,-0.25,kHz,0.9919319003901218,0.0038813339345030646
1000,632485,3,30,42,fcl,-0.02,-0.20000000000000001,kHz,0.99452564046564418,0.0032822416687824504
1000,632485,3,30,42,fcl,-0.014999999999999999,-0.14999999999999999,kHz,0.99674788786686497,0.0027725888010891103
1000,632485,3,30,42,fcl,-0.01,-0.10000000000000001,kHz,0.99851305268460966,0.0023517678972653903
1000,632485,3,30,42,fcl,-0.0050000000000000001,-0.050000000000000003,kHz,0.99968810274099396,0.0020082595817818524
1000,632485,3,30,42,fcl,0,0,kHz,1.0001130261963387,0.0017445729734439561
1000,632485,3,30,42,fcl,0.0050000000000000001,0.050000000000000003,kHz,0.99967027182785606,0.001613578701578598
1000,632485,3,30,42,fcl,0.01,0.10000000000000001,kHz,0.99838376539805995,0.0016925885548624959
1000,632485,3,30,42,fcl,0.014999999999999999,0.14999999999999999,kHz,0.99643872731172989,0.0020175887761135964
1000,632485,3,30,42,fcl,0.02,0.20000000000000001,kHz,0.99405850771388349,0.0025784119334197131
1000,632485,3,30,42,fcl,0.025000000000000001,0.25,kHz,0.99138132486570829,0.0033306985281791692
1000,632485,3,30,42,fcl,0.029999999999999999,0.29999999999999999,kHz,0.98844780863798154,0.0042125399336419705
1000,632485,3,30,42,fcl,0.035000000000000003,0.35000000000000003,kHz,0.98524584968068007,0.0051677604949432613
1000,632485,3,30,42,fcl,0.040000000000000001,0.40000000000000002,kHz,0.9817486465738452,0.0061555689962217745
1000,632485,3,30,42,fcl,0.044999999999999998,0.45000000000000001,kHz,0.97793358493012517,0.0071498023792179368
1000,632485,3,30,42,fcl,0.050000000000000003,0.5,kHz,0.97378895550124256,0.0081356851319033495
1000,632485,3,30,42,fcl,0.055,0.55000000000000004,kHz,0.96931488621348949,0.0091070846177075532
1000,632485,3,30,42,fcl,0.059999999999999998,0.59999999999999998,kHz,0.96452185121146305,0.010064614658659723
1000,632485,3,30,42,fcl,0.065000000000000002,0.65000000000000002,kHz,0.95942833748489953,0.011014265722299764
1000,632485,3,30,42,fcl,0.070000000000000007,0.70000000000000007,kHz,0.95405838915538166,0.011966210650740473
1000,632485,3,30,42,fcl,0.074999999999999997,0.75,kHz,0.9484393451918034,0.012933559327678047
1000,632485,3,30,42,fcl,0.080000000000000002,0.80000000000000004,kHz,0.94259990038382813,0.013930983696539391
1000,632485,3,30,42,fcl,0.085000000000000006,0.85000000000000009,kHz,0.93656853901535475,0.014973269149414738
1000,632485,3,30,42,fcl,0.089999999999999997,0.90000000000000002,kHz,0.93037235645132421,0.016073943895175375
1000,632485,3,30,42,fcl,0.095000000000000001,0.94999999999999996,kHz,0.92403626281655216,0.017244169872349804
1000,632485,3,30,42,fcl,0.10000000000000001,1,kHz,0.9175825403930663,0.018492038545717938
1000,632485,3,30,42,fcl,0.105,1.05,kHz,0.91103070177340661,0.019822322938974769
1000,632485,3,30,42,fcl,0.11,1.1000000000000001,kHz,0.90439757649323071,0.021236635943110045
1000,632485,3,30,42,fcl,0.115,1.1499999999999999,kHz,0.89769754689811898,0.02273387481953329
1000,632485,3,30,42,fcl,0.12,1.2,kHz,0.89094286078792406,0.024310810545020635
1000,632485,3,30,42,fcl,0.125,1.25,kHz,0.88414396462287315,0.025962700369009203
1000,632485,3,30,42,fcl,0.13,1.3,kHz,0.87730982030345617,0.027683841905687106
1000,632485,3,30,42,fcl,0.13500000000000001,1.3500000000000001,kHz,0.87044818562370718,0.029468027963941542
1000,632485,3,30,42,fcl,0.14000000000000001,1.4000000000000001,kHz,0.86356585101197647,0.031308892369861639
1000,632485,3,30,42,fcl,0.14499999999999999,1.45,kHz,0.85666883295320195,0.03320015571189782
1000,632485,3,30,42,fcl,0.14999999999999999,1.5,kHz,0.84976252851802925,0.035135788377934567
1000,632485,3,30,42,fcl,0.155,1.55,kHz,0.84285183696184351,0.037110110009659837
1000,632485,3,30,42,fcl,0.16,1.6000000000000001,kHz,0.83594125446183165,0.03911784271720866
1000,632485,3,30,42,fcl,0.16500000000000001,1.6499999999999999,kHz,0.82903494747057693,0.041154132224564252
1000,632485,3,30,42,fcl,0.17000000000000001,1.7000000000000002,kHz,0.82213680931210076,0.043214547774780662
1000,632485,3,30,42,fcl,0.17499999999999999,1.75,kHz,0.81525050378173969,0.045295068682541274
1000,632485,3,30,42,fcl,0.17999999999999999,1.8,kHz,0.80837949872992831,0.047392063065337942
1000,632485,3,30,42,fcl,0.185,1.8500000000000001,kHz,0.80152709195689487,0.049502262505135564
1000,632485,3,30,42,fcl,0.19,1.8999999999999999,kHz,0.79469643121553812,0.05162273510275997
1000,632485,3,30,42,fcl,0.19500000000000001,1.95,kHz,0.7878905297068296,0.053750858481093754
1000,632485,3,30,42,fcl,0.20000000000000001,2,kHz,0.78111227812534934,0.055884293672948317
1000,632485,3,30,42,fcl,0.20499999999999999,2.0499999999999998,kHz,0.77436445406732779,0.058020960414847528
1000,632485,3,30,42,fcl,0.20999999999999999,2.1000000000000001,kHz,0.76764972942061482,0.060159014097868099
1000,632485,3,30,42,fcl,0.215,2.1499999999999999,kHz,0.76097067621223058,0.062296824455769707
1000,632485,3,30,42,fcl,0.22,2.2000000000000002,kHz,0.75432977127669187,0.064432955966828701
1000,632485,3,30,42,fcl,0.22500000000000001,2.25,kHz,0.74772940002523236,0.066566149886448642
1000,632485,3,30,42,fcl,0.23000000000000001,2.2999999999999998,kHz,0.74117185952931819,0.068695307797122532
1000,632485,3,30,42,fcl,0.23499999999999999,2.3500000000000001,kHz,0.73465936108306784,0.070819476550281243
1000,632485,3,30,42,fcl,0.23999999999999999,2.3999999999999999,kHz,0.72819403237175517,0.072937834473672428
1000,632485,3,30,42,fcl,0.245,2.4500000000000002,kHz,0.72177791934318491,0.07504967872366608
1000,632485,3,30,42,fcl,0.25,2.5,kHz,0.71541298785648921,0.077154413671103483
1000,632485,3,30,42,fcl,0.255,2.5499999999999998,kHz,0.70910112516742019,0.079251540220119487
1000,632485,3,30,42,fcl,0.26000000000000001,2.6000000000000001,kHz,0.7028441412924058,0.081340645970458064
1000,632485,3,30,42,fcl,0.26500000000000001,2.6499999999999999,kHz,0.69664377028642699,0.083421396144602922
1000,632485,3,30,42,fcl,0.27000000000000002,2.7000000000000002,kHz,0.69050167146134489,0.085493525210950411
1000,632485,3,30,42,fcl,0.27500000000000002,2.75,kHz,0.68441943056305199,0.087556829143304454
1000,632485,3,30,42,fcl,0.28000000000000003,2.8000000000000003,kHz,0.67839856092400552,0.089611158264780597
1000,632485,3,30,42,fcl,0.28499999999999998,2.8499999999999996,kHz,0.6724405046023656,0.091656410631229243
1000,632485,3,30,42,fcl,0.28999999999999998,2.8999999999999999,kHz,0.66654663351594345,0.093692525915051977
1000,632485,3,30,42,fcl,0.29499999999999998,2.9500000000000002,kHz,0.66071825057805933,0.095719479755379352
1000,632485,3,30,42,fcl,0.29999999999999999,3,kHz,0.65495659083968005,0.097737278544680783
1000,632485,3,30,42,fcl,0.30499999999999999,3.0499999999999998,kHz,0.64926282264199364,0.099745954625435965
1000,632485,3,30,42,fcl,0.31,3.1000000000000001,kHz,0.64363804878041297,0.10174556187327748
1000,632485,3,30,42,fcl,0.315,3.1499999999999999,kHz,0.63808330768327959,0.10373617164538536
1000,632485,3,30,42,fcl,0.32000000000000001,3.2000000000000002,kHz,0.63259957460507099,0.10571786907475739
1000,632485,3,30,42,fcl,0.32500000000000001,3.25,kHz,0.62718776283424238,0.10769074969248564
1000,632485,3,30,42,fcl,0.33000000000000002,3.2999999999999998,kHz,0.6218487249172312,0.10965491636135621
1000,632485,3,30,42,fcl,0.33500000000000002,3.3500000000000001,kHz,0.61658325389584245,0.11161047650498894
1000,632485,3,30,42,fcl,0.34000000000000002,3.4000000000000004,kHz,0.61139208455954774,0.11355753961746524
1000,632485,3,30,42,fcl,0.34499999999999997,3.4499999999999997,kHz,0.60627589471024723,0.11549621503895888
