N,seed,selected_rank,iter,n_train,axis,x_u,x_physical,physical_unit,mu,sigma
100,191889,1,10,22,fsb,-0.45000000000000001,-4.5,kHz,0.40570030623241993,0.10358071600255968
100,191889,1,10,22,fsb,-0.44500000000000001,-4.4500000000000002,kHz,0.40414225021174799,0.1013713514940117
100,191889,1,10,22,fsb,-0.44,-4.4000000000000004,kHz,0.40268290139437496,0.099302758584649681
100,191889,1,10,22,fsb,-0.435,-4.3499999999999996,kHz,0.4013295238684027,0.097381199813151756
100,191889,1,10,22,fsb,-0.42999999999999999,-4.2999999999999998,kHz,0.40008957279495483,0.095613116483649535
100,191889,1,10,22,fsb,-0.42499999999999999,-4.25,kHz,0.39897066025850669,0.094005254056939616
100,191889,1,10,22,fsb,-0.41999999999999998,-4.2000000000000002,kHz,0.3979805144950751,0.092564724418129379
100,191889,1,10,22,fsb,-0.41499999999999998,-4.1500000000000004,kHz,0.39712693245375585,0.091298975648475264
100,191889,1,10,22,fsb,-0.40999999999999998,-4.0999999999999996,kHz,0.39641772593289559,0.090215645112552451
100,191889,1,10,22,fsb,-0.40500000000000003,-4.0500000000000007,kHz,0.3958606619435816,0.089322281655741409
100,191889,1,10,22,fsb,-0.40000000000000002,-4,kHz,0.39546339849995743,0.088625937405525046
100,191889,1,10,22,fsb,-0.39500000000000002,-3.9500000000000002,kHz,0.39523341769582043,0.088132648038706657
100,191889,1,10,22,fsb,-0.39000000000000001,-3.8999999999999999,kHz,0.39517795863157612,0.087846840130497539
100,191889,1,10,22,fsb,-0.38500000000000001,-3.8500000000000001,kHz,0.39530395338578883,0.087770721827329853
100,191889,1,10,22,fsb,-0.38,-3.7999999999999998,kHz,0.39561796962400098,0.087903724374584977
100,191889,1,10,22,fsb,-0.375,-3.75,kHz,0.39612616344454687,0.088242063192472756
100,191889,1,10,22,fsb,-0.37,-3.7000000000000002,kHz,0.39683424556837832,0.08877847628169791
100,191889,1,10,22,fsb,-0.36499999999999999,-3.6499999999999999,kHz,0.39774746298388908,0.08950217579162302
100,191889,1,10,22,fsb,-0.35999999999999999,-3.6000000000000001,kHz,0.39887059678628117,0.090399019795479318
100,191889,1,10,22,fsb,-0.35499999999999998,-3.5499999999999998,kHz,0.40020797544242148,0.091451881958377446
100,191889,1,10,22,fsb,-0.34999999999999998,-3.5,kHz,0.40176350134809313,0.092641173184979192
100,191889,1,10,22,fsb,-0.34499999999999997,-3.4499999999999997,kHz,0.4035406875634055,0.093945455853391743
100,191889,1,10,22,fsb,-0.34000000000000002,-3.4000000000000004,kHz,0.40554270114191426,0.095342089123175988
100,191889,1,10,22,fsb,-0.33500000000000002,-3.3500000000000001,kHz,0.4077724095060753,0.096807851315750482
100,191889,1,10,22,fsb,-0.33000000000000002,-3.2999999999999998,kHz,0.41023242675699478,0.098319498934940935
100,191889,1,10,22,fsb,-0.32500000000000001,-3.25,kHz,0.41292515747910447,0.099854237568182069
100,191889,1,10,22,fsb,-0.32000000000000001,-3.2000000000000002,kHz,0.41585283635046383,0.10139009447870673
100,191889,1,10,22,fsb,-0.315,-3.1499999999999999,kHz,0.41901756257380984,0.10290619423588053
100,191889,1,10,22,fsb,-0.31,-3.1000000000000001,kHz,0.42242132872846849,0.10438294655455328
100,191889,1,10,22,fsb,-0.30499999999999999,-3.0499999999999998,kHz,0.42606604408008864,0.10580215985111875
100,191889,1,10,22,fsb,-0.29999999999999999,-3,kHz,0.42995355267708846,0.107147095586069
100,191889,1,10,22,fsb,-0.29499999999999998,-2.9500000000000002,kHz,0.43408564673101713,0.10840247810327289
100,191889,1,10,22,fsb,-0.28999999999999998,-2.8999999999999999,kHz,0.43846407585067593,0.10955447317294228
100,191889,1,10,22,fsb,-0.28499999999999998,-2.8499999999999996,kHz,0.44309055270431164,0.1105906464031518
100,191889,1,10,22,fsb,-0.28000000000000003,-2.8000000000000003,kHz,0.44796675564391336,0.11149991051861075
100,191889,1,10,22,fsb,-0.27500000000000002,-2.75,kHz,0.45309432875865008,0.1122724684655626
100,191889,1,10,22,fsb,-0.27000000000000002,-2.7000000000000002,kHz,0.45847487974376672,0.11289975751542335
100,191889,1,10,22,fsb,-0.26500000000000001,-2.6499999999999999,kHz,0.46410997588548891,0.11337439805125432
100,191889,1,10,22,fsb,-0.26000000000000001,-2.6000000000000001,kHz,0.47000113837707747,0.11369014952434012
100,191889,1,10,22,fsb,-0.255,-2.5499999999999998,kHz,0.47614983509905395,0.11384187512989394
100,191889,1,10,22,fsb,-0.25,-2.5,kHz,0.48255747191917503,0.11382551602627357
100,191889,1,10,22,fsb,-0.245,-2.4500000000000002,kHz,0.48922538249499714,0.11363807536294454
100,191889,1,10,22,fsb,-0.23999999999999999,-2.3999999999999999,kHz,0.49615481649336157,0.11327761194212112
100,191889,1,10,22,fsb,-0.23499999999999999,-2.3500000000000001,kHz,0.50334692607553755,0.11274324297394135
100,191889,1,10,22,fsb,-0.23000000000000001,-2.2999999999999998,kHz,0.51080275043279233,0.11203515505493739
