mode,N_shots,n_pts,median_seed,slice_axis,u_proj,Q_obs,σ_obs,Q_true_proj,Q_det_proj,μ_GP_proj,σ_GP_proj
adaptive,2500,100,20,A,-0.092666,0.000000,0.000000,0.996991,0.999643,0.456080,0.065954
adaptive,2500,100,20,A,-0.892572,0.000000,0.000000,0.839659,0.979468,0.365018,0.065705
adaptive,2500,100,20,A,-0.346760,0.000000,0.000000,0.972808,0.996559,0.438184,0.064640
adaptive,2500,100,20,A,-0.986455,0.000000,0.000000,0.806886,0.975113,0.349852,0.066831
adaptive,2500,100,20,A,-0.911790,0.000000,0.000000,0.831632,0.978610,0.361946,0.065909
adaptive,2500,100,20,A,0.245145,0.000000,0.000000,0.991435,0.998901,0.455428,0.069324
adaptive,2500,100,20,A,0.576612,0.000000,0.000000,0.942351,0.992819,0.426996,0.074894
adaptive,2500,100,20,A,0.494897,0.000000,0.000000,0.957741,0.994808,0.436238,0.073346
adaptive,2500,100,20,A,-0.262587,0.000000,0.000000,0.982638,0.997926,0.445638,0.064988
adaptive,2500,100,20,A,-0.183771,0.000000,0.000000,0.991103,0.998896,0.451295,0.065390
adaptive,2500,100,20,A,-0.274848,0.065574,0.031694,0.982057,0.997748,0.444640,0.064932
adaptive,2500,100,20,A,-0.116731,0.000000,0.000000,0.995808,0.999485,0.455008,0.065794
adaptive,2500,100,20,A,0.039165,0.000000,0.000000,0.999948,1.000011,0.459382,0.067001
adaptive,2500,100,20,A,0.243622,0.065574,0.031694,0.991499,0.998917,0.455498,0.069304
adaptive,2500,100,20,A,0.129768,0.000000,0.000000,0.998269,0.999776,0.459027,0.067911
adaptive,2500,100,20,A,-0.851147,0.299404,0.003088,0.854724,0.981260,0.371574,0.065314
adaptive,2500,100,20,A,0.131582,0.229690,0.003915,0.998159,0.999767,0.458998,0.067931
adaptive,2500,100,20,A,-0.811508,0.000000,0.000000,0.864758,0.982899,0.377749,0.065000
adaptive,2500,100,20,A,0.037611,0.235011,0.003098,0.999961,1.000012,0.459369,0.066987
adaptive,2500,100,20,A,-0.805400,0.000000,0.000000,0.866006,0.983145,0.378691,0.064956
adaptive,2500,100,20,A,-0.878885,0.000000,0.000000,0.845728,0.980069,0.367195,0.065569
adaptive,2500,100,20,A,-0.183327,0.016814,0.001013,0.991143,0.998901,0.451323,0.065392
adaptive,2500,100,20,A,0.054468,0.000000,0.000000,0.999946,1.000000,0.459474,0.067143
adaptive,2500,100,20,A,0.909537,0.030591,0.001258,0.855194,0.981444,0.378875,0.081673
adaptive,2500,100,20,A,-0.966548,0.019063,0.001738,0.812276,0.976071,0.353098,0.066565
adaptive,2500,100,20,A,-0.221897,0.124209,0.002598,0.987237,0.998464,0.448726,0.065186
adaptive,2500,100,20,A,0.241970,0.000000,0.000000,0.991568,0.998934,0.455574,0.069282
adaptive,2500,100,20,A,-0.844482,0.000000,0.000000,0.856008,0.981540,0.372619,0.065257
adaptive,2500,100,20,A,-0.836418,0.000000,0.000000,0.857693,0.981877,0.373880,0.065190
adaptive,2500,100,20,A,0.233184,0.000000,0.000000,0.992165,0.999022,0.455964,0.069164
adaptive,2500,100,20,A,0.752841,0.000558,0.000186,0.900044,0.987448,0.403227,0.078446
adaptive,2500,100,20,A,-0.076662,0.000000,0.000000,0.997740,0.999733,0.456715,0.066066
adaptive,2500,100,20,A,-0.308767,0.000000,0.000000,0.978485,0.997218,0.441720,0.064786
adaptive,2500,100,20,A,-0.482255,0.000000,0.000000,0.949609,0.993641,0.423509,0.064272
adaptive,2500,100,20,A,0.586982,0.000000,0.000000,0.940224,0.992545,0.425734,0.075096
adaptive,2500,100,20,A,-0.674800,0.000000,0.000000,0.904242,0.987984,0.398127,0.064332
adaptive,2500,100,20,A,-0.641485,0.000000,0.000000,0.913360,0.989089,0.402832,0.064258
adaptive,2500,100,20,A,0.361296,0.000000,0.000000,0.978429,0.997371,0.448341,0.071042
fixed,50,250,34,fcl,0.084339,0.000000,0.000000,0.894619,0.963359,0.000657,0.003808
fixed,50,250,34,fcl,-0.620085,0.000000,0.000000,0.000000,0.499057,-0.000013,0.001539
fixed,50,250,34,fcl,0.274253,0.000000,0.000000,0.033622,0.806160,0.000208,0.003444
fixed,50,250,34,fcl,-0.913375,0.000000,0.000000,0.000000,0.318014,0.000037,0.002454
fixed,50,250,34,fcl,0.710223,0.000000,0.000000,0.000000,0.509421,-0.000057,0.002700
fixed,50,250,34,fcl,-0.531949,0.000000,0.000000,0.000000,0.418581,0.000004,0.001011
fixed,50,250,34,fcl,-0.643352,0.160000,0.051846,0.000000,0.506188,-0.000019,0.001731
fixed,50,250,34,fcl,0.730829,0.000000,0.000000,0.000000,0.502525,-0.000056,0.002703
fixed,50,250,34,fcl,0.994326,0.000000,0.000000,0.000000,0.606703,0.000002,0.002070
fixed,50,250,34,fcl,-0.962011,0.000000,0.000000,0.000000,0.261583,0.000099,0.003080
fixed,50,250,34,fcl,0.170041,0.000000,0.000000,0.595786,0.895792,0.000477,0.003643
fixed,50,250,34,fcl,0.487402,0.000000,0.000000,0.000000,0.637707,-0.000084,0.003272
fixed,50,250,34,fcl,0.852866,0.000000,0.000000,0.000000,0.532203,-0.000060,0.002645
fixed,50,250,34,fcl,-0.257944,0.000000,0.000000,0.395943,0.454725,0.000265,0.002713
fixed,50,250,34,fcl,0.541719,0.000000,0.000000,0.000000,0.606626,-0.000088,0.003092
fixed,50,250,34,fcl,-0.125417,0.060000,0.033586,0.734133,0.862036,0.000575,0.003085
fixed,50,250,34,fcl,0.334612,0.000000,0.000000,0.000000,0.750952,0.000075,0.003422
fixed,50,250,34,fcl,0.727590,0.000000,0.000000,0.000000,0.503408,-0.000056,0.002702
fixed,50,250,34,fcl,0.719740,0.000000,0.000000,0.000000,0.505905,-0.000056,0.002701
fixed,50,250,34,fcl,0.746177,0.000000,0.000000,0.000000,0.499255,-0.000055,0.002708
fixed,50,250,34,fcl,-0.750219,0.000000,0.000000,0.000000,0.441598,-0.000036,0.002114
fixed,50,250,34,fcl,0.325240,0.000000,0.000000,0.000000,0.759480,0.000094,0.003422
fixed,50,250,34,fcl,-0.910660,0.000000,0.000000,0.000000,0.321009,0.000034,0.002428
fixed,50,250,34,fcl,-0.166728,0.000000,0.000000,0.590148,0.752672,0.000480,0.002900
fixed,50,250,34,fcl,0.817115,0.000000,0.000000,0.000000,0.511716,-0.000058,0.002704
fixed,50,250,34,fcl,-0.425443,0.000000,0.000000,0.000000,0.286381,0.000039,0.001961
fixed,50,250,34,fcl,0.503578,0.000000,0.000000,0.000000,0.628494,-0.000087,0.003224
fixed,50,250,34,fcl,-0.349926,0.240000,0.060399,0.212796,0.232798,0.000107,0.002488
fixed,50,250,34,fcl,0.308943,0.000000,0.000000,0.000000,0.774424,0.000128,0.003425
fixed,50,250,34,fcl,0.670118,0.000000,0.000000,0.000000,0.528603,-0.000063,0.002721
fixed,50,250,34,fcl,-0.485127,0.000000,0.000000,0.000000,0.359366,0.000014,0.001355
fixed,50,250,34,fcl,0.778668,0.000000,0.000000,0.000000,0.499037,-0.000055,0.002717
fixed,50,250,34,fcl,-0.089709,0.160000,0.051846,0.855462,0.931932,0.000643,0.003281
fixed,50,250,34,fcl,-0.923237,0.000000,0.000000,0.000000,0.306996,0.000047,0.002558
fixed,50,250,34,fcl,0.662421,0.000000,0.000000,0.000000,0.532897,-0.000064,0.002731
fixed,50,250,34,fcl,-0.548943,0.000000,0.000000,0.000000,0.438684,0.000001,0.001005
fixed,50,250,34,fcl,-0.439427,0.000000,0.000000,0.000000,0.302596,0.000031,0.001827
fixed,50,250,34,fcl,-0.225281,0.000000,0.000000,0.443370,0.564115,0.000339,0.002754
fixed,50,250,34,fcl,-0.029290,0.400000,0.069282,0.984314,0.993492,0.000714,0.003596
fixed,50,250,34,fcl,0.364519,0.020000,0.019799,0.000000,0.724431,0.000023,0.003422
fixed,50,250,34,fcl,0.772016,0.000000,0.000000,0.000000,0.498337,-0.000055,0.002716
fixed,50,250,34,fcl,-0.280085,0.000000,0.000000,0.368126,0.384149,0.000220,0.002685
fixed,50,250,34,fcl,0.692498,0.000000,0.000000,0.000000,0.517158,-0.000059,0.002704
fixed,50,250,34,fcl,-0.352073,0.000000,0.000000,0.204678,0.232101,0.000104,0.002478
fixed,50,250,34,fcl,0.202933,0.440000,0.070200,0.434875,0.868458,0.000392,0.003562
fixed,50,250,34,fcl,-0.754064,0.000000,0.000000,0.000000,0.437096,-0.000036,0.002114
fixed,50,250,34,fcl,0.213168,0.000000,0.000000,0.378124,0.859804,0.000365,0.003538
fixed,50,250,34,fcl,0.087258,0.200000,0.056569,0.887710,0.961258,0.000652,0.003806
fixed,50,250,34,fcl,0.731115,0.000000,0.000000,0.000000,0.502453,-0.000056,0.002703
fixed,50,250,34,fcl,-0.881904,0.000000,0.000000,0.000000,0.349757,0.000008,0.002214
fixed,50,250,34,fcl,-0.240301,0.000000,0.000000,0.420571,0.513471,0.000304,0.002734
fixed,50,250,34,fcl,-0.720295,0.000000,0.000000,0.000000,0.474032,-0.000033,0.002085
fixed,50,250,34,fcl,0.845714,0.000000,0.000000,0.000000,0.527707,-0.000060,0.002662
fixed,50,250,34,fcl,-0.980663,0.000000,0.000000,0.000000,0.240091,0.000129,0.003386
fixed,50,250,34,fcl,0.769229,0.000000,0.000000,0.000000,0.498043,-0.000055,0.002716
fixed,50,250,34,fcl,-0.673113,0.000000,0.000000,0.000000,0.503983,-0.000025,0.001922
fixed,50,250,34,fcl,-0.790581,0.000000,0.000000,0.000000,0.402770,-0.000033,0.002097
fixed,50,250,34,fcl,0.707020,0.000000,0.000000,0.000000,0.510704,-0.000058,0.002700
fixed,50,250,34,fcl,-0.013052,0.040000,0.027713,0.996483,0.998718,0.000722,0.003662
fixed,50,250,34,fcl,-0.019024,0.900000,0.042426,0.992841,0.997257,0.000720,0.003639
fixed,50,250,34,fcl,0.697986,0.000000,0.000000,0.000000,0.514581,-0.000059,0.002702
fixed,50,250,34,fcl,0.982916,0.000000,0.000000,0.000000,0.603712,-0.000011,0.002076
fixed,50,250,34,fcl,0.769182,0.000000,0.000000,0.000000,0.498038,-0.000055,0.002716
fixed,50,250,34,fcl,0.871298,0.000000,0.000000,0.000000,0.544239,-0.000060,0.002591
fixed,50,250,34,fcl,-0.406608,0.000000,0.000000,0.000555,0.265869,0.000051,0.002125
fixed,50,250,34,fcl,-0.235184,0.000000,0.000000,0.428882,0.530687,0.000316,0.002740
fixed,50,250,34,fcl,-0.544690,0.000000,0.000000,0.000000,0.433763,0.000002,0.000999
fixed,50,250,34,fcl,-0.428094,0.000000,0.000000,0.000000,0.289383,0.000037,0.001936
fixed,50,250,34,fcl,-0.594082,0.000000,0.000000,0.000000,0.482732,-0.000008,0.001301
fixed,50,250,34,fcl,0.604839,0.000000,0.000000,0.000000,0.567945,-0.000077,0.002865
fixed,50,250,34,fcl,-0.113507,0.000000,0.000000,0.777403,0.888017,0.000599,0.003148
fixed,50,250,34,fcl,0.653022,0.000000,0.000000,0.000000,0.538308,-0.000066,0.002745
fixed,50,250,34,fcl,0.938666,0.000000,0.000000,0.000000,0.585655,-0.000045,0.002262
fixed,50,250,34,fcl,0.119082,0.180000,0.054332,0.796310,0.937028,0.000594,0.003761
fixed,50,250,34,fcl,-0.449955,0.000000,0.000000,0.000000,0.315249,0.000026,0.001721
fixed,50,250,34,fcl,-0.606180,0.060000,0.033586,0.000000,0.491353,-0.000010,0.001412
fixed,50,250,34,fcl,-0.821004,0.000000,0.000000,0.000000,0.389581,-0.000026,0.002079
fixed,50,250,34,fcl,-0.201255,0.000000,0.000000,0.488901,0.644296,0.000396,0.002798
fixed,50,250,34,fcl,-0.478699,0.000000,0.000000,0.000000,0.351152,0.000016,0.001421
fixed,50,250,34,fcl,0.844428,0.000000,0.000000,0.000000,0.526915,-0.000060,0.002664
fixed,50,250,34,fcl,0.848467,0.000000,0.000000,0.000000,0.529400,-0.000060,0.002656
fixed,50,250,34,fcl,-0.347069,0.240000,0.060399,0.223600,0.233726,0.000111,0.002501
fixed,50,250,34,fcl,-0.406271,0.000000,0.000000,0.000992,0.265530,0.000051,0.002128
fixed,50,250,34,fcl,-0.191395,0.000000,0.000000,0.513955,0.676336,0.000420,0.002822
fixed,50,250,34,fcl,0.191155,0.000000,0.000000,0.494951,0.878319,0.000423,0.003590
fixed,50,250,34,fcl,-0.874104,0.380000,0.068644,0.000000,0.356549,0.000002,0.002175
fixed,50,250,34,fcl,0.913565,0.000000,0.000000,0.000000,0.571509,-0.000055,0.002403
fixed,50,250,34,fcl,-0.663966,0.320000,0.065970,0.000000,0.506071,-0.000023,0.001870
fixed,50,250,34,fcl,0.225723,0.000000,0.000000,0.312036,0.849079,0.000332,0.003513
fixed,50,250,34,fcl,0.424239,0.060000,0.033586,0.000000,0.677389,-0.000049,0.003393
fixed,50,250,34,fcl,-0.220848,0.000000,0.000000,0.451094,0.579037,0.000349,0.002761
fixed,50,250,34,fcl,-0.248785,0.000000,0.000000,0.407613,0.485054,0.000285,0.002724
fixed,50,250,34,fcl,-0.298045,0.000000,0.000000,0.343472,0.331210,0.000186,0.002654
fixed,50,250,34,fcl,0.125323,0.300000,0.064807,0.777165,0.932087,0.000581,0.003749
fixed,50,250,34,fcl,-0.703485,0.460000,0.070484,0.000000,0.488180,-0.000031,0.002046
fixed,50,250,34,fcl,-0.797419,0.000000,0.000000,0.000000,0.399280,-0.000032,0.002092
fixed,50,250,34,fcl,-0.828630,0.000000,0.000000,0.000000,0.386254,-0.000023,0.002080
fixed,50,250,34,fcl,-0.490531,0.000000,0.000000,0.000000,0.366286,0.000013,0.001301
fixed,50,250,34,fcl,-0.253189,0.000000,0.000000,0.402342,0.470423,0.000276,0.002719
fixed,50,250,34,fcl,0.550801,0.000000,0.000000,0.000000,0.601268,-0.000087,0.003058
fixed,50,250,34,fcl,-0.844636,0.000000,0.000000,0.000000,0.377746,-0.000016,0.002092
fixed,50,250,34,fcl,0.587167,0.000000,0.000000,0.000000,0.579048,-0.000081,0.002924
fixed,50,250,34,fcl,-0.809558,0.000000,0.000000,0.000000,0.394178,-0.000029,0.002084
fixed,50,250,34,fcl,-0.187398,0.000000,0.000000,0.524988,0.689167,0.000430,0.002833
fixed,50,250,34,fcl,-0.944932,0.000000,0.000000,0.000000,0.281751,0.000074,0.002828
fixed,50,250,34,fcl,0.282855,0.000000,0.000000,0.007596,0.798339,0.000187,0.003437
fixed,50,250,34,fcl,0.120894,0.260000,0.062032,0.790752,0.935593,0.000590,0.003758
fixed,50,250,34,fcl,-0.168436,0.000000,0.000000,0.584668,0.747541,0.000476,0.002894
fixed,50,250,34,fcl,-0.395976,0.000000,0.000000,0.017537,0.255268,0.000059,0.002208
fixed,50,250,34,fcl,-0.586807,0.000000,0.000000,0.000000,0.476890,-0.000006,0.001235
fixed,50,250,34,fcl,0.058515,0.000000,0.000000,0.947641,0.980276,0.000691,0.003813
fixed,50,250,34,fcl,-0.264318,0.000000,0.000000,0.385606,0.433939,0.000252,0.002706
fixed,50,250,34,fcl,0.467567,0.000000,0.000000,0.000000,0.649316,-0.000077,0.003322
fixed,50,250,34,fcl,-0.615227,0.340000,0.066993,0.000000,0.496611,-0.000012,0.001495
fixed,50,250,34,fcl,-0.603744,0.000000,0.000000,0.000000,0.489705,-0.000010,0.001390
fixed,50,250,34,fcl,-0.940080,0.000000,0.000000,0.000000,0.287484,0.000068,0.002763
fixed,50,250,34,fcl,-0.731816,0.520000,0.070654,0.000000,0.462357,-0.000035,0.002102
fixed,50,250,34,fcl,-0.806152,0.000000,0.000000,0.000000,0.395560,-0.000030,0.002086
fixed,50,250,34,fcl,0.852199,0.000000,0.000000,0.000000,0.531774,-0.000060,0.002647
fixed,50,250,34,fcl,-0.112899,0.000000,0.000000,0.779526,0.889248,0.000601,0.003152
fixed,50,250,34,fcl,0.988789,0.000000,0.000000,0.000000,0.605376,-0.000004,0.002070
fixed,50,250,34,fcl,-0.959346,0.000000,0.000000,0.000000,0.264707,0.000095,0.003038
fixed,50,250,34,fcl,-0.462566,0.140000,0.049071,0.000000,0.330808,0.000021,0.001590
fixed,50,250,34,fcl,-0.011018,0.480000,0.070654,0.997189,0.999003,0.000722,0.003670
fixed,50,250,34,fcl,-0.749264,0.000000,0.000000,0.000000,0.442715,-0.000036,0.002114
fixed,50,250,34,fcl,-0.460847,0.240000,0.060399,0.000000,0.328663,0.000022,0.001608
fixed,50,250,34,fcl,0.538024,0.000000,0.000000,0.000000,0.608793,-0.000088,0.003106
fixed,50,250,34,fcl,-0.174417,0.120000,0.045957,0.565482,0.729576,0.000462,0.002873
fixed,50,250,34,fcl,-0.845009,0.000000,0.000000,0.000000,0.377527,-0.000016,0.002092
fixed,50,250,34,fcl,0.835472,0.000000,0.000000,0.000000,0.521553,-0.000059,0.002681
fixed,50,250,34,fcl,0.499868,0.000000,0.000000,0.000000,0.630598,-0.000086,0.003236
fixed,50,250,34,fcl,0.283145,0.000000,0.000000,0.006980,0.798074,0.000186,0.003437
fixed,50,250,34,fcl,-0.761802,0.000000,0.000000,0.000000,0.428212,-0.000036,0.002113
fixed,50,250,34,fcl,0.371343,0.000000,0.000000,0.000000,0.718604,0.000013,0.003421
fixed,50,250,34,fcl,-0.935262,0.000000,0.000000,0.000000,0.293117,0.000062,0.002701
fixed,50,250,34,fcl,0.628093,0.000000,0.000000,0.000000,0.553373,-0.000072,0.002798
fixed,50,250,34,fcl,-0.281604,0.120000,0.045957,0.366442,0.379502,0.000217,0.002683
fixed,50,250,34,fcl,-0.366317,0.000000,0.000000,0.153795,0.232877,0.000088,0.002404
fixed,50,250,34,fcl,0.099949,0.360000,0.067882,0.854637,0.951848,0.000631,0.003792
fixed,50,250,34,fcl,-0.828033,0.000000,0.000000,0.000000,0.386515,-0.000023,0.002080
fixed,50,250,34,fcl,0.679739,0.000000,0.000000,0.000000,0.523471,-0.000061,0.002712
fixed,50,250,34,fcl,0.704708,0.000000,0.000000,0.000000,0.511691,-0.000058,0.002700
fixed,50,250,34,fcl,0.280860,0.220000,0.058583,0.011831,0.800156,0.000192,0.003438
fixed,50,250,34,fcl,-0.550185,0.000000,0.000000,0.000000,0.440074,0.000001,0.001007
fixed,50,250,34,fcl,0.682083,0.000000,0.000000,0.000000,0.522284,-0.000061,0.002710
fixed,50,250,34,fcl,0.331275,0.000000,0.000000,0.000000,0.753986,0.000082,0.003422
fixed,50,250,34,fcl,0.590508,0.000000,0.000000,0.000000,0.576956,-0.000080,0.002912
fixed,50,250,34,fcl,-0.283807,0.000000,0.000000,0.363999,0.372762,0.000213,0.002679
fixed,50,250,34,fcl,-0.673395,0.000000,0.000000,0.000000,0.503898,-0.000025,0.001923
fixed,50,250,34,fcl,0.705254,0.000000,0.000000,0.000000,0.511458,-0.000058,0.002700
fixed,50,250,34,fcl,0.169879,0.000000,0.000000,0.596626,0.895925,0.000477,0.003643
fixed,50,250,34,fcl,0.641511,0.000000,0.000000,0.000000,0.545160,-0.000069,0.002767
fixed,50,250,34,fcl,0.192364,0.280000,0.063498,0.488476,0.877312,0.000419,0.003587
fixed,50,250,34,fcl,0.933891,0.000000,0.000000,0.000000,0.583119,-0.000048,0.002289
fixed,50,250,34,fcl,-0.685969,0.000000,0.000000,0.000000,0.498980,-0.000028,0.001983
fixed,50,250,34,fcl,0.207532,0.000000,0.000000,0.410894,0.864582,0.000380,0.003551
fixed,50,250,34,fcl,-0.296427,0.000000,0.000000,0.346561,0.335634,0.000189,0.002657
fixed,50,250,34,fcl,0.343204,0.000000,0.000000,0.000000,0.743208,0.000059,0.003422
fixed,50,250,34,fcl,0.078855,0.520000,0.070654,0.907010,0.967187,0.000665,0.003812
fixed,50,250,34,fcl,-0.749486,0.000000,0.000000,0.000000,0.442456,-0.000036,0.002114
fixed,50,250,34,fcl,0.105701,0.000000,0.000000,0.837751,0.947482,0.000620,0.003784
fixed,50,250,34,fcl,-0.566893,0.320000,0.065970,0.000000,0.458172,-0.000002,0.001082
fixed,50,250,34,fcl,-0.436114,0.100000,0.042426,0.000000,0.298678,0.000033,0.001859
fixed,50,250,34,fcl,0.580526,0.000000,0.000000,0.000000,0.583181,-0.000082,0.002948
fixed,50,250,34,fcl,-0.103055,0.240000,0.060399,0.813113,0.908685,0.000620,0.003206
fixed,50,250,34,fcl,0.329052,0.000000,0.000000,0.000000,0.756007,0.000086,0.003422
fixed,50,250,34,fcl,0.714917,0.200000,0.056569,0.000000,0.507653,-0.000057,0.002700
fixed,50,250,34,fcl,-0.203518,0.000000,0.000000,0.483583,0.636865,0.000391,0.002793
fixed,50,250,34,fcl,-0.410400,0.000000,0.000000,0.000000,0.269893,0.000048,0.002093
fixed,50,250,34,fcl,0.246505,0.000000,0.000000,0.189755,0.830978,0.000278,0.003477
fixed,50,250,34,fcl,-0.611175,0.040000,0.027713,0.000000,0.494357,-0.000011,0.001458
fixed,50,250,34,fcl,0.719501,0.000000,0.000000,0.000000,0.505980,-0.000056,0.002701
fixed,50,250,34,fcl,0.757498,0.000000,0.000000,0.000000,0.498047,-0.000055,0.002712
fixed,50,250,34,fcl,-0.381878,0.000000,0.000000,0.082121,0.242922,0.000072,0.002308
fixed,50,250,34,fcl,-0.233426,0.000000,0.000000,0.431409,0.536625,0.000320,0.002743
fixed,50,250,34,fcl,0.492083,0.000000,0.000000,0.000000,0.635034,-0.000085,0.003259
fixed,50,250,34,fcl,-0.088709,0.000000,0.000000,0.858621,0.933560,0.000645,0.003286
fixed,50,250,34,fcl,0.360651,0.000000,0.000000,0.000000,0.727785,0.000030,0.003422
fixed,50,250,34,fcl,-0.893270,0.000000,0.000000,0.000000,0.338996,0.000017,0.002285
fixed,50,250,34,fcl,0.735649,0.000000,0.000000,0.000000,0.501317,-0.000055,0.002705
fixed,50,250,34,fcl,-0.628267,0.000000,0.000000,0.000000,0.502538,-0.000015,0.001610
fixed,50,250,34,fcl,-0.835778,0.000000,0.000000,0.000000,0.382676,-0.000020,0.002083
fixed,50,250,34,fcl,0.894919,0.000000,0.000000,0.000000,0.559801,-0.000058,0.002497
fixed,50,250,34,fcl,-0.108924,0.000000,0.000000,0.793391,0.897291,0.000608,0.003173
fixed,50,250,34,fcl,0.043738,0.000000,0.000000,0.969541,0.988262,0.000706,0.003802
fixed,50,250,34,fcl,-0.930162,0.120000,0.045957,0.000000,0.299076,0.000055,0.002638
fixed,50,250,34,fcl,0.480581,0.000000,0.000000,0.000000,0.641657,-0.000082,0.003291
fixed,50,250,34,fcl,-0.661549,0.560000,0.070200,0.000000,0.506433,-0.000023,0.001856
fixed,50,250,34,fcl,0.223933,0.000000,0.000000,0.321164,0.850612,0.000337,0.003516
fixed,50,250,34,fcl,0.489951,0.000000,0.000000,0.000000,0.636252,-0.000084,0.003265
fixed,50,250,34,fcl,-0.207578,0.000000,0.000000,0.474865,0.623452,0.000381,0.002785
fixed,50,250,34,fcl,0.767190,0.000000,0.000000,0.000000,0.497991,-0.000055,0.002715
fixed,50,250,34,fcl,0.130143,0.000000,0.000000,0.760344,0.928225,0.000571,0.003739
fixed,50,250,34,fcl,0.412069,0.000000,0.000000,0.000000,0.686180,-0.000038,0.003404
fixed,50,250,34,fcl,0.407393,0.000000,0.000000,0.000000,0.689639,-0.000033,0.003408
fixed,50,250,34,fcl,0.945344,0.000000,0.000000,0.000000,0.588957,-0.000042,0.002225
fixed,50,250,34,fcl,0.211429,0.000000,0.000000,0.388236,0.861279,0.000369,0.003542
fixed,50,250,34,fcl,0.657274,0.000000,0.000000,0.000000,0.535820,-0.000065,0.002738
fixed,50,250,34,fcl,0.407450,0.000000,0.000000,0.000000,0.689597,-0.000033,0.003408
fixed,50,250,34,fcl,-0.134256,0.000000,0.000000,0.701562,0.840888,0.000556,0.003041
fixed,50,250,34,fcl,0.619747,0.000000,0.000000,0.000000,0.558580,-0.000074,0.002820
fixed,50,250,34,fcl,-0.518782,0.000000,0.000000,0.000000,0.402300,0.000007,0.001069
fixed,50,250,34,fcl,-0.791216,0.000000,0.000000,0.000000,0.402446,-0.000033,0.002096
fixed,50,250,34,fcl,-0.144000,0.280000,0.063498,0.667182,0.816114,0.000534,0.002994
fixed,50,250,34,fcl,0.969746,0.000000,0.000000,0.000000,0.599422,-0.000024,0.002110
fixed,50,250,34,fcl,-0.547186,0.040000,0.027713,0.000000,0.436689,0.000002,0.001002
fixed,50,250,34,fcl,0.630229,0.000000,0.000000,0.000000,0.552058,-0.000071,0.002793
fixed,50,250,34,fcl,-0.976002,0.000000,0.000000,0.000000,0.245384,0.000121,0.003307
fixed,50,250,34,fcl,-0.268537,0.040000,0.027713,0.380122,0.420374,0.000243,0.002700
fixed,50,250,34,fcl,0.593369,0.000000,0.000000,0.000000,0.575160,-0.000080,0.002903
fixed,50,250,34,fcl,0.133726,0.400000,0.069282,0.747740,0.925353,0.000563,0.003731
fixed,50,250,34,fcl,0.549892,0.000000,0.000000,0.000000,0.601810,-0.000087,0.003062
fixed,50,250,34,fcl,-0.660187,0.000000,0.000000,0.000000,0.506636,-0.000022,0.001847
fixed,50,250,34,fcl,-0.491848,0.000000,0.000000,0.000000,0.367976,0.000013,0.001289
fixed,50,250,34,fcl,0.954127,0.000000,0.000000,0.000000,0.593036,-0.000036,0.002179
fixed,50,250,34,fcl,-0.479460,0.000000,0.000000,0.000000,0.352124,0.000016,0.001413
fixed,50,250,34,fcl,-0.100484,0.160000,0.051846,0.821298,0.913385,0.000624,0.003220
fixed,50,250,34,fcl,0.037934,0.200000,0.056569,0.976719,0.990903,0.000710,0.003795
fixed,50,250,34,fcl,0.793291,0.000000,0.000000,0.000000,0.502412,-0.000056,0.002717
fixed,50,250,34,fcl,0.150951,0.000000,0.000000,0.679193,0.911413,0.000523,0.003691
fixed,50,250,34,fcl,0.438715,0.000000,0.000000,0.000000,0.667483,-0.000060,0.003375
fixed,50,250,34,fcl,-0.113698,0.280000,0.063498,0.776737,0.887630,0.000599,0.003147
fixed,50,250,34,fcl,-0.744302,0.000000,0.000000,0.000000,0.448440,-0.000035,0.002112
fixed,50,250,34,fcl,0.059725,0.280000,0.063498,0.945646,0.979550,0.000690,0.003813
fixed,50,250,34,fcl,0.185597,0.000000,0.000000,0.524355,0.882948,0.000437,0.003604
fixed,50,250,34,fcl,0.272680,0.200000,0.056569,0.042701,0.807583,0.000212,0.003445
fixed,50,250,34,fcl,-0.731452,0.080000,0.038367,0.000000,0.462752,-0.000035,0.002102
fixed,50,250,34,fcl,-0.354161,0.000000,0.000000,0.196781,0.231423,0.000102,0.002468
fixed,50,250,34,fcl,-0.705511,0.000000,0.000000,0.000000,0.486685,-0.000031,0.002052
fixed,50,250,34,fcl,0.687694,0.000000,0.000000,0.000000,0.519441,-0.000060,0.002706
fixed,50,250,34,fcl,0.275310,0.000000,0.000000,0.027524,0.805205,0.000205,0.003443
fixed,50,250,34,fcl,0.978137,0.000000,0.000000,0.000000,0.602262,-0.000016,0.002085
fixed,50,250,34,fcl,-0.743369,0.000000,0.000000,0.000000,0.449515,-0.000035,0.002111
fixed,50,250,34,fcl,0.293264,0.000000,0.000000,0.000000,0.788823,0.000163,0.003431
fixed,50,250,34,fcl,0.752299,0.000000,0.000000,0.000000,0.498500,-0.000055,0.002710
fixed,50,250,34,fcl,-0.734310,0.000000,0.000000,0.000000,0.459653,-0.000035,0.002105
fixed,50,250,34,fcl,0.360074,0.000000,0.000000,0.000000,0.728286,0.000031,0.003422
fixed,50,250,34,fcl,0.692692,0.000000,0.000000,0.000000,0.517067,-0.000059,0.002704
fixed,50,250,34,fcl,0.577783,0.000000,0.000000,0.000000,0.584888,-0.000083,0.002958
fixed,50,250,34,fcl,0.441533,0.000000,0.000000,0.000000,0.665638,-0.000062,0.003371
