n_init,n_total,n_converged,n_dropped,mean_log10_optimization_shots,std_log10_optimization_shots,mean_log10_infid,std_log10_infid,mean_q_det,std_q_det,mean_iterations,std_iterations
12,40,37,3,3.7255152079848437,0.23225175082127958,-2.5991116581192117,0.4633423180693699,0.9961893094733746,0.003178558065138776,29.27027027027027,15.975065029686192
50,40,36,4,3.795021531941119,0.36968235930079335,-2.673237469116825,0.44948203355692534,0.9968781389854944,0.002753686200400833,38.94444444444444,23.854253222966275
100,40,34,6,3.8896955170110363,0.3478299877836554,-2.6096507077166047,0.401437720109279,0.9966265700678133,0.0024868644540295055,47.470588235294116,28.126591854337125
