iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,130000,13,0.57224699676215673,0.57224699676215673,0.030769886996370649,0.54209250750571347,false,-0.18644509101024676,0.14135835493979806,0.071787676162103922,-0.049117477755199035,0.21428469109894555,0.45597205639371308,0.54124485300263503,0.098555323897568561,0.72849996840801534,0.57850000000000001,NaN,NaN,NaN,0.56995283366851135,0.58040690342293033,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.54209250750571347,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,140000,14,0.58110210247764138,0.58110210247764138,0.053610712842226779,0.52856360389225909,false,-0.14631578574584747,0.16446201938930136,0.17232424559279294,-0.18484234374723196,0.23589399739030559,-0.42900337328482441,0.53642651599903513,0.097988949696008673,0.72260552042145165,0.37450000000000006,NaN,NaN,NaN,0.58095746600981624,0.37491788186533381,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.52856360389225909,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,150000,15,0.58743860440883466,0.58743860440883466,0.032565519444433852,0.55552439535328946,false,-0.024439730287101561,0.19716504059617845,0.49999999999999994,-0.044201489405711669,0.11027592066400982,0.22891919959661933,0.55517978057400885,0.087039037198556019,0.72055395125126531,0.78390000000000004,NaN,NaN,NaN,0.61903694382688246,0.78500166249497738,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.55552439535328946,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,160000,16,0.78564601143323687,0.78564601143323687,0.012204090465302053,0.77368600277724087,false,-0.038232583580184144,0.10561095733260879,0.26546483307637375,0.020545135150171534,0.07412289734262445,0.41389810264078353,0.72505777130460181,0.080706908056502213,0.87840089661195597,0.89780000000000004,NaN,NaN,NaN,0.80226137107208739,0.89736994168635009,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.77368600277724087,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,170000,17,0.89844809369290357,0.89844809369290357,0.0084313002998876816,0.89018541939901363,false,0.021965117892453472,0.073329618074457023,0.45527742702864216,-0.025604241870267774,0.044684606832942064,0.48857522016822852,0.83961028504008794,0.078548633875590954,0.98885268940371074,0.95820000000000005,NaN,NaN,NaN,0.90025398436848292,0.95692110375560113,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.89018541939901363,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,180000,18,0.95916671570766687,0.95916671570766687,0.0073062992690676913,0.95200654242398053,false,-0.020543691022569949,0.044555095158162097,0.49999999999999994,-0.017076572549895586,0.010006275557950861,0.080990179464644596,0.85936828686925537,0.10426973788628997,1.0574807888532063,0.99380000000000002,NaN,NaN,NaN,0.9584503088660522,0.99490131768921231,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95200654242398053,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,190000,19,1,1.0000528322844775,0.022782844579550859,0.97767281231204017,false,-0.01442954664664247,0.019984929694873359,0.16418664665803118,-0.0091380992460889932,0.04042519175914383,-0.3467896820586378,0.91720919368007592,0.10154812758330509,1.1101506360883555,0.92430000000000001,NaN,NaN,NaN,0.98948980681566412,0.92208051753463505,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97767281231204017,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,200000,20,1,1.0000249951775744,0.023837975244824196,0.97663878426007233,false,-0.014341761460290071,0.020502663870190712,0.15426754112166227,0.0232758399042714,0.011609717435774769,0.46958072253342631,0.94772305492183184,0.083046879469683574,1.1055121259142306,0.98099999999999998,NaN,NaN,NaN,0.98891885094351739,0.98286761897805219,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97663878426007233,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,210000,21,1,1.0046982207212691,0.028232668648125053,0.97233198472483751,false,-0.0031696608924300521,0.018385843191898898,0.23031715117540355,0.048371787727105264,0.0058699769654346756,-0.04463996718488894,0.93497199054606761,0.086448325175439988,1.0992238083794037,0.97789999999999999,NaN,NaN,NaN,0.99258571187895328,0.97666608697052693,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97233198472483751,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,220000,22,1,1.0068299164354457,0.020770862042038266,0.97964455519880245,false,0.0099725698264900957,0.017167207487709248,0.16824700923198085,0.016190816618002923,0.035822147840469665,0.128118900042685,0.99297800395594882,0.033054945021221471,1.0557823994962696,0.96519999999999995,NaN,NaN,NaN,0.99263614855122428,0.96733613647818828,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97964455519880245,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
