iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,130000,13,0.95611604858140353,0.95611604858140353,0.02736020925376062,-0.055079434461004592,-0.028366399529775561,-0.49999999999999994,-0.12095552815127064,-0.1440674418626211,-0.47570226767803292,0.85880973565523933,0.12551231107452546,1.0972831266968377,0.50960000000000005,0.94711303861804785,0.5136337125632453,0,0,0,-0,-0,-0
2,140000,14,0.99638321166094057,0.99638321166094057,0.056707023457447256,-0.023595464518266839,0.027301109625404631,-0.49999999999999994,-0.023383085576656359,0.12213880811890343,-0.47685756178050243,0.95527225690712569,0.10409332795015939,1.1530495800124285,0.69010000000000005,0.92730075994241856,0.68645901794508479,0,0,0,-0,-0,-0
3,150000,15,0.95532573047023006,0.95532573047023006,0.01898176594727884,-0.029911344384578726,-0.046444719769072509,-0.4709979243023531,0.02009397240507016,-0.0562096583627687,-0.44250213270446981,0.86613339430844061,0.073366108355104792,1.0055290001831396,0.9395,0.95163044716539069,0.93560891348451591,0,0,0,-0,-0,-0
4,160000,16,0.98047544704065914,0.98047544704065914,0.027127394844373508,-0.013098282822115798,-0.056829713985710358,-0.49999999999999994,-0.026628558519649959,-0.10765523679570732,-0.42651080430533428,0.92964129906755599,0.045534023627946348,1.016155943960654,0.77310000000000001,0.94059016795898343,0.77112236735283901,0,0,0,-0,-0,-0
5,170000,17,0.98031671748988991,0.98031671748988991,0.026737207322681571,-0.019573766205556252,-0.016934126024178368,-0.49999999999999994,-0.00034822001481238374,0.0073712005403197001,-0.32127486875072542,0.92117362691071181,0.048596453378163464,1.0135068883292224,0.98099999999999998,0.97773805295395944,0.98177192861834472,0,0,0,-0,-0,-0
6,180000,18,0.99574950300063225,0.99574950300063225,0.019839411966851475,-0.0084481109388835508,-0.0090079485636458574,-0.41154624057188099,-0.0065696031224651286,-0.0091191860371848676,-0.43105867430340927,0.99513987961213113,0.022305558589663776,1.0375204409324923,0.98309999999999997,0.98560469659034911,0.98452906694665221,0,0,0,-0,-0,-0
7,190000,19,0.98728747047762822,0.98728747047762822,0.0082374195905953393,-0.0055992043360746629,-0.0069368282891363216,-0.36869627288631185,0.056522678153739569,0.038628136414629477,-0.3710228813928047,0.88071885621234258,0.07728412536523073,1.0275586944062809,0.90259999999999996,0.98815582591292295,0.90065927470308027,0,0,0,-0,-0,-0
8,200000,20,0.98673142051835594,0.98673142051835594,0.006909074159361794,-0.0017566759545605067,-0.0061598754413537214,-0.37229963109546965,-0.045744158462507567,-0.010103311234170187,-0.29227451484871958,0.94096879332959382,0.044308771532974682,1.0251554592422458,0.97260000000000002,0.98788647633291871,0.97222693574653751,0,0,0,-0,-0,-0
9,210000,21,0.99159689889272484,0.99159689889272484,0.015372789131652501,-0.023692358036818916,-0.0073254875411152302,-0.35905031606718829,-0.05633416510571343,0.070499438777707146,0.31622240066226515,0.74427896593652798,0.14500115262124835,1.0197811559168999,0.8861,0.98359649368668489,0.88740651231752965,0,0,0,-0,-0,-0
10,220000,22,0.98719001283795516,0.98719001283795516,0.011687741587069152,-0.0088878673329411233,-0.008246541212117639,-0.3264234046163636,-0.012509866416166027,0.0033948377359862558,0.15408026423137278,0.92948729694178511,0.060744811133769921,1.044902438095948,0.99739999999999995,0.99060873197176946,0.99746879384250176,0,0,0,-0,-0,-0
11,230000,23,1,1.003855934152839,0.018318784356029068,-0.010559240545599686,0.0066009465448312139,0.035164737541752922,0.4639752641161532,0.49705718545295974,0.47635851412108465,0.57378858735487737,0.25991202916158568,1.0676214427618902,0.011600000000000055,0.99755529111918984,0.013474967067912402,0,0,0,-0,-0,-0
12,240000,24,1,1.0040172071984785,0.019748886089776103,-0.010472729150425023,0.0064915002812425057,0.033619102448349911,0.063184296832832221,0.030714077391901018,0.39805407961075256,0.8970424845968803,0.094324743050117454,1.0762594963921035,0.95199999999999996,0.99759489023715353,0.95196159568080896,0,0,0,-0,-0,-0
13,250000,25,1,1.0041905950701657,0.020942253095126928,0.0012215504250352638,0.0097600182927622143,0.070974067487806533,0.039753939347452638,0.0072158567609867941,0.016969588971836203,0.98762267602830311,0.040013513252156713,1.0636483512074009,0.98319999999999996,0.99746584964157536,0.98410239287552259,0,0,0,-0,-0,-0
14,260000,26,1,1.0026881565496268,0.014375647716812358,-0.0016744141411670582,0.0099644855934087201,0.083645123830826645,-0.044179500142659922,0.0013729045634711667,0.44768249261234816,0.9345530241052884,0.063844932434997004,1.0558583957317826,0.96779999999999999,0.99747600476759579,0.96724703713881488,0,0,0,-0,-0,-0
