iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,Inf,13,0.99800933809545833,0.99800933809545833,0.023566868684103695,0.010945667575968304,-0.0023570428994852499,-0.051722878493251287,0.059231718502156333,0.0046006158682716097,0.097434132733913131,0.97938354911967229,0.038414504738487398,1.0546759784071076,0.96893410531286395,0.99846829488397082,0.96893410531286395,0,0,0,-0,-0,-0
2,Inf,14,0.99453363625108893,0.99453363625108893,0.019944019564175446,0.0052591859987968989,-0.0024071549059989012,-0.090658271070438695,0.017702489539622196,-0.0081557790489905219,-0.099880220629086969,0.99229558702178822,0.021413976269718558,1.0342669805104365,0.99558088328418182,0.99875311190745408,0.99558088328418182,0,0,0,-0,-0,-0
3,Inf,15,0.99742080999140637,0.99742080999140637,0.0072369810646870543,0.006560222879248118,-0.0036389787179448717,-0.099999999999999992,-0.0034679796253933998,-0.0035545994799527636,0.089991375536967677,0.99175112605405591,0.017725888660019638,1.0264938678276945,0.99884444898143454,0.99854385516410726,0.99884444898143454,0,0,0,-0,-0,-0
4,Inf,16,1,1.0001480999966132,0.0043761595754420639,0.0030242285635048455,-0.0031957286595259548,0.011125491183205705,-0.010653829147207319,-0.0025586123118089138,-0.090572989084124311,0.99661628927447377,0.010713878005479554,1.0176154901652137,0.99794145875297047,0.99977860095671478,0.99794145875297047,0,0,0,-0,-0,-0
5,Inf,17,1,1.0005183375065461,0.0039111397510709677,0.0016170535932928712,-0.0025346777040083398,-0.013420895904911309,0.0083715261664707025,0.0084704106829962961,0.046796466834148343,0.9951032423517896,0.01009075362886426,1.0148811194643637,0.99722355850641287,0.99987699539872055,0.99722355850641287,0,0,0,-0,-0,-0
6,Inf,18,1,1.0009978334095795,0.0039815150191899688,0.0026663914515583174,-0.00043855735004335396,-0.015503930766106814,0.020995244357632711,0.0084714424140232697,-0.089062490368189723,0.99396678970403762,0.0095029332181047407,1.0125925388115229,0.99044307600902981,0.99975909288402898,0.99044307600902981,0,0,0,-0,-0,-0
7,Inf,19,1,1.0006977839131304,0.0035648571197779409,0.001656594957687961,-0.0010251095180387906,0.0012426609689951105,0.010940024229961279,-0.0162901715681468,0.082369879130234358,0.99258271722590607,0.0097748133635159537,1.0117413514183973,0.9890296835796214,0.99993605676042041,0.9890296835796214,0,0,0,-0,-0,-0
8,Inf,20,1,1.0008187087440654,0.0034752586134353231,0.00096751663408900805,-0.00028893908523889027,0.0059412268256709977,-0.023378560193342585,0.0084392203086285783,0.091917991103758701,0.99021139251664636,0.010511599493159482,1.010814127523239,0.99339420401723377,0.99993909977962003,0.99339420401723377,0,0,0,-0,-0,-0
9,Inf,21,1,1.0007528977990015,0.003365682405213068,-0.0011573905572621942,0.0010379336229752927,0.017577996810917457,-0.0076985802824746374,0.0059057434405254544,-0.09036324987752678,0.99745031499501713,0.0055703024891428071,1.008368107873737,0.9955066205996278,0.99986771359451609,0.9955066205996278,0,0,0,-0,-0,-0
10,Inf,22,1,1.0013282770503893,0.0031478664353469339,-0.0013287026363602485,-0.0012937615972771544,0.0057903780730091774,0.0021366977816911908,-0.0014738796132192922,0.0036414256504093689,1.0012018478879625,0.0032051767397266928,1.0074839942978269,0.99993136140745054,0.99996315088615706,0.99993136140745054,0,0,0,-0,-0,-0
11,Inf,23,1,1.0002622417204887,0.0014970695313898082,-0.0027542795263940777,0.00062792773576240989,0.040065971060144853,-0.01239886063160886,-0.0018302216707965224,0.0079490274497561464,0.99905179271641853,0.0026763380964172343,1.0042974153853963,0.99850960967909119,0.99988917415360223,0.99850960967909119,0,0,0,-0,-0,-0
12,Inf,24,1,1.0001535123082439,0.0013633305936797534,-0.0012882138173314318,0.00079068969432634351,0.046538881524438989,-0.0057689070195628273,-0.015310323521719266,-0.098665752509496149,0.99402598594988256,0.0050708914878158798,1.0039649332660017,0.99537631570882157,0.9999296954566913,0.99537631570882157,0,0,0,-0,-0,-0
13,Inf,25,1,1.0001635785024718,0.0013449625270282976,-0.0013437097954431458,0.00073659848670169195,0.046878011660722946,0.0037652231896221772,-0.008699728706343543,-0.023459746409043358,0.99885955207622557,0.0022588157448754699,1.0032868309361815,0.99847576129313553,0.99993035964881105,0.99847576129313553,0,0,0,-0,-0,-0
14,Inf,26,1,1.0002317095714162,0.0012963906356528616,-0.0013651730152537483,0.0009240336589060043,0.046677523038914336,-0.00074985401948053643,0.0047445294123365372,0.074753911069987522,0.99971523021528419,0.0018196877394369552,1.0032818181845806,0.999383116930182,0.99992089027880471,0.999383116930182,0,0,0,-0,-0,-0
15,Inf,27,1,1.000105373397228,0.00089561912583476335,-0.00094685755487188624,8.2923648816288976e-05,0.034529911913316905,0.009474180637720625,0.0036496235965528534,0.099999877606294085,0.99787914782708997,0.0024280349496117516,1.002638096328329,0.99868831523355517,0.99997626208978452,0.99868831523355517,0,0,0,-0,-0,-0
16,Inf,28,1,1.0000623638873363,0.00088992397404937993,6.9898539757706237e-05,-0.00018762114025536002,0.037139164176188587,0.0017878975166977507,-0.0040413366509390869,-0.072170902302436835,0.99941183463517502,0.0016137784047773941,1.0025748403085386,0.99937006136726436,0.99998663633745266,0.99937006136726436,0,0,0,-0,-0,-0
