seed,N_shots,total_shots,n_train,q_det,q_rec,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
909858,Inf,Inf,112,0.99999983096721845,0.99999983096721845,0,0,0,-0,-0,-0,0.38746637568869324,0.2033038221678683,1.5,1.8927690296309374,0.3878810702185827,547.17351317405701
400294,Inf,Inf,112,0.99999983086288768,0.99999983086288768,0,0,0,-0,-0,-0,0.34801088873823033,0.16780268014177344,1.5,1.617075502334296,0.34152235483087334,585.3224048614502
955377,Inf,Inf,112,0.9999998288707489,0.9999998288707489,0,0,0,-0,-0,-0,0.34963568025027264,0.17543667895007314,1.5,1.5989552098987005,0.8058159428086058,587.03276515007019
714078,Inf,Inf,112,0.99999982873702908,0.99999982873702908,0,0,0,-0,-0,-0,0.35380924226656391,0.18876893140816295,1.5,1.7202475212023025,0.40687486678901114,592.06084418296814
150574,Inf,Inf,112,0.99999983107153489,0.99999983107153489,0,0,0,-0,-0,-0,0.37951890367559737,0.18708407800044108,1.5,1.8172771479218874,0.20733460026565986,600.56309580802917
473867,Inf,Inf,112,0.99999982766179329,0.99999982766179329,0,0,0,-0,-0,-0,0.36762496997553246,0.17993957836158239,1.5,1.5851231624126865,0.51812498145087738,612.13283085823059
150918,Inf,Inf,112,0.99999983049673802,0.99999983049673802,0,0,0,-0,-0,-0,0.35977111689075797,0.16943192170071375,1.5,1.6227262878456856,0.38728760291423275,616.09936499595642
963284,Inf,Inf,112,0.99999983061832132,0.99999983061832132,0,0,0,-0,-0,-0,0.34459716863308582,0.17302846752859696,1.5,1.5955922338767077,0.38723292445988156,624.3489990234375
225142,Inf,Inf,112,0.99999983103529633,0.99999983103529633,0,0,0,-0,-0,-0,0.36195940101288004,0.18314929447954068,1.5,1.6240255928558629,0.36650929322774262,633.95362710952759
670733,Inf,Inf,112,0.9999998294967235,0.9999998294967235,0,0,0,-0,-0,-0,0.38628898125301592,0.1729750530449729,1.5,1.7783266561212669,0.38841145305919161,822.02630400657654
615903,Inf,Inf,112,0.9999998302582801,0.9999998302582801,0,0,0,-0,-0,-0,0.33318190394337621,0.17374284155399686,1.5,1.4878010957498535,0.41973198272472878,837.19686698913574
5937,Inf,Inf,112,0.99999983085385014,0.99999983085385014,0,0,0,-0,-0,-0,0.34502781384144521,0.17677139411394865,1.5,1.5940318084508991,0.3910571791041928,861.60785102844238
849665,Inf,Inf,112,0.99999982704033896,0.99999982704033896,0,0,0,-0,-0,-0,0.36804757912324887,0.18312714042369177,1.5,1.6436581895786335,0.39015187699620563,874.34510493278503
318670,Inf,Inf,112,0.99999982858436887,0.99999982858436887,0,0,0,-0,-0,-0,0.38497650820423734,0.18436690494049474,1.5,1.6808871630803648,0.30198643716124618,1062.5553231239319
250215,Inf,Inf,112,0.99999983041775831,0.99999983041775831,0,0,0,-0,-0,-0,0.33623915790724634,0.16855784907429947,1.5,1.6011460350062581,0.2325664943042563,1074.3592071533203
473966,Inf,Inf,112,0.99999983095866496,0.99999983095866496,0,0,0,-0,-0,-0,0.35190688180157281,0.18071894154856746,1.5,1.5606639057840395,0.41841296301733683,1089.1754279136658
558664,Inf,Inf,112,0.99999983028922268,0.99999983028922268,0,0,0,-0,-0,-0,0.39250553266960175,0.19462818292012465,1.5,1.8289820081839883,0.27320080705090766,1092.4334299564362
359405,Inf,Inf,112,0.99999983072809495,0.99999983072809495,0,0,0,-0,-0,-0,0.37949855997907572,0.20763046333550345,1.5,1.8975718283442435,0.38344880990292807,1100.7581579685211
438880,Inf,Inf,112,0.99999983085817723,0.99999983085817723,0,0,0,-0,-0,-0,0.34596723547321084,0.17115568583897853,1.5,1.5514733013494817,0.44257832937207442,1102.6358489990234
981559,Inf,Inf,112,0.99999982948565802,0.99999982948565802,0,0,0,-0,-0,-0,0.35358908637323205,0.17212169749172485,1.5,1.6275459009094928,0.079688093299035381,1106.6551249027252
902578,Inf,Inf,112,0.99999982983105284,0.99999982983105284,0,0,0,-0,-0,-0,0.36330560300286374,0.17073068743755759,1.5,1.5434701399385526,0.38729264870157132,567.40199685096741
