seed,N_shots,total_shots,n_train,q_det,q_rec,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
150574,10000,1130000,112,0.99987057226108589,0.99980000000000002,0,0,0,-0,-0,-0,0.55667364597898716,0.30719678016576857,1.5,0.92620574033728864,0.62705384366946804,511.42044997215271
615903,10000,1130000,112,0.99998971150956772,1,0,0,0,-0,-0,-0,0.58311368028001942,0.31366544795017531,1.5,1.0545790287464669,0.49430743691091655,521.05979204177856
714078,10000,1130000,112,0.99988934466735568,0.99970000000000003,0,0,0,-0,-0,-0,0.53218901169365096,0.31915269965783644,1.5,0.79435382895071061,0.51468084569386419,532.04577994346619
981559,10000,1130000,112,0.99972003837951984,0.99950000000000006,0,0,0,-0,-0,-0,0.58392897330789395,0.33296973325677864,1.5,1.0619447089864347,0.39007099046046267,533.63143014907837
359405,10000,1130000,112,0.99989206099428229,0.99990000000000001,0,0,0,-0,-0,-0,0.6078280109598666,0.35480558316660255,1.5,1.1607305146888212,0.050000000000000031,534.3403308391571
955377,10000,1130000,112,0.99977797581312955,1,0,0,0,-0,-0,-0,0.56363083639020362,0.34361833058197322,1.5,0.95514495434177571,0.050000000000000031,534.75093507766724
670733,10000,1130000,112,0.99882473843825659,0.99839999999999995,0,0,0,-0,-0,-0,0.59054921700623164,0.33321095866233463,1.5,1.0849491217925482,0.050000000000000204,538.97254586219788
150918,10000,1130000,112,0.99983334251714073,0.99990000000000001,0,0,0,-0,-0,-0,0.67191723355620292,0.39257393878984237,1.5,1.1654635988579152,0.20088029879684913,545.48838496208191
849665,10000,1130000,112,0.99977099916846213,0.99970000000000003,0,0,0,-0,-0,-0,0.57275643816316713,0.35765490175956277,1.5,1.061742503173005,0.050000000000000031,555.50262498855591
400294,10000,1130000,112,0.99990178674074559,0.99990000000000001,0,0,0,-0,-0,-0,0.5930216056378701,0.39502823187071234,1.5,1.1340957848532711,0.55669233964958098,644.44280505180359
5937,10000,1130000,112,0.99941542714606546,0.99950000000000006,0,0,0,-0,-0,-0,0.60564129727267746,0.38452002706340793,1.5,1.1675598373254685,0.45933454966213894,728.09865498542786
909858,10000,1130000,112,0.99974718880642921,0.99970000000000003,0,0,0,-0,-0,-0,0.54055281979526826,0.33230372847953721,1.5,0.95013484313477481,0.22687313638835702,920.96454691886902
225142,10000,1130000,112,0.99990989089409621,0.99980000000000002,0,0,0,-0,-0,-0,0.4748423536168323,0.31582627622668613,1.5,0.78445172434911747,0.53351613268711884,930.37251591682434
473867,10000,1130000,112,0.99983689871068859,1,0,0,0,-0,-0,-0,0.53735572127135856,0.34469028702954979,1.5,0.88030858725599914,0.2737722840617039,931.56700801849365
250215,10000,1130000,112,0.99998750883662813,1,0,0,0,-0,-0,-0,0.56099115650673592,0.34551079694343706,1.5,1.0882507157945471,0.70025248657470096,938.29995393753052
558664,10000,1130000,112,0.99987518569404532,0.99990000000000001,0,0,0,-0,-0,-0,0.51929154627112128,0.37454008716509574,1.5,0.93913718873988605,0.57588099857840491,939.49791288375854
438880,10000,1130000,112,0.998846249061346,0.999,0,0,0,-0,-0,-0,0.68311864724590354,0.35731458250556242,1.5,1.1175069796765529,0.68308149518938333,942.52724504470825
