iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,130000,13,0.88139528180379423,0.88139528180379423,0.088902955333083053,0.045682038740411331,-0.13272385903706355,-0.49999999995714073,0.00051416888523303506,-0.49121715337757066,-0.47638172678764312,0.80404923007506146,0.17507205603899434,1.1471904599114904,0.4244,0.66500243337658571,0.42532291708016934,0,0,0,-0,-0,-0
2,140000,14,0.82727934098745315,0.82727934098745315,0.040977814027326649,0.066876489957695878,0.035806843083779481,-0.46565138184883248,-0.0059618011725506292,0.038005566563229509,-0.49911157120850835,0.79597630887075665,0.067935705186333739,0.92913029103597078,0.9113,0.88542179730518378,0.90847867629154166,0,0,0,-0,-0,-0
3,150000,15,0.91516154687048545,0.91516154687048545,0.014759359192795861,0.010343196742099832,0.049618494960964765,-0.49999999999999994,0.0063068036992650622,0.23466115583910585,-0.48100609650520454,0.82931042424999579,0.076878344512699995,0.97999197949488781,0.50790000000000002,0.8797519918349167,0.51115036381929269,0,0,0,-0,-0,-0
4,160000,16,0.9682675944828314,0.9682675944828314,0.031190402531241106,0.0015749086349065235,-0.054988282940657982,-0.49191414127565652,0.022709160147165175,-0.10513180896172458,-0.45628627944168576,0.94866835220372137,0.047092104472299286,1.0409688769694281,0.7893,0.94514560390093139,0.78065261136932207,0,0,0,-0,-0,-0
5,170000,17,0.92371442484303867,0.92371442484303867,0.016476019776910274,-0.019758557771737063,0.0066504910687966105,-0.49999999999999994,-0.076487297671518073,-0.039372610149248422,-0.47032411280401565,0.87583996878129655,0.063776693221792261,1.0008422874960095,0.90659999999999996,0.96204225703585289,0.90902996300515293,0,0,0,-0,-0,-0
6,180000,18,0.93226823796589797,0.93226823796589797,0.015947305704591186,-0.033459243741732182,-0.0023807601390461678,-0.49999999999999994,-0.027513769728100712,-0.0030328845393081671,-0.46463100096752652,0.92507246039869173,0.01575974378658597,0.95596155822040019,0.96999999999999997,0.96403406628447508,0.97137695929543177,0,0,0,-0,-0,-0
7,190000,19,0.97220737792442002,0.97220737792442002,0.0038029939995497361,-0.03328918017601127,-0.009159461876912061,-0.46917081022798712,-0.037476355694845864,0.00038666048210278525,-0.31563044772395488,0.92063791314396215,0.028309989331594562,0.97612549223388745,0.97699999999999998,0.97084553586273004,0.97457554239005273,0,0,0,-0,-0,-0
8,200000,20,0.98745829259874718,0.98745829259874718,0.0071207086947517656,-0.034293700017794075,-0.01194551114024188,-0.37407694178351047,-0.025800052502312543,-0.013878069649609026,-0.35854362582181865,0.9836401531659108,0.0097205442167831342,1.0026924198308058,0.98319999999999996,0.97738830878758776,0.98349804808491648,0,0,0,-0,-0,-0
9,210000,21,0.98722465055740161,0.98722465055740161,0.0052406751453672974,-0.034520036678239836,-0.011686813366909889,-0.37424332176443192,-0.49409359887178428,0.49061100982700045,-0.46871001503710485,0.40107627895153036,0.31802805684503566,1.0244112703678003,0.023599999999999999,0.97719911192851905,0.021677671894557708,0,0,0,-0,-0,-0
10,220000,22,0.98484187295858228,0.98484187295858228,0.005652828025160807,-0.020011452192851203,-0.0083722664254985788,-0.34540916403422284,0.019460220906245551,0.0041987747256209129,-0.01868109799105655,0.89945181454612499,0.06533779031330321,1.0275138835601993,0.99580000000000002,0.98633546081723844,0.99524860079062882,0,0,0,-0,-0,-0
11,230000,23,1,1.0031785910839337,0.016689945420411783,0.007171999391941096,-0.0037157837404439053,-0.12280073861915174,0.0046603621384786464,-0.01053714837315356,0.48860174879561336,0.84417959159974321,0.11428703809053212,1.0681821862571861,0.96599999999999997,0.99799688094928907,0.96603888531864857,0,0,0,-0,-0,-0
12,240000,24,1,1.0016511072133776,0.018006618274150503,0.0028667174301921922,-0.0069924445293126523,-0.00042717614408574863,-0.054250144950299894,-0.017649177754330614,0.10185273556701779,0.96207417445346266,0.055856871625381284,1.0715536428392101,0.95750000000000002,0.99898250473626515,0.95837719865128845,0,0,0,-0,-0,-0
13,250000,25,1,1.0007282481937123,0.012417605875713687,0.0044610639073214683,-0.0063590570359292114,-0.013705015471678267,0.0505139678289801,-0.030640126896749553,0.25678887162009789,0.95641218768922509,0.050746854359722322,1.0558760222342809,0.92520000000000002,0.99913684150992443,0.92509405042805826,0,0,0,-0,-0,-0
14,260000,26,1,1.0009832144420385,0.012584125962955436,0.0010897669053911137,-0.0018279467368518872,-0.058239999177291675,0.0064776608657812762,0.04918939979007364,0.44391855753614906,0.94076184520332207,0.057224302237184811,1.0529214775882043,0.95599999999999996,0.99947658338036016,0.95283307138307638,0,0,0,-0,-0,-0
15,270000,27,1,1.000543905218338,0.01162386049018896,0.00096689179207993733,-0.00056652590446956762,-0.043276228630273153,-0.012347603089968739,-0.0022374128390907355,0.25488398697522285,0.98716229343803408,0.025204646569063609,1.0365634007133988,0.99360000000000004,0.99953479220648611,0.99262577122885975,0,0,0,-0,-0,-0
16,280000,28,1,1.000823139800072,0.011393225715800167,0.0006427165652147475,0.0014882710759389292,0.0081058427724945772,-0.051581637604787067,0.0093871636955307203,0.46227697993242067,0.95485106971625733,0.041192821900180372,1.0355890006406108,0.96360000000000001,0.99975702508868924,0.96510797127356118,0,0,0,-0,-0,-0
