score_mode,axis,x_u,x_physical,physical_unit,score
full_l1,fcl,0.029999999999999999,0.29999999999999999,kHz,0.9915846182585919
full_l1,fcl,0.035000000000000003,0.35000000000000003,kHz,0.98862715816102242
full_l1,fcl,0.040000000000000001,0.40000000000000002,kHz,0.98523749158864515
full_l1,fcl,0.044999999999999998,0.45000000000000001,kHz,0.98142297301855919
full_l1,fcl,0.050000000000000003,0.5,kHz,0.97719129409128658
full_l1,fcl,0.055,0.55000000000000004,kHz,0.97255044232599797
full_l1,fcl,0.059999999999999998,0.59999999999999998,kHz,0.96750866402518654
full_l1,fcl,0.065000000000000002,0.65000000000000002,kHz,0.96207443075681109
full_l1,fcl,0.070000000000000007,0.70000000000000007,kHz,0.95625641031618902
full_l1,fcl,0.074999999999999997,0.75,kHz,0.95006344230076367
full_l1,fcl,0.080000000000000002,0.80000000000000004,kHz,0.94350451818613745
full_l1,fcl,0.085000000000000006,0.85000000000000009,kHz,0.93658876557814841
full_l1,fcl,0.089999999999999997,0.90000000000000002,kHz,0.92932543696708836
full_l1,fcl,0.095000000000000001,0.94999999999999996,kHz,0.92172390357980938
full_l1,fcl,0.10000000000000001,1,kHz,0.91379365219373565
full_l1,fcl,0.105,1.05,kHz,0.90554428638462447
full_l1,fcl,0.11,1.1000000000000001,kHz,0.8969855320526382
full_l1,fcl,0.115,1.1499999999999999,kHz,0.88812724471109949
full_l1,fcl,0.12,1.2,kHz,0.87897942054329636
full_l1,fcl,0.125,1.25,kHz,0.86955220994069149
full_l1,fcl,0.13,1.3,kHz,0.85985593184005493
full_l1,fcl,0.13500000000000001,1.3500000000000001,kHz,0.84990109010715476
full_l1,fcl,0.14000000000000001,1.4000000000000001,kHz,0.83969839096848464
full_l1,fcl,0.14499999999999999,1.45,kHz,0.82925875957523421
full_l1,fcl,0.14999999999999999,1.5,kHz,0.8185933568154572
full_l1,fcl,0.155,1.55,kHz,0.80771359477133875
full_l1,fcl,0.16,1.6000000000000001,kHz,0.79663115166436937
full_l1,fcl,0.16500000000000001,1.6499999999999999,kHz,0.78535798335802842
full_l1,fcl,0.17000000000000001,1.7000000000000002,kHz,0.77390633306507561
full_l1,fcl,0.17499999999999999,1.75,kHz,0.76228873711794476
full_l1,fcl,0.17999999999999999,1.8,kHz,0.75051802915633892
full_l1,fcl,0.185,1.8500000000000001,kHz,0.738607338846066
full_l1,fcl,0.19,1.8999999999999999,kHz,0.72657008474399576
full_l1,fcl,0.19500000000000001,1.95,kHz,0.71441996709830624
full_l1,fcl,0.20000000000000001,2,kHz,0.70217095146347042
full_l1,fcl,0.20499999999999999,2.0499999999999998,kHz,0.68983725042173716
