axis,x_u,x_physical,physical_unit,score
amp,-0.41499999999999998,-0.082999999999999963,DeltaA_over_Aopt,0.98083251085547041
amp,-0.40999999999999998,-0.081999999999999962,DeltaA_over_Aopt,0.98125711920496772
amp,-0.40500000000000003,-0.080999999999999961,DeltaA_over_Aopt,0.98167705606585598
amp,-0.40000000000000002,-0.07999999999999996,DeltaA_over_Aopt,0.98209231742342962
amp,-0.39500000000000002,-0.078999999999999959,DeltaA_over_Aopt,0.98250289931726942
amp,-0.39000000000000001,-0.077999999999999972,DeltaA_over_Aopt,0.98290879785643426
amp,-0.38500000000000001,-0.076999999999999971,DeltaA_over_Aopt,0.98331000920255562
amp,-0.38,-0.07599999999999997,DeltaA_over_Aopt,0.98370652952517634
amp,-0.375,-0.074999999999999969,DeltaA_over_Aopt,0.98409835507018784
amp,-0.37,-0.073999999999999969,DeltaA_over_Aopt,0.98448548211028486
amp,-0.36499999999999999,-0.072999999999999968,DeltaA_over_Aopt,0.98486790699028981
amp,-0.35999999999999999,-0.071999999999999967,DeltaA_over_Aopt,0.9852456260611544
amp,-0.35499999999999998,-0.070999999999999966,DeltaA_over_Aopt,0.98561863574588326
amp,-0.34999999999999998,-0.069999999999999965,DeltaA_over_Aopt,0.98598693252002134
amp,-0.34499999999999997,-0.068999999999999964,DeltaA_over_Aopt,0.98635051287497533
amp,-0.34000000000000002,-0.067999999999999977,DeltaA_over_Aopt,0.98670937337818043
amp,-0.33500000000000002,-0.066999999999999976,DeltaA_over_Aopt,0.98706351063365239
amp,-0.33000000000000002,-0.065999999999999975,DeltaA_over_Aopt,0.98741292127982028
amp,-0.32500000000000001,-0.064999999999999974,DeltaA_over_Aopt,0.98775760201659524
amp,-0.32000000000000001,-0.063999999999999974,DeltaA_over_Aopt,0.9880975495828862
amp,-0.315,-0.062999999999999973,DeltaA_over_Aopt,0.98843276075887754
amp,-0.31,-0.061999999999999972,DeltaA_over_Aopt,0.98876323239272068
amp,-0.30499999999999999,-0.060999999999999971,DeltaA_over_Aopt,0.98908896131258317
amp,-0.29999999999999999,-0.05999999999999997,DeltaA_over_Aopt,0.98940994453006637
amp,-0.29499999999999998,-0.058999999999999969,DeltaA_over_Aopt,0.98972617893470638
amp,-0.28999999999999998,-0.057999999999999968,DeltaA_over_Aopt,0.99003766157431305
amp,-0.28499999999999998,-0.056999999999999967,DeltaA_over_Aopt,0.99034438951415504
amp,-0.28000000000000003,-0.05599999999999998,DeltaA_over_Aopt,0.99064635984620808
amp,-0.27500000000000002,-0.054999999999999979,DeltaA_over_Aopt,0.99094356971164521
amp,-0.27000000000000002,-0.053999999999999979,DeltaA_over_Aopt,0.99123601638403791
amp,-0.26500000000000001,-0.052999999999999978,DeltaA_over_Aopt,0.99152369701594978
amp,-0.26000000000000001,-0.051999999999999977,DeltaA_over_Aopt,0.9918066089904608
amp,-0.255,-0.050999999999999983,DeltaA_over_Aopt,0.99208474954396952
amp,-0.25,-0.049999999999999975,DeltaA_over_Aopt,0.99235811620502523
amp,-0.245,-0.048999999999999974,DeltaA_over_Aopt,0.99262670624242266
amp,-0.23999999999999999,-0.04799999999999998,DeltaA_over_Aopt,0.9928905172363558
amp,-0.23499999999999999,-0.046999999999999979,DeltaA_over_Aopt,0.99314954668905098
amp,-0.23000000000000001,-0.045999999999999985,DeltaA_over_Aopt,0.99340379219649555
amp,-0.22500000000000001,-0.044999999999999978,DeltaA_over_Aopt,0.99365325131503945
amp,-0.22,-0.043999999999999977,DeltaA_over_Aopt,0.99389792179006897
amp,-0.215,-0.042999999999999983,DeltaA_over_Aopt,0.99413780125483298
amp,-0.20999999999999999,-0.041999999999999982,DeltaA_over_Aopt,0.99437288750535824
amp,-0.20499999999999999,-0.040999999999999981,DeltaA_over_Aopt,0.99460317835823897
amp,-0.20000000000000001,-0.03999999999999998,DeltaA_over_Aopt,0.99482867163191235
amp,-0.19500000000000001,-0.038999999999999986,DeltaA_over_Aopt,0.99504936526266563
amp,-0.19,-0.037999999999999985,DeltaA_over_Aopt,0.99526525714192116
amp,-0.185,-0.036999999999999984,DeltaA_over_Aopt,0.99547634530981033
amp,-0.17999999999999999,-0.035999999999999983,DeltaA_over_Aopt,0.99568262777046102
amp,-0.17499999999999999,-0.034999999999999983,DeltaA_over_Aopt,0.99588410264180638
amp,-0.17000000000000001,-0.033999999999999989,DeltaA_over_Aopt,0.99608076802040102
amp,-0.16500000000000001,-0.032999999999999988,DeltaA_over_Aopt,0.99627262207376333
amp,-0.16,-0.031999999999999987,DeltaA_over_Aopt,0.996459663080004
amp,-0.155,-0.030999999999999986,DeltaA_over_Aopt,0.99664188927028918
amp,-0.14999999999999999,-0.029999999999999985,DeltaA_over_Aopt,0.99681929896712662
amp,-0.14499999999999999,-0.028999999999999984,DeltaA_over_Aopt,0.99699189052771875
amp,-0.14000000000000001,-0.02799999999999999,DeltaA_over_Aopt,0.99715966239165044
amp,-0.13500000000000001,-0.026999999999999989,DeltaA_over_Aopt,0.997322612980306
amp,-0.13,-0.025999999999999988,DeltaA_over_Aopt,0.99748074083185345
amp,-0.125,-0.024999999999999988,DeltaA_over_Aopt,0.99763404446955151
amp,-0.12,-0.02399999999999999,DeltaA_over_Aopt,0.99778252250584043
amp,-0.115,-0.022999999999999993,DeltaA_over_Aopt,0.99792617357192193
amp,-0.11,-0.021999999999999988,DeltaA_over_Aopt,0.99806499639014856
amp,-0.105,-0.020999999999999991,DeltaA_over_Aopt,0.998198989666504
amp,-0.10000000000000001,-0.01999999999999999,DeltaA_over_Aopt,0.99832815218682169
amp,-0.095000000000000001,-0.018999999999999993,DeltaA_over_Aopt,0.99845248281485732
amp,-0.089999999999999997,-0.017999999999999992,DeltaA_over_Aopt,0.99857198040538497
amp,-0.085000000000000006,-0.016999999999999994,DeltaA_over_Aopt,0.99868664388713435
amp,-0.080000000000000002,-0.015999999999999993,DeltaA_over_Aopt,0.99879647223712464
amp,-0.074999999999999997,-0.014999999999999993,DeltaA_over_Aopt,0.99890146446968753
amp,-0.070000000000000007,-0.013999999999999995,DeltaA_over_Aopt,0.99900161966182122
amp,-0.065000000000000002,-0.012999999999999994,DeltaA_over_Aopt,0.99909693691723334
amp,-0.059999999999999998,-0.011999999999999995,DeltaA_over_Aopt,0.9991874153936674
amp,-0.055,-0.010999999999999994,DeltaA_over_Aopt,0.99927305430880597
amp,-0.050000000000000003,-0.009999999999999995,DeltaA_over_Aopt,0.99935385291395273
amp,-0.044999999999999998,-0.0089999999999999959,DeltaA_over_Aopt,0.99942981050588342
amp,-0.040000000000000001,-0.0079999999999999967,DeltaA_over_Aopt,0.99950092644171917
amp,-0.035000000000000003,-0.0069999999999999975,DeltaA_over_Aopt,0.9995672001145014
amp,-0.029999999999999999,-0.0059999999999999975,DeltaA_over_Aopt,0.9996286309563811
amp,-0.025000000000000001,-0.0049999999999999975,DeltaA_over_Aopt,0.99968521846567149
amp,-0.02,-0.0039999999999999983,DeltaA_over_Aopt,0.99973696217964658
amp,-0.014999999999999999,-0.0029999999999999988,DeltaA_over_Aopt,0.99978386167625233
amp,-0.01,-0.0019999999999999992,DeltaA_over_Aopt,0.99982591658752051
amp,-0.0050000000000000001,-0.00099999999999999959,DeltaA_over_Aopt,0.9998631265928809
amp,0,0,DeltaA_over_Aopt,0.99989549141336331
amp,0.0050000000000000001,0.00099999999999999959,DeltaA_over_Aopt,0.99992301081936452
amp,0.01,0.0019999999999999992,DeltaA_over_Aopt,0.99994568463194322
amp,0.014999999999999999,0.0029999999999999988,DeltaA_over_Aopt,0.9999635127163724
amp,0.02,0.0039999999999999983,DeltaA_over_Aopt,0.9999764949812523
amp,0.025000000000000001,0.0049999999999999975,DeltaA_over_Aopt,0.99998463138691762
amp,0.029999999999999999,0.0059999999999999975,DeltaA_over_Aopt,0.99998792193802388
amp,0.035000000000000003,0.0069999999999999975,DeltaA_over_Aopt,0.99998636669012986
amp,0.040000000000000001,0.0079999999999999967,DeltaA_over_Aopt,0.99997996574225312
amp,0.044999999999999998,0.0089999999999999959,DeltaA_over_Aopt,0.99996871923933373
amp,0.050000000000000003,0.009999999999999995,DeltaA_over_Aopt,0.99995262737970425
amp,0.055,0.010999999999999994,DeltaA_over_Aopt,0.99993169039880436
amp,0.059999999999999998,0.011999999999999995,DeltaA_over_Aopt,0.99990590858812023
amp,0.065000000000000002,0.012999999999999994,DeltaA_over_Aopt,0.9998752822811563
amp,0.070000000000000007,0.013999999999999995,DeltaA_over_Aopt,0.99983981186162973
amp,0.074999999999999997,0.014999999999999993,DeltaA_over_Aopt,0.99979949775385635
amp,0.080000000000000002,0.015999999999999993,DeltaA_over_Aopt,0.99975434043652744
amp,0.085000000000000006,0.016999999999999994,DeltaA_over_Aopt,0.99970434042672163
amp,0.089999999999999997,0.017999999999999992,DeltaA_over_Aopt,0.99964949830266425
amp,0.095000000000000001,0.018999999999999993,DeltaA_over_Aopt,0.99958981466958363
amp,0.10000000000000001,0.01999999999999999,DeltaA_over_Aopt,0.99952529020111924
amp,0.105,0.020999999999999991,DeltaA_over_Aopt,0.9994559256078237
amp,0.11,0.021999999999999988,DeltaA_over_Aopt,0.99938172163374905
amp,0.115,0.022999999999999993,DeltaA_over_Aopt,0.99930267908897508
amp,0.12,0.02399999999999999,DeltaA_over_Aopt,0.9992187988320127
amp,0.125,0.024999999999999988,DeltaA_over_Aopt,0.99913008175166762
amp,0.13,0.025999999999999988,DeltaA_over_Aopt,0.99903652879149385
amp,0.13500000000000001,0.026999999999999989,DeltaA_over_Aopt,0.99893814094691269
amp,0.14000000000000001,0.02799999999999999,DeltaA_over_Aopt,0.99883491924318657
amp,0.14499999999999999,0.028999999999999984,DeltaA_over_Aopt,0.99872686479162065
amp,0.14999999999999999,0.029999999999999985,DeltaA_over_Aopt,0.9986139787039332
amp,0.155,0.030999999999999986,DeltaA_over_Aopt,0.99849626215967469
amp,0.16,0.031999999999999987,DeltaA_over_Aopt,0.99837371638028272
amp,0.16500000000000001,0.032999999999999988,DeltaA_over_Aopt,0.99824634265415257
amp,0.17000000000000001,0.033999999999999989,DeltaA_over_Aopt,0.99811414228804141
amp,0.17499999999999999,0.034999999999999983,DeltaA_over_Aopt,0.99797711664149091
amp,0.17999999999999999,0.035999999999999983,DeltaA_over_Aopt,0.99783526714433379
amp,0.185,0.036999999999999984,DeltaA_over_Aopt,0.99768859523644182
amp,0.19,0.037999999999999985,DeltaA_over_Aopt,0.99753710242255489
amp,0.19500000000000001,0.038999999999999986,DeltaA_over_Aopt,0.99738079027805981
amp,0.20000000000000001,0.03999999999999998,DeltaA_over_Aopt,0.99721966038518994
amp,0.20499999999999999,0.040999999999999981,DeltaA_over_Aopt,0.99705371438024903
amp,0.20999999999999999,0.041999999999999982,DeltaA_over_Aopt,0.99688295397130688
amp,0.215,0.042999999999999983,DeltaA_over_Aopt,0.99670738089933786
amp,0.22,0.043999999999999977,DeltaA_over_Aopt,0.99652699693146263
amp,0.22500000000000001,0.044999999999999978,DeltaA_over_Aopt,0.99634180390782145
amp,0.23000000000000001,0.045999999999999985,DeltaA_over_Aopt,0.99615180371892165
amp,0.23499999999999999,0.046999999999999979,DeltaA_over_Aopt,0.99595699827508133
amp,0.23999999999999999,0.04799999999999998,DeltaA_over_Aopt,0.99575738953800763
amp,0.245,0.048999999999999974,DeltaA_over_Aopt,0.99555297954455724
amp,0.25,0.049999999999999975,DeltaA_over_Aopt,0.99534377035674249
amp,0.255,0.050999999999999983,DeltaA_over_Aopt,0.99512976407160358
amp,0.26000000000000001,0.051999999999999977,DeltaA_over_Aopt,0.99491096285928016
amp,0.26500000000000001,0.052999999999999978,DeltaA_over_Aopt,0.99468736893406429
amp,0.27000000000000002,0.053999999999999979,DeltaA_over_Aopt,0.99445898451709547
amp,0.27500000000000002,0.054999999999999979,DeltaA_over_Aopt,0.99422581191184667
amp,0.28000000000000003,0.05599999999999998,DeltaA_over_Aopt,0.99398785347953711
amp,0.28499999999999998,0.056999999999999967,DeltaA_over_Aopt,0.99374511159465917
amp,0.28999999999999998,0.057999999999999968,DeltaA_over_Aopt,0.99349758867804994
amp,0.29499999999999998,0.058999999999999969,DeltaA_over_Aopt,0.99324528722705296
amp,0.29999999999999999,0.05999999999999997,DeltaA_over_Aopt,0.99298820978208691
amp,0.30499999999999999,0.060999999999999971,DeltaA_over_Aopt,0.99272635889504035
amp,0.31,0.061999999999999972,DeltaA_over_Aopt,0.99245973718656255
amp,0.315,0.062999999999999973,DeltaA_over_Aopt,0.99218834733458017
amp,0.32000000000000001,0.063999999999999974,DeltaA_over_Aopt,0.99191219205451986
amp,0.32500000000000001,0.064999999999999974,DeltaA_over_Aopt,0.99163127409298157
amp,0.33000000000000002,0.065999999999999975,DeltaA_over_Aopt,0.99134559624576035
amp,0.33500000000000002,0.066999999999999976,DeltaA_over_Aopt,0.99105516137443894
amp,0.34000000000000002,0.067999999999999977,DeltaA_over_Aopt,0.99075997238185165
amp,0.34499999999999997,0.068999999999999964,DeltaA_over_Aopt,0.99046003218871925
amp,0.34999999999999998,0.069999999999999965,DeltaA_over_Aopt,0.99015534378322179
amp,0.35499999999999998,0.070999999999999966,DeltaA_over_Aopt,0.98984591024787283
amp,0.35999999999999999,0.071999999999999967,DeltaA_over_Aopt,0.9895317346157021
amp,0.36499999999999999,0.072999999999999968,DeltaA_over_Aopt,0.98921282001842137
amp,0.37,0.073999999999999969,DeltaA_over_Aopt,0.98888916962136075
amp,0.375,0.074999999999999969,DeltaA_over_Aopt,0.988560786677114
amp,0.38,0.07599999999999997,DeltaA_over_Aopt,0.98822767440879711
amp,0.38500000000000001,0.076999999999999971,DeltaA_over_Aopt,0.9878898361346985
amp,0.39000000000000001,0.077999999999999972,DeltaA_over_Aopt,0.98754727522418018
amp,0.39500000000000002,0.078999999999999959,DeltaA_over_Aopt,0.98719999506309319
amp,0.40000000000000002,0.07999999999999996,DeltaA_over_Aopt,0.98684799911055965
amp,0.40500000000000003,0.080999999999999961,DeltaA_over_Aopt,0.98649129083249176
amp,0.40999999999999998,0.081999999999999962,DeltaA_over_Aopt,0.9861298737761286
amp,0.41499999999999998,0.082999999999999963,DeltaA_over_Aopt,0.98576375155171547
amp,0.41999999999999998,0.083999999999999964,DeltaA_over_Aopt,0.98539292770752285
amp,0.42499999999999999,0.084999999999999964,DeltaA_over_Aopt,0.98501740605734189
amp,0.42999999999999999,0.085999999999999965,DeltaA_over_Aopt,0.98463719012523754
amp,0.435,0.086999999999999966,DeltaA_over_Aopt,0.98425228385930463
amp,0.44,0.087999999999999953,DeltaA_over_Aopt,0.98386269100443835
amp,0.44500000000000001,0.088999999999999954,DeltaA_over_Aopt,0.98346841532880702
amp,0.45000000000000001,0.089999999999999955,DeltaA_over_Aopt,0.98306946092636915
amp,0.45500000000000002,0.090999999999999956,DeltaA_over_Aopt,0.98266583145754272
amp,0.46000000000000002,0.091999999999999971,DeltaA_over_Aopt,0.98225753118755033
amp,0.46500000000000002,0.092999999999999972,DeltaA_over_Aopt,0.98184456413000387
amp,0.46999999999999997,0.093999999999999959,DeltaA_over_Aopt,0.98142693403000258
amp,0.47499999999999998,0.094999999999999959,DeltaA_over_Aopt,0.98100464555670952
amp,0.47999999999999998,0.09599999999999996,DeltaA_over_Aopt,0.98057770230519159
amp,0.48499999999999999,0.096999999999999947,DeltaA_over_Aopt,0.98014610892589915
amp,0.48999999999999999,0.097999999999999948,DeltaA_over_Aopt,0.97970986954438066
amp,0.495,0.098999999999999949,DeltaA_over_Aopt,0.97926898835360521
amp,0.5,0.09999999999999995,DeltaA_over_Aopt,0.97882346977828882
