iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,1300000,13,0.90011629995492559,0.90011629995492559,0.023492480663507492,0.043794911804339434,-0.032049851164990172,0.29481659701348017,-0.0092387171502179566,0.020758955056215722,0.4795185666779691,0.808983197067211,0.12634695986852496,1.05662323840952,0.98473999999999995,0.9230589309250028,0.98478019046138421,0,0,0,-0,-0,-0
2,1400000,14,0.98816016820413921,0.98816016820413921,0.022450715661297731,-0.0009900446915326838,0.012370420291335407,0.47610934231956187,-0.01262755196224985,0.028251563893877174,-0.13935619722679049,0.88419478343752211,0.13069167933935036,1.1403504749426487,0.96704000000000001,0.98692840543548088,0.96589349687946313,0,0,0,-0,-0,-0
3,1500000,15,0.99901849457861291,0.99901849457861291,0.041538671275132576,-0.0045673126301152486,0.015668223929599941,0.23289936601850589,-0.10598508600621015,-0.007102779160553796,0.2425536647310329,0.88334388554640975,0.14370245754959979,1.1650007023436253,0.88782000000000005,0.99422894264337047,0.88820543041203392,0,0,0,-0,-0,-0
4,1600000,16,0.99844494588188826,0.99844494588188826,0.042399129572544131,-0.0059598353349438514,0.015406583896246507,0.23424898788780901,0.035540978981081883,0.090393176753323035,0.49867894945086877,0.82789692791460801,0.16041612662834315,1.1423125361061606,0.85982000000000003,0.99424539378471677,0.8585195297417042,0,0,0,-0,-0,-0
5,1700000,17,0.99662536392902745,0.99662536392902745,0.040912118489755032,-0.00544547316166147,0.017835015364243985,0.23565825867284784,-0.0061090878546343763,-0.027230024139564213,-0.37211518882443673,0.87565520281624931,0.12446871098641191,1.1196138763496166,0.98531000000000002,0.99279583643746283,0.98433957588514231,0,0,0,-0,-0,-0
6,1800000,18,1,1.0009324686445387,0.051788139922938618,-0.0037856382809272407,-0.0059765655716235745,-0.11308787658538103,0.072632045933801237,0.0034294185284089451,-0.48059724828376682,0.91804076834208503,0.11781146473274712,1.1489512392182695,0.92523,0.99862194058600884,0.92404902463883365,0,0,0,-0,-0,-0
7,1900000,19,1,1.000581875393171,0.051180265805742871,-0.0021626626122325052,-0.0063082273562996361,-0.13243289364745411,0.019134325575669076,-0.0020720119413832894,0.079890972759866674,0.99205180713565699,0.062444159643465565,1.1144423600368496,0.99643000000000004,0.99835331201755151,0.996082397534652,0,0,0,-0,-0,-0
8,2000000,20,1,1.0034800553090972,0.031327734014876138,-0.00089138220784204579,-0.0037359792836924501,-0.069599216123183247,0.49657205675483485,0.13802612599378583,-0.47023595696389631,0.55628104443774484,0.29314109337250527,1.1308375874478551,0.17815,0.99942613775347278,0.17784840365850174,0,0,0,-0,-0,-0
9,2100000,21,1,1.0028590993189512,0.032415156398574722,0.00019715828495740558,-0.0041755208681805659,-0.08807245147928669,0.050875710699623822,0.025663785398618133,0.45103228013053531,0.95755433579436677,0.074240865685271398,1.1030664325374988,0.96616999999999997,0.99918323955031507,0.96469542959192989,0,0,0,-0,-0,-0
10,2200000,22,1,1.0010987197515278,0.019308911588766312,0.0057137256948697574,0.010674873969353054,0.16477907196653516,0.010714045144133655,-0.0219822037308679,-0.1115545448998716,0.98930736023175525,0.028029652010771663,1.0442454781728676,0.98858999999999997,0.997002419726571,0.98901074348569373,0,0,0,-0,-0,-0
