iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,1300000,13,0.95825641024167862,0.95825641024167862,0.027787262676011663,-0.054974380385050793,-0.028386428991225253,-0.49999999999999994,-0.12095552815127064,-0.1440674418626211,-0.47570226767803292,0.85781016442975799,0.12815158287632283,1.1089872668673508,0.51282000000000005,0.9472246305055485,0.51363371256323564,0,0,0,-0,-0,-0
2,1400000,14,0.9967708618600184,0.9967708618600184,0.056724266846950797,-0.024401622490153305,0.024782298909638525,-0.49999999999999994,-0.023383085576656359,0.12213880811890343,-0.47685756178050243,0.95180954433743947,0.10735634580618121,1.1622279821175547,0.68810000000000004,0.93184776914366274,0.68645901794508657,0,0,0,-0,-0,-0
3,1500000,15,0.95681794768936324,0.95681794768936324,0.018539892791746237,-0.030380396189050522,-0.04517556294166717,-0.47196144714264421,0.02009397240507016,-0.0562096583627687,-0.44250213270446981,0.8658163784936701,0.074854937562156526,1.0125320561154969,0.93683000000000005,0.95325266254798757,0.93560891348452713,0,0,0,-0,-0,-0
4,1600000,16,0.97991817357906619,0.97991817357906619,0.027126644960965455,-0.014326218514626518,-0.054777117293657758,-0.49999999999999994,-0.026628558519649959,-0.10765523679570732,-0.42651080430533428,0.92621290359967234,0.047137368391770559,1.0186021456475427,0.77373000000000003,0.94434895757463921,0.77112236735286954,0,0,0,-0,-0,-0
5,1700000,17,0.98171112329450994,0.98171112329450994,0.02679676605910826,-0.020922530275029948,-0.017197444064942682,-0.49999999999999994,-0.00034822001481238374,0.0073712005403197001,-0.32127486875072542,0.92157371722644554,0.049812449501517198,1.0192061182494192,0.98158000000000001,0.97718949208496608,0.98177192861834339,0,0,0,-0,-0,-0
6,1800000,18,0.99706244942523337,0.99706244942523337,0.020536797350564042,-0.01010393938257277,-0.009258133622966274,-0.41190930806992671,-0.0065696031224651286,-0.0091191860371848676,-0.43105867430340927,0.99622680491587234,0.022837357313299292,1.0409880252499391,0.98490999999999995,0.98535367522400297,0.98452906694664866,0,0,0,-0,-0,-0
7,1900000,19,0.98889061852089488,0.98889061852089488,0.010287898384864717,-0.0089267325898348803,-0.0075386083203368036,-0.3732302687280078,-0.026264876660092584,-0.002465869303563073,-0.18283267283756977,0.93575182459384076,0.049941304313875182,1.0336367810490361,0.98929999999999996,0.98759726976534645,0.98972913827235587,0,0,0,-0,-0,-0
8,2000000,20,1,1.0026347183380766,0.018580939199737113,-0.025276848532338213,-0.0055917969505570866,-0.30804898681937276,-0.05488227744822094,0.071299931551561224,0.19324719337871854,0.82492147638527491,0.11731504776762643,1.0548589700098228,0.87722999999999995,0.98529632979255399,0.87932385164583615,0,0,0,-0,-0,-0
9,2100000,21,1,1.0006457924349206,0.018099745736398415,-0.025201065989319604,-0.0049627653509039778,-0.30976889336327817,-0.076535031673492737,-0.00029841252094775506,-0.15118350094786948,0.91321576312991759,0.063118123241645757,1.0369272846835433,0.94057999999999997,0.98502538399718653,0.9412741410455624,0,0,0,-0,-0,-0
10,2200000,22,0.99342768239381884,0.99342768239381884,0.010749027255679246,-0.014913742812474012,-0.00782398089820548,-0.27459192111191777,0.46410848642814062,0.49828480890220272,0.13316401035232528,0.56079857565470914,0.25265331755765696,1.0559990780677166,0.011650000000000001,0.99167461840791704,0.01132024311580487,0,0,0,-0,-0,-0
11,2300000,23,0.99341671458266223,0.99341671458266223,0.011658692292228047,-0.01460493281362878,-0.0080698751430604825,-0.27418334452780896,0.021515547015456216,0.011853296011314907,0.079833272758170759,0.93391111828447648,0.060565762949760842,1.0526200136660078,0.99219000000000002,0.99181915778059004,0.99235892385036595,0,0,0,-0,-0,-0
12,2400000,24,0.99935386771652546,0.99935386771652546,0.016305550718826525,0.0050427966872689895,0.0074186607567517217,-0.036896791170666889,0.085493382384963512,0.065262845521487201,0.43763979273649833,0.84727516552440185,0.11238942048028176,1.0675584296657541,0.88429000000000002,0.99654509117318657,0.88420633519346781,0,0,0,-0,-0,-0
