seed,initial_seed,N_shots,iterations,stopped_early,restarts,restart_seeds,total_shots,n_train,q_det,q_rec,q_last,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
909858,909858,100000,100,false,0,,11300000,112,0.99998561229696847,0.99997000000000003,0.99948000000000004,0,0,0,-0,-0,-0,0.55532336417259387,0.33265802950578677,1.5,0.86411375956550185,0.050000000000000031,472.93251800537109
670733,670733,100000,100,false,0,,11300000,112,0.9999979397162968,1,0.99758999999999998,0,0,0,-0,-0,-0,0.58749069805004817,0.35231140494622926,1.5,0.94345324033437139,0.050000000000000031,474.23563694953918
714078,714078,100000,100,false,0,,11300000,112,0.99996997489258654,0.99995000000000001,0.99804999999999999,0,0,0,-0,-0,-0,0.53915310443393094,0.32524662381818509,1.5,0.74787930383045664,0.050000000000000031,477.81322622299194
849665,849665,100000,100,false,0,,11300000,112,0.99997667782130595,0.99995000000000001,0.99880000000000002,0,0,0,-0,-0,-0,0.62415258414869801,0.39964586899653382,1.5,1.0208945471131976,0.050000000000003583,481.48488306999207
400294,400294,100000,100,false,0,,11300000,112,0.99998151053017015,0.99995000000000001,0.99843000000000004,0,0,0,-0,-0,-0,0.59212305887229622,0.38850049649888774,1.5,1.0196739619337756,0.050000000000000031,482.52729797363281
981559,981559,100000,100,false,0,,11300000,112,0.99995368063524304,0.99992999999999999,0.99729999999999996,0,0,0,-0,-0,-0,0.58274883543498279,0.33434465571146704,1.5,0.9621303273919033,0.050000000000000031,416.70298600196838
225142,225142,100000,100,false,0,,11300000,112,0.99999104182862797,1,0.99814999999999998,0,0,0,-0,-0,-0,0.49784865101497566,0.30561208062655687,1.5,0.73410978888113454,0.050000000000001273,416.97657108306885
359405,359405,100000,100,false,0,,11300000,112,0.99995839204346049,0.99992999999999999,0.99744999999999995,0,0,0,-0,-0,-0,0.59919557759713737,0.3588511330862833,1.5,1.0457103983753531,0.050000000000000051,426.71413397789001
318670,318670,100000,100,false,0,,11300000,112,0.99998358180332281,0.99999000000000005,0.99746999999999997,0,0,0,-0,-0,-0,0.62265043009721122,0.34769978651892169,1.5,0.98247063208663887,0.050000000000015352,431.56559991836548
473966,473966,100000,100,false,0,,11300000,112,0.99999825784856888,1,0.99621999999999999,0,0,0,-0,-0,-0,0.6017724102435863,0.34487302896677036,1.5,1.0104237561624592,0.27904370473465773,440.06805491447449
250215,250215,100000,100,false,0,,11300000,112,0.99997482548457217,0.99999000000000005,0.99829000000000001,0,0,0,-0,-0,-0,0.57104340357744032,0.35932358855603458,1.5,0.97648884528879598,0.050000000000000031,394.8312349319458
558664,558664,100000,100,false,0,,11300000,112,0.99998511015472735,0.99997999999999998,0.99805999999999995,0,0,0,-0,-0,-0,0.55562013717028935,0.3428219475161704,1.5,0.86673972154766088,0.050000000000006643,398.86123991012573
615903,615903,100000,100,false,0,,11300000,112,0.99991740275601992,0.99990999999999997,0.98941999999999997,0,0,0,-0,-0,-0,0.6018570672071144,0.3261845784471758,1.5,0.96511256151761371,0.050000000000000093,391.6326949596405
438880,438880,100000,100,false,0,,11300000,112,0.9999068799137697,0.99988999999999995,0.99212,0,0,0,-0,-0,-0,0.67776298263300228,0.34666549204920494,1.5,1.0018560897456008,0.050000000000000031,397.79112505912781
5937,5937,100000,100,false,0,,11300000,112,0.99970875961614425,0.99968000000000001,0.99856999999999996,0,0,0,-0,-0,-0,0.59029225497183602,0.37671142966282051,1.5,1.0196470979400392,0.050000000000005027,398.10391902923584
150574,150574,100000,100,false,0,,11300000,112,0.99998624327934771,0.99997999999999998,0.99626999999999999,0,0,0,-0,-0,-0,0.62080951495134173,0.331334159188997,1.5,1.010139003168147,0.050000000000000031,390.88480496406555
963284,963284,100000,100,false,0,,11300000,112,0.99997213662352979,0.99997999999999998,0.99897000000000002,0,0,0,-0,-0,-0,0.6002577625625094,0.36154053720453155,1.5,0.91595730266691455,0.050000000000003229,394.2786648273468
473867,473867,100000,100,false,0,,11300000,112,0.99999512668768697,0.99999000000000005,0.99858000000000002,0,0,0,-0,-0,-0,0.54448709079626478,0.35584554351223874,1.5,0.78002910672840908,0.050000000000000031,388.28391790390015
955377,955377,100000,100,false,0,,11300000,112,0.99992619257465287,0.99992000000000003,0.99385999999999997,0,0,0,-0,-0,-0,0.57888170227451774,0.35193701435306701,1.5,0.89950454075318609,0.050000000000000031,393.13373303413391
150918,150918,100000,100,false,0,,11300000,112,0.99997367347707278,0.99992999999999999,0.99919999999999998,0,0,0,-0,-0,-0,0.67141002670106731,0.38705449792184621,1.5,1.0107553356895018,0.050000000000000031,395.69621896743774
902578,902578,100000,100,false,0,,11300000,112,0.99999233266883714,0.99999000000000005,0.99209000000000003,0,0,0,-0,-0,-0,0.64392903561916925,0.33945285300154043,1.5,0.97546428285454201,0.050000000000000031,391.84046292304993
61646,61646,100000,100,false,0,,11300000,112,0.99999635283641153,1,0.99675000000000002,0,0,0,-0,-0,-0,0.59976281787954089,0.35779720508213547,1.5,0.96927552254244764,0.050000000000000031,391.38164901733398
197255,197255,100000,100,false,0,,11300000,112,0.99996749541454499,0.99997999999999998,0.99792999999999998,0,0,0,-0,-0,-0,0.61220197694353196,0.36652884258519247,1.5,1.0154677383249271,0.050000000000003028,391.23478198051453
462583,462583,100000,100,false,0,,11300000,112,0.99990102907487166,0.99990000000000001,0.99773999999999996,0,0,0,-0,-0,-0,0.5442374879980717,0.34010622992360812,1.5,0.89611402605137946,0.050000000000000031,393.22190499305725
184672,184672,100000,100,false,0,,11300000,112,0.99999663748489809,1,0.99612000000000001,0,0,0,-0,-0,-0,0.59426856235962444,0.38687078885103149,1.5,0.98210204981340266,0.050000000000001252,395.74579691886902
831702,831702,100000,100,false,0,,11300000,112,0.99998897819253851,1,0.99363000000000001,0,0,0,-0,-0,-0,0.54497595948748234,0.3160168313444745,1.5,0.87008753346681089,0.05000000000000427,393.14360690116882
16729,16729,100000,100,false,0,,11300000,112,0.99999641783144866,1,0.99931000000000003,0,0,0,-0,-0,-0,0.56848155732213324,0.33353245881128046,1.5,0.96498359086835228,0.050000000000000031,393.39648914337158
720308,720308,100000,100,false,0,,11300000,112,0.99999960176668923,1,0.99687000000000003,0,0,0,-0,-0,-0,0.57300950971943276,0.35184555251705119,1.5,0.87802031741370212,0.050000000000002494,395.38343095779419
