seed,initial_seed,N_shots,iterations,stopped_early,restarts,restart_seeds,total_shots,n_train,q_det,q_rec,q_last,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
902578,902578,1000,100,false,0,,113000,112,0.99981104003479526,1,0.99099999999999999,0,0,0,-0,-0,-0,0.5794738140570399,0.32318788118404801,1.5,1.2415966216315548,0.73599121317253779,385.08599710464478
61646,61646,1000,100,false,0,,113000,112,0.99939725214680408,0.999,0.996,0,0,0,-0,-0,-0,0.58718415409393721,0.3516160900466897,1.5,1.2623398167683515,0.88924313428100221,389.70941710472107
197255,197255,1000,100,false,0,,113000,112,0.99982611870057458,1,0.998,0,0,0,-0,-0,-0,0.59821771489406383,0.3315503006352864,1.5,1.3104177847997016,0.79592914959256633,387.5542778968811
462583,462583,1000,100,false,0,,113000,112,0.99969966317049452,0.999,0.996,0,0,0,-0,-0,-0,0.47624823407866501,0.30057310104803237,1.5,1.1136360831184948,0.59982018356385691,393.63757181167603
184672,184672,1000,100,false,0,,113000,112,0.99781852517011815,1,0.995,0,0,0,-0,-0,-0,0.57003692147619611,0.34530609039190341,1.5,1.2592155673767711,0.82580523102802394,398.8965380191803
831702,831702,1000,100,false,0,,113000,112,0.99986201235410888,1,0.99299999999999999,0,0,0,-0,-0,-0,0.53218952895415739,0.34545538788324204,1.5,1.1789480721184982,0.92341626617085193,384.86017894744873
720308,720308,1000,100,false,0,,113000,112,0.99937548513472485,1,0.998,0,0,0,-0,-0,-0,0.54787507709962946,0.33376069620605653,1.5,1.0782748052002404,0.66862439359774328,386.26840901374817
16729,16729,1000,100,false,0,,113000,112,0.99980286310930222,0.999,0.999,0,0,0,-0,-0,-0,0.51097082957154116,0.3007700039698526,1.5,1.2017653527290668,0.61433524802941086,388.57045698165894
387749,387749,1000,100,false,0,,113000,112,0.99944971165433716,0.999,0.94099999999999995,0,0,0,-0,-0,-0,0.58075614425685307,0.31628155275885589,1.5,1.3050175912882729,0.78053533956826038,393.02986407279968
215846,215846,1000,100,false,0,,113000,112,0.99992003034927235,1,1,0,0,0,-0,-0,-0,0.5888968857422584,0.3285061776599858,1.5,1.2643714591810571,0.78464660706785727,398.50052809715271
312561,312561,1000,100,false,0,,113000,112,0.99975192713154293,1,0.999,0,0,0,-0,-0,-0,0.54293717588678125,0.35857952314887687,1.5,1.1040583993146971,0.82994204242250269,384.74825406074524
749598,749598,1000,100,false,0,,113000,112,0.99959713337714029,1,0.997,0,0,0,-0,-0,-0,0.5537646297251716,0.32404050965575332,1.5,1.2977564812572129,0.58163621341344041,389.32867980003357
631837,631837,1000,100,false,0,,113000,112,0.99937657248132272,0.999,0.997,0,0,0,-0,-0,-0,0.63298600166226671,0.35221675999630719,1.5,1.3091554827669998,1.0959183128992025,387.92973113059998
746550,746550,1000,100,false,0,,113000,112,0.99950509840913204,0.998,0.99099999999999999,0,0,0,-0,-0,-0,0.53807599398227279,0.29369310812464811,1.5,1.0986147314212369,0.65476345130843328,394.32411479949951
709734,709734,1000,100,false,0,,113000,112,0.99962645153769314,0.999,0.996,0,0,0,-0,-0,-0,0.53829223454926911,0.36615826435405741,1.5,1.2991893208026553,0.87589350690395906,398.86286497116089
181983,181983,1000,100,false,0,,113000,112,0.99992668557930509,0.998,0.99399999999999999,0,0,0,-0,-0,-0,0.58175038181617333,0.31707141700510738,1.5,1.2510984829867524,0.89333326459401585,384.65954899787903
279125,279125,1000,100,false,0,,113000,112,0.99999275066429738,1,0.996,0,0,0,-0,-0,-0,0.50076145816893769,0.31174992329138568,1.5,1.1072970392924453,0.70626882674446345,387.04700517654419
965652,965652,1000,100,false,0,,113000,112,0.99693528167651002,0.996,0.99399999999999999,0,0,0,-0,-0,-0,0.6009979783957462,0.37136800380585311,1.5,1.3183777763066316,0.6710721553851966,384.51642107963562
419030,419030,1000,100,false,0,,113000,112,0.99988065135591409,1,0.995,0,0,0,-0,-0,-0,0.54351660839306237,0.32784961830999332,1.5,1.2414099921820745,0.73127466383510664,384.96810817718506
888571,888571,1000,100,false,0,,113000,112,0.99995236165018897,1,0.998,0,0,0,-0,-0,-0,0.58142163881570097,0.39133930402950701,1.5,1.3318347570731186,0.61663415935489752,386.72594308853149
