iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,Inf,13,0.48426665674429342,0.48426665674429342,0.030413845974186574,0.45446108768959059,false,-0.1827020110670457,-0.43551412291007324,0.11227495160504668,0.49639397109333894,0.27715289551339573,-0.29690651399837797,0.47613614186304382,0.053785580564363694,0.57832874493533482,0.11387274220997201,NaN,NaN,NaN,0.41323696154479561,0.11387274220997201,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.45446108768959059,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,Inf,14,0.48721139785612577,0.48721139785612577,0.025117905517625837,0.46259585044885243,false,0.26465234797658294,0.0904955033043887,-0.17337740643073321,0.41055070197687726,-0.48638756468067679,0.012564331421080599,0.45010353589841734,0.076263433587776236,0.59500405971519221,0.19904656306197377,NaN,NaN,NaN,0.52824927174479352,0.19904656306197377,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.46259585044885243,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,Inf,15,0.51840924918770581,0.51840924918770581,0.052869119111273961,0.46659751245865733,false,-0.49999999999999994,-0.36370981947189879,0.14790547223734352,-0.48932995082173369,-0.36526768046536917,0.24767345726061674,0.51111405772162322,0.064609643494678348,0.63387238036151206,0.35013583590171837,NaN,NaN,NaN,0.33736905049256349,0.35013583590171837,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.46659751245865733,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,Inf,16,0.48750678986497675,0.48750678986497675,0.025152485571557887,0.46285735400485001,false,0.25609232373207413,0.091569524935905131,-0.17163255574608091,0.44224972290958275,-0.47922798724829985,0.49519759681076736,0.4635545876451263,0.072972631675278121,0.60220258782815472,0.14619773604738984,NaN,NaN,NaN,0.54494610795530818,0.14619773604738984,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.46285735400485001,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,Inf,17,0.48673187307574883,0.48673187307574883,0.026139749955320826,0.46111491811953442,false,0.25246268008766748,0.092060588168036209,-0.17340878530100692,-0.49855104329025224,0.47960289690190172,-0.46564651869132967,0.4714069554455147,0.062294889667000315,0.58976724581281526,0.024431168485590238,NaN,NaN,NaN,0.55168963718961395,0.024431168485590238,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.46111491811953442,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,Inf,18,0.54137416029003338,0.54137416029003338,0.061486133254003546,0.48111774970110988,false,0.47904689203113093,0.48971984769672083,-0.48254871125244331,0.46887674185046002,0.46557976148503677,-0.49292379856952717,0.53522843292037758,0.057641139215604716,0.64474659743002649,0.0074249387109053266,NaN,NaN,NaN,0.0038190154659688558,0.0074249387109053266,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.48111774970110988,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,Inf,19,0.4873257415935851,0.4873257415935851,0.034036510737681144,0.45396996107065757,false,0.20661477280775342,0.096896261657731991,-0.17021226841158643,0.42090779901866937,-0.31471541632333078,0.23519056670988148,0.44331142146942915,0.084356909326937055,0.60358954919060959,0.25777190397683669,NaN,NaN,NaN,0.63335158790334245,0.25777190397683669,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.45396996107065757,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,Inf,20,0.49070119486237557,0.49070119486237557,0.036469417643658943,0.45496116557158983,false,0.19942741588590299,0.096081015850517329,-0.16333855723890944,-0.094316845844231167,0.11096685134221662,-0.086424508014349977,0.45662568780172552,0.073670159906551236,0.59659899162417285,0.72376089370820718,NaN,NaN,NaN,0.64678649832039881,0.72376089370820718,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.45496116557158983,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,Inf,21,0.72777613756891568,0.72777613756891568,0.013193441965548542,0.71484656444267813,false,-0.14626263347189963,0.11294099195564189,-0.073350748726362283,-0.42747176022676792,0.13433282366050037,-0.040550191886999709,0.67975106161327337,0.063221096161123036,0.79987114431940709,0.2772213403132231,NaN,NaN,NaN,0.66616148020469601,0.2772213403132231,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.71484656444267813,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,Inf,22,0.72720689962184715,0.72720689962184715,0.019556875636840738,0.70804116149774321,false,-0.080384166830503131,0.11588667297037138,-0.090791765908805458,-0.001195883525892727,0.15974905659304328,-0.21855055981718752,0.66440343855084349,0.096362246496422638,0.84749170689404651,0.63932206537165293,NaN,NaN,NaN,0.72130713081194431,0.63932206537165293,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.70804116149774321,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
