iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,Inf,13,0.8638983218563403,0.8638983218563403,0.014241210739643861,-0.11211353156626391,0.057028583408062647,0.46007851743140599,-0.32141433375267758,0.21672361573870136,0.47962849052934464,0.77756918476919679,0.12367408388607772,1.0125499441527444,0.30097404510456771,0.86523986644842432,0.30097404510456771,0,0,0,-0,-0,-0
2,Inf,14,0.93407320282805706,0.93407320282805706,0.054963578408413725,0.0051144824496198536,-0.031877136801463979,0.44603604918361139,0.30073634219924816,-0.10585655516545422,0.46770763348386546,0.87036792516133488,0.10650378102964488,1.0727251091176602,0.34191122239416316,0.9215812028224124,0.34191122239416316,0,0,0,-0,-0,-0
3,Inf,15,0.89855726460219354,0.89855726460219354,0.041957423026792215,-0.25467048585496399,0.02668128173698606,0.4336542902076303,-0.47634893539361389,-0.0079302297546941514,0.41130706006941309,0.86117657332548081,0.085580211612155163,1.0237789753885755,0.32393000750022105,0.60187147896930149,0.32393000750022105,0,0,0,-0,-0,-0
4,Inf,16,0.90289026341816414,0.90289026341816414,0.02578654960112366,0.022673163582840338,0.059774266448541835,0.46269108117493141,0.30814797931545845,0.092736656125024686,0.45313042584271135,0.84206252110746738,0.067197510395739263,0.96973779085937195,0.48467610310007769,0.92988521548723779,0.48467610310007769,0,0,0,-0,-0,-0
5,Inf,17,0.880278712254982,0.880278712254982,0.017987475718960595,-0.14144410822830292,0.03873354110523413,0.47309748725716511,-0.2548569644026315,0.011234497866183135,0.48186869745919059,0.83348995871427101,0.03788153886250533,0.90546488255303115,0.59190404737046753,0.83622911445174064,0.59190404737046753,0,0,0,-0,-0,-0
6,Inf,18,0.88276719098590184,0.88276719098590184,0.0088392912980875971,-0.090718498114983101,0.051321722241760653,0.44947052471679105,-0.0126006007085675,0.037003767442319813,0.4524341692906142,0.85451757480602342,0.013351499996754492,0.87988542479985699,0.97109015559187029,0.89944585468440819,0.97109015559187029,0,0,0,-0,-0,-0
7,Inf,19,0.99091735541457515,0.99091735541457515,0.011987504773057095,0.011575084565083094,0.030730814219849432,0.44243867884162258,-0.00067564748598747393,0.018738781079639999,0.42487231435435957,0.95117671267474135,0.030426214546638051,1.0089865203133537,0.98840779129664458,0.97829800627115326,0.98840779129664458,0,0,0,-0,-0,-0
8,Inf,20,1,1.0076154947782721,0.0075131876083538726,0.015547418985139765,0.02828192422852319,0.436565429981979,0.098948303127716297,0.04633103972862096,0.42855283000608502,0.9552370665399772,0.0195523753876173,0.99238657977645006,0.89905070658696518,0.97993894059648079,0.89905070658696518,0,0,0,-0,-0,-0
9,Inf,21,1,1.0065071569642758,0.0090217130547248173,0.00046360695588909491,0.019358794029285788,0.43863950660272094,-0.029847145497482241,0.020941714430444236,0.43884369921900146,1.0017749600612955,0.0091473496829867582,1.0191549244589704,0.98018527288344415,0.98762565940568192,0.98018527288344415,0,0,0,-0,-0,-0
10,Inf,22,0.98937525761883804,0.98937525761883804,0.0067046820721840235,-0.0024106614997857641,0.013989948676182912,0.44294325088920039,-0.016434231291289514,0.0050144374055660634,0.077154505658151074,0.91200522053477451,0.074242461869677021,1.0530658980871608,0.99687350050222279,0.98871066623695314,0.99687350050222279,0,0,0,-0,-0,-0
11,Inf,23,1,1.0109906493035943,0.019027054262710459,-0.0060261163065084217,0.018239741472072701,0.19694197862249768,-0.0049853278439990767,0.0426075030998605,0.13843103452696659,0.99563384093468543,0.036699974816294868,1.0653637930856457,0.95753316659348409,0.99252474018269266,0.95753316659348409,0,0,0,-0,-0,-0
12,Inf,24,1,1.0042886164288027,0.015628872815152843,-0.009216699816441248,0.0044361075542384458,0.20269239310897755,-0.029359813420580139,-0.016926568415701837,0.25022358360547581,0.98134961280335842,0.030045997866668218,1.0384370087500281,0.97061521872207268,0.99714827696838715,0.97061521872207268,0,0,0,-0,-0,-0
13,Inf,25,1,1.0019151213820228,0.013399304558028376,-0.0078430964117195221,0.0066952809463793556,0.18114031415027348,-0.00853174132628709,0.011931593667410256,-0.3247117179314003,0.89420126045437454,0.077645900448637686,1.041728471306786,0.97566702726308463,0.99767909051802894,0.97566702726308463,0,0,0,-0,-0,-0
14,Inf,26,0.99778904729008744,0.99778904729008744,0.0076758218433950693,-0.007215758369426813,0.0045149858682685482,0.074492309354578568,0.055954074986268809,-0.00030482195653602773,-0.19938959340020901,0.94800348441053917,0.05747740936758898,1.0572105622089583,0.9661005775195608,0.99896720107352943,0.9661005775195608,0,0,0,-0,-0,-0
15,Inf,27,0.99997327749087206,0.99997327749087206,0.012132503350732083,0.001586481783085913,0.0036538579782200943,0.039860053875283137,0.024486450167653384,-0.00012674469411955158,0.23557089220602134,0.99004889013897757,0.023874312367864473,1.0354100836379201,0.99052468875147437,0.99951053072367824,0.99052468875147437,0,0,0,-0,-0,-0
