iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,q_det_rec,q_det_acq,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3
1,Inf,13,0.95386567194341665,0.95386567194341665,0.014230215540921893,0.037793320597576632,0.038694460302118289,0.29383669227382669,0.4491537957561067,0.016371996177094283,0.45860092804777519,0.8436658168623985,0.13594915517516232,1.1019692116952069,0.23607804694643253,0.95919766498096493,0.23607804694643253,0,0,0,-0,-0,-0
2,Inf,14,1,1.0525986756776036,0.072505904595815074,-0.20609525353065636,0.050080258925269912,0.19167531213164507,-0.39547889886450838,0.050606385455337577,0.073258898385816895,1.0130659772283852,0.11905262435359924,1.2392659635002237,0.38879292970250434,0.68947473895636635,0.38879292970250434,0,0,0,-0,-0,-0
3,Inf,15,0.97324634207738403,0.97324634207738403,0.030771928383220501,0.062631771752658369,0.048207971844558647,0.3160742082064677,0.21128232515842083,0.069861556358716603,0.44121074152755146,0.84657992845397501,0.107512510497733,1.0508536983996677,0.69592979834960089,0.92860918693162176,0.69592979834960089,0,0,0,-0,-0,-0
4,Inf,16,0.95586755739479345,0.95586755739479345,0.0086305280878507997,0.048107395196587223,0.043961273879972153,0.29490113175850874,-0.099475341462382572,0.049222018158627812,0.35135469914609474,0.90333304415244131,0.045506551602296927,0.98979549219680552,0.88931912872485486,0.94507076359575526,0.88931912872485486,0,0,0,-0,-0,-0
5,Inf,17,0.95565997377746648,0.95565997377746648,0.010204672473592654,0.063113182564208989,0.043712770551274364,0.28931873135873959,0.13427722705691658,0.053147082652563959,0.24654837599457502,0.89809105460340999,0.050239074288115533,0.9935452957508295,0.83701301984305565,0.9347314920059191,0.83701301984305565,0,0,0,-0,-0,-0
6,Inf,18,0.95352553242063465,0.95352553242063465,0.0037026312932271722,0.023605405401019918,0.041378589351114027,0.29855936575647146,0.00055116142897770892,0.041736037253638614,0.34298299559051082,0.93491178952287468,0.016776496636327975,0.96678713313189779,0.96504171974594655,0.9609688330389472,0.96504171974594655,0,0,0,-0,-0,-0
7,Inf,19,0.96725960755908513,0.96725960755908513,0.0034564690291380385,0.011532908112891595,0.041000114752824612,0.33032232847735288,-0.10876013178766319,0.038997665472451093,0.32235551906758886,0.94215157517785375,0.025546768280764545,0.99069043491130637,0.88747089133463364,0.96505630038561796,0.88747089133463364,0,0,0,-0,-0,-0
8,Inf,20,0.97922542087934916,0.97922542087934916,0.009444317965227992,0.073744764478990324,0.043203624289857356,0.33614860128810603,0.22086342194068131,0.050533082766643922,0.37420739008769344,0.9048708531419819,0.035519469003056893,0.97235784424779004,0.67887199356974359,0.92751702578670447,0.67887199356974359,0,0,0,-0,-0,-0
9,Inf,21,0.96828773954273761,0.96828773954273761,0.0032799636696823902,0.013561458866905041,0.041922356308402096,0.32955766932279074,0.48643362584444527,-0.041870889811667755,-0.49547652171387568,0.60495265122823683,0.19384668412183503,0.97326135105972345,0.15446723098150783,0.96317029284080469,0.15446723098150783,0,0,0,-0,-0,-0
10,Inf,22,0.9788676183888354,0.9788676183888354,0.037362777216116895,-0.0030926777903353374,0.00049849082941464176,0.39095516440278472,-0.029697922154091172,-0.10484767822982288,0.48639989790788207,0.91704759466508146,0.10799981562256189,1.122247244347949,0.57699846437171565,0.98774507195198125,0.57699846437171565,0,0,0,-0,-0,-0
11,Inf,23,0.98046295278960927,0.98046295278960927,0.022684795911794845,-0.0017767922809157467,0.059062705617133025,0.25165651797052863,-0.019458834657146262,0.066358586567419664,0.1535596392972256,0.96823834986953305,0.041748282207182338,1.0475600860631795,0.90342268212107257,0.92816695168009822,0.90342268212107257,0,0,0,-0,-0,-0
12,Inf,24,0.96834483895248513,0.96834483895248513,0.0096119492581945975,0.012155258859614654,0.052540148162885561,0.351831803611865,0.02240876826300009,0.10940749758703694,0.38958081940204226,0.9240866198908777,0.045557053084963987,1.0106450207523092,0.80868242203095408,0.9444832570009486,0.80868242203095408,0,0,0,-0,-0,-0
13,Inf,25,0.97253815719091818,0.97253815719091818,0.0093921872235628763,0.0021835645932716968,0.029316604464968497,0.29821281258200888,-0.0075311280816603432,0.023846574275506072,0.24165566458493992,0.96636632014536139,0.016878994551556534,0.99843640979331882,0.98760166168937258,0.98218280402796609,0.98760166168937258,0,0,0,-0,-0,-0
