iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,Inf,13,0.80586196163154222,0.80586196163154222,0.03416778522882661,0.7723775321072921,false,0.11298427293179145,-0.023565596332795691,0.0024431019611038263,0.0083642208207754809,0.014232358117322041,-0.33344385899611217,0.74614893033826979,0.10772344292989071,0.95082347190506211,0.97190738666439125,NaN,NaN,NaN,0.86660719517022056,0.97190738666439125,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.7723775321072921,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,Inf,14,0.97242447139727539,0.97242447139727539,0.0087274127366562017,0.96387160691535234,false,0.010388872059642347,0.011613023202408286,-0.34916716429636813,0.044628080392299374,-0.037503289927003136,-0.4757820603260996,0.89928670485151696,0.10467654055120568,1.0981721318988078,0.94941185850055176,NaN,NaN,NaN,0.97356773303475896,0.94941185850055176,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.96387160691535234,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,Inf,15,0.98118781285811618,0.98118781285811618,0.028648272167273257,0.95311250613418841,false,0.016821056521378327,-0.00035414276495973298,-0.41196862223582675,-0.12369562285750813,0.020672105836701427,-0.47527824746759895,0.88182849413023212,0.11847892915128866,1.1069384595176806,0.82338526770784093,NaN,NaN,NaN,0.97866169905558431,0.82338526770784093,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95311250613418841,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,Inf,16,0.98236932012257427,0.98236932012257427,0.029076700710759209,0.95387415342603021,false,0.032946292324555558,-0.00015690401225737255,-0.3843898647670847,0.16120838152240613,-0.011697859812557443,-0.43975083113068703,0.89497965757001374,0.10509276521831012,1.0946559114848029,0.76439187427986566,NaN,NaN,NaN,0.97319098954859506,0.76439187427986566,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.95387415342603021,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,Inf,17,0.98474134365585919,0.98474134365585919,0.033021711752008638,0.9523800661388907,false,0.0055532688289626425,-0.0085067340482228044,-0.3537938289863094,-0.029363291973376837,-0.023294703817181794,-0.28285414030811795,0.95945105766596495,0.064231472088579197,1.0814908546342654,0.98045694778816084,NaN,NaN,NaN,0.98958479455576243,0.98045694778816084,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.9523800661388907,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,Inf,18,0.99431697385486539,0.99431697385486539,0.022159435954653549,0.97260072661930497,false,-0.0012448882328051937,-0.013945078051603756,-0.33200109413737572,-0.074968400788370637,-0.09202913548095748,-0.49365076544018072,0.82577263251632083,0.13044093029407616,1.0736104000750655,0.78829712450410927,NaN,NaN,NaN,0.99155605878325492,0.78829712450410927,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97260072661930497,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,Inf,19,0.99597091244975622,0.99597091244975622,0.02135649493693053,0.97504154741156435,false,-0.00018238211968336137,-0.01363125503334499,-0.32977096630453273,0.0069247266639327343,0.0014755258176719632,-0.059195770525926283,0.93280113068404447,0.06705864991020391,1.0602125655134318,0.99839074244489978,NaN,NaN,NaN,0.99168980809128249,0.99839074244489978,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97504154741156435,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,Inf,20,1,1.0073715558246548,0.021646925986433131,0.97878601253329556,false,0.0029744364334647008,-0.0025646644722290409,-0.16387869613430109,0.029700216370184274,0.048432095586109281,0.14023575422846535,0.8780778249654082,0.10658238859906966,1.0805843633036405,0.94014738345995097,NaN,NaN,NaN,0.997054628206272,0.94014738345995097,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.97878601253329556,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,Inf,21,1,1.0040810506708622,0.019349074616480701,0.98103790687584891,false,0.0033989618822460473,0.0018109050964172115,-0.14932756085614168,-0.030309312588383097,0.04498812838402988,-0.14381785086136878,0.94218368696063592,0.0635443218043929,1.0629178983889824,0.92723259189526441,NaN,NaN,NaN,0.99597637357248447,0.92723259189526441,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98103790687584891,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,Inf,22,1,1.0022126936961449,0.01126524561005795,0.98896005930214326,false,0.0036958740703812252,-0.0099499291424472239,-0.15289456630345186,-0.020386379211822181,-0.014424434554509702,0.11849024742624437,0.96297001323350018,0.038812366536496237,1.036713509652843,0.98656059513019212,NaN,NaN,NaN,0.99747595739096484,0.98656059513019212,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.98896005930214326,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
