iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.703637,-0.078006,0.193037,-0.561794,-1.000000,-0.414093,0.024109,0.020295,0.000000,NaN
2,0.912827,0.729453,-0.444377,-0.562254,-1.000000,-0.413044,0.022330,0.019518,0.000000,NaN
3,0.872928,0.219971,-0.297171,-0.545099,-1.000000,-0.421814,0.020951,0.018800,0.000000,NaN
4,0.070142,0.694800,0.227249,-0.556023,-1.000000,-0.412758,0.019605,0.018246,0.075000,NaN
5,0.566630,0.619351,0.058711,-1.000000,-1.000000,1.000000,0.021179,0.026631,0.000000,NaN
6,-0.297171,-0.246518,0.050778,-1.000000,-1.000000,1.000000,0.019924,0.025861,0.212500,NaN
7,-0.959844,0.476961,-0.199468,-1.000000,-1.000000,1.000000,0.032127,0.027433,0.000000,NaN
8,0.695048,0.115953,-0.077510,-1.000000,-1.000000,1.000000,0.030459,0.026765,0.000000,NaN
9,-0.067805,0.482902,-0.201262,-1.000000,-1.000000,1.000000,0.028811,0.026129,0.245000,NaN
10,-0.725540,-0.105314,0.833214,-1.000000,-1.000000,1.000000,0.035669,0.028104,0.000000,NaN
11,0.999680,0.378407,-0.006831,-0.512544,-1.000000,-0.399260,0.023787,0.018020,0.000000,NaN
12,0.748287,0.955876,-0.852671,-0.507302,-1.000000,-0.395175,0.022970,0.017695,0.000000,NaN
13,-0.444810,-0.882874,-0.182806,-0.501041,-1.000000,-0.387295,0.022229,0.017391,0.000000,NaN
14,0.615929,0.391085,-0.899997,1.000000,-1.000000,-1.000000,0.012919,0.021418,0.000000,NaN
15,-0.208225,0.462800,-0.635267,1.000000,-1.000000,-1.000000,0.012093,0.020890,0.000000,NaN
16,-0.899949,-0.795906,-0.389986,1.000000,-1.000000,-1.000000,0.011658,0.020541,0.000000,NaN
17,0.286858,0.342418,0.173855,1.000000,-1.000000,-1.000000,0.011384,0.020203,0.000000,NaN
18,0.320675,-0.675897,-0.287516,1.000000,-1.000000,-1.000000,0.010898,0.019885,0.000000,NaN
19,-0.994036,-0.059985,-0.890926,1.000000,1.000000,1.000000,0.008949,0.018526,0.000000,NaN
20,0.738115,-0.908305,-0.587792,1.000000,1.000000,1.000000,0.008652,0.018248,0.000000,NaN
21,-0.937370,-0.623176,0.450819,1.000000,1.000000,1.000000,0.008386,0.017988,0.000000,NaN
22,-0.581493,0.316374,-0.796311,1.000000,-1.000000,1.000000,0.007931,0.016497,0.125000,NaN
23,-0.600688,0.930974,-0.425658,1.000000,1.000000,1.000000,0.009055,0.017758,0.000000,NaN
24,-0.410240,0.595324,-0.199755,1.000000,1.000000,1.000000,0.008824,0.017526,0.000000,NaN
25,0.828677,-0.241667,0.647790,1.000000,1.000000,1.000000,0.008547,0.017274,0.000000,NaN
26,0.691361,0.632138,-0.505569,1.000000,1.000000,1.000000,0.007225,0.016493,0.000000,NaN
27,-0.594517,0.373840,0.357177,-1.000000,1.000000,1.000000,0.007153,0.016197,0.000000,NaN
28,0.108373,-0.533688,0.592207,-1.000000,1.000000,1.000000,0.006806,0.015917,0.057500,NaN
29,-0.149702,-0.428265,0.982928,0.130791,-1.000000,1.000000,0.007274,0.014395,0.070000,NaN
30,-0.360788,-0.670461,0.386843,0.017032,-1.000000,1.000000,0.011450,0.014098,0.000000,NaN
31,0.448802,0.888498,0.830547,0.159160,-1.000000,1.000000,0.008406,0.012991,0.000000,NaN
32,-0.346909,0.814911,0.327356,0.169513,-1.000000,1.000000,0.008174,0.012865,0.000000,NaN
33,0.307719,-0.052132,0.214073,0.172448,-1.000000,1.000000,0.007976,0.012735,0.000000,NaN
34,-0.745632,0.507074,0.282819,0.152369,-1.000000,1.000000,0.007841,0.012595,0.000000,NaN
35,0.172702,-0.390801,0.092282,0.152136,-1.000000,1.000000,0.007683,0.012472,0.067500,NaN
36,0.464680,-0.086391,0.906656,0.170905,-1.000000,1.000000,0.007616,0.012388,0.000000,NaN
37,0.859917,-0.560277,-0.183643,0.139656,-1.000000,1.000000,0.006603,0.011839,0.000000,NaN
38,0.604030,-0.522695,0.394265,0.115730,-1.000000,1.000000,0.006321,0.011633,0.000000,NaN
39,0.961081,-0.270828,-0.683908,0.098012,-1.000000,1.000000,0.006076,0.011433,0.000000,NaN
40,0.487420,-0.248490,-0.434706,1.000000,-1.000000,1.000000,0.006231,0.012316,0.000000,NaN
41,0.272671,-0.391067,0.691064,1.000000,-1.000000,1.000000,0.006103,0.012210,0.000000,NaN
42,-0.289092,-0.100147,-0.771176,1.000000,-1.000000,1.000000,0.005515,0.012031,0.170000,NaN
43,0.782271,-0.266991,-0.386762,1.000000,-1.000000,1.000000,0.006120,0.012364,0.000000,NaN
44,-0.450858,-0.126457,-0.915271,1.000000,-1.000000,1.000000,0.006025,0.012263,0.000000,NaN
45,-0.165657,0.867299,0.767147,1.000000,-1.000000,1.000000,0.005916,0.012165,0.000000,NaN
46,0.935489,0.389276,-0.200879,1.000000,-1.000000,1.000000,0.005815,0.012070,0.000000,NaN
47,-0.914148,0.720131,-0.003528,1.000000,-1.000000,1.000000,0.005717,0.011976,0.000000,NaN
48,0.925518,0.258681,-0.813202,1.000000,-1.000000,1.000000,0.005622,0.011885,0.000000,NaN
49,0.458998,0.518317,-0.190040,1.000000,-1.000000,1.000000,0.005528,0.011796,0.000000,NaN
50,0.262097,-0.058208,0.614754,1.000000,-1.000000,1.000000,0.005424,0.011705,0.075000,NaN
51,0.811832,0.060356,-0.677142,1.000000,-1.000000,1.000000,0.005293,0.011660,0.000000,NaN
52,-0.057183,0.750499,-0.823565,1.000000,-1.000000,1.000000,0.005204,0.011577,0.000000,NaN
53,0.057433,-0.072627,-0.658541,1.000000,-1.000000,1.000000,0.005124,0.011496,0.785000,NaN
54,0.115901,-0.076772,0.876932,0.002991,-0.133828,-0.626773,0.014189,0.007353,0.247500,NaN
55,-0.705496,0.578006,0.180236,0.003606,-0.133929,-0.628221,0.014653,0.007474,0.000000,NaN
56,0.412637,-0.622821,-0.876765,0.003587,-0.134060,-0.628194,0.014464,0.007426,0.000000,NaN
57,-0.641793,-0.371214,0.116358,-0.005709,-0.122218,-0.603520,0.013881,0.007289,0.355000,NaN
58,-0.665304,0.123994,-0.043070,-0.018214,-0.130279,-0.583719,0.015459,0.007638,0.000000,NaN
59,0.773490,0.310555,0.481437,-0.005937,-0.125094,-0.604261,0.014861,0.007533,0.000000,NaN
60,0.610051,0.924926,-0.090680,-0.005851,-0.125031,-0.604548,0.014667,0.007485,0.000000,NaN
61,0.426585,0.945658,-0.207437,-0.005914,-0.125154,-0.604484,0.014505,0.007441,0.000000,NaN
62,-0.039850,0.608881,-0.368619,-0.006105,-0.125470,-0.604349,0.014334,0.007398,0.187500,NaN
63,-0.621078,0.896226,-0.045819,-0.007575,-0.124976,-0.598528,0.014534,0.007426,0.000000,NaN
64,-0.664062,0.524825,0.089019,-0.007501,-0.124843,-0.598670,0.014376,0.007383,0.000000,NaN
65,-0.743071,0.169327,-0.852975,-0.007483,-0.124846,-0.598737,0.014216,0.007342,0.000000,NaN
66,-0.411238,0.055786,-0.887674,-0.004454,-0.123261,-0.599965,0.013755,0.007194,0.137500,NaN
67,-0.465989,-0.039147,0.219499,-0.002629,-0.116224,-0.606794,0.013878,0.007170,0.000000,NaN
68,-0.523757,0.499500,-0.561067,0.004983,-0.110493,-0.620987,0.013497,0.007109,0.000000,NaN
69,0.411831,0.803783,-0.486523,0.007913,-0.118635,-0.626704,0.012891,0.006978,0.000000,NaN
70,-0.393232,0.990864,0.500445,0.007839,-0.118763,-0.626646,0.012746,0.006940,0.000000,NaN
71,0.680254,0.164704,0.407398,0.007789,-0.118913,-0.626648,0.012622,0.006905,0.000000,NaN
72,0.579975,0.847941,-0.638334,0.008051,-0.118808,-0.627406,0.012484,0.006868,0.000000,NaN
73,0.962818,-0.012062,0.815138,0.007775,-0.119073,-0.627287,0.012356,0.006833,0.000000,NaN
74,0.512671,-0.022256,-0.324745,0.007751,-0.119289,-0.627198,0.012235,0.006798,0.000000,NaN
75,0.921040,-0.076995,-0.917782,0.004447,-0.125581,-0.631358,0.011907,0.006731,0.000000,NaN
76,-0.555054,0.595321,0.127570,0.004280,-0.125975,-0.630984,0.011797,0.006694,0.000000,NaN
77,0.889066,0.938985,-0.909804,0.004281,-0.126106,-0.631021,0.011675,0.006660,0.000000,NaN
78,0.993167,-0.735620,-0.700528,0.004241,-0.126191,-0.630961,0.011563,0.006627,0.000000,NaN
79,0.809264,0.282239,-0.808351,0.004864,-0.125479,-0.632356,0.011430,0.006593,0.000000,NaN
80,0.643546,-0.293834,0.446879,0.004573,-0.125890,-0.631922,0.011299,0.006558,0.000000,NaN
81,0.767761,0.872595,-0.874582,0.004577,-0.125989,-0.632044,0.011198,0.006528,0.000000,NaN
82,0.264969,-0.592819,-0.394940,0.003364,-0.127384,-0.630528,0.011060,0.006496,0.000000,NaN
83,0.569519,0.760862,-0.494183,0.014828,-0.097173,-0.651110,0.010138,0.006276,0.000000,NaN
84,0.913899,0.838440,0.007692,0.014772,-0.097145,-0.651103,0.010044,0.006247,0.000000,NaN
85,-0.717590,0.244380,0.898326,0.014752,-0.097273,-0.651135,0.009950,0.006218,0.000000,NaN
86,0.820075,0.030646,0.585438,0.014885,-0.097272,-0.651378,0.009853,0.006189,0.000000,NaN
87,-0.777682,0.607059,0.599267,0.014912,-0.097300,-0.651272,0.009764,0.006161,0.000000,NaN
88,-0.804840,0.546874,-0.041919,0.014842,-0.097332,-0.651306,0.009676,0.006133,0.000000,NaN
89,0.986186,-0.996383,-0.334010,0.014814,-0.097332,-0.651358,0.009589,0.006105,0.000000,NaN
90,0.018122,0.919168,0.529099,0.013804,-0.096165,-0.649690,0.009419,0.006065,0.000000,NaN
91,0.845633,0.841633,0.198609,0.013796,-0.096182,-0.649702,0.009343,0.006040,0.000000,NaN
92,-0.747998,0.707955,-0.947246,0.013792,-0.096172,-0.649692,0.009262,0.006013,0.000000,NaN
93,0.021237,0.686927,-0.680015,0.015567,-0.095391,-0.651611,0.009123,0.005986,0.000000,NaN
94,0.276043,-0.082895,-0.822290,0.015214,-0.095732,-0.652133,0.009036,0.005961,0.000000,NaN
95,-0.054260,0.061788,-0.102490,-0.098713,-0.176419,-0.493692,0.006338,0.005707,0.725000,NaN
96,-0.994837,0.878606,-0.859944,-0.096523,-0.104228,-0.272853,0.013092,0.007142,0.000000,NaN
97,-0.520199,0.523407,0.648003,-0.096358,-0.104266,-0.272230,0.012965,0.007111,0.000000,NaN
98,-0.616825,-0.688892,-0.065232,-0.096379,-0.104317,-0.272311,0.012860,0.007082,0.000000,NaN
99,-0.882846,-0.075187,-0.906877,-0.091285,-0.094509,-0.271239,0.012631,0.007014,0.000000,NaN
100,0.765198,0.195113,0.504448,-0.088684,-0.089052,-0.263664,0.012415,0.006965,0.000000,NaN
101,-0.432056,0.712912,-0.823263,-0.088743,-0.089272,-0.264071,0.012317,0.006938,0.000000,NaN
102,0.462226,0.618589,0.602984,-0.088820,-0.089449,-0.264131,0.012220,0.006911,0.000000,NaN
