iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.880763,-0.618679,-0.190017,0.175526,-0.434109,1.000000,0.028336,0.018570,0.000000,NaN
2,-0.189105,-0.331058,0.040219,0.178491,-0.429770,1.000000,0.026487,0.017967,0.177500,NaN
3,-0.767002,0.935063,-0.248375,1.000000,1.000000,1.000000,0.029058,0.026198,0.000000,NaN
4,-0.594799,-0.269999,0.710907,1.000000,1.000000,1.000000,0.027527,0.025485,0.127500,NaN
5,0.195787,0.519775,-0.307640,0.100076,-0.394517,1.000000,0.029367,0.017082,0.000000,NaN
6,-0.895163,-0.043890,0.605810,0.098772,-0.393851,1.000000,0.028043,0.016690,0.000000,NaN
7,0.332505,-0.447612,-0.909958,0.098009,-0.393201,1.000000,0.026834,0.016298,0.000000,NaN
8,0.956446,-0.565222,0.477783,0.091229,-0.395022,1.000000,0.025614,0.015895,0.000000,NaN
9,-0.617643,0.721827,-0.622827,-0.056920,-0.476075,1.000000,0.021159,0.014166,0.000000,NaN
10,-0.889170,-0.524933,-0.050963,-0.057721,-0.475862,1.000000,0.020320,0.013884,0.000000,NaN
11,0.443617,0.575588,0.243119,-0.059514,-0.469512,1.000000,0.020088,0.013464,0.000000,NaN
12,0.092208,-0.279672,-0.289347,-0.076981,-0.505898,1.000000,0.018982,0.013138,0.145000,NaN
13,-0.389388,0.189820,0.059588,-0.075100,-0.488964,1.000000,0.019533,0.013237,0.000000,NaN
14,-0.757189,0.203547,0.781402,-0.072742,-0.491162,1.000000,0.018713,0.013017,0.000000,NaN
15,-0.087651,0.431029,-0.548142,-0.064614,-0.526544,1.000000,0.017005,0.012587,0.060000,NaN
16,-0.412153,0.533533,0.458188,-0.062286,-0.531421,1.000000,0.016463,0.012369,0.000000,NaN
17,0.571138,0.941333,-0.116459,-0.069102,-0.560222,1.000000,0.015456,0.012128,0.000000,NaN
18,0.218547,-0.306897,0.880741,-0.066967,-0.555310,1.000000,0.015063,0.011954,0.000000,NaN
19,-0.593097,0.556494,-0.666430,1.000000,1.000000,1.000000,0.010124,0.017037,0.000000,NaN
20,0.843262,0.414186,0.273366,1.000000,1.000000,1.000000,0.009807,0.016791,0.000000,NaN
21,-0.369110,-0.992600,0.587687,1.000000,1.000000,1.000000,0.009134,0.015771,0.000000,NaN
22,0.417835,-0.668673,-0.248356,1.000000,1.000000,1.000000,0.008917,0.015564,0.000000,NaN
23,-0.858578,-0.890946,0.931499,1.000000,1.000000,1.000000,0.008693,0.015365,0.000000,NaN
24,-0.502804,-0.398135,0.800216,1.000000,1.000000,1.000000,0.008428,0.015174,0.000000,NaN
25,-0.176742,0.212596,-0.559047,1.000000,1.000000,1.000000,0.008390,0.014980,0.000000,NaN
26,0.447796,-0.334642,0.155903,1.000000,1.000000,1.000000,0.007997,0.014784,0.000000,NaN
27,-0.747805,0.462933,0.642406,1.000000,1.000000,1.000000,0.008097,0.014497,0.000000,NaN
28,-0.551393,0.428370,0.902557,1.000000,1.000000,1.000000,0.007862,0.014327,0.000000,NaN
29,-0.300290,0.639103,-0.310484,1.000000,1.000000,1.000000,0.007494,0.014116,0.000000,NaN
30,-0.043278,-0.701535,0.629803,1.000000,1.000000,1.000000,0.007321,0.013959,0.000000,NaN
31,-0.200372,-0.053773,0.801473,1.000000,1.000000,1.000000,0.007240,0.013807,0.067500,NaN
32,0.119086,0.844049,-0.609006,1.000000,1.000000,1.000000,0.007410,0.013697,0.000000,NaN
33,-0.777699,0.530358,-0.259670,1.000000,1.000000,1.000000,0.007269,0.013557,0.000000,NaN
34,0.504160,0.396339,0.558452,1.000000,1.000000,1.000000,0.007129,0.013423,0.000000,NaN
35,0.420050,0.160305,0.833570,1.000000,1.000000,1.000000,0.006519,0.012825,0.000000,NaN
36,-0.150034,-0.409101,0.904063,1.000000,1.000000,1.000000,0.006326,0.012638,0.000000,NaN
37,-0.424052,0.221842,-0.372429,1.000000,1.000000,1.000000,0.006167,0.012519,0.000000,NaN
38,-0.337379,0.028445,-0.074735,1.000000,1.000000,1.000000,0.006041,0.012403,0.305000,NaN
