iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.689607,-0.391666,0.311181,-0.703361,-0.433841,0.312813,0.126572,0.037633,0.400000,NaN
2,-0.756361,-0.448002,0.315479,-0.695911,-0.410409,0.312088,0.239350,0.038449,0.150000,NaN
3,-0.460733,-0.370890,0.308565,-0.671144,-0.395281,0.310688,0.208874,0.031266,0.000000,NaN
4,-0.747232,-0.904969,-0.180899,-0.429505,-0.521461,-0.180489,0.122261,0.040342,0.000000,NaN
5,0.883834,-0.962542,0.999733,-1.000000,-0.721891,0.337402,0.071847,0.033409,0.000000,NaN
6,-0.731750,0.947310,-0.999903,-1.000000,-0.711524,0.336612,0.068727,0.032318,0.000000,NaN
7,0.963825,0.980817,-0.194025,-1.000000,-0.703268,0.335977,0.065861,0.031356,0.000000,NaN
8,-0.963662,-0.960964,0.452365,-1.000000,-0.696488,0.335432,0.063208,0.030487,0.000000,NaN
9,-0.901794,0.933458,0.892203,-1.000000,-0.581035,0.319145,0.054830,0.024608,0.000000,NaN
10,-0.689721,-0.343654,0.316040,-0.694230,-0.412643,0.312920,0.258072,0.040635,0.517500,NaN
11,-0.679355,-0.504524,0.357391,-0.688542,-0.359117,0.316234,0.355291,0.039752,0.247500,NaN
12,-0.682885,-0.011228,0.274634,-0.690319,-0.342501,0.309952,0.343068,0.036449,0.000000,NaN
13,-0.711042,-0.646573,0.364837,-0.699371,-0.699563,0.347553,0.296898,0.045962,0.000000,NaN
14,-0.423246,-0.952707,-0.267825,-0.683537,-0.564602,0.321426,0.175579,0.033161,0.000000,NaN
15,-0.372338,0.260815,-0.082096,-0.683494,-0.564385,0.321529,0.172423,0.032822,0.000000,NaN
16,-0.669978,-0.918020,0.319044,-0.683448,-0.564258,0.321630,0.169370,0.032498,0.000000,NaN
17,-0.800760,-0.241157,0.237146,-0.760592,-0.253511,0.284665,0.111152,0.051356,0.415000,NaN
18,-0.812113,0.299886,0.213982,-0.802119,-0.227459,0.234805,0.272878,0.055068,0.000000,NaN
19,-0.788903,-0.778505,0.265240,-0.790565,-0.648716,0.254358,0.179273,0.055631,0.000000,NaN
20,-0.726178,-0.321624,0.098767,-0.696469,-0.342315,0.305390,0.391237,0.048758,0.542500,NaN
21,-0.725485,-0.297210,0.275420,-0.715332,-0.320359,0.183302,0.459610,0.048229,0.577500,NaN
22,-0.692697,-0.297649,0.315487,-0.720654,-0.305743,0.228196,0.509235,0.043860,0.495000,NaN
23,-0.737342,-0.297403,-0.039740,-0.719976,-0.304840,0.230496,0.515373,0.040128,0.505000,NaN
24,-0.728434,-0.273770,0.671404,-0.720741,-0.304081,0.219916,0.519908,0.037227,0.675000,NaN
25,-0.746111,-0.293961,0.808766,-0.727976,-0.282452,0.602974,0.582386,0.047079,0.665000,NaN
26,-0.717944,-0.289788,0.864878,-0.734528,-0.286302,0.731646,0.620690,0.043680,0.500000,NaN
27,-0.753707,-0.278343,0.635861,-0.739086,-0.285546,0.654091,0.601824,0.039322,0.635000,NaN
28,-0.738449,-0.270254,0.504707,-0.742495,-0.284099,0.662134,0.613721,0.035685,0.662500,NaN
29,-0.758348,-0.274241,0.950618,-0.741924,-0.279826,0.631828,0.625959,0.032995,0.687500,NaN
30,-0.758626,-0.223425,0.877947,-0.753090,-0.267930,0.811536,0.670013,0.025611,0.417500,NaN
31,-0.791097,-0.320760,0.981519,-0.750267,-0.291325,0.733141,0.662951,0.023057,0.532500,NaN
32,-0.747209,-0.317513,0.545461,-0.748478,-0.289774,0.713815,0.661772,0.021886,0.570000,NaN
33,-0.752418,-0.285050,0.684843,-0.749241,-0.285702,0.757517,0.654578,0.019748,0.602500,NaN
34,-0.752137,-0.296612,0.924142,-0.749463,-0.286417,0.800360,0.645555,0.018825,0.665000,NaN
35,-0.751673,-0.282421,0.852146,-0.752283,-0.289152,0.866424,0.652113,0.018161,0.642500,NaN
36,-0.741242,-0.283900,0.806867,-0.752369,-0.289389,0.868446,0.650911,0.016607,0.577500,NaN
37,-0.746714,-0.282590,0.422627,-0.755786,-0.290375,0.892007,0.645492,0.017853,0.565000,NaN
38,-0.741206,-0.292447,0.515507,-0.755713,-0.290569,0.903861,0.646151,0.018228,0.610000,NaN
39,-0.760275,-0.310183,0.839241,-0.755791,-0.290514,0.906439,0.646337,0.018363,0.560000,NaN
40,-0.775714,-0.280718,0.841383,-0.752056,-0.284569,0.771704,0.626846,0.018327,0.657500,NaN
41,-0.764379,-0.281838,0.734436,-0.758897,-0.283752,0.808987,0.632547,0.018444,0.647500,NaN
42,0.999245,-0.034306,0.876622,-0.759709,-0.283454,0.799913,0.634908,0.017585,0.000000,NaN
43,-0.835217,-0.274969,0.906079,-0.759700,-0.283453,0.799703,0.634922,0.017584,0.562500,NaN
44,-0.793010,-0.283427,0.831300,-0.762441,-0.283141,0.808579,0.635996,0.017986,0.655000,NaN
45,-0.767975,-0.283089,0.713513,-0.766904,-0.282890,0.817049,0.640291,0.017984,0.632500,NaN
46,-0.995457,-0.279648,0.985838,-0.766881,-0.282884,0.819353,0.640051,0.017260,0.000000,NaN
47,0.317042,0.993292,0.969799,-0.767339,-0.282609,0.823209,0.641987,0.017372,0.000000,NaN
48,-0.768997,-0.289469,0.719940,-0.767347,-0.282607,0.823087,0.642001,0.017374,0.675000,NaN
49,0.171414,-0.000145,0.992576,-0.768070,-0.283174,0.804179,0.645692,0.016704,0.575000,NaN
50,0.203602,-0.152016,0.890986,-0.771266,-0.281251,0.849919,0.655206,0.016408,0.247500,NaN
51,0.121995,0.142371,0.982731,-0.771227,-0.281276,0.848895,0.655020,0.016322,0.682500,NaN
52,0.266034,0.156202,0.939426,0.132965,0.122361,1.000000,0.680618,0.051247,0.320000,NaN
53,0.011636,0.077349,0.911420,0.092544,0.113739,1.000000,0.694033,0.073463,0.820000,NaN
54,0.026152,0.088630,0.438830,0.027040,0.083228,0.965672,0.817422,0.039066,0.775000,NaN
55,-0.002393,0.149205,0.913871,0.028134,0.084478,0.869852,0.819668,0.036110,0.587500,NaN
56,-0.010019,0.012278,0.570612,0.039129,0.062822,0.826131,0.831789,0.049636,0.970000,NaN
57,-0.064746,-0.022267,0.954146,-0.006120,0.007738,0.596275,0.968637,0.019049,0.662500,NaN
58,0.036428,-0.015726,0.226476,0.004488,0.013301,0.524568,0.973870,0.027191,0.952500,NaN
59,-0.043999,-0.025821,-0.067856,0.012673,0.006081,0.442483,0.988902,0.029801,0.930000,NaN
60,0.024481,0.007909,-0.530986,-0.000917,0.000295,0.348351,0.991247,0.034209,0.887500,NaN
61,0.018840,-0.089025,-0.439712,0.000404,0.003223,0.348886,0.988313,0.034218,0.695000,NaN
62,-0.035118,0.046889,-0.024280,-0.001689,0.004093,0.293090,0.994397,0.037860,0.852500,NaN
63,0.013517,0.006930,0.137621,0.002465,0.001907,0.362881,0.989127,0.031619,0.995000,NaN
64,-0.035444,-0.001356,0.291545,0.001967,0.002518,0.243340,1.001358,0.023161,0.957500,0.985000
65,0.041325,-0.001482,-0.063622,0.010282,0.003448,0.111817,0.994790,0.010069,0.977500,NaN
66,-0.001280,-0.019344,0.004244,0.012898,0.002266,0.065867,0.996537,0.014376,0.977500,NaN
67,0.100277,0.031907,-0.264557,0.013125,0.002509,0.067570,0.996406,0.011417,0.855000,NaN
68,0.056877,0.005174,0.490463,0.013105,0.002627,0.069712,0.996302,0.011185,0.915000,NaN
69,0.035983,0.019913,0.212861,0.012969,0.002402,0.069780,0.996477,0.011226,0.977500,NaN
70,0.004543,-0.010992,-0.191605,0.013976,0.002926,0.082135,0.995729,0.009160,0.987500,NaN
71,-0.009968,-0.001164,-0.058752,0.011521,0.000831,-0.005623,0.996765,0.014116,1.000000,NaN
72,0.002885,0.003772,-0.031653,0.004105,0.001181,-0.047911,1.004514,0.008813,0.995000,0.995000
73,0.007006,0.004120,0.042214,-0.007256,-0.002290,-0.065164,1.000328,0.002123,0.997500,0.992500
74,-0.021573,-0.001023,-0.229132,-0.009490,-0.000986,-0.045449,1.000135,0.001818,0.982500,0.995000
75,0.029062,0.029093,-0.057259,-0.010036,-0.000796,-0.076003,1.000232,0.002269,0.955000,0.990000
