iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.998045,-0.724846,-0.995345,-1.000000,0.206673,-1.000000,0.028327,0.016144,0.000000,NaN
2,-0.798496,0.985359,-0.999101,-1.000000,1.000000,-1.000000,0.020845,0.016324,0.000000,NaN
3,-0.935039,-0.981968,0.929166,-1.000000,-1.000000,1.000000,0.010268,0.016846,0.000000,NaN
4,0.904615,0.934293,-0.974841,1.000000,1.000000,-1.000000,0.007333,0.013108,0.000000,NaN
5,-0.956343,0.958273,0.983266,-0.257369,0.076702,-0.802278,0.005656,0.009806,0.000000,NaN
6,-0.072791,0.060193,-0.980978,-0.255052,0.078570,-0.758369,0.005797,0.009472,0.410000,NaN
7,-0.071837,0.071646,-0.978657,-0.127985,0.044574,-0.997397,0.034746,0.016211,0.350000,NaN
8,-0.012137,0.051963,-0.982695,-0.093967,0.043019,-1.000000,0.062678,0.017866,0.542500,NaN
9,0.017753,-0.014040,-0.994325,-0.048095,0.034156,-1.000000,0.124276,0.020808,0.845000,NaN
10,0.095045,-0.015684,-0.750433,0.023919,-0.014487,-1.000000,0.846040,0.009350,0.755000,NaN
11,0.022074,-0.032229,-0.658502,0.026604,-0.014742,-0.995646,0.846987,0.011798,0.950000,NaN
12,-0.000474,-0.012232,-0.383983,0.017582,-0.033803,-0.619360,0.952166,0.011969,0.990000,NaN
13,0.010560,-0.052588,-0.063698,0.004141,-0.019964,-0.402943,0.997472,0.022296,0.857500,NaN
14,0.038261,-0.002252,0.404893,0.004095,-0.019593,-0.407170,0.996931,0.021077,0.922500,NaN
15,-0.058088,0.007162,0.352587,0.009854,-0.016898,-0.313493,0.997599,0.027927,0.922500,NaN
16,-0.003705,0.044290,0.889501,0.000258,-0.013797,-0.220447,0.996858,0.035361,0.915000,NaN
17,-0.030553,0.000038,0.990958,0.002508,-0.016070,-0.319355,0.994033,0.021318,0.815000,NaN
18,0.147824,0.061446,0.971159,0.002159,-0.014690,-0.288588,0.994429,0.024684,0.722500,NaN
19,0.012415,0.027725,0.214235,0.001933,-0.014800,-0.292542,0.994281,0.023929,0.980000,NaN
20,-0.003832,0.089660,0.578052,0.002097,-0.010552,-0.336755,0.990870,0.010622,0.742500,NaN
21,-0.017050,0.017826,-0.154226,-0.000157,0.010470,0.070375,0.994188,0.035638,0.940000,NaN
22,0.036623,0.004105,-0.167069,0.003915,-0.014694,-0.371419,0.991350,0.007683,0.975000,NaN
23,-0.008147,0.001751,-0.011731,0.007072,0.013702,0.157382,0.989868,0.023976,1.000000,NaN
24,0.007607,-0.000856,0.260788,0.003845,0.002910,0.034157,1.005098,0.013045,0.980000,1.000000
