iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.899455,0.990977,0.973370,-1.000000,1.000000,1.000000,0.005722,0.009008,0.000000,NaN
2,-0.996159,-0.977786,-0.932593,-1.000000,-1.000000,-1.000000,0.003991,0.008079,0.000000,NaN
3,0.991839,-0.972579,0.933821,1.000000,-1.000000,1.000000,0.003243,0.007128,0.000000,NaN
4,-0.990293,-0.980654,0.973891,1.000000,1.000000,1.000000,0.002380,0.006465,0.000000,NaN
5,0.876092,0.980732,0.981171,1.000000,1.000000,1.000000,0.002269,0.006265,0.000000,NaN
6,-0.918423,0.993060,-0.971365,-1.000000,1.000000,-1.000000,0.002073,0.005925,0.000000,NaN
7,0.980988,0.885760,-0.968943,1.000000,1.000000,-1.000000,0.001783,0.005557,0.000000,NaN
8,-0.993584,-0.019654,0.971697,1.000000,-1.000000,-1.000000,0.001006,0.004028,0.000000,NaN
9,0.995069,-0.244518,0.143039,1.000000,-1.000000,-1.000000,0.000955,0.003926,0.000000,NaN
10,0.976840,-0.972412,-0.969219,1.000000,-1.000000,-1.000000,0.000887,0.003785,0.000000,NaN
11,-0.988756,-0.980784,-0.050437,0.100254,-0.508848,0.132438,0.000376,0.002794,0.000000,NaN
12,-0.985577,0.962169,-0.033041,0.101690,-0.493040,0.134803,0.000357,0.002708,0.000000,NaN
13,-0.993501,0.084235,-0.993530,0.099413,-0.494345,0.131218,0.000345,0.002648,0.000000,NaN
14,-0.071151,0.990357,0.970523,0.096544,-0.488575,0.130001,0.000335,0.002587,0.000000,NaN
15,0.955270,0.120189,0.979055,0.098872,-0.500150,0.128447,0.000323,0.002537,0.000000,NaN
16,0.109681,-0.995655,0.204013,0.101624,-0.508833,0.128775,0.000311,0.002490,0.035000,NaN
17,0.016718,-0.983258,0.160038,0.096914,-1.000000,0.169994,0.000688,0.003017,0.110000,NaN
18,0.017219,-0.992280,0.230886,0.064675,-1.000000,0.166675,0.001781,0.003786,0.137500,NaN
19,-0.030919,-0.985721,0.102328,0.051859,-1.000000,0.181725,0.003778,0.004654,0.155000,NaN
20,0.043994,-0.981971,0.153011,0.031701,-1.000000,0.165212,0.006668,0.005445,0.080000,NaN
21,-0.033200,-0.982514,0.120198,0.032353,-1.000000,0.163205,0.008136,0.005461,0.077500,NaN
22,-0.031848,-0.982744,0.159575,0.022636,-1.000000,0.156636,0.009512,0.005452,0.087500,NaN
23,-0.016307,-0.991355,0.077372,0.015842,-1.000000,0.155753,0.011037,0.005477,0.022500,NaN
24,0.015949,-0.986938,0.223774,0.013223,-1.000000,0.151386,0.011410,0.005260,0.135000,NaN
25,0.012245,-0.999685,0.101285,0.014290,-1.000000,0.159094,0.014018,0.005505,0.077500,NaN
26,0.132379,-0.998692,0.137350,0.013317,-1.000000,0.154636,0.015196,0.005456,0.002500,NaN
27,-0.101948,-0.997590,0.146547,-0.022075,-1.000000,0.151282,0.011060,0.004522,0.130000,NaN
28,-0.095885,-0.981354,0.051410,-0.037836,-1.000000,0.148952,0.012581,0.004637,0.092500,NaN
29,-0.087252,-0.986681,0.128158,-0.048332,-1.000000,0.138298,0.013559,0.004647,0.130000,NaN
30,-0.165522,-0.978617,0.169832,-0.059353,-1.000000,0.135358,0.015034,0.004730,0.002500,NaN
31,-0.076916,-0.999974,-0.018675,-0.010114,-1.000000,0.133744,0.011794,0.004004,0.165000,NaN
32,-0.128327,-0.999723,0.006078,-0.020003,-1.000000,0.111547,0.013102,0.004098,0.140000,NaN
33,-0.094704,-0.974103,-0.017434,-0.032604,-1.000000,0.092383,0.014146,0.004155,0.090000,NaN
34,-0.102214,-0.998698,-0.155883,-0.040861,-1.000000,0.075527,0.014830,0.004165,0.150000,NaN
35,-0.140292,-0.995096,-0.124309,-0.053293,-1.000000,0.041672,0.015969,0.004286,0.095000,NaN
36,-0.072918,-0.999448,-0.077062,-0.064560,-1.000000,0.017129,0.016725,0.004342,0.160000,NaN
37,-0.146183,-0.989391,-0.100971,-0.072646,-1.000000,-0.008660,0.018062,0.004482,0.057500,NaN
