iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.055358,-0.531654,0.347320,-0.038971,-0.009723,0.353546,0.957572,0.003610,0.085000,NaN
2,-0.021418,0.532596,0.336109,-0.028267,0.376797,0.352174,1.142768,0.088969,0.297500,0.292500
3,-0.024936,-0.233681,0.362823,-0.034670,-0.089439,0.345312,0.992732,0.027984,0.000000,NaN
4,-0.065505,0.192286,0.279328,-0.057204,0.111060,0.331928,1.246585,0.065846,0.252500,0.587500
5,0.039896,0.712760,0.610617,-0.042381,0.005356,0.352335,0.994573,0.009277,0.395000,NaN
6,-0.046052,-0.109798,0.365659,-0.042392,0.005616,0.352465,0.994747,0.009251,0.017500,NaN
7,-0.025352,0.060406,0.288928,-0.035190,0.005929,0.298640,1.524410,0.053743,0.887500,0.985000
8,0.063241,0.361834,0.462152,-0.037126,0.049606,0.331663,1.188578,0.016615,0.302500,0.880000
9,-0.043955,-0.718700,0.223999,-0.035410,-0.209640,0.253506,1.116763,0.075760,0.000000,0.000000
10,0.012363,0.005064,0.639157,-0.028866,0.007395,0.316970,0.987350,0.019567,0.927500,NaN
11,0.012470,0.000077,-0.008036,-0.021389,0.008826,0.369346,0.995093,0.029840,1.000000,NaN
12,0.006346,0.024464,-0.393531,-0.003209,0.009607,0.119847,1.029015,0.040486,0.902500,1.000000
