iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,0.580542,-0.410346,0.733861,0.061379,0.130592,0.955030,0.602832,0.067206,0.000000,NaN
2,-0.342849,0.503957,0.693672,0.052854,0.141028,0.951063,0.594196,0.067005,0.000000,NaN
3,-0.440062,0.889772,0.754032,0.085133,0.113881,0.926263,0.571301,0.062525,0.000000,NaN
4,0.969288,-0.196464,-0.727438,0.086599,0.114580,0.924383,0.564433,0.061906,0.000000,NaN
5,-0.316054,-0.720265,-0.802077,0.086630,0.114713,0.922477,0.558298,0.061276,0.000000,NaN
6,0.183848,-0.430445,0.770899,0.086602,0.114880,0.920677,0.552272,0.060681,0.000000,NaN
7,0.157873,-0.679208,0.869817,0.086854,0.164337,0.912354,0.524314,0.060267,0.000000,NaN
8,0.687062,-0.792056,-0.257911,0.084438,0.168170,0.915756,0.515427,0.060001,0.000000,NaN
9,-0.216307,-0.132418,-0.457274,0.084385,0.168262,0.914226,0.509103,0.059386,0.027500,NaN
10,0.500062,0.457486,-0.586729,0.076983,0.122780,0.937603,0.511528,0.055989,0.000000,NaN
11,-0.683730,0.304550,0.744341,0.076048,0.122672,0.935367,0.506060,0.055480,0.000000,NaN
12,-0.714977,0.222385,-0.630482,0.077825,0.123000,0.931141,0.500104,0.054921,0.000000,NaN
13,-0.144761,0.403086,0.903212,0.077763,0.123159,0.929105,0.495064,0.054465,0.040000,NaN
14,-0.329925,-0.281031,-0.306836,0.082657,0.114799,0.908947,0.480200,0.053683,0.132500,NaN
15,-0.447885,0.598365,0.185200,0.082091,0.114956,0.912254,0.476692,0.053451,0.000000,NaN
16,0.052833,-0.846015,-0.005436,0.081955,0.115156,0.910717,0.472052,0.053040,0.000000,NaN
17,0.282839,-0.930644,-0.188038,0.081776,0.115347,0.909196,0.467489,0.052641,0.000000,NaN
18,0.828584,-0.818114,0.439800,0.081601,0.115515,0.907767,0.463058,0.052259,0.000000,NaN
19,-0.262433,0.439520,0.171670,0.081444,0.115677,0.906398,0.458736,0.051890,0.000000,NaN
20,0.968011,-0.947050,-0.157824,0.075655,0.123645,0.913958,0.405091,0.046907,0.000000,NaN
21,0.749855,0.065551,0.303266,0.075503,0.123787,0.912420,0.400780,0.046571,0.000000,NaN
22,-0.429761,0.490039,0.601347,0.070639,0.124912,0.916329,0.392613,0.046013,0.000000,NaN
23,-0.213923,0.504561,0.084259,0.070543,0.125074,0.914882,0.388457,0.045695,0.000000,NaN
24,0.858024,-0.388762,0.352013,0.070524,0.125119,0.913866,0.384281,0.045393,0.000000,NaN
25,-0.311413,-0.532068,-0.024401,0.070385,0.125245,0.912569,0.380314,0.045092,0.315000,NaN
26,0.627600,0.062611,-0.049730,0.070929,0.124956,0.918535,0.394112,0.046142,0.000000,NaN
27,-0.887558,0.525149,0.059834,0.068747,0.125486,0.927281,0.388942,0.045936,0.000000,NaN
28,-0.272787,-0.514056,0.830332,0.068524,0.125604,0.926175,0.385401,0.045660,0.425000,NaN
29,0.040691,0.208052,0.842330,0.069050,0.124569,0.936439,0.410764,0.047631,0.405000,NaN
30,0.874776,-0.004624,0.404138,0.074578,0.120560,0.958593,0.457854,0.047673,0.000000,NaN
31,0.635889,-0.701969,0.164209,0.074380,0.120771,0.957547,0.455367,0.047407,0.000000,NaN
32,0.008751,0.642229,-0.296731,0.074226,0.121051,0.956448,0.452856,0.047138,0.130000,NaN
33,-0.615404,-0.212267,0.043951,0.073807,0.121028,0.958145,0.450823,0.046999,0.070000,NaN
34,0.882086,0.067246,0.652297,0.074379,0.121434,0.956186,0.447929,0.046683,0.000000,NaN
35,-0.534659,0.390297,-0.727537,0.072580,0.121794,0.953497,0.444453,0.046317,0.000000,NaN
36,-0.945156,-0.238138,-0.077723,0.072817,0.122040,0.953398,0.442184,0.046108,0.037500,NaN
37,-0.815631,0.817304,0.223228,0.072594,0.122211,0.952869,0.439741,0.045868,0.000000,NaN
38,0.088105,-0.551056,-0.138191,0.072505,0.122420,0.952013,0.437530,0.045652,0.175000,NaN
39,-0.224406,-0.115186,-0.805134,0.072621,0.123098,0.951002,0.436087,0.045493,0.155000,NaN
40,-0.612130,0.778787,0.144465,0.068222,0.129319,0.937142,0.433533,0.044876,0.000000,NaN
41,-0.090389,0.386170,-0.484628,0.068108,0.129484,0.936301,0.431505,0.044689,0.075000,NaN
42,0.623795,0.447170,-0.752848,0.067884,0.129703,0.937208,0.429094,0.044503,0.000000,NaN
43,-0.276321,0.978014,0.402816,0.067690,0.129833,0.936371,0.427112,0.044329,0.000000,NaN
44,-0.222358,-0.348631,0.550845,0.067584,0.129993,0.935575,0.425145,0.044156,0.220000,NaN
45,0.524477,0.226409,0.158565,0.067525,0.129593,0.937824,0.426780,0.044305,0.000000,NaN
46,0.330962,0.680095,-0.371915,0.056335,0.127528,0.945311,0.420219,0.044469,0.000000,NaN
47,0.726999,-0.258643,-0.911167,0.056081,0.127682,0.944464,0.418218,0.044299,0.000000,NaN
48,-0.476102,-0.147566,-0.160201,0.055923,0.127837,0.943831,0.416327,0.044133,0.000000,NaN
49,0.699218,-0.293176,0.990690,0.057899,0.128381,0.940872,0.413386,0.043853,0.000000,NaN
50,-0.213211,0.968288,0.940528,0.068001,0.124149,0.934288,0.392878,0.041800,0.000000,NaN
51,-0.570160,-0.039009,-0.165028,0.067884,0.124276,0.933642,0.391109,0.041648,0.000000,NaN
52,-0.045615,0.248230,0.716594,0.067492,0.124340,0.932937,0.389468,0.041499,0.232500,NaN
53,-0.422568,-0.128457,0.365234,0.069188,0.122977,0.934318,0.388646,0.040942,0.000000,NaN
54,-0.117988,0.364071,-0.245632,0.072923,0.125991,0.929339,0.382967,0.040377,0.000000,NaN
55,-0.382537,-0.291417,0.789528,0.074015,0.124934,0.943784,0.382090,0.040601,0.137500,NaN
56,0.934080,-0.023452,0.940557,0.073960,0.124989,0.944292,0.381110,0.040514,0.000000,NaN
57,0.473167,0.395475,-0.764135,0.073818,0.125135,0.943702,0.379469,0.040367,0.000000,NaN
58,0.598614,-0.544063,0.105338,0.073790,0.125281,0.943806,0.377983,0.040230,0.000000,NaN
59,-0.548927,0.839039,-0.429325,0.073677,0.125400,0.943420,0.376416,0.040093,0.000000,NaN
60,0.292433,0.612327,0.856957,0.074667,0.126893,0.930699,0.351206,0.037633,0.000000,NaN
61,0.069406,-0.751834,0.738774,0.073653,0.125980,0.927029,0.349108,0.037503,0.000000,NaN
