iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.789776,-0.396494,0.985852,-1.000000,-1.000000,-1.000000,0.011798,0.014819,0.197500,NaN
2,-0.698770,-0.244220,0.693061,-1.000000,-1.000000,1.000000,0.026120,0.017721,0.342500,NaN
3,0.132510,-0.549487,0.086516,-1.000000,-0.711152,1.000000,0.059839,0.023325,0.087500,NaN
4,0.778810,0.204598,-0.500170,-1.000000,-0.744144,1.000000,0.059110,0.022801,0.000000,NaN
5,-0.800262,-0.172763,-0.801352,-1.000000,-0.736835,1.000000,0.056415,0.022290,0.000000,NaN
6,-0.752695,0.560238,0.478826,-1.000000,-0.676373,1.000000,0.052553,0.021461,0.000000,NaN
7,-0.892978,0.079917,-0.244745,-1.000000,-0.779711,1.000000,0.047759,0.021353,0.000000,NaN
8,0.855011,-0.674513,-0.520475,-1.000000,-0.774209,1.000000,0.045109,0.020768,0.000000,NaN
9,-0.046895,0.359546,0.056693,-1.000000,-0.762230,1.000000,0.043149,0.020301,0.117500,NaN
10,-0.719312,-0.990093,-0.009618,-1.000000,-0.785237,1.000000,0.043630,0.020210,0.042500,NaN
11,-0.244860,-0.943478,-0.687686,-1.000000,-0.901314,1.000000,0.045255,0.019877,0.000000,NaN
12,-0.424641,-0.585743,-0.322499,-1.000000,-0.829013,1.000000,0.043084,0.019232,0.177500,NaN
13,0.760612,-0.457396,0.189260,-1.000000,-0.856844,1.000000,0.046635,0.019747,0.120000,NaN
14,-0.504239,-0.099859,0.073171,-1.000000,-0.870298,1.000000,0.046837,0.019629,0.000000,NaN
15,-0.950731,-0.466774,0.215163,-1.000000,-1.000000,1.000000,0.042560,0.019826,0.000000,NaN
16,0.842333,0.956839,0.919871,-1.000000,-1.000000,1.000000,0.026184,0.016918,0.000000,NaN
17,0.686265,0.297325,-0.491738,-1.000000,-1.000000,1.000000,0.025354,0.016711,0.000000,NaN
18,0.363552,-0.959561,0.738905,-1.000000,-1.000000,1.000000,0.024633,0.016509,0.000000,NaN
19,0.479591,-0.298613,0.665041,-1.000000,-1.000000,1.000000,0.021657,0.015862,0.000000,NaN
20,-0.483892,0.657829,0.412639,-1.000000,-1.000000,1.000000,0.021155,0.015671,0.000000,NaN
21,-0.432923,0.092861,0.665627,-1.000000,-1.000000,1.000000,0.020586,0.015492,0.000000,NaN
22,0.605494,-0.823881,0.822963,-1.000000,-1.000000,1.000000,0.018415,0.015128,0.000000,NaN
23,-0.868519,0.092789,0.115541,-1.000000,-1.000000,1.000000,0.017852,0.014867,0.000000,NaN
24,-0.428489,0.411155,0.766909,-1.000000,-1.000000,1.000000,0.017276,0.014674,0.000000,NaN
25,-0.194244,-0.071040,0.433957,-1.000000,-1.000000,1.000000,0.016856,0.014514,0.052500,NaN
26,0.883446,0.603339,0.289209,-1.000000,-1.000000,1.000000,0.016630,0.014321,0.000000,NaN
