iter,x_acq_u1,x_acq_u2,x_acq_u3,x_rec_u1,x_rec_u2,x_rec_u3,m_rec,s_rec,y_acq,y_check
1,-0.961257,-0.984937,-0.954270,-0.832999,-0.093448,-0.959452,0.000000,0.000000,0.000000,NaN
2,-0.952764,0.928029,-0.975032,-0.722139,0.168258,-0.444078,0.000000,0.000000,0.000000,NaN
3,0.982841,0.907096,0.981687,0.544781,0.065406,0.809511,0.000000,0.000000,0.000000,NaN
4,-0.966547,-0.204295,0.971184,0.742571,-0.747047,-0.539964,0.000000,0.000000,0.105000,NaN
5,-0.965173,-0.077121,0.998180,-1.000000,-0.189735,1.000000,0.040989,0.003746,0.000000,NaN
6,-0.996453,-0.874575,0.932417,-1.000000,-0.685921,0.946170,0.005570,0.003057,0.000000,NaN
7,0.965667,0.988484,-0.967318,-0.989079,-0.382708,0.902976,0.002425,0.001379,0.000000,NaN
8,0.964630,-0.985272,-0.945601,-0.988572,-0.382478,0.902978,0.002300,0.001342,0.000000,NaN
9,0.962863,-0.841805,0.997880,-0.990395,-0.382477,0.903081,0.002186,0.001309,0.000000,NaN
10,-0.959376,0.026730,-0.946205,-1.000000,1.000000,1.000000,0.000679,0.002988,0.000000,NaN
11,0.987419,0.989210,0.093983,-1.000000,1.000000,1.000000,0.000644,0.002917,0.000000,NaN
12,-0.942687,0.997111,0.980106,-1.000000,1.000000,1.000000,0.000614,0.002851,0.000000,NaN
13,-0.992383,-0.987206,0.090842,-0.066488,1.000000,1.000000,0.000162,0.002459,0.000000,NaN
14,-0.148864,-0.997675,-0.982609,1.000000,-0.062603,-1.000000,0.000146,0.002381,0.030000,NaN
15,-0.080969,-0.946717,-0.983925,-0.072246,-1.000000,-1.000000,0.000442,0.002780,0.000000,NaN
16,-0.985128,0.210387,-0.041032,-0.066133,1.000000,1.000000,0.000185,0.002387,0.000000,NaN
17,0.212372,0.947276,0.966915,-0.065267,1.000000,1.000000,0.000174,0.002343,0.000000,NaN
18,0.995248,0.032480,-0.990475,1.000000,-0.068093,-1.000000,0.000163,0.002270,0.000000,NaN
19,-0.118789,0.983265,-0.977546,0.082472,1.000000,-1.000000,0.000156,0.002079,0.000000,NaN
20,-0.071841,-0.022269,0.986508,1.000000,-1.000000,1.000000,0.000122,0.000901,0.595000,NaN
21,-0.096282,0.013267,0.994016,-0.069733,-0.018693,1.000000,0.015483,0.011957,0.750000,NaN
22,-0.031506,0.020353,0.960005,-0.083404,0.000366,1.000000,0.087336,0.017504,0.882500,NaN
23,-0.043633,-0.015253,0.980969,-0.062003,0.009855,1.000000,0.264401,0.020185,0.682500,NaN
24,-0.012775,-0.004776,0.995846,-0.060118,0.006532,1.000000,0.330462,0.020505,0.850000,NaN
25,0.001394,0.000890,0.986129,-0.050555,0.003759,1.000000,0.442346,0.020250,0.825000,NaN
26,-0.028743,-0.046953,0.986247,-0.043720,0.003290,1.000000,0.514597,0.019697,0.325000,NaN
27,0.024399,0.014852,0.983637,-0.044135,0.006075,1.000000,0.499209,0.018955,0.880000,NaN
28,-0.045282,0.016986,0.997473,-0.032370,0.009577,1.000000,0.571190,0.018086,0.910000,NaN
29,-0.127239,0.004724,0.998862,-0.037100,0.014215,1.000000,0.638996,0.016917,0.627500,NaN
30,0.023024,0.033055,0.967863,-0.016104,0.018002,1.000000,0.904370,0.019450,0.925000,NaN
31,0.011256,0.039589,0.673199,0.003614,0.029972,1.000000,0.924668,0.022332,0.912500,NaN
32,0.036372,0.058316,0.860696,0.004732,0.033237,0.906428,0.927935,0.021069,0.900000,NaN
33,0.082105,0.045123,0.685076,0.008487,0.038673,0.932741,0.930464,0.024926,0.832500,NaN
34,-0.064941,0.062409,0.872432,0.005650,0.039134,0.943069,0.932249,0.025966,0.830000,NaN
35,0.007427,0.037527,0.903496,0.004722,0.039479,0.946671,0.932801,0.026049,0.950000,NaN
