seed,N_shots,total_shots,n_train,q_det,q_rec,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
150918,Inf,Inf,112,0.99999205066971153,0.99999205066971153,0,0,0,-0,-0,-0,0.65903204772305346,0.3610443922102054,1.5,0.8621087555032797,0.38729761577941546,499.80221104621887
615903,Inf,Inf,112,0.99996539511673743,0.99996539511673743,0,0,0,-0,-0,-0,0.73002571037536457,0.41671248038892766,1.5,0.91885760596398125,0.38729813556196196,505.06241393089294
963284,Inf,Inf,112,0.99999646907596085,0.99999646907596085,0,0,0,-0,-0,-0,0.72463150425625023,0.39794531263310828,1.5,0.91072026128561911,0.38729832754007243,516.50149917602539
849665,Inf,Inf,112,0.9999940542329977,0.9999940542329977,0,0,0,-0,-0,-0,0.66917644047472247,0.38255872755705644,1.5,0.94185684616293175,0.38729907886259535,517.51822209358215
955377,Inf,Inf,112,0.99999313491249942,0.99999313491249942,0,0,0,-0,-0,-0,0.66960913576221037,0.39204101125974294,1.5,0.90487510083460776,0.38729839706090458,519.85144281387329
670733,Inf,Inf,112,0.99999716683505491,0.99999716683505491,0,0,0,-0,-0,-0,0.75604623879848187,0.4187725637951828,1.5,0.94332357576227488,0.38729830516100539,520.31186413764954
714078,Inf,Inf,112,0.99999515289180585,0.99999515289180585,0,0,0,-0,-0,-0,0.67432674907116008,0.38965727019233104,1.5,0.89085117886917875,0.38729889768806314,523.24803185462952
400294,Inf,Inf,112,0.99999301320195588,0.99999301320195588,0,0,0,-0,-0,-0,0.68701590949542179,0.43476862989701054,1.5,0.93000721826187782,0.38729921836153436,525.52900314331055
473867,Inf,Inf,112,0.69383921120480541,0.69383921120480541,0,0,0,-0,-0,-0,0.81112015254530834,1.1894783935247639,1.5,1.2044606041286579,0.38729843551686766,526.58408617973328
150574,Inf,Inf,112,0.99998537589866476,0.99998537589866476,0,0,0,-0,-0,-0,0.57730329788238466,0.34956106029182676,1.5,0.92598683463539244,0.38729831919692653,532.47792816162109
438880,Inf,Inf,112,0.99999327615948752,0.99999327615948752,0,0,0,-0,-0,-0,0.78831575834804335,0.45775202851556518,1.5,0.97389308970331767,0.38729777527415932,914.66610288619995
318670,Inf,Inf,112,0.99999690042338318,0.99999690042338318,0,0,0,-0,-0,-0,0.73078564199343343,0.40291807119007844,1.5,0.9555099831600451,0.38729813827435899,917.7443790435791
5937,Inf,Inf,112,0.99996676287103969,0.99996676287103969,0,0,0,-0,-0,-0,0.62922805839255069,0.36645543623754334,1.5,0.90397254348521616,0.38729827479616336,922.26573395729065
909858,Inf,Inf,112,0.99993623229901041,0.99993623229901041,0,0,0,-0,-0,-0,0.63353018543890682,0.36194503763587182,1.5,0.94606717838220156,0.38729802348516662,922.91062808036804
558664,Inf,Inf,112,0.99999561323256181,0.99999561323256181,0,0,0,-0,-0,-0,0.72189703921920556,0.40691433533906168,1.5,0.90156344436373359,0.38729592729169132,922.3907310962677
250215,Inf,Inf,112,0.99999395516759571,0.99999395516759571,0,0,0,-0,-0,-0,0.68486043750138448,0.39124527076869847,1.5,0.8369783223525199,0.38729823331527163,923.06279587745667
473966,Inf,Inf,112,0.69383735223593546,0.69383735223593546,0,0,0,-0,-0,-0,0.85730944222633987,1.2594918225884588,1.5,1.0845887595291268,0.38730912535748135,925.40847611427307
359405,Inf,Inf,112,0.99997646098654225,0.99997646098654225,0,0,0,-0,-0,-0,0.7112046074460735,0.40352224046870261,1.5,0.93433436397294767,0.38729783495548092,934.79259395599365
981559,Inf,Inf,112,0.99998918065610753,0.99998918065610753,0,0,0,-0,-0,-0,0.67453687664988449,0.37880893551017025,1.5,0.94261528741908696,0.38729823578686579,959.75301218032837
225142,Inf,Inf,112,0.80011668773722833,0.80011668773722833,0,0,0,-0,-0,-0,0.63878405581483677,0.4087540420659253,1.5,1.0145871742846173,0.38729691081823686,968.17025899887085
902578,Inf,Inf,112,0.99999824578462204,0.99999824578462204,0,0,0,-0,-0,-0,0.68364441509876028,0.41011522178980397,1.5,0.91309859810822303,0.38729827489217711,495.40895986557007
