# u2-u3 slice at u1=0.0  metric=q_varMS  grid=71
# axis_a=u2  axis_b=u3
u2,u3,q
-0.942857,0.571429,0.359843
-0.942857,0.600000,0.360580
-0.942857,0.628571,0.361008
-0.942857,0.657143,0.360520
-0.942857,0.685714,0.360643
-0.942857,0.714286,0.361295
-0.942857,0.742857,0.360783
-0.942857,0.771429,0.359841
-0.942857,0.800000,0.360675
-0.942857,0.828571,0.362388
-0.942857,0.857143,0.361414
-0.942857,0.885714,0.361721
-0.942857,0.914286,0.360978
-0.942857,0.942857,0.359782
-0.942857,0.971429,0.362219
-0.942857,1.000000,0.360768
-0.914286,-1.000000,0.359001
-0.914286,-0.971429,0.358578
-0.914286,-0.942857,0.359015
-0.914286,-0.914286,0.360068
-0.914286,-0.885714,0.360443
-0.914286,-0.857143,0.359514
-0.914286,-0.828571,0.359028
-0.914286,-0.800000,0.359790
-0.914286,-0.771429,0.360835
-0.914286,-0.742857,0.360044
-0.914286,-0.714286,0.361415
-0.914286,-0.685714,0.361049
-0.914286,-0.657143,0.361148
-0.914286,-0.628571,0.359780
-0.914286,-0.600000,0.360166
-0.914286,-0.571429,0.359845
-0.914286,-0.542857,0.361333
-0.914286,-0.514286,0.360236
-0.914286,-0.485714,0.361264
-0.914286,-0.457143,0.359456
-0.914286,-0.428571,0.360588
-0.914286,-0.400000,0.361122
-0.914286,-0.371429,0.361801
-0.914286,-0.342857,0.359749
-0.914286,-0.314286,0.361687
-0.914286,-0.285714,0.360899
-0.914286,-0.257143,0.360054
-0.914286,-0.228571,0.360293
-0.914286,-0.200000,0.360558
-0.914286,-0.171429,0.360811
-0.914286,-0.142857,0.360979
-0.914286,-0.114286,0.360492
-0.914286,-0.085714,0.361401
-0.914286,-0.057143,0.360857
-0.914286,-0.028571,0.359909
-0.914286,0.000000,0.360793
-0.914286,0.028571,0.360393
-0.914286,0.057143,0.359947
-0.914286,0.085714,0.361621
-0.914286,0.114286,0.360974
-0.914286,0.142857,0.361185
-0.914286,0.171429,0.359302
-0.914286,0.200000,0.361581
-0.914286,0.228571,0.360430
-0.914286,0.257143,0.361420
-0.914286,0.285714,0.360854
-0.914286,0.314286,0.362648
-0.914286,0.342857,0.360202
-0.914286,0.371429,0.360512
-0.914286,0.400000,0.359828
-0.914286,0.428571,0.360515
-0.914286,0.457143,0.360318
-0.914286,0.485714,0.359593
-0.914286,0.514286,0.360362
-0.914286,0.542857,0.361622
-0.914286,0.571429,0.360153
-0.914286,0.600000,0.361314
-0.914286,0.628571,0.358881
-0.914286,0.657143,0.361454
-0.914286,0.685714,0.360275
-0.914286,0.714286,0.360415
-0.914286,0.742857,0.358914
-0.914286,0.771429,0.361181
-0.914286,0.800000,0.359256
-0.914286,0.828571,0.359817
-0.914286,0.857143,0.360668
-0.914286,0.885714,0.360408
-0.914286,0.914286,0.360850
-0.914286,0.942857,0.359880
-0.914286,0.971429,0.359970
-0.914286,1.000000,0.359442
-0.885714,-1.000000,0.372935
-0.885714,-0.971429,0.374533
-0.885714,-0.942857,0.375200
-0.885714,-0.914286,0.375092
-0.885714,-0.885714,0.374325
-0.885714,-0.857143,0.375241
-0.885714,-0.828571,0.375815
-0.885714,-0.800000,0.377130
-0.885714,-0.771429,0.376824
-0.885714,-0.742857,0.377218
-0.885714,-0.714286,0.377185
-0.885714,-0.685714,0.379404
-0.885714,-0.657143,0.376800
-0.885714,-0.628571,0.378514
-0.885714,-0.600000,0.379623
-0.885714,-0.571429,0.377855
-0.885714,-0.542857,0.379942
-0.885714,-0.514286,0.378785
-0.885714,-0.485714,0.378321
-0.885714,-0.457143,0.378119
-0.885714,-0.428571,0.379979
-0.885714,-0.400000,0.380368
-0.885714,-0.371429,0.379518
-0.885714,-0.342857,0.381008
-0.885714,-0.314286,0.381519
-0.885714,-0.285714,0.379650
-0.885714,-0.257143,0.380763
-0.885714,-0.228571,0.381957
-0.885714,-0.200000,0.381684
-0.885714,-0.171429,0.380509
-0.885714,-0.142857,0.380327
-0.885714,-0.114286,0.381887
-0.885714,-0.085714,0.380375
-0.885714,-0.057143,0.381243
-0.885714,-0.028571,0.381777
-0.885714,0.000000,0.380500
-0.885714,0.028571,0.382059
-0.885714,0.057143,0.379486
-0.885714,0.085714,0.379903
-0.885714,0.114286,0.382044
-0.885714,0.142857,0.381402
-0.885714,0.171429,0.380914
-0.885714,0.200000,0.381198
-0.885714,0.228571,0.382519
-0.885714,0.257143,0.382384
-0.885714,0.285714,0.382533
-0.885714,0.314286,0.382648
-0.885714,0.342857,0.381396
-0.885714,0.371429,0.383324
-0.885714,0.400000,0.382063
-0.885714,0.428571,0.382164
-0.885714,0.457143,0.380300
-0.885714,0.485714,0.381659
-0.885714,0.514286,0.381462
-0.885714,0.542857,0.380020
-0.885714,0.571429,0.382291
-0.885714,0.600000,0.381274
-0.885714,0.628571,0.381042
-0.885714,0.657143,0.379665
-0.885714,0.685714,0.381182
-0.885714,0.714286,0.381039
-0.885714,0.742857,0.381614
-0.885714,0.771429,0.379017
-0.885714,0.800000,0.380427
-0.885714,0.828571,0.381052
-0.885714,0.857143,0.380884
-0.885714,0.885714,0.379970
-0.885714,0.914286,0.380992
-0.885714,0.942857,0.381603
-0.885714,0.971429,0.382035
-0.885714,1.000000,0.379619
-0.857143,-1.000000,0.399093
-0.857143,-0.971429,0.400507
-0.857143,-0.942857,0.401426
-0.857143,-0.914286,0.400629
-0.857143,-0.885714,0.402344
-0.857143,-0.857143,0.403320
-0.857143,-0.828571,0.404883
-0.857143,-0.800000,0.403915
-0.857143,-0.771429,0.405290
-0.857143,-0.742857,0.407027
-0.857143,-0.714286,0.406382
-0.857143,-0.685714,0.406993
-0.857143,-0.657143,0.409393
-0.857143,-0.628571,0.409291
-0.857143,-0.600000,0.410421
-0.857143,-0.571429,0.410867
-0.857143,-0.542857,0.410353
-0.857143,-0.514286,0.412192
-0.857143,-0.485714,0.412731
-0.857143,-0.457143,0.414122
-0.857143,-0.428571,0.413659
-0.857143,-0.400000,0.415202
-0.857143,-0.371429,0.414745
-0.857143,-0.342857,0.417010
-0.857143,-0.314286,0.417306
-0.857143,-0.285714,0.416230
-0.857143,-0.257143,0.418646
-0.857143,-0.228571,0.418116
-0.857143,-0.200000,0.418644
-0.857143,-0.171429,0.418596
-0.857143,-0.142857,0.419245
-0.857143,-0.114286,0.420374
-0.857143,-0.085714,0.420484
-0.857143,-0.057143,0.421080
-0.857143,-0.028571,0.422233
-0.857143,0.000000,0.420482
-0.857143,0.028571,0.422373
-0.857143,0.057143,0.420950
-0.857143,0.085714,0.421270
-0.857143,0.114286,0.423001
-0.857143,0.142857,0.422878
-0.857143,0.171429,0.424084
-0.857143,0.200000,0.422076
-0.857143,0.228571,0.423373
-0.857143,0.257143,0.423972
-0.857143,0.285714,0.423999
-0.857143,0.314286,0.424778
-0.857143,0.342857,0.424283
-0.857143,0.371429,0.424484
-0.857143,0.400000,0.425748
-0.857143,0.428571,0.425908
-0.857143,0.457143,0.424651
-0.857143,0.485714,0.425476
-0.857143,0.514286,0.426451
-0.857143,0.542857,0.426364
-0.857143,0.571429,0.426304
-0.857143,0.600000,0.425653
-0.857143,0.628571,0.425823
-0.857143,0.657143,0.425120
-0.857143,0.685714,0.424680
-0.857143,0.714286,0.425106
-0.857143,0.742857,0.426585
-0.857143,0.771429,0.425239
-0.857143,0.800000,0.425284
-0.857143,0.828571,0.425038
-0.857143,0.857143,0.424779
-0.857143,0.885714,0.423918
-0.857143,0.914286,0.424559
-0.857143,0.942857,0.424382
-0.857143,0.971429,0.424225
-0.857143,1.000000,0.423724
-0.828571,-1.000000,0.424847
-0.828571,-0.971429,0.426429
-0.828571,-0.942857,0.428160
-0.828571,-0.914286,0.428978
-0.828571,-0.885714,0.430319
-0.828571,-0.857143,0.431624
-0.828571,-0.828571,0.434030
-0.828571,-0.800000,0.434400
-0.828571,-0.771429,0.435867
-0.828571,-0.742857,0.436804
-0.828571,-0.714286,0.438718
-0.828571,-0.685714,0.438696
-0.828571,-0.657143,0.440262
-0.828571,-0.628571,0.442434
-0.828571,-0.600000,0.442562
-0.828571,-0.571429,0.444703
-0.828571,-0.542857,0.445614
-0.828571,-0.514286,0.445697
-0.828571,-0.485714,0.448362
-0.828571,-0.457143,0.450143
-0.828571,-0.428571,0.451115
-0.828571,-0.400000,0.450813
-0.828571,-0.371429,0.451936
-0.828571,-0.342857,0.452627
-0.828571,-0.314286,0.454668
-0.828571,-0.285714,0.455425
-0.828571,-0.257143,0.455789
-0.828571,-0.228571,0.458170
-0.828571,-0.200000,0.458460
-0.828571,-0.171429,0.458721
-0.828571,-0.142857,0.459806
-0.828571,-0.114286,0.461104
-0.828571,-0.085714,0.461250
-0.828571,-0.057143,0.462924
-0.828571,-0.028571,0.462781
-0.828571,0.000000,0.464754
-0.828571,0.028571,0.464732
-0.828571,0.057143,0.465482
-0.828571,0.085714,0.466550
-0.828571,0.114286,0.467256
-0.828571,0.142857,0.469061
-0.828571,0.171429,0.469737
-0.828571,0.200000,0.469636
-0.828571,0.228571,0.470002
-0.828571,0.257143,0.469572
-0.828571,0.285714,0.470030
-0.828571,0.314286,0.471048
-0.828571,0.342857,0.470944
-0.828571,0.371429,0.471453
-0.828571,0.400000,0.471790
-0.828571,0.428571,0.472067
-0.828571,0.457143,0.471898
-0.828571,0.485714,0.472695
-0.828571,0.514286,0.473024
-0.828571,0.542857,0.472633
-0.828571,0.571429,0.473683
-0.828571,0.600000,0.474352
-0.828571,0.628571,0.474634
-0.828571,0.657143,0.474027
-0.828571,0.685714,0.473881
-0.828571,0.714286,0.474318
-0.828571,0.742857,0.474069
-0.828571,0.771429,0.473805
-0.828571,0.800000,0.474930
-0.828571,0.828571,0.474531
-0.828571,0.857143,0.472308
-0.828571,0.885714,0.474332
-0.828571,0.914286,0.473531
-0.828571,0.942857,0.473650
-0.828571,0.971429,0.472059
-0.828571,1.000000,0.471918
-0.800000,-1.000000,0.438882
-0.800000,-0.971429,0.440719
-0.800000,-0.942857,0.442960
-0.800000,-0.914286,0.443225
-0.800000,-0.885714,0.446309
-0.800000,-0.857143,0.448094
-0.800000,-0.828571,0.449359
-0.800000,-0.800000,0.451067
-0.800000,-0.771429,0.453462
-0.800000,-0.742857,0.453513
-0.800000,-0.714286,0.455436
-0.800000,-0.685714,0.457037
-0.800000,-0.657143,0.457988
-0.800000,-0.628571,0.459802
-0.800000,-0.600000,0.461551
-0.800000,-0.571429,0.461741
-0.800000,-0.542857,0.463292
-0.800000,-0.514286,0.464236
-0.800000,-0.485714,0.467008
-0.800000,-0.457143,0.467442
-0.800000,-0.428571,0.469841
-0.800000,-0.400000,0.470638
-0.800000,-0.371429,0.472253
-0.800000,-0.342857,0.473968
-0.800000,-0.314286,0.474971
-0.800000,-0.285714,0.476219
-0.800000,-0.257143,0.477478
-0.800000,-0.228571,0.478733
-0.800000,-0.200000,0.479358
-0.800000,-0.171429,0.479898
-0.800000,-0.142857,0.482021
-0.800000,-0.114286,0.483341
-0.800000,-0.085714,0.483492
-0.800000,-0.057143,0.485694
-0.800000,-0.028571,0.486713
-0.800000,0.000000,0.486139
-0.800000,0.028571,0.488888
-0.800000,0.057143,0.488947
-0.800000,0.085714,0.489769
-0.800000,0.114286,0.490703
-0.800000,0.142857,0.490416
-0.800000,0.171429,0.491327
-0.800000,0.200000,0.492333
-0.800000,0.228571,0.493267
-0.800000,0.257143,0.494104
-0.800000,0.285714,0.494403
-0.800000,0.314286,0.495388
-0.800000,0.342857,0.495003
-0.800000,0.371429,0.496834
-0.800000,0.400000,0.496598
-0.800000,0.428571,0.496885
-0.800000,0.457143,0.497281
-0.800000,0.485714,0.497684
-0.800000,0.514286,0.497796
-0.800000,0.542857,0.498187
-0.800000,0.571429,0.498289
-0.800000,0.600000,0.499730
-0.800000,0.628571,0.499506
-0.800000,0.657143,0.499108
-0.800000,0.685714,0.499647
-0.800000,0.714286,0.499026
-0.800000,0.742857,0.499700
-0.800000,0.771429,0.499039
-0.800000,0.800000,0.499077
-0.800000,0.828571,0.499192
-0.800000,0.857143,0.499708
-0.800000,0.885714,0.498504
-0.800000,0.914286,0.499338
-0.800000,0.942857,0.498184
-0.800000,0.971429,0.498644
-0.800000,1.000000,0.497805
-0.771429,-1.000000,0.434705
-0.771429,-0.971429,0.438143
-0.771429,-0.942857,0.438587
-0.771429,-0.914286,0.438856
-0.771429,-0.885714,0.441536
-0.771429,-0.857143,0.443717
-0.771429,-0.828571,0.444128
-0.771429,-0.800000,0.445095
-0.771429,-0.771429,0.446091
-0.771429,-0.742857,0.448037
-0.771429,-0.714286,0.449529
-0.771429,-0.685714,0.450488
-0.771429,-0.657143,0.451386
-0.771429,-0.628571,0.453169
-0.771429,-0.600000,0.454395
-0.771429,-0.571429,0.455616
-0.771429,-0.542857,0.456889
-0.771429,-0.514286,0.458242
-0.771429,-0.485714,0.458613
-0.771429,-0.457143,0.460584
-0.771429,-0.428571,0.461679
-0.771429,-0.400000,0.462853
-0.771429,-0.371429,0.463562
-0.771429,-0.342857,0.465248
-0.771429,-0.314286,0.466337
-0.771429,-0.285714,0.467094
-0.771429,-0.257143,0.467765
-0.771429,-0.228571,0.468902
-0.771429,-0.200000,0.469046
-0.771429,-0.171429,0.470788
-0.771429,-0.142857,0.472723
-0.771429,-0.114286,0.471819
-0.771429,-0.085714,0.473214
-0.771429,-0.057143,0.474833
-0.771429,-0.028571,0.474606
-0.771429,0.000000,0.475972
-0.771429,0.028571,0.475763
-0.771429,0.057143,0.477309
-0.771429,0.085714,0.478515
-0.771429,0.114286,0.478986
-0.771429,0.142857,0.479387
-0.771429,0.171429,0.478916
-0.771429,0.200000,0.481575
-0.771429,0.228571,0.480808
-0.771429,0.257143,0.482217
-0.771429,0.285714,0.482126
-0.771429,0.314286,0.482454
-0.771429,0.342857,0.483488
-0.771429,0.371429,0.483875
-0.771429,0.400000,0.483659
-0.771429,0.428571,0.484237
-0.771429,0.457143,0.483681
-0.771429,0.485714,0.484466
-0.771429,0.514286,0.485460
-0.771429,0.542857,0.484906
-0.771429,0.571429,0.485398
-0.771429,0.600000,0.485716
-0.771429,0.628571,0.485406
-0.771429,0.657143,0.485495
-0.771429,0.685714,0.485084
-0.771429,0.714286,0.485316
-0.771429,0.742857,0.485635
-0.771429,0.771429,0.484875
-0.771429,0.800000,0.485722
-0.771429,0.828571,0.484907
-0.771429,0.857143,0.484927
-0.771429,0.885714,0.484829
-0.771429,0.914286,0.483900
-0.771429,0.942857,0.483847
-0.771429,0.971429,0.483863
-0.771429,1.000000,0.483966
-0.742857,-1.000000,0.417167
-0.742857,-0.971429,0.418725
-0.742857,-0.942857,0.419987
-0.742857,-0.914286,0.419544
-0.742857,-0.885714,0.421499
-0.742857,-0.857143,0.420776
-0.742857,-0.828571,0.421759
-0.742857,-0.800000,0.423809
-0.742857,-0.771429,0.423626
-0.742857,-0.742857,0.421981
-0.742857,-0.714286,0.425360
-0.742857,-0.685714,0.425450
-0.742857,-0.657143,0.426785
-0.742857,-0.628571,0.427944
-0.742857,-0.600000,0.428632
-0.742857,-0.571429,0.427928
-0.742857,-0.542857,0.429243
-0.742857,-0.514286,0.430063
-0.742857,-0.485714,0.431042
-0.742857,-0.457143,0.432477
-0.742857,-0.428571,0.432480
-0.742857,-0.400000,0.432225
-0.742857,-0.371429,0.432616
-0.742857,-0.342857,0.434632
-0.742857,-0.314286,0.434368
-0.742857,-0.285714,0.435110
-0.742857,-0.257143,0.435490
-0.742857,-0.228571,0.434785
-0.742857,-0.200000,0.436467
-0.742857,-0.171429,0.436700
-0.742857,-0.142857,0.437221
-0.742857,-0.114286,0.437391
-0.742857,-0.085714,0.437806
-0.742857,-0.057143,0.438185
-0.742857,-0.028571,0.438300
-0.742857,0.000000,0.440059
-0.742857,0.028571,0.439813
-0.742857,0.057143,0.439342
-0.742857,0.085714,0.441454
-0.742857,0.114286,0.439963
-0.742857,0.142857,0.439918
-0.742857,0.171429,0.441571
-0.742857,0.200000,0.441583
-0.742857,0.228571,0.441719
-0.742857,0.257143,0.441394
-0.742857,0.285714,0.441513
-0.742857,0.314286,0.442116
-0.742857,0.342857,0.442189
-0.742857,0.371429,0.442262
-0.742857,0.400000,0.443417
-0.742857,0.428571,0.441820
-0.742857,0.457143,0.441566
-0.742857,0.485714,0.442030
-0.742857,0.514286,0.442859
-0.742857,0.542857,0.442712
-0.742857,0.571429,0.442419
-0.742857,0.600000,0.442258
-0.742857,0.628571,0.442289
-0.742857,0.657143,0.442295
-0.742857,0.685714,0.442874
-0.742857,0.714286,0.441797
-0.742857,0.742857,0.441988
-0.742857,0.771429,0.442240
-0.742857,0.800000,0.441110
-0.742857,0.828571,0.443407
-0.742857,0.857143,0.440561
-0.742857,0.885714,0.440583
-0.742857,0.914286,0.440687
-0.742857,0.942857,0.440412
-0.742857,0.971429,0.440801
-0.742857,1.000000,0.438974
-0.714286,-1.000000,0.397105
-0.714286,-0.971429,0.395743
-0.714286,-0.942857,0.396903
-0.714286,-0.914286,0.398331
-0.714286,-0.885714,0.398070
-0.714286,-0.857143,0.397773
-0.714286,-0.828571,0.398009
-0.714286,-0.800000,0.398214
-0.714286,-0.771429,0.398845
-0.714286,-0.742857,0.398145
-0.714286,-0.714286,0.398284
-0.714286,-0.685714,0.398688
-0.714286,-0.657143,0.398369
-0.714286,-0.628571,0.398530
-0.714286,-0.600000,0.399260
-0.714286,-0.571429,0.398254
-0.714286,-0.542857,0.398376
-0.714286,-0.514286,0.399900
-0.714286,-0.485714,0.399880
-0.714286,-0.457143,0.398702
-0.714286,-0.428571,0.398873
-0.714286,-0.400000,0.399203
-0.714286,-0.371429,0.399577
-0.714286,-0.342857,0.398798
-0.714286,-0.314286,0.400270
-0.714286,-0.285714,0.398367
-0.714286,-0.257143,0.398000
-0.714286,-0.228571,0.398126
-0.714286,-0.200000,0.398571
-0.714286,-0.171429,0.399494
-0.714286,-0.142857,0.399951
-0.714286,-0.114286,0.399003
-0.714286,-0.085714,0.399515
-0.714286,-0.057143,0.398275
-0.714286,-0.028571,0.398210
-0.714286,0.000000,0.400411
-0.714286,0.028571,0.399419
-0.714286,0.057143,0.399663
-0.714286,0.085714,0.399650
-0.714286,0.114286,0.397893
-0.714286,0.142857,0.398832
-0.714286,0.171429,0.400103
-0.714286,0.200000,0.399363
-0.714286,0.228571,0.398208
-0.714286,0.257143,0.399077
-0.714286,0.285714,0.399713
-0.714286,0.314286,0.397560
-0.714286,0.342857,0.398223
-0.714286,0.371429,0.398115
-0.714286,0.400000,0.398689
-0.714286,0.428571,0.398361
-0.714286,0.457143,0.397394
-0.714286,0.485714,0.395886
-0.714286,0.514286,0.398287
-0.714286,0.542857,0.396303
-0.714286,0.571429,0.397145
-0.714286,0.600000,0.395615
-0.714286,0.628571,0.397610
-0.714286,0.657143,0.397154
-0.714286,0.685714,0.397208
-0.714286,0.714286,0.396383
-0.714286,0.742857,0.395946
-0.714286,0.771429,0.396010
-0.714286,0.800000,0.396897
-0.714286,0.828571,0.396290
-0.714286,0.857143,0.395974
-0.714286,0.885714,0.396394
-0.714286,0.914286,0.395087
-0.714286,0.942857,0.393096
-0.714286,0.971429,0.394457
-0.714286,1.000000,0.394618
-0.685714,-1.000000,0.384582
-0.685714,-0.971429,0.385385
-0.685714,-0.942857,0.385237
-0.685714,-0.914286,0.383274
-0.685714,-0.885714,0.382784
-0.685714,-0.857143,0.381438
-0.685714,-0.828571,0.382766
-0.685714,-0.800000,0.383656
-0.685714,-0.771429,0.382363
-0.685714,-0.742857,0.381423
-0.685714,-0.714286,0.382245
-0.685714,-0.685714,0.380783
-0.685714,-0.657143,0.382461
-0.685714,-0.628571,0.381001
-0.685714,-0.600000,0.380634
-0.685714,-0.571429,0.380616
-0.685714,-0.542857,0.380153
-0.685714,-0.514286,0.379241
-0.685714,-0.485714,0.379608
-0.685714,-0.457143,0.379751
-0.685714,-0.428571,0.379048
-0.685714,-0.400000,0.379061
-0.685714,-0.371429,0.378839
-0.685714,-0.342857,0.379346
-0.685714,-0.314286,0.377768
-0.685714,-0.285714,0.377928
-0.685714,-0.257143,0.376574
-0.685714,-0.228571,0.376198
-0.685714,-0.200000,0.377355
-0.685714,-0.171429,0.377719
-0.685714,-0.142857,0.375846
-0.685714,-0.114286,0.377282
-0.685714,-0.085714,0.376161
-0.685714,-0.057143,0.375504
-0.685714,-0.028571,0.374557
-0.685714,0.000000,0.374052
-0.685714,0.028571,0.374568
-0.685714,0.057143,0.375915
-0.685714,0.085714,0.373301
-0.685714,0.114286,0.373532
-0.685714,0.142857,0.373281
-0.685714,0.171429,0.373847
-0.685714,0.200000,0.373087
-0.685714,0.228571,0.373708
-0.685714,0.257143,0.372165
-0.685714,0.285714,0.372269
-0.685714,0.314286,0.372236
-0.685714,0.342857,0.371844
-0.685714,0.371429,0.373231
-0.685714,0.400000,0.372339
-0.685714,0.428571,0.371604
-0.685714,0.457143,0.371499
-0.685714,0.485714,0.370996
-0.685714,0.514286,0.369843
-0.685714,0.542857,0.370811
-0.685714,0.571429,0.370778
-0.685714,0.600000,0.371591
-0.685714,0.628571,0.370079
-0.685714,0.657143,0.371428
-0.685714,0.685714,0.369232
