# u1-u3 slice at u2=-0.0  metric=q_varMS  grid=71
# axis_a=u1  axis_b=u3
u1,u3,q
-0.685714,0.400000,0.476106
-0.685714,0.428571,0.476227
-0.685714,0.457143,0.474163
-0.685714,0.485714,0.473859
-0.685714,0.514286,0.472534
-0.685714,0.542857,0.471505
-0.685714,0.571429,0.469122
-0.685714,0.600000,0.470456
-0.685714,0.628571,0.469231
-0.685714,0.657143,0.468303
-0.685714,0.685714,0.466204
-0.685714,0.714286,0.465667
-0.685714,0.742857,0.464999
-0.685714,0.771429,0.464002
-0.685714,0.800000,0.463297
-0.685714,0.828571,0.460973
-0.685714,0.857143,0.461726
-0.685714,0.885714,0.459498
-0.685714,0.914286,0.458669
-0.685714,0.942857,0.458022
-0.685714,0.971429,0.457393
-0.685714,1.000000,0.454736
-0.657143,-1.000000,0.525655
-0.657143,-0.971429,0.525936
-0.657143,-0.942857,0.526340
-0.657143,-0.914286,0.525845
-0.657143,-0.885714,0.526003
-0.657143,-0.857143,0.524273
-0.657143,-0.828571,0.523190
-0.657143,-0.800000,0.524497
-0.657143,-0.771429,0.523585
-0.657143,-0.742857,0.524162
-0.657143,-0.714286,0.522161
-0.657143,-0.685714,0.524493
-0.657143,-0.657143,0.523527
-0.657143,-0.628571,0.521303
-0.657143,-0.600000,0.521306
-0.657143,-0.571429,0.521417
-0.657143,-0.542857,0.521542
-0.657143,-0.514286,0.520251
-0.657143,-0.485714,0.518931
-0.657143,-0.457143,0.518386
-0.657143,-0.428571,0.517711
-0.657143,-0.400000,0.517304
-0.657143,-0.371429,0.515889
-0.657143,-0.342857,0.516814
-0.657143,-0.314286,0.515752
-0.657143,-0.285714,0.514683
-0.657143,-0.257143,0.514449
-0.657143,-0.228571,0.513212
-0.657143,-0.200000,0.512298
-0.657143,-0.171429,0.511215
-0.657143,-0.142857,0.511203
-0.657143,-0.114286,0.510128
-0.657143,-0.085714,0.508653
-0.657143,-0.057143,0.509616
-0.657143,-0.028571,0.507451
-0.657143,0.000000,0.506244
-0.657143,0.028571,0.505132
-0.657143,0.057143,0.505559
-0.657143,0.085714,0.504332
-0.657143,0.114286,0.502196
-0.657143,0.142857,0.501157
-0.657143,0.171429,0.500076
-0.657143,0.200000,0.499040
-0.657143,0.228571,0.497894
-0.657143,0.257143,0.497308
-0.657143,0.285714,0.495453
-0.657143,0.314286,0.496274
-0.657143,0.342857,0.493897
-0.657143,0.371429,0.492341
-0.657143,0.400000,0.492140
-0.657143,0.428571,0.491434
-0.657143,0.457143,0.489979
-0.657143,0.485714,0.489139
-0.657143,0.514286,0.486670
-0.657143,0.542857,0.487655
-0.657143,0.571429,0.484164
-0.657143,0.600000,0.483920
-0.657143,0.628571,0.485159
-0.657143,0.657143,0.482425
-0.657143,0.685714,0.482261
-0.657143,0.714286,0.479192
-0.657143,0.742857,0.479157
-0.657143,0.771429,0.477805
-0.657143,0.800000,0.477408
-0.657143,0.828571,0.475448
-0.657143,0.857143,0.474500
-0.657143,0.885714,0.473542
-0.657143,0.914286,0.472854
-0.657143,0.942857,0.471856
-0.657143,0.971429,0.470989
-0.657143,1.000000,0.468166
-0.628571,-1.000000,0.494627
-0.628571,-0.971429,0.494537
-0.628571,-0.942857,0.494395
-0.628571,-0.914286,0.494667
-0.628571,-0.885714,0.494587
-0.628571,-0.857143,0.494920
-0.628571,-0.828571,0.495096
-0.628571,-0.800000,0.495026
-0.628571,-0.771429,0.494471
-0.628571,-0.742857,0.494559
-0.628571,-0.714286,0.495527
-0.628571,-0.685714,0.494529
-0.628571,-0.657143,0.493879
-0.628571,-0.628571,0.493377
-0.628571,-0.600000,0.493558
-0.628571,-0.571429,0.492278
-0.628571,-0.542857,0.493019
-0.628571,-0.514286,0.491514
-0.628571,-0.485714,0.491876
-0.628571,-0.457143,0.491445
-0.628571,-0.428571,0.491220
-0.628571,-0.400000,0.489260
-0.628571,-0.371429,0.490422
-0.628571,-0.342857,0.488360
-0.628571,-0.314286,0.488527
-0.628571,-0.285714,0.487535
-0.628571,-0.257143,0.487141
-0.628571,-0.228571,0.486332
-0.628571,-0.200000,0.485442
-0.628571,-0.171429,0.484129
-0.628571,-0.142857,0.485975
-0.628571,-0.114286,0.481916
-0.628571,-0.085714,0.481967
-0.628571,-0.057143,0.480303
-0.628571,-0.028571,0.480436
-0.628571,0.000000,0.479861
-0.628571,0.028571,0.479861
-0.628571,0.057143,0.479904
-0.628571,0.085714,0.477621
-0.628571,0.114286,0.477868
-0.628571,0.142857,0.476417
-0.628571,0.171429,0.473792
-0.628571,0.200000,0.474040
-0.628571,0.228571,0.472160
-0.628571,0.257143,0.472541
-0.628571,0.285714,0.471256
-0.628571,0.314286,0.471239
-0.628571,0.342857,0.469773
-0.628571,0.371429,0.468050
-0.628571,0.400000,0.468207
-0.628571,0.428571,0.468052
-0.628571,0.457143,0.464759
-0.628571,0.485714,0.465581
-0.628571,0.514286,0.464684
-0.628571,0.542857,0.462730
-0.628571,0.571429,0.459912
-0.628571,0.600000,0.459505
-0.628571,0.628571,0.459344
-0.628571,0.657143,0.457933
-0.628571,0.685714,0.455282
-0.628571,0.714286,0.456341
-0.628571,0.742857,0.454172
-0.628571,0.771429,0.453344
-0.628571,0.800000,0.451993
-0.628571,0.828571,0.450889
-0.628571,0.857143,0.449422
-0.628571,0.885714,0.450195
-0.628571,0.914286,0.447680
-0.628571,0.942857,0.447480
-0.628571,0.971429,0.445053
-0.628571,1.000000,0.445102
-0.600000,-1.000000,0.430163
-0.600000,-0.971429,0.430096
-0.600000,-0.942857,0.429711
-0.600000,-0.914286,0.427584
-0.600000,-0.885714,0.429183
-0.600000,-0.857143,0.428675
-0.600000,-0.828571,0.429811
-0.600000,-0.800000,0.427328
-0.600000,-0.771429,0.429281
-0.600000,-0.742857,0.428141
-0.600000,-0.714286,0.428384
-0.600000,-0.685714,0.428732
-0.600000,-0.657143,0.426353
-0.600000,-0.628571,0.426431
-0.600000,-0.600000,0.426242
-0.600000,-0.571429,0.426468
-0.600000,-0.542857,0.426023
-0.600000,-0.514286,0.424921
-0.600000,-0.485714,0.425849
-0.600000,-0.457143,0.423660
-0.600000,-0.428571,0.424773
-0.600000,-0.400000,0.424560
-0.600000,-0.371429,0.421383
-0.600000,-0.342857,0.422306
-0.600000,-0.314286,0.421767
-0.600000,-0.285714,0.420504
-0.600000,-0.257143,0.419874
-0.600000,-0.228571,0.420014
-0.600000,-0.200000,0.419157
-0.600000,-0.171429,0.417792
-0.600000,-0.142857,0.416980
-0.600000,-0.114286,0.417322
-0.600000,-0.085714,0.414525
-0.600000,-0.057143,0.414927
-0.600000,-0.028571,0.413925
-0.600000,0.000000,0.413721
-0.600000,0.028571,0.414444
-0.600000,0.057143,0.412096
-0.600000,0.085714,0.411653
-0.600000,0.114286,0.409327
-0.600000,0.142857,0.409798
-0.600000,0.171429,0.408435
-0.600000,0.200000,0.406612
-0.600000,0.228571,0.407422
-0.600000,0.257143,0.405882
-0.600000,0.285714,0.405011
-0.600000,0.314286,0.402955
-0.600000,0.342857,0.401748
-0.600000,0.371429,0.401649
-0.600000,0.400000,0.402146
-0.600000,0.428571,0.400377
-0.600000,0.457143,0.400142
-0.600000,0.485714,0.396889
-0.600000,0.514286,0.396764
-0.600000,0.542857,0.394622
-0.600000,0.571429,0.394568
-0.600000,0.600000,0.393365
-0.600000,0.628571,0.390922
-0.600000,0.657143,0.391767
-0.600000,0.685714,0.389280
-0.600000,0.714286,0.389907
-0.600000,0.742857,0.387269
-0.600000,0.771429,0.387042
-0.600000,0.800000,0.386789
-0.600000,0.828571,0.382655
-0.600000,0.857143,0.383222
-0.600000,0.885714,0.382948
-0.600000,0.914286,0.381639
-0.600000,0.942857,0.379042
-0.600000,0.971429,0.378247
-0.600000,1.000000,0.377980
-0.571429,-1.000000,0.339425
-0.571429,-0.971429,0.340671
-0.571429,-0.942857,0.340035
-0.571429,-0.914286,0.340955
-0.571429,-0.885714,0.338217
-0.571429,-0.857143,0.337670
-0.571429,-0.828571,0.338973
-0.571429,-0.800000,0.338829
-0.571429,-0.771429,0.336874
-0.571429,-0.742857,0.336866
-0.571429,-0.714286,0.336586
-0.571429,-0.685714,0.336575
-0.571429,-0.657143,0.334697
-0.571429,-0.628571,0.335265
-0.571429,-0.600000,0.334275
-0.571429,-0.571429,0.332462
-0.571429,-0.542857,0.333337
-0.571429,-0.514286,0.333360
-0.571429,-0.485714,0.332712
-0.571429,-0.457143,0.332617
-0.571429,-0.428571,0.330518
-0.571429,-0.400000,0.329216
-0.571429,-0.371429,0.329183
-0.571429,-0.342857,0.327126
-0.571429,-0.314286,0.326909
-0.571429,-0.285714,0.328352
-0.571429,-0.257143,0.325050
-0.571429,-0.228571,0.324510
-0.571429,-0.200000,0.324083
-0.571429,-0.171429,0.323667
-0.571429,-0.142857,0.321721
-0.571429,-0.114286,0.321895
-0.571429,-0.085714,0.319487
-0.571429,-0.057143,0.319932
-0.571429,-0.028571,0.318413
-0.571429,0.000000,0.318032
-0.571429,0.028571,0.318876
-0.571429,0.057143,0.317402
-0.571429,0.085714,0.314464
-0.571429,0.114286,0.314879
-0.571429,0.142857,0.313421
-0.571429,0.171429,0.311906
-0.571429,0.200000,0.311607
-0.571429,0.228571,0.310066
-0.571429,0.257143,0.310303
-0.571429,0.285714,0.308499
-0.571429,0.314286,0.306301
-0.571429,0.342857,0.307168
-0.571429,0.371429,0.305770
-0.571429,0.400000,0.303986
-0.571429,0.428571,0.303023
-0.571429,0.457143,0.301027
-0.571429,0.485714,0.300380
-0.571429,0.514286,0.299710
-0.571429,0.542857,0.298867
-0.571429,0.571429,0.298172
-0.571429,0.600000,0.296857
-0.571429,0.628571,0.295024
-0.571429,0.657143,0.297036
-0.571429,0.685714,0.294771
-0.571429,0.714286,0.293680
-0.571429,0.742857,0.293371
-0.571429,0.771429,0.290807
-0.571429,0.800000,0.291156
-0.571429,0.828571,0.289026
-0.571429,0.857143,0.288638
-0.571429,0.885714,0.285496
-0.571429,0.914286,0.285854
-0.571429,0.942857,0.286061
-0.571429,0.971429,0.282516
-0.571429,1.000000,0.282437
-0.542857,-1.000000,0.248520
-0.542857,-0.971429,0.247755
-0.542857,-0.942857,0.248204
-0.542857,-0.914286,0.247050
-0.542857,-0.885714,0.244634
-0.542857,-0.857143,0.244118
-0.542857,-0.828571,0.242889
-0.542857,-0.800000,0.242183
-0.542857,-0.771429,0.241456
-0.542857,-0.742857,0.240783
-0.542857,-0.714286,0.240423
-0.542857,-0.685714,0.238466
-0.542857,-0.657143,0.237886
-0.542857,-0.628571,0.235993
-0.542857,-0.600000,0.236820
-0.542857,-0.571429,0.234415
-0.542857,-0.542857,0.233694
-0.542857,-0.514286,0.231864
-0.542857,-0.485714,0.231560
-0.542857,-0.457143,0.232755
-0.542857,-0.428571,0.230206
-0.542857,-0.400000,0.229688
-0.542857,-0.371429,0.229002
-0.542857,-0.342857,0.227817
-0.542857,-0.314286,0.225863
-0.542857,-0.285714,0.226594
-0.542857,-0.257143,0.224514
-0.542857,-0.228571,0.223770
-0.542857,-0.200000,0.222819
-0.542857,-0.171429,0.222229
-0.542857,-0.142857,0.220904
-0.542857,-0.114286,0.220937
-0.542857,-0.085714,0.218046
-0.542857,-0.057143,0.216962
-0.542857,-0.028571,0.217399
-0.542857,0.000000,0.216704
-0.542857,0.028571,0.214961
-0.542857,0.057143,0.215370
-0.542857,0.085714,0.212879
-0.542857,0.114286,0.212425
-0.542857,0.142857,0.211857
-0.542857,0.171429,0.210264
-0.542857,0.200000,0.209725
-0.542857,0.228571,0.209255
-0.542857,0.257143,0.206144
-0.542857,0.285714,0.206653
-0.542857,0.314286,0.205651
-0.542857,0.342857,0.203069
-0.542857,0.371429,0.204053
-0.542857,0.400000,0.202239
-0.542857,0.428571,0.200589
-0.542857,0.457143,0.198154
-0.542857,0.485714,0.197739
-0.542857,0.514286,0.198198
-0.542857,0.542857,0.197368
-0.542857,0.571429,0.196372
-0.542857,0.600000,0.195596
-0.542857,0.628571,0.193913
-0.542857,0.657143,0.192906
-0.542857,0.685714,0.191650
-0.542857,0.714286,0.192307
-0.542857,0.742857,0.191740
-0.542857,0.771429,0.190144
-0.542857,0.800000,0.187662
-0.542857,0.828571,0.188091
-0.542857,0.857143,0.186699
-0.542857,0.885714,0.186750
-0.542857,0.914286,0.185925
-0.542857,0.942857,0.184942
-0.542857,0.971429,0.185560
-0.542857,1.000000,0.182389
-0.514286,-1.000000,0.172177
-0.514286,-0.971429,0.170537
-0.514286,-0.942857,0.170346
-0.514286,-0.914286,0.168292
-0.514286,-0.885714,0.165932
-0.514286,-0.857143,0.166756
-0.514286,-0.828571,0.162424
-0.514286,-0.800000,0.162410
-0.514286,-0.771429,0.161956
-0.514286,-0.742857,0.159842
-0.514286,-0.714286,0.158634
-0.514286,-0.685714,0.159177
-0.514286,-0.657143,0.157333
-0.514286,-0.628571,0.156025
-0.514286,-0.600000,0.155433
-0.514286,-0.571429,0.153552
-0.514286,-0.542857,0.152894
-0.514286,-0.514286,0.152587
-0.514286,-0.485714,0.149504
-0.514286,-0.457143,0.147010
-0.514286,-0.428571,0.146429
-0.514286,-0.400000,0.145397
-0.514286,-0.371429,0.144855
-0.514286,-0.342857,0.144060
-0.514286,-0.314286,0.143552
-0.514286,-0.285714,0.141785
-0.514286,-0.257143,0.141917
-0.514286,-0.228571,0.138563
-0.514286,-0.200000,0.138453
-0.514286,-0.171429,0.136598
-0.514286,-0.142857,0.135338
-0.514286,-0.114286,0.134208
-0.514286,-0.085714,0.133276
-0.514286,-0.057143,0.133455
-0.514286,-0.028571,0.133530
-0.514286,0.000000,0.132136
-0.514286,0.028571,0.129210
-0.514286,0.057143,0.129096
-0.514286,0.085714,0.128439
-0.514286,0.114286,0.126383
-0.514286,0.142857,0.126510
-0.514286,0.171429,0.124146
-0.514286,0.200000,0.123777
-0.514286,0.228571,0.122671
-0.514286,0.257143,0.122860
-0.514286,0.285714,0.121574
-0.514286,0.314286,0.119884
-0.514286,0.342857,0.119758
-0.514286,0.371429,0.119615
-0.514286,0.400000,0.116967
-0.514286,0.428571,0.116485
-0.514286,0.457143,0.115789
-0.514286,0.485714,0.115209
-0.514286,0.514286,0.115373
-0.514286,0.542857,0.113955
-0.514286,0.571429,0.111968
-0.514286,0.600000,0.112878
-0.514286,0.628571,0.112478
-0.514286,0.657143,0.109358
-0.514286,0.685714,0.111080
-0.514286,0.714286,0.110003
-0.514286,0.742857,0.108947
-0.514286,0.771429,0.106209
-0.514286,0.800000,0.105052
-0.514286,0.828571,0.104666
-0.514286,0.857143,0.105571
-0.514286,0.885714,0.104821
-0.514286,0.914286,0.105622
-0.514286,0.942857,0.103996
-0.514286,0.971429,0.102518
-0.514286,1.000000,0.102963
-0.485714,-1.000000,0.124241
-0.485714,-0.971429,0.122507
-0.485714,-0.942857,0.121485
-0.485714,-0.914286,0.119434
-0.485714,-0.885714,0.116923
-0.485714,-0.857143,0.115482
-0.485714,-0.828571,0.114698
-0.485714,-0.800000,0.111211
-0.485714,-0.771429,0.112998
-0.485714,-0.742857,0.110041
-0.485714,-0.714286,0.110632
-0.485714,-0.685714,0.107398
-0.485714,-0.657143,0.106919
-0.485714,-0.628571,0.103761
-0.485714,-0.600000,0.103664
-0.485714,-0.571429,0.102708
-0.485714,-0.542857,0.100846
-0.485714,-0.514286,0.099227
-0.485714,-0.485714,0.099484
-0.485714,-0.457143,0.098366
-0.485714,-0.428571,0.095930
-0.485714,-0.400000,0.095199
-0.485714,-0.371429,0.095155
-0.485714,-0.342857,0.093169
-0.485714,-0.314286,0.093436
-0.485714,-0.285714,0.091553
-0.485714,-0.257143,0.088212
-0.485714,-0.228571,0.087501
-0.485714,-0.200000,0.088683
-0.485714,-0.171429,0.088540
-0.485714,-0.142857,0.085816
-0.485714,-0.114286,0.084407
-0.485714,-0.085714,0.083038
-0.485714,-0.057143,0.082016
-0.485714,-0.028571,0.080862
-0.485714,0.000000,0.079525
-0.485714,0.028571,0.079091
-0.485714,0.057143,0.078552
-0.485714,0.085714,0.077972
-0.485714,0.114286,0.077839
-0.485714,0.142857,0.076762
-0.485714,0.171429,0.076229
-0.485714,0.200000,0.074327
-0.485714,0.228571,0.075299
-0.485714,0.257143,0.072764
-0.485714,0.285714,0.071982
-0.485714,0.314286,0.073115
-0.485714,0.342857,0.070965
-0.485714,0.371429,0.071768
-0.485714,0.400000,0.070577
-0.485714,0.428571,0.069164
-0.485714,0.457143,0.068105
-0.485714,0.485714,0.069199
-0.485714,0.514286,0.067355
-0.485714,0.542857,0.066776
-0.485714,0.571429,0.067712
-0.485714,0.600000,0.065435
-0.485714,0.628571,0.065220
-0.485714,0.657143,0.066244
-0.485714,0.685714,0.064778
-0.485714,0.714286,0.064881
-0.485714,0.742857,0.064528
-0.485714,0.771429,0.062811
-0.485714,0.800000,0.061009
-0.485714,0.828571,0.062907
-0.485714,0.857143,0.061405
-0.485714,0.885714,0.062427
-0.485714,0.914286,0.062739
-0.485714,0.942857,0.061065
-0.485714,0.971429,0.061639
-0.485714,1.000000,0.061169
-0.457143,-1.000000,0.106599
-0.457143,-0.971429,0.104663
-0.457143,-0.942857,0.104308
-0.457143,-0.914286,0.102969
-0.457143,-0.885714,0.102278
-0.457143,-0.857143,0.099379
-0.457143,-0.828571,0.099334
-0.457143,-0.800000,0.098481
-0.457143,-0.771429,0.094655
-0.457143,-0.742857,0.097007
-0.457143,-0.714286,0.094853
-0.457143,-0.685714,0.092912
-0.457143,-0.657143,0.090741
-0.457143,-0.628571,0.089691
-0.457143,-0.600000,0.087574
-0.457143,-0.571429,0.088516
-0.457143,-0.542857,0.087530
-0.457143,-0.514286,0.085662
-0.457143,-0.485714,0.085509
-0.457143,-0.457143,0.082353
-0.457143,-0.428571,0.083798
-0.457143,-0.400000,0.081680
-0.457143,-0.371429,0.080415
-0.457143,-0.342857,0.078887
-0.457143,-0.314286,0.080344
-0.457143,-0.285714,0.077923
-0.457143,-0.257143,0.077141
-0.457143,-0.228571,0.076938
-0.457143,-0.200000,0.075194
-0.457143,-0.171429,0.072946
-0.457143,-0.142857,0.073785
-0.457143,-0.114286,0.073481
-0.457143,-0.085714,0.072781
-0.457143,-0.057143,0.071247
-0.457143,-0.028571,0.071212
-0.457143,0.000000,0.071515
-0.457143,0.028571,0.068986
-0.457143,0.057143,0.069427
-0.457143,0.085714,0.068205
-0.457143,0.114286,0.067931
-0.457143,0.142857,0.067225
-0.457143,0.171429,0.068153
-0.457143,0.200000,0.067718
-0.457143,0.228571,0.066519
-0.457143,0.257143,0.065340
-0.457143,0.285714,0.066830
-0.457143,0.314286,0.065523
-0.457143,0.342857,0.064406
-0.457143,0.371429,0.062917
-0.457143,0.400000,0.063925
-0.457143,0.428571,0.063219
-0.457143,0.457143,0.063523
-0.457143,0.485714,0.062816
-0.457143,0.514286,0.063072
-0.457143,0.542857,0.063543
-0.457143,0.571429,0.062865
-0.457143,0.600000,0.062991
-0.457143,0.628571,0.061289
-0.457143,0.657143,0.063254
-0.457143,0.685714,0.061230
-0.457143,0.714286,0.062416
-0.457143,0.742857,0.062221
-0.457143,0.771429,0.062536
-0.457143,0.800000,0.062399
-0.457143,0.828571,0.060551
-0.457143,0.857143,0.063731
-0.457143,0.885714,0.061564
-0.457143,0.914286,0.062412
-0.457143,0.942857,0.063045
-0.457143,0.971429,0.063210
-0.457143,1.000000,0.062868
-0.428571,-1.000000,0.115340
-0.428571,-0.971429,0.114916
-0.428571,-0.942857,0.114125
-0.428571,-0.914286,0.111009
-0.428571,-0.885714,0.110480
-0.428571,-0.857143,0.110558
-0.428571,-0.828571,0.109957
-0.428571,-0.800000,0.108861
-0.428571,-0.771429,0.106856
-0.428571,-0.742857,0.106997
-0.428571,-0.714286,0.106534
-0.428571,-0.685714,0.103216
-0.428571,-0.657143,0.104614
-0.428571,-0.628571,0.101175
-0.428571,-0.600000,0.101435
-0.428571,-0.571429,0.099672
-0.428571,-0.542857,0.100283
-0.428571,-0.514286,0.099540
-0.428571,-0.485714,0.098388
-0.428571,-0.457143,0.099053
-0.428571,-0.428571,0.096668
-0.428571,-0.400000,0.097213
-0.428571,-0.371429,0.095707
-0.428571,-0.342857,0.097408
-0.428571,-0.314286,0.094120
-0.428571,-0.285714,0.093845
-0.428571,-0.257143,0.092816
-0.428571,-0.228571,0.094407
-0.428571,-0.200000,0.092207
-0.428571,-0.171429,0.091935
-0.428571,-0.142857,0.091159
-0.428571,-0.114286,0.092498
-0.428571,-0.085714,0.091437
-0.428571,-0.057143,0.091489
-0.428571,-0.028571,0.092696
-0.428571,0.000000,0.089243
-0.428571,0.028571,0.089697
-0.428571,0.057143,0.090642
-0.428571,0.085714,0.089588
-0.428571,0.114286,0.090514
-0.428571,0.142857,0.090677
-0.428571,0.171429,0.088797
-0.428571,0.200000,0.088648
-0.428571,0.228571,0.088818
-0.428571,0.257143,0.091007
-0.428571,0.285714,0.088042
-0.428571,0.314286,0.090573
-0.428571,0.342857,0.089654
-0.428571,0.371429,0.090244
-0.428571,0.400000,0.089376
-0.428571,0.428571,0.090183
-0.428571,0.457143,0.090776
-0.428571,0.485714,0.089755
-0.428571,0.514286,0.090696
-0.428571,0.542857,0.091199
-0.428571,0.571429,0.092646
-0.428571,0.600000,0.091604
-0.428571,0.628571,0.092361
-0.428571,0.657143,0.092350
-0.428571,0.685714,0.091717
-0.428571,0.714286,0.093715
-0.428571,0.742857,0.092863
-0.428571,0.771429,0.092653
-0.428571,0.800000,0.095427
-0.428571,0.828571,0.095868
-0.428571,0.857143,0.096996
-0.428571,0.885714,0.096223
-0.428571,0.914286,0.095193
-0.428571,0.942857,0.096440
-0.428571,0.971429,0.097953
-0.428571,1.000000,0.099147
-0.400000,-1.000000,0.133447
-0.400000,-0.971429,0.133947
-0.400000,-0.942857,0.132176
-0.400000,-0.914286,0.131427
-0.400000,-0.885714,0.131549
-0.400000,-0.857143,0.129757
-0.400000,-0.828571,0.128885
-0.400000,-0.800000,0.128811
-0.400000,-0.771429,0.128744
-0.400000,-0.742857,0.127594
-0.400000,-0.714286,0.127820
-0.400000,-0.685714,0.127701
-0.400000,-0.657143,0.126985
-0.400000,-0.628571,0.126888
-0.400000,-0.600000,0.124257
-0.400000,-0.571429,0.125658
-0.400000,-0.542857,0.125538
-0.400000,-0.514286,0.125299
-0.400000,-0.485714,0.124176
-0.400000,-0.457143,0.123556
-0.400000,-0.428571,0.122755
-0.400000,-0.400000,0.124827
-0.400000,-0.371429,0.121907
-0.400000,-0.342857,0.124129
-0.400000,-0.314286,0.123632
-0.400000,-0.285714,0.124016
-0.400000,-0.257143,0.123127
-0.400000,-0.228571,0.120870
-0.400000,-0.200000,0.122790
-0.400000,-0.171429,0.123998
-0.400000,-0.142857,0.123423
-0.400000,-0.114286,0.122071
-0.400000,-0.085714,0.122284
-0.400000,-0.057143,0.124808
-0.400000,-0.028571,0.124145
-0.400000,0.000000,0.122931
-0.400000,0.028571,0.124088
-0.400000,0.057143,0.123708
-0.400000,0.085714,0.124612
-0.400000,0.114286,0.125146
-0.400000,0.142857,0.125363
-0.400000,0.171429,0.124927
-0.400000,0.200000,0.125476
-0.400000,0.228571,0.127099
-0.400000,0.257143,0.125825
-0.400000,0.285714,0.126740
-0.400000,0.314286,0.127020
-0.400000,0.342857,0.126768
-0.400000,0.371429,0.127864
-0.400000,0.400000,0.127919
-0.400000,0.428571,0.130269
-0.400000,0.457143,0.131965
-0.400000,0.485714,0.131113
-0.400000,0.514286,0.131854
-0.400000,0.542857,0.132001
-0.400000,0.571429,0.133427
-0.400000,0.600000,0.133379
-0.400000,0.628571,0.135203
-0.400000,0.657143,0.134604
-0.400000,0.685714,0.135837
-0.400000,0.714286,0.136008
-0.400000,0.742857,0.137203
-0.400000,0.771429,0.138425
-0.400000,0.800000,0.138369
-0.400000,0.828571,0.140582
-0.400000,0.857143,0.141468
-0.400000,0.885714,0.141618
-0.400000,0.914286,0.142900
-0.400000,0.942857,0.142941
-0.400000,0.971429,0.144944
-0.400000,1.000000,0.144770
-0.371429,-1.000000,0.147688
-0.371429,-0.971429,0.146814
-0.371429,-0.942857,0.146571
-0.371429,-0.914286,0.148403
-0.371429,-0.885714,0.146514
-0.371429,-0.857143,0.145924
-0.371429,-0.828571,0.145782
-0.371429,-0.800000,0.146166
-0.371429,-0.771429,0.145929
-0.371429,-0.742857,0.146064
-0.371429,-0.714286,0.144360
-0.371429,-0.685714,0.143854
-0.371429,-0.657143,0.144896
-0.371429,-0.628571,0.143296
-0.371429,-0.600000,0.145900
-0.371429,-0.571429,0.143445
-0.371429,-0.542857,0.145057
-0.371429,-0.514286,0.143585
-0.371429,-0.485714,0.143918
-0.371429,-0.457143,0.145473
-0.371429,-0.428571,0.145425
-0.371429,-0.400000,0.145722
-0.371429,-0.371429,0.144737
-0.371429,-0.342857,0.144997
-0.371429,-0.314286,0.146699
-0.371429,-0.285714,0.146414
-0.371429,-0.257143,0.147746
-0.371429,-0.228571,0.145658
-0.371429,-0.200000,0.146686
-0.371429,-0.171429,0.146651
-0.371429,-0.142857,0.148475
-0.371429,-0.114286,0.148645
-0.371429,-0.085714,0.148886
-0.371429,-0.057143,0.149420
-0.371429,-0.028571,0.149256
-0.371429,0.000000,0.150183
-0.371429,0.028571,0.151373
-0.371429,0.057143,0.150633
-0.371429,0.085714,0.151854
-0.371429,0.114286,0.152869
-0.371429,0.142857,0.153066
-0.371429,0.171429,0.152923
-0.371429,0.200000,0.154507
-0.371429,0.228571,0.155760
-0.371429,0.257143,0.156350
-0.371429,0.285714,0.156576
-0.371429,0.314286,0.157092
-0.371429,0.342857,0.159065
-0.371429,0.371429,0.161138
-0.371429,0.400000,0.159159
-0.371429,0.428571,0.161558
-0.371429,0.457143,0.162101
-0.371429,0.485714,0.163995
-0.371429,0.514286,0.162051
-0.371429,0.542857,0.165563
-0.371429,0.571429,0.165384
-0.371429,0.600000,0.167048
-0.371429,0.628571,0.168168
-0.371429,0.657143,0.168361
-0.371429,0.685714,0.169957
-0.371429,0.714286,0.169961
-0.371429,0.742857,0.173653
-0.371429,0.771429,0.172623
-0.371429,0.800000,0.174119
-0.371429,0.828571,0.176534
-0.371429,0.857143,0.176456
-0.371429,0.885714,0.178355
-0.371429,0.914286,0.179380
-0.371429,0.942857,0.180080
-0.371429,0.971429,0.182478
-0.371429,1.000000,0.181927
-0.342857,-1.000000,0.149682
-0.342857,-0.971429,0.148376
-0.342857,-0.942857,0.149388
-0.342857,-0.914286,0.148916
-0.342857,-0.885714,0.149715
-0.342857,-0.857143,0.148712
-0.342857,-0.828571,0.148575
-0.342857,-0.800000,0.149690
-0.342857,-0.771429,0.147356
-0.342857,-0.742857,0.149372
-0.342857,-0.714286,0.148710
-0.342857,-0.685714,0.147674
-0.342857,-0.657143,0.148866
-0.342857,-0.628571,0.150196
-0.342857,-0.600000,0.148943
-0.342857,-0.571429,0.149524
-0.342857,-0.542857,0.147388
-0.342857,-0.514286,0.150569
-0.342857,-0.485714,0.148760
-0.342857,-0.457143,0.148798
-0.342857,-0.428571,0.149680
-0.342857,-0.400000,0.151550
-0.342857,-0.371429,0.149604
-0.342857,-0.342857,0.151487
-0.342857,-0.314286,0.152209
-0.342857,-0.285714,0.151746
-0.342857,-0.257143,0.152972
-0.342857,-0.228571,0.152401
-0.342857,-0.200000,0.154860
-0.342857,-0.171429,0.154290
-0.342857,-0.142857,0.154011
-0.342857,-0.114286,0.151733
-0.342857,-0.085714,0.156645
-0.342857,-0.057143,0.156885
-0.342857,-0.028571,0.156459
-0.342857,0.000000,0.159170
-0.342857,0.028571,0.157647
-0.342857,0.057143,0.158480
-0.342857,0.085714,0.159366
-0.342857,0.114286,0.160014
-0.342857,0.142857,0.160055
-0.342857,0.171429,0.162785
